ags,wahlkreis,wahlbezirk,gemeinde,name,wahlart,linke,spd,gruene,summe,gueltige_zweitstimmen,anteil_prozent,mehr_als_50_prozent
15090415,003,000001,"Osterburg (Altmark), Hansestadt","01 Osterburg, Gymnasium",U,82,73,55,210,798,26.31578947368421,False
15090415,003,000002,"Osterburg (Altmark), Hansestadt","02 Osterburg, Grundschule am Hain",U,99,92,61,252,1036,24.324324324324323,False
15090415,003,000003,"Osterburg (Altmark), Hansestadt","03 Osterburg, Sekundarschule",U,85,90,48,223,903,24.69545957918051,False
15090415,003,000004,"Osterburg (Altmark), Hansestadt","04 Osterburg, Ballerstedt",U,3,9,5,17,109,15.596330275229358,False
15090415,003,000005,"Osterburg (Altmark), Hansestadt","05 Osterburg, Düsedau",U,9,12,10,31,137,22.62773722627737,False
15090415,003,000006,"Osterburg (Altmark), Hansestadt","06 Osterburg, Erxleben",U,20,19,12,51,225,22.666666666666668,False
15090415,003,000007,"Osterburg (Altmark), Hansestadt","07 Osterburg, Flessau",U,33,29,17,79,376,21.01063829787234,False
15090415,003,000008,"Osterburg (Altmark), Hansestadt","08 Osterburg, Gladigau",U,16,11,15,42,168,25.0,False
15090415,003,000009,"Osterburg (Altmark), Hansestadt","09 Osterburg, Königsmark",U,10,10,11,31,148,20.945945945945947,False
15090415,003,000010,"Osterburg (Altmark), Hansestadt","10 Osterburg, Krevese",U,17,10,7,34,220,15.454545454545455,False
15090415,003,000011,"Osterburg (Altmark), Hansestadt","11 Osterburg, Meseberg",U,8,15,23,46,152,30.263157894736842,False
15090415,003,000012,"Osterburg (Altmark), Hansestadt","12 Osterburg, Rossau",U,20,13,4,37,190,19.473684210526315,False
15090415,003,000013,"Osterburg (Altmark), Hansestadt","13 Osterburg, Walsleben",U,15,17,6,38,200,19.0,False
15090415,003,000014,"Osterburg (Altmark), Hansestadt","14 Osterburg, Briefwahl 01",B,86,98,73,257,710,36.19718309859155,False
15090415,003,000015,"Osterburg (Altmark), Hansestadt","15 Osterburg, Briefwahl 02",B,90,83,64,237,767,30.89960886571056,False
15090435,003,000080,Rochau,80 Rochau,U,24,25,13,62,296,20.945945945945947,False
15090435,003,000081,Rochau,"81 Rochau, Klein Schwechten",U,22,25,8,55,242,22.727272727272727,False
15090435,003,000082,Rochau,"82 Rochau, Briefwahl",B,20,9,8,37,132,28.03030303030303,False
15090445,003,000007,"Sandau (Elbe), Stadt",07 Sandau (Elbe),U,18,21,23,62,430,14.418604651162791,False
15090445,003,000024,"Sandau (Elbe), Stadt",24 Briefwahlbezirk Sandau (Elbe),B,14,14,11,39,132,29.545454545454547,False
15090485,003,000008,Schollene,08 Schollene,U,57,46,29,132,573,23.036649214659686,False
15090485,003,000025,Schollene,25 Briefwahlbezirk Schollene,B,17,20,24,61,148,41.21621621621622,False
15090500,003,000009,Schönhausen (Elbe),"09 Schönhausen, Bürgerzentrum",U,21,35,14,70,498,14.056224899598394,False
15090500,003,000010,Schönhausen (Elbe),"10 Schönhausen, Grundschule",U,21,35,15,71,409,17.359413202933986,False
15090500,003,000011,Schönhausen (Elbe),"11 Schönhausen, Hohengöhren",U,17,13,8,38,205,18.536585365853657,False
15090500,003,000026,Schönhausen (Elbe),26 Briefwahlbezirk Schönhausen (Elbe),B,31,32,24,87,323,26.934984520123837,False
15090520,003,000014,"Seehausen (Altmark), Hansestadt","14 Seehausen (Altm.), Grundschule",U,56,64,37,157,770,20.38961038961039,False
15090520,003,000015,"Seehausen (Altmark), Hansestadt","15 Seehausen (Altm.), Feuerwehr",U,73,58,40,171,738,23.170731707317074,False
15090520,003,000016,"Seehausen (Altmark), Hansestadt","16 Seehausen (Altm.), Beuster",U,17,29,15,61,238,25.630252100840337,False
15090520,003,000017,"Seehausen (Altmark), Hansestadt","17 Seehausen (Altm.), Geestgottberg",U,12,13,11,36,212,16.9811320754717,False
15090520,003,000018,"Seehausen (Altmark), Hansestadt","18 Seehausen (Altm.), Schönberg",U,19,24,12,55,252,21.825396825396826,False
15090520,003,000024,"Seehausen (Altmark), Hansestadt","24 Seehausen (Altm.), Briefwahl",B,82,96,59,237,666,35.585585585585584,False
15090610,003,000090,"Werben (Elbe), Hansestadt",90 Werben,U,24,33,33,90,345,26.08695652173913,False
15090610,003,000091,"Werben (Elbe), Hansestadt","91 Werben, Behrendorf",U,14,12,5,31,196,15.816326530612244,False
15090610,003,000092,"Werben (Elbe), Hansestadt","92 Werben, Briefwahl",B,11,20,6,37,102,36.27450980392157,False
15090631,003,000012,Wust-Fischbeck,"12 Wust-Fischbeck, Fischbeck",U,8,17,10,35,255,13.72549019607843,False
15090631,003,000014,Wust-Fischbeck,"14 Wust-Fischbeck, Wust",U,18,27,29,74,272,27.205882352941178,False
15090631,003,000015,Wust-Fischbeck,"15 Wust-Fischbeck, Sydow",U,7,3,2,12,89,13.48314606741573,False
15090631,003,000027,Wust-Fischbeck,27 Briefwahlbezirk Wust-Fischbeck,B,20,37,21,78,183,42.622950819672134,False
15090635,003,000019,Zehrental,"19 Zehrental, Gollensdorf",U,10,15,10,35,118,29.661016949152543,False
15090635,003,000020,Zehrental,"20 Zehrental, Groß Garz",U,15,40,17,72,334,21.55688622754491,False
15090635,003,000025,Zehrental,"25 Zehrental, Briefwahl",B,7,13,10,30,77,38.96103896103896,False
15090070,004,000001,"Bismark (Altmark), Stadt","01 Bismark, Badingen",U,23,17,17,57,249,22.89156626506024,False
15090070,004,000002,"Bismark (Altmark), Stadt","02 Bismark, Berkau",U,13,10,11,34,186,18.27956989247312,False
15090070,004,000003,"Bismark (Altmark), Stadt","03 Bismark, Bismark I Nord",U,34,47,26,107,488,21.92622950819672,False
15090070,004,000004,"Bismark (Altmark), Stadt","04 Bismark, Bismark II Süd",U,55,59,30,144,661,21.78517397881997,False
15090070,004,000005,"Bismark (Altmark), Stadt","05 Bismark, Poritz",U,10,21,15,46,126,36.507936507936506,False
15090070,004,000006,"Bismark (Altmark), Stadt","06 Bismark, Büste",U,8,9,9,26,166,15.662650602409638,False
15090070,004,000007,"Bismark (Altmark), Stadt","07 Bismark, Dobberkau",U,5,8,8,21,141,14.893617021276595,False
15090070,004,000008,"Bismark (Altmark), Stadt","08 Bismark, Garlipp/Schäplitz",U,10,9,6,25,112,22.321428571428573,False
15090070,004,000009,"Bismark (Altmark), Stadt","09 Bismark, Grassau",U,3,19,10,32,141,22.69503546099291,False
15090070,004,000010,"Bismark (Altmark), Stadt","10 Bismark, Hohenwulsch",U,21,13,5,39,183,21.311475409836067,False
15090070,004,000011,"Bismark (Altmark), Stadt","11 Bismark, Kläden",U,33,32,20,85,334,25.449101796407184,False
15090070,004,000012,"Bismark (Altmark), Stadt","12 Bismark, Könnigde/Holzhausen",U,12,16,5,33,118,27.966101694915253,False
15090070,004,000013,"Bismark (Altmark), Stadt","13 Bismark, Kremkau",U,11,7,5,23,90,25.555555555555557,False
15090070,004,000014,"Bismark (Altmark), Stadt","14 Bismark, Meßdorf",U,11,15,9,35,147,23.80952380952381,False
15090070,004,000015,"Bismark (Altmark), Stadt","15 Bismark, Späningen",U,22,17,14,53,190,27.894736842105264,False
15090070,004,000016,"Bismark (Altmark), Stadt","16 Bismark, Querstedt/Käthen",U,10,5,6,21,139,15.107913669064748,False
15090070,004,000017,"Bismark (Altmark), Stadt","17 Bismark, Schernikau",U,11,15,10,36,148,24.324324324324323,False
15090070,004,000018,"Bismark (Altmark), Stadt","18 Bismark, Belkau",U,6,4,9,19,72,26.38888888888889,False
15090070,004,000019,"Bismark (Altmark), Stadt","19 Bismark, Schinne",U,14,19,14,47,222,21.17117117117117,False
15090070,004,000020,"Bismark (Altmark), Stadt","20 Bismark, Schorstedt",U,3,13,7,23,133,17.293233082706767,False
15090070,004,000021,"Bismark (Altmark), Stadt","21 Bismark, Steinfeld",U,21,17,5,43,170,25.294117647058822,False
15090070,004,000022,"Bismark (Altmark), Stadt","22 Bismark, Briefwahl 01",B,53,85,35,173,476,36.34453781512605,False
15090070,004,000023,"Bismark (Altmark), Stadt","23 Bismark, Briefwahl 02",B,63,71,55,189,536,35.26119402985075,False
15090535,004,000001,"Stendal, Hansestadt","01 Stendal, LK Zweigstelle",U,84,105,126,315,1024,30.76171875,False
15090535,004,000002,"Stendal, Hansestadt","02 Stendal, Stadtbibliothek",U,83,93,123,299,938,31.87633262260128,False
15090535,004,000003,"Stendal, Hansestadt","03 Stendal, Musikforum Katharine",U,69,75,93,237,805,29.440993788819874,False
15090535,004,000004,"Stendal, Hansestadt","04 Stendal, GS Astrid Lindgren",U,84,80,67,231,801,28.83895131086142,False
15090535,004,000005,"Stendal, Hansestadt","05 Stendal, Kita Abenteuerland",U,53,51,58,162,764,21.20418848167539,False
15090535,004,000006,"Stendal, Hansestadt","06 Stendal, Hochschule",U,80,68,74,222,809,27.441285537700864,False
15090535,004,000007,"Stendal, Hansestadt","07 Stendal, GS Haferbreite",U,70,77,87,234,921,25.407166123778502,False
15090535,004,000008,"Stendal, Hansestadt","08 Stendal, GS Nord",U,78,91,67,236,943,25.026511134676564,False
15090535,004,000009,"Stendal, Hansestadt","09 Stendal, Kita Regenbogenland",U,70,56,52,178,868,20.506912442396313,False
15090535,004,000010,"Stendal, Hansestadt","10 Stendal, Winckelmann-Gymnasium",U,77,66,54,197,737,26.72998643147897,False
15090535,004,000011,"Stendal, Hansestadt","11 Stendal, GS Am Stadtsee",U,84,69,24,177,691,25.615050651230103,False
15090535,004,000012,"Stendal, Hansestadt","12 Stendal, Berufsbildungswerk",U,58,54,23,135,735,18.367346938775512,False
15090535,004,000013,"Stendal, Hansestadt","13 Stendal, GS Juri Gagarin",U,51,34,26,111,488,22.74590163934426,False
15090535,004,000014,"Stendal, Hansestadt","14 Stendal, Förderschule Pestalozzi",U,43,26,19,88,367,23.978201634877383,False
15090535,004,000015,"Stendal, Hansestadt","15 Stendal, Feuerwache",U,77,57,45,179,707,25.31824611032532,False
15090535,004,000016,"Stendal, Hansestadt","16 Stendal, Borstel",U,23,29,22,74,307,24.104234527687296,False
15090535,004,000017,"Stendal, Hansestadt","17 Stendal, Staffelde",U,7,20,11,38,186,20.43010752688172,False
15090535,004,000018,"Stendal, Hansestadt","18 Stendal, Wahrburg",U,40,47,37,124,554,22.382671480144403,False
15090535,004,000019,"Stendal, Hansestadt","19 Stendal, Bindfelde",U,12,13,10,35,128,27.34375,False
15090535,004,000020,"Stendal, Hansestadt","20 Stendal, Jarchau",U,14,20,22,56,259,21.62162162162162,False
15090535,004,000021,"Stendal, Hansestadt","21 Stendal, Uchtspringe",U,11,10,14,35,162,21.604938271604937,False
15090535,004,000022,"Stendal, Hansestadt","22 Stendal, Börgitz",U,20,16,20,56,233,24.034334763948497,False
15090535,004,000023,"Stendal, Hansestadt","23 Stendal, Staats",U,6,6,6,18,128,14.0625,False
15090535,004,000024,"Stendal, Hansestadt","24 Stendal, Vinzelberg",U,9,7,6,22,107,20.560747663551403,False
15090535,004,000025,"Stendal, Hansestadt","25 Stendal, Volgfelde",U,1,11,11,23,94,24.46808510638298,False
15090535,004,000026,"Stendal, Hansestadt","26 Stendal, Nahrstedt",U,10,10,4,24,167,14.37125748502994,False
15090535,004,000027,"Stendal, Hansestadt","27 Stendal, Möringen",U,19,31,24,74,342,21.637426900584796,False
15090535,004,000028,"Stendal, Hansestadt","28 Stendal, Insel",U,10,19,13,42,236,17.796610169491526,False
15090535,004,000029,"Stendal, Hansestadt","29 Stendal, Döbbelin",U,6,6,12,24,117,20.512820512820515,False
15090535,004,000030,"Stendal, Hansestadt","30 Stendal, Buchholz",U,8,7,7,22,143,15.384615384615385,False
15090535,004,000031,"Stendal, Hansestadt","31 Stendal, Heeren",U,13,29,19,61,298,20.469798657718123,False
15090535,004,000032,"Stendal, Hansestadt","32 Stendal, Dahlen",U,16,14,7,37,211,17.53554502369668,False
15090535,004,000033,"Stendal, Hansestadt","33 Stendal, Gohre",U,8,8,13,29,91,31.86813186813187,False
15090535,004,000034,"Stendal, Hansestadt","34 Stendal, Uenglingen",U,35,37,21,93,411,22.62773722627737,False
15090535,004,000035,"Stendal, Hansestadt","35 Stendal, Wittenmoor",U,5,9,2,16,102,15.686274509803921,False
15090535,004,000036,"Stendal, Hansestadt","36 Stendal, Groß Schwechten",U,21,25,11,57,295,19.322033898305083,False
15090535,004,000037,"Stendal, Hansestadt","37 Stendal, Briefwahl 01",B,111,122,131,364,892,40.80717488789238,False
15090535,004,000038,"Stendal, Hansestadt","38 Stendal, Briefwahl 02",B,113,126,139,378,902,41.90687361419069,False
15090535,004,000039,"Stendal, Hansestadt","39 Stendal, Briefwahl 03",B,88,133,133,354,977,36.23336745138178,False
15090535,004,000040,"Stendal, Hansestadt","40 Stendal, Briefwahl 04",B,129,135,98,362,986,36.71399594320487,False
15090535,004,000041,"Stendal, Hansestadt","41 Stendal, Briefwahl 05",B,129,125,91,345,914,37.74617067833698,False
15090535,004,000042,"Stendal, Hansestadt","42 Stendal, Briefwahl 06",B,121,124,110,355,950,37.36842105263158,False
15086035,005,000001,Elbe-Parey,"Elbe-Parey, Parey, Kita ""Sonnenschlößchen"", Am Park 1",U,75,69,48,192,995,19.2964824120603,False
15086035,005,000002,Elbe-Parey,"Elbe-Parey, Zerben, Schloss, Am Park 2",U,5,14,6,25,154,16.233766233766232,False
15086035,005,000003,Elbe-Parey,"Elbe-Parey, Bergzow, Dorfgemeinschaftshaus, Straße der Jugend 5a",U,30,35,18,83,332,25.0,False
15086035,005,000004,Elbe-Parey,"Elbe-Parey, Derben, Dorfgemeinschaftshaus, Hauptstraße 73",U,25,40,23,88,408,21.568627450980394,False
15086035,005,000006,Elbe-Parey,"Elbe-Parey, Ferchland, Elbehaus, Genthiner Straße 16 c",U,23,30,6,59,289,20.41522491349481,False
15086035,005,000007,Elbe-Parey,"Elbe-Parey, Güsen, Kita ""Eulenwäldchen"", Herderstraße 33",U,79,67,57,203,851,23.854289071680377,False
15086035,005,000008,Elbe-Parey,"Elbe-Parey, Hohenseeden, Kita ""Lindenstrolche"", Brandensteiner Weg 16",U,11,8,13,32,220,14.545454545454545,False
15086035,005,000009,Elbe-Parey,"Briefwahlbezirk Elbe-Parey, Burg, Bahnhofstraße 9",B,133,120,83,336,1008,33.333333333333336,False
15086040,005,000001,"Genthin, Stadt","Genthin, Grundschule ""Diesterweg"", Jungfernsteg 2 a ",U,75,74,46,195,977,19.959058341862846,False
15086040,005,000002,"Genthin, Stadt","Genthin, Rathaus, Marktplatz 3",U,70,63,75,208,893,23.292273236282195,False
15086040,005,000003,"Genthin, Stadt","Genthin, Grundschule ""L. Uhland"", Guerickestraße 11",U,92,59,55,206,955,21.57068062827225,False
15086040,005,000004,"Genthin, Stadt","Genthin, Kita ""Käthe Kollwitz"", Gröblerstraße 74 a",U,51,54,42,147,662,22.205438066465256,False
15086040,005,000005,"Genthin, Stadt","Genthin, SÜD V - Vereinsraum, Tulpenweg 1-3",U,49,78,32,159,600,26.5,False
15086040,005,000006,"Genthin, Stadt","Genthin, Parchen, Feuerwehrdepot, Sandberg 1 a",U,43,32,20,95,364,26.0989010989011,False
15086040,005,000007,"Genthin, Stadt","Genthin, Mützel, Gemeindehaus, Käthe-Kollwitz-Platz 6",U,20,24,11,55,298,18.456375838926174,False
15086040,005,000008,"Genthin, Stadt","Genthin, Tucheim, Jugendclub, Domstraße 2 b",U,44,36,21,101,589,17.147707979626485,False
15086040,005,000009,"Genthin, Stadt","Genthin, Gladau, Gemeindehaus, Friedenstraße 30",U,7,10,6,23,167,13.77245508982036,False
15086040,005,000010,"Genthin, Stadt","Genthin, Dretzel, Feuerwehrhaus, Straße der Freundschaft 19 a",U,9,5,5,19,124,15.32258064516129,False
15086040,005,000011,"Genthin, Stadt","Genthin, Paplitz, Gemeindehaus, Bahnhofstraße 21",U,10,5,4,19,151,12.582781456953642,False
15086040,005,000012,"Genthin, Stadt","Genthin, Schopsdorf, Alte Schule, Schopsdorfer Dorfstraße 1",U,11,10,7,28,135,20.74074074074074,False
15086040,005,000013,"Genthin, Stadt","Briefwahlbezirk Genthin 1, Burg, Bahnhofstraße 9",B,141,195,111,447,1122,39.839572192513366,False
15086040,005,000014,"Genthin, Stadt","Briefwahlbezirk Genthin 2, Burg, Bahnhofstraße 9",B,106,145,123,374,1146,32.63525305410122,False
15086080,005,000001,"Jerichow, Stadt","Jerichow, Brettin, Schulspeisung, Heinrich-Heine-Straße 72",U,23,28,21,72,419,17.183770883054894,False
15086080,005,000002,"Jerichow, Stadt","Jerichow, Kleinwusterwitz, Dorfgemeinschaftshaus, Kleinwusterwitzer Straße 39",U,18,9,6,33,144,22.916666666666668,False
15086080,005,000003,"Jerichow, Stadt","Jerichow, Bürgerhaus, Karl-Liebknecht-Straße 55",U,68,77,47,192,929,20.667384284176535,False
15086080,005,000004,"Jerichow, Stadt","Jerichow, Kade, Dorfgemeinschaftshaus, Genthiner Straße 22",U,18,25,13,56,326,17.177914110429448,False
15086080,005,000005,"Jerichow, Stadt","Jerichow, Karow, Dorfgemeinschaftshaus, Friedenstraße 29 ",U,22,19,9,50,235,21.27659574468085,False
15086080,005,000006,"Jerichow, Stadt","Jerichow, Neuenklitsche, Dorfgemeinschaftshaus, Neuenklitsche 6",U,7,11,2,20,170,11.764705882352942,False
15086080,005,000007,"Jerichow, Stadt","Jerichow, Nielebock, Schulungsraum Feuerwehr, Grüne Dorfstraße 17",U,7,15,8,30,118,25.423728813559322,False
15086080,005,000008,"Jerichow, Stadt","Jerichow, Redekin, Parkgaststätte, Am Gutshof 14",U,18,20,8,46,314,14.64968152866242,False
15086080,005,000009,"Jerichow, Stadt","Jerichow, Roßdorf, Dorfgemeinschaftshaus, Fröbelstraße 23",U,14,22,12,48,273,17.582417582417584,False
15086080,005,000010,"Jerichow, Stadt","Jerichow, Schlagenthin, Grundschule, Mühlenweg 10",U,27,32,14,73,410,17.804878048780488,False
15086080,005,000011,"Jerichow, Stadt","Jerichow, Kleinwulkow, Dorfgemeinschaftshaus, Wernickestraße 12",U,10,18,10,38,169,22.485207100591715,False
15086080,005,000012,"Jerichow, Stadt","Jerichow, Zabakuck, Dorfgemeinschaftshaus, Am Park 12",U,6,12,5,23,118,19.491525423728813,False
15086080,005,000013,"Jerichow, Stadt","Briefwahlbezirk Jerichow, Burg, Bahnhofstraße 9",B,103,109,75,287,871,32.95063145809414,False
15090546,005,000001,"Tangerhütte, Stadt","Tangerhütte, Grundschule am Tanger, Bismarckstraße 65",U,44,48,21,113,513,22.02729044834308,False
15090546,005,000002,"Tangerhütte, Stadt","Tangerhütte, Rathaus, Bismarckstraße 5",U,27,40,14,81,556,14.568345323741006,False
15090546,005,000003,"Tangerhütte, Stadt","Tangerhütte, Wilhelm-Wundt-Schule, Schönwalder Straße 33",U,21,39,15,75,495,15.151515151515152,False
15090546,005,000004,"Tangerhütte, Stadt","Tangerhütte, Kulturhaus, Straße der Jugend 15",U,29,34,16,79,437,18.07780320366133,False
15090546,005,000005,"Tangerhütte, Stadt","Tangerhütte, Bellingen, Dorfgemeinschaftshaus, Dorfstraße 53",U,12,20,11,43,145,29.655172413793103,False
15090546,005,000006,"Tangerhütte, Stadt","Tangerhütte, Birkholz, Dorfgemeinschaftshaus, Birkholzer Schulstraße 1",U,7,12,8,27,214,12.616822429906541,False
15090546,005,000007,"Tangerhütte, Stadt","Tangerhütte, Bittkau, Klubraum, Poststraße 4",U,11,19,20,50,306,16.33986928104575,False
15090546,005,000008,"Tangerhütte, Stadt","Tangerhütte, Cobbel, Dorfgemeinschaftshaus, Lindenstraße 15",U,2,7,6,15,95,15.789473684210526,False
15090546,005,000009,"Tangerhütte, Stadt","Tangerhütte, Demker, ehemalige Gaststätte, Demker 36",U,10,21,16,47,171,27.485380116959064,False
15090546,005,000010,"Tangerhütte, Stadt","Tangerhütte, Grieben, Grundschule, Griebener Chausseestraße 20",U,24,44,23,91,484,18.801652892561982,False
15090546,005,000011,"Tangerhütte, Stadt","Tangerhütte, Klein Schwarzlosen, Dorfgemeinschaftshaus, Klein Schwarzloser Dorfstraße 10",U,5,9,14,28,155,18.06451612903226,False
15090546,005,000012,"Tangerhütte, Stadt","Tangerhütte, Kehnert, Dorfgemeinschaftshaus, August-Bebel-Straße 43/44",U,9,8,3,20,191,10.471204188481675,False
15090546,005,000013,"Tangerhütte, Stadt","Tangerhütte, Groß Schwarzlosen, Mehrzweckraum Turnhalle, Tangermünder Straße 43",U,31,46,44,121,507,23.86587771203156,False
15090546,005,000014,"Tangerhütte, Stadt","Tangerhütte, Sandfurth, Dorfgemeinschaftshaus, Sandfurth 46",U,5,4,6,15,129,11.627906976744185,False
15090546,005,000015,"Tangerhütte, Stadt","Tangerhütte, Schernebeck, Dorfgemeinschaftshaus, Budenstraße 10",U,10,14,9,33,122,27.049180327868854,False
15090546,005,000016,"Tangerhütte, Stadt","Tangerhütte, Uchtdorf, Dorfgemeinschaftshaus, Uchtdorfer Schulstraße 10",U,6,19,4,29,134,21.64179104477612,False
15090546,005,000017,"Tangerhütte, Stadt","Tangerhütte, Uetz, Dorfgemeinschaftshaus, Sonnemannstraße 42 a",U,7,7,6,20,95,21.05263157894737,False
15090546,005,000018,"Tangerhütte, Stadt","Tangerhütte, Weißewarte, Dorfgemeinschaftshaus, Weißewarter Dorfstraße 22",U,15,8,11,34,203,16.748768472906406,False
15090546,005,000019,"Tangerhütte, Stadt","Tangerhütte, Windberge, Bürgerhaus, Friedhofsweg 3",U,11,7,5,23,135,17.037037037037038,False
15090546,005,000020,"Tangerhütte, Stadt","Briefwahlbezirk Tangerhütte 1, Burg, Bahnhofstraße 9",B,106,76,43,225,769,29.258777633289988,False
15090546,005,000021,"Tangerhütte, Stadt","Briefwahlbezirk Tangerhütte 2, Burg, Bahnhofstraße 9",B,56,97,79,232,754,30.76923076923077,False
15090550,005,000001,"Tangermünde, Stadt","Tangermünde, Förderschule, Robert-Schumann-Straße 7 a",U,54,48,40,142,729,19.478737997256516,False
