commit,acquired_at_utc,acquired_at_local,commit_time,subject,previous_commit,previous_acquired_at_local,source,level,name,mode,previous_reported,reported,total,key,event,changes,candidate
52c22ef400b46584f7fd242cbd63bde9b2e8365b,2026-09-06T19:05:08.774110+00:00,2026-09-06T21:05:08.774110+02:00,2026-09-06T19:05:10Z,2026-lsa poll 2026-09-06T19:05:08.774110+00:00,6218983864c2bdf79746be3ce096d1fa5a4cbc04,2026-09-06T20:59:11.813756+02:00,official_csv,GEMEINDE,"Genthin, Stadt",TOTAL,5,5,14,lsa:GEMEINDE:15086040:TOTAL,numeric_decrease|revision_at_fixed_reporting_count,"{""party:F8"":{""after"":0,""before"":3,""delta"":-3},""party:F9"":{""after"":14,""before"":11,""delta"":3}}",True
52c22ef400b46584f7fd242cbd63bde9b2e8365b,2026-09-06T19:05:08.774110+00:00,2026-09-06T21:05:08.774110+02:00,2026-09-06T19:05:10Z,2026-lsa poll 2026-09-06T19:05:08.774110+00:00,6218983864c2bdf79746be3ce096d1fa5a4cbc04,2026-09-06T20:59:11.813756+02:00,official_csv,GEMEINDE,"Genthin, Stadt",U,5,5,12,lsa:GEMEINDE:15086040:U,numeric_decrease|revision_at_fixed_reporting_count,"{""party:F8"":{""after"":0,""before"":3,""delta"":-3},""party:F9"":{""after"":14,""before"":11,""delta"":3}}",True
52c22ef400b46584f7fd242cbd63bde9b2e8365b,2026-09-06T19:05:08.774110+00:00,2026-09-06T21:05:08.774110+02:00,2026-09-06T19:05:10Z,2026-lsa poll 2026-09-06T19:05:08.774110+00:00,6218983864c2bdf79746be3ce096d1fa5a4cbc04,2026-09-06T20:59:11.813756+02:00,official_csv,KREIS,Jerichower Land,TOTAL,57,58,116,lsa:KREIS:15086:TOTAL,numeric_decrease,"{""eligible_voters"":{""after"":29374,""before"":28212,""delta"":1162},""invalid_votes_erst"":{""after"":279,""before"":275,""delta"":4},""invalid_votes_zweit"":{""after"":222,""before"":218,""delta"":4},""party:D1"":{""after"":4047,""before"":3938,""delta"":109},""party:D15"":{""after"":476,""before"":449,""delta"":27},""party:D2"":{""after"":9391,""before"":9003,""delta"":388},""party:D21"":{""after"":290,""before"":269,""delta"":21},""party:D3"":{""after"":1567,""before"":1503,""delta"":64},""party:D4"":{""after"":1336,""before"":1274,""delta"":62},""party:D5"":{""after"":619,""before"":598,""delta"":21},""party:D6"":{""after"":515,""before"":506,""delta"":9},""party:D7"":{""after"":371,""before"":336,""delta"":35},""party:F1"":{""after"":3070,""before"":2982,""delta"":88},""party:F10"":{""after"":93,""before"":91,""delta"":2},""party:F11"":{""after"":41,""before"":39,""delta"":2},""party:F12"":{""after"":88,""before"":84,""delta"":4},""party:F15"":{""after"":923,""before"":890,""delta"":33},""party:F19"":{""after"":30,""before"":28,""delta"":2},""party:F2"":{""after"":9391,""before"":8993,""delta"":398},""party:F20"":{""after"":70,""before"":65,""delta"":5},""party:F3"":{""after"":1320,""before"":1264,""delta"":56},""party:F4"":{""after"":1475,""before"":1417,""delta"":58},""party:F5"":{""after"":465,""before"":449,""delta"":16},""party:F6"":{""after"":1103,""before"":1062,""delta"":41},""party:F7"":{""after"":361,""before"":344,""delta"":17},""party:F8"":{""after"":12,""before"":15,""delta"":-3},""party:F9"":{""after"":227,""before"":210,""delta"":17},""reported_precincts"":{""after"":58,""before"":57,""delta"":1},""valid_votes_erst"":{""after"":18612,""before"":17876,""delta"":736},""valid_votes_zweit"":{""after"":18669,""before"":17933,""delta"":736},""voters_total"":{""after"":18891,""before"":18151,""delta"":740}}",True
52c22ef400b46584f7fd242cbd63bde9b2e8365b,2026-09-06T19:05:08.774110+00:00,2026-09-06T21:05:08.774110+02:00,2026-09-06T19:05:10Z,2026-lsa poll 2026-09-06T19:05:08.774110+00:00,6218983864c2bdf79746be3ce096d1fa5a4cbc04,2026-09-06T20:59:11.813756+02:00,official_csv,KREIS,Jerichower Land,U,56,57,102,lsa:KREIS:15086:U,numeric_decrease,"{""eligible_voters"":{""after"":29374,""before"":28212,""delta"":1162},""invalid_votes_erst"":{""after"":273,""before"":269,""delta"":4},""invalid_votes_zweit"":{""after"":217,""before"":213,""delta"":4},""party:D1"":{""after"":3848,""before"":3739,""delta"":109},""party:D15"":{""after"":452,""before"":425,""delta"":27},""party:D2"":{""after"":9193,""before"":8805,""delta"":388},""party:D21"":{""after"":264,""before"":243,""delta"":21},""party:D3"":{""after"":1464,""before"":1400,""delta"":64},""party:D4"":{""after"":1236,""before"":1174,""delta"":62},""party:D5"":{""after"":593,""before"":572,""delta"":21},""party:D6"":{""after"":470,""before"":461,""delta"":9},""party:D7"":{""after"":245,""before"":210,""delta"":35},""party:F1"":{""after"":2860,""before"":2772,""delta"":88},""party:F10"":{""after"":89,""before"":87,""delta"":2},""party:F11"":{""after"":37,""before"":35,""delta"":2},""party:F12"":{""after"":83,""before"":79,""delta"":4},""party:F15"":{""after"":890,""before"":857,""delta"":33},""party:F19"":{""after"":30,""before"":28,""delta"":2},""party:F2"":{""after"":9179,""before"":8781,""delta"":398},""party:F20"":{""after"":64,""before"":59,""delta"":5},""party:F3"":{""after"":1233,""before"":1177,""delta"":56},""party:F4"":{""after"":1381,""before"":1323,""delta"":58},""party:F5"":{""after"":439,""before"":423,""delta"":16},""party:F6"":{""after"":1003,""before"":962,""delta"":41},""party:F7"":{""after"":307,""before"":290,""delta"":17},""party:F8"":{""after"":12,""before"":15,""delta"":-3},""party:F9"":{""after"":214,""before"":197,""delta"":17},""reported_precincts"":{""after"":57,""before"":56,""delta"":1},""valid_votes_erst"":{""after"":17765,""before"":17029,""delta"":736},""valid_votes_zweit"":{""after"":17821,""before"":17085,""delta"":736},""voters_total"":{""after"":18038,""before"":17298,""delta"":740}}",True
52c22ef400b46584f7fd242cbd63bde9b2e8365b,2026-09-06T19:05:08.774110+00:00,2026-09-06T21:05:08.774110+02:00,2026-09-06T19:05:10Z,2026-lsa poll 2026-09-06T19:05:08.774110+00:00,6218983864c2bdf79746be3ce096d1fa5a4cbc04,2026-09-06T20:59:11.813756+02:00,official_csv,WAHLKREIS,Genthin,U,44,49,62,lsa:WAHLKREIS:005:U,numeric_decrease,"{""eligible_voters"":{""after"":25034,""before"":20856,""delta"":4178},""invalid_votes_erst"":{""after"":195,""before"":170,""delta"":25},""invalid_votes_zweit"":{""after"":174,""before"":152,""delta"":22},""party:D1"":{""after"":3227,""before"":2638,""delta"":589},""party:D15"":{""after"":546,""before"":461,""delta"":85},""party:D2"":{""after"":8700,""before"":7397,""delta"":1303},""party:D21"":{""after"":194,""before"":170,""delta"":24},""party:D3"":{""after"":1128,""before"":950,""delta"":178},""party:D4"":{""after"":1092,""before"":897,""delta"":195},""party:D5"":{""after"":356,""before"":285,""delta"":71},""party:D6"":{""after"":315,""before"":265,""delta"":50},""party:F1"":{""after"":2368,""before"":1965,""delta"":403},""party:F10"":{""after"":63,""before"":50,""delta"":13},""party:F11"":{""after"":29,""before"":22,""delta"":7},""party:F12"":{""after"":77,""before"":65,""delta"":12},""party:F15"":{""after"":772,""before"":651,""delta"":121},""party:F19"":{""after"":24,""before"":22,""delta"":2},""party:F2"":{""after"":8409,""before"":7136,""delta"":1273},""party:F20"":{""after"":60,""before"":53,""delta"":7},""party:F3"":{""after"":1028,""before"":862,""delta"":166},""party:F4"":{""after"":1222,""before"":1002,""delta"":220},""party:F5"":{""after"":342,""before"":274,""delta"":68},""party:F6"":{""after"":807,""before"":644,""delta"":163},""party:F7"":{""after"":185,""before"":164,""delta"":21},""party:F8"":{""after"":11,""before"":13,""delta"":-2},""party:F9"":{""after"":182,""before"":158,""delta"":24},""reported_precincts"":{""after"":49,""before"":44,""delta"":5},""valid_votes_erst"":{""after"":15558,""before"":13063,""delta"":2495},""valid_votes_zweit"":{""after"":15579,""before"":13081,""delta"":2498},""voters_total"":{""after"":15753,""before"":13233,""delta"":2520}}",True
71f6ed3c34a57aa14ffc43e8bbd33b599599307b,2026-09-06T19:10:26.361861+00:00,2026-09-06T21:10:26.361861+02:00,2026-09-06T19:10:27Z,2026-lsa poll 2026-09-06T19:10:26.361861+00:00,52c22ef400b46584f7fd242cbd63bde9b2e8365b,2026-09-06T21:05:08.774110+02:00,official_csv,GEMEINDE,"Oberharz am Brocken, Stadt",TOTAL,12,12,12,lsa:GEMEINDE:15085228:TOTAL,numeric_decrease|revision_at_fixed_reporting_count|revision_after_complete,"{""invalid_votes_erst"":{""after"":71,""before"":74,""delta"":-3},""party:D1"":{""after"":1419,""before"":1418,""delta"":1},""party:D3"":{""after"":373,""before"":372,""delta"":1},""party:D6"":{""after"":115,""before"":114,""delta"":1},""valid_votes_erst"":{""after"":6305,""before"":6302,""delta"":3}}",True
71f6ed3c34a57aa14ffc43e8bbd33b599599307b,2026-09-06T19:10:26.361861+00:00,2026-09-06T21:10:26.361861+02:00,2026-09-06T19:10:27Z,2026-lsa poll 2026-09-06T19:10:26.361861+00:00,52c22ef400b46584f7fd242cbd63bde9b2e8365b,2026-09-06T21:05:08.774110+02:00,official_csv,GEMEINDE,"Oberharz am Brocken, Stadt",U,10,10,10,lsa:GEMEINDE:15085228:U,numeric_decrease|revision_at_fixed_reporting_count|revision_after_complete,"{""invalid_votes_erst"":{""after"":59,""before"":62,""delta"":-3},""party:D1"":{""after"":884,""before"":883,""delta"":1},""party:D3"":{""after"":244,""before"":243,""delta"":1},""party:D6"":{""after"":72,""before"":71,""delta"":1},""valid_votes_erst"":{""after"":4479,""before"":4476,""delta"":3}}",True
71f6ed3c34a57aa14ffc43e8bbd33b599599307b,2026-09-06T19:10:26.361861+00:00,2026-09-06T21:10:26.361861+02:00,2026-09-06T19:10:27Z,2026-lsa poll 2026-09-06T19:10:26.361861+00:00,52c22ef400b46584f7fd242cbd63bde9b2e8365b,2026-09-06T21:05:08.774110+02:00,official_csv,WAHLKREIS,Wernigerode,TOTAL,41,41,51,lsa:WAHLKREIS:016:TOTAL,numeric_decrease|revision_at_fixed_reporting_count,"{""invalid_votes_erst"":{""after"":256,""before"":259,""delta"":-3},""party:D1"":{""after"":4672,""before"":4671,""delta"":1},""party:D3"":{""after"":1719,""before"":1718,""delta"":1},""party:D6"":{""after"":538,""before"":537,""delta"":1},""valid_votes_erst"":{""after"":23131,""before"":23128,""delta"":3}}",True
71f6ed3c34a57aa14ffc43e8bbd33b599599307b,2026-09-06T19:10:26.361861+00:00,2026-09-06T21:10:26.361861+02:00,2026-09-06T19:10:27Z,2026-lsa poll 2026-09-06T19:10:26.361861+00:00,52c22ef400b46584f7fd242cbd63bde9b2e8365b,2026-09-06T21:05:08.774110+02:00,official_csv,WAHLKREIS,Wernigerode,U,37,37,41,lsa:WAHLKREIS:016:U,numeric_decrease|revision_at_fixed_reporting_count,"{""invalid_votes_erst"":{""after"":230,""before"":233,""delta"":-3},""party:D1"":{""after"":3605,""before"":3604,""delta"":1},""party:D3"":{""after"":1382,""before"":1381,""delta"":1},""party:D6"":{""after"":405,""before"":404,""delta"":1},""valid_votes_erst"":{""after"":19205,""before"":19202,""delta"":3}}",True
0762de6a964c049fea546a203c823180783fd4e5,2026-09-06T19:27:05.847774+00:00,2026-09-06T21:27:05.847774+02:00,2026-09-06T19:27:07Z,2026-lsa poll 2026-09-06T19:27:05.847774+00:00,16fa7518fdf8e4a7c49b195779c5b8aa95fed034,2026-09-06T21:25:27.926279+02:00,official_csv,GEMEINDE,"Wittenberg, Lutherstadt",B,10,10,12,lsa:GEMEINDE:15091375:B,numeric_decrease|revision_at_fixed_reporting_count,"{""invalid_votes_erst"":{""after"":69,""before"":85,""delta"":-16},""invalid_votes_zweit"":{""after"":42,""before"":58,""delta"":-16},""voters_total"":{""after"":7065,""before"":7081,""delta"":-16}}",True
0762de6a964c049fea546a203c823180783fd4e5,2026-09-06T19:27:05.847774+00:00,2026-09-06T21:27:05.847774+02:00,2026-09-06T19:27:07Z,2026-lsa poll 2026-09-06T19:27:05.847774+00:00,16fa7518fdf8e4a7c49b195779c5b8aa95fed034,2026-09-06T21:25:27.926279+02:00,official_csv,GEMEINDE,"Wittenberg, Lutherstadt",TOTAL,45,46,49,lsa:GEMEINDE:15091375:TOTAL,numeric_decrease,"{""eligible_voters"":{""after"":34503,""before"":32788,""delta"":1715},""invalid_votes_erst"":{""after"":292,""before"":300,""delta"":-8},""invalid_votes_zweit"":{""after"":230,""before"":238,""delta"":-8},""party:D1"":{""after"":7406,""before"":7220,""delta"":186},""party:D2"":{""after"":10807,""before"":10485,""delta"":322},""party:D3"":{""after"":2541,""before"":2454,""delta"":87},""party:D4"":{""after"":1742,""before"":1702,""delta"":40},""party:D5"":{""after"":503,""before"":486,""delta"":17},""party:D6"":{""after"":836,""before"":805,""delta"":31},""party:D7"":{""after"":1322,""before"":1292,""delta"":30},""party:F1"":{""after"":5353,""before"":5246,""delta"":107},""party:F10"":{""after"":116,""before"":113,""delta"":3},""party:F11"":{""after"":74,""before"":72,""delta"":2},""party:F12"":{""after"":141,""before"":139,""delta"":2},""party:F15"":{""after"":1070,""before"":1032,""delta"":38},""party:F19"":{""after"":47,""before"":44,""delta"":3},""party:F2"":{""after"":10505,""before"":10207,""delta"":298},""party:F20"":{""after"":68,""before"":67,""delta"":1},""party:F3"":{""after"":2119,""before"":2048,""delta"":71},""party:F4"":{""after"":2079,""before"":2030,""delta"":49},""party:F5"":{""after"":531,""before"":514,""delta"":17},""party:F6"":{""after"":2157,""before"":2062,""delta"":95},""party:F7"":{""after"":637,""before"":623,""delta"":14},""party:F9"":{""after"":282,""before"":269,""delta"":13},""reported_precincts"":{""after"":46,""before"":45,""delta"":1},""valid_votes_erst"":{""after"":25157,""before"":24444,""delta"":713},""valid_votes_zweit"":{""after"":25219,""before"":24506,""delta"":713},""voters_total"":{""after"":25449,""before"":24744,""delta"":705}}",True
