row,name,field,mode,geographic_level,observed,median,mad,z,n,external_level,recomputed_level,match
GEM:15084550:TOTAL,"Weißenfels, Stadt",Ungültige Zweitstimmen,TOTAL,GEMEINDE,0.91529925068766,1.0165888822143154,0.07158076064282737,-0.9544313287814168,27,neutral,neutral,True
GEM:15084590:TOTAL,"Zeitz, Stadt",Ungültige Zweitstimmen,TOTAL,GEMEINDE,1.0564082120789315,1.0165888822143154,0.07158076064282737,0.37520934118384824,27,neutral,neutral,True
GEM:15085055:TOTAL,"Blankenburg (Harz), Stadt",Ungültige Zweitstimmen,TOTAL,GEMEINDE,0.9258507268740356,1.0165888822143154,0.07158076064282737,-0.8550069426386191,27,neutral,neutral,True
GEM:15085135:TOTAL,"Halberstadt, Stadt",Ungültige Zweitstimmen,TOTAL,GEMEINDE,1.0494819578420864,1.0165888822143154,0.07158076064282737,0.30994467455298635,27,neutral,neutral,True
GEM:15085235:TOTAL,"Quedlinburg, Welterbestadt",Ungültige Zweitstimmen,TOTAL,GEMEINDE,1.3052005139649692,1.0165888822143154,0.07158076064282737,2.719527942216468,27,neutral,neutral,True
GEM:15085330:TOTAL,"Thale, Stadt",Ungültige Zweitstimmen,TOTAL,GEMEINDE,1.3648686547630178,1.0165888822143154,0.07158076064282737,3.2817685392988207,27,neutral,neutral,True
GEM:15085370:TOTAL,"Wernigerode, Stadt",Ungültige Zweitstimmen,TOTAL,GEMEINDE,0.7901580316063213,1.0165888822143154,0.07158076064282737,-2.1336112528558475,27,neutral,neutral,True
GEM:15086015:TOTAL,"Burg, Stadt",Ungültige Zweitstimmen,TOTAL,GEMEINDE,1.3293051359516617,1.0165888822143154,0.07158076064282737,2.9466608288286418,27,neutral,neutral,True
GEM:15087130:TOTAL,"Eisleben, Lutherstadt",Ungültige Zweitstimmen,TOTAL,GEMEINDE,1.1198997572245282,1.0165888822143154,0.07158076064282737,0.973477089682371,27,neutral,neutral,True
GEM:15087370:TOTAL,"Sangerhausen, Stadt",Ungültige Zweitstimmen,TOTAL,GEMEINDE,1.1103767349636484,1.0165888822143154,0.07158076064282737,0.8837436129831829,27,neutral,neutral,True
GEM:15088220:TOTAL,"Merseburg, Stadt",Ungültige Zweitstimmen,TOTAL,GEMEINDE,0.7827351000782735,1.0165888822143154,0.07158076064282737,-2.20355600726937,27,neutral,neutral,True
GEM:15089015:TOTAL,"Aschersleben, Stadt",Ungültige Zweitstimmen,TOTAL,GEMEINDE,1.0447466982061897,1.0165888822143154,0.07158076064282737,0.26532529862777565,27,neutral,neutral,True
GEM:15089030:TOTAL,"Bernburg (Saale), Stadt",Ungültige Zweitstimmen,TOTAL,GEMEINDE,1.0811674478057094,1.0165888822143154,0.07158076064282737,0.6085105181962475,27,neutral,neutral,True
GEM:15089305:TOTAL,"Schönebeck (Elbe), Stadt",Ungültige Zweitstimmen,TOTAL,GEMEINDE,0.9974509586611991,1.0165888822143154,0.07158076064282737,-0.18033271058065903,27,neutral,neutral,True
GEM:15089310:TOTAL,"Staßfurt, Salzstadt",Ungültige Zweitstimmen,TOTAL,GEMEINDE,0.9568375471434558,1.0165888822143154,0.07158076064282737,-0.5630245195742131,27,neutral,neutral,True
GEM:15090535:TOTAL,"Stendal, Hansestadt",Ungültige Zweitstimmen,TOTAL,GEMEINDE,1.1073795044022874,1.0165888822143154,0.07158076064282737,0.8555013269344744,27,neutral,neutral,True
GEM:15091375:TOTAL,"Wittenberg, Lutherstadt",Ungültige Zweitstimmen,TOTAL,GEMEINDE,0.9322830093228301,1.0165888822143154,0.07158076064282737,-0.7943968703916409,27,neutral,neutral,True
GEM:15001000:TOTAL,"Dessau-Roßlau, Stadt",Ungültige Erststimmen,TOTAL,GEMEINDE,1.4208950151859483,1.1747755735343013,0.14809586966504584,1.120931255524111,27,neutral,neutral,True
GEM:15081135:TOTAL,"Gardelegen, Hansestadt",Ungültige Erststimmen,TOTAL,GEMEINDE,1.0542277420752402,1.1747755735343013,0.14809586966504584,-0.5490254291222103,27,neutral,neutral,True
GEM:15081455:TOTAL,"Salzwedel, Hansestadt",Ungültige Erststimmen,TOTAL,GEMEINDE,1.1649205069968496,1.1747755735343013,0.14809586966504584,-0.04488411006041092,27,neutral,neutral,True
GEM:15082015:TOTAL,"Bitterfeld-Wolfen, Stadt",Ungültige Erststimmen,TOTAL,GEMEINDE,1.164456355990943,1.1747755735343013,0.14809586966504584,-0.046998048586811086,27,neutral,neutral,True
GEM:15082180:TOTAL,"Köthen (Anhalt), Stadt",Ungültige Erststimmen,TOTAL,GEMEINDE,1.3253348214285714,1.1747755735343013,0.14809586966504584,0.6857100180316482,27,neutral,neutral,True
GEM:15082430:TOTAL,"Zerbst/Anhalt, Stadt",Ungültige Erststimmen,TOTAL,GEMEINDE,1.7287026942843793,1.1747755735343013,0.14809586966504584,2.522816640426446,27,neutral,neutral,True
GEM:15083270:TOTAL,"Haldensleben, Stadt",Ungültige Erststimmen,TOTAL,GEMEINDE,1.119770670966586,1.1747755735343013,0.14809586966504584,-0.2505154167482563,27,neutral,neutral,True
GEM:15083298:TOTAL,Hohe Börde,Ungültige Erststimmen,TOTAL,GEMEINDE,0.8844621513944223,1.1747755735343013,0.14809586966504584,-1.3222091948158705,27,neutral,neutral,True
GEM:15083415:TOTAL,"Oschersleben (Bode), Stadt",Ungültige Erststimmen,TOTAL,GEMEINDE,1.1391954432182272,1.1747755735343013,0.14809586966504584,-0.16204684960791488,27,neutral,neutral,True
GEM:15084355:TOTAL,"Naumburg (Saale), Stadt",Ungültige Erststimmen,TOTAL,GEMEINDE,0.9240140408837497,1.1747755735343013,0.14809586966504584,-1.1420732866320158,27,neutral,neutral,True
GEM:15084550:TOTAL,"Weißenfels, Stadt",Ungültige Erststimmen,TOTAL,GEMEINDE,1.4559423314047235,1.1747755735343013,0.14809586966504584,1.280551446063412,27,neutral,neutral,True
GEM:15084590:TOTAL,"Zeitz, Stadt",Ungültige Erststimmen,TOTAL,GEMEINDE,1.2092219786060727,1.1747755735343013,0.14809586966504584,0.1568833889199361,27,neutral,neutral,True
GEM:15085055:TOTAL,"Blankenburg (Harz), Stadt",Ungültige Erststimmen,TOTAL,GEMEINDE,1.0882806789571997,1.1747755735343013,0.14809586966504584,-0.3939340595123087,27,neutral,neutral,True
GEM:15085135:TOTAL,"Halberstadt, Stadt",Ungültige Erststimmen,TOTAL,GEMEINDE,1.1298678099321187,1.1747755735343013,0.14809586966504584,-0.20452880723101416,27,neutral,neutral,True
GEM:15085235:TOTAL,"Quedlinburg, Welterbestadt",Ungültige Erststimmen,TOTAL,GEMEINDE,1.5621829985798337,1.1747755735343013,0.14809586966504584,1.7644160430458442,27,neutral,neutral,True
GEM:15085330:TOTAL,"Thale, Stadt",Ungültige Erststimmen,TOTAL,GEMEINDE,1.4209591474245116,1.1747755735343013,0.14809586966504584,1.1212233406605387,27,neutral,neutral,True
GEM:15085370:TOTAL,"Wernigerode, Stadt",Ungültige Erststimmen,TOTAL,GEMEINDE,0.9701940388077616,1.1747755735343013,0.14809586966504584,-0.9317501902293752,27,neutral,neutral,True
GEM:15086015:TOTAL,"Burg, Stadt",Ungültige Erststimmen,TOTAL,GEMEINDE,1.487915407854985,1.1747755735343013,0.14809586966504584,1.4261702581647604,27,neutral,neutral,True
GEM:15087130:TOTAL,"Eisleben, Lutherstadt",Ungültige Erststimmen,TOTAL,GEMEINDE,1.362675229070405,1.1747755735343013,0.14809586966504584,0.8557739095261888,27,neutral,neutral,True
GEM:15087370:TOTAL,"Sangerhausen, Stadt",Ungültige Erststimmen,TOTAL,GEMEINDE,1.4011896893588895,1.1747755735343013,0.14809586966504584,1.0311849296280038,27,neutral,neutral,True
GEM:15088220:TOTAL,"Merseburg, Stadt",Ungültige Erststimmen,TOTAL,GEMEINDE,1.2411942301241194,1.1747755735343013,0.14809586966504584,0.30249844393368114,27,neutral,neutral,True
GEM:15089015:TOTAL,"Aschersleben, Stadt",Ungültige Erststimmen,TOTAL,GEMEINDE,1.0907418358630658,1.1747755735343013,0.14809586966504584,-0.3827249177963158,27,neutral,neutral,True
GEM:15089030:TOTAL,"Bernburg (Saale), Stadt",Ungültige Erststimmen,TOTAL,GEMEINDE,1.4752876011930123,1.1747755735343013,0.14809586966504584,1.3686579256113842,27,neutral,neutral,True
GEM:15089305:TOTAL,"Schönebeck (Elbe), Stadt",Ungültige Erststimmen,TOTAL,GEMEINDE,1.1747755735343013,1.1747755735343013,0.14809586966504584,0.0,27,neutral,neutral,True
GEM:15089310:TOTAL,"Staßfurt, Salzstadt",Ungültige Erststimmen,TOTAL,GEMEINDE,1.0266797038692554,1.1747755735343013,0.14809586966504584,-0.6744907594765952,27,neutral,neutral,True
GEM:15090535:TOTAL,"Stendal, Hansestadt",Ungültige Erststimmen,TOTAL,GEMEINDE,1.2889171280747935,1.1747755735343013,0.14809586966504584,0.5198485547502524,27,neutral,neutral,True
GEM:15091375:TOTAL,"Wittenberg, Lutherstadt",Ungültige Erststimmen,TOTAL,GEMEINDE,1.167160511671605,1.1747755735343013,0.14809586966504584,-0.0346821884421772,27,neutral,neutral,True
GEM:15001000:TOTAL,"Dessau-Roßlau, Stadt",Beteiligung,TOTAL,GEMEINDE,76.99339351125066,75.35020011435105,1.6431933968996049,0.6744907594765952,27,neutral,neutral,True
GEM:15081135:TOTAL,"Gardelegen, Hansestadt",Beteiligung,TOTAL,GEMEINDE,78.83980416714107,75.35020011435105,1.6431933968996049,1.432397240811665,27,neutral,neutral,True
GEM:15081455:TOTAL,"Salzwedel, Hansestadt",Beteiligung,TOTAL,GEMEINDE,76.13230700580098,75.35020011435105,1.6431933968996049,0.3210357783820691,27,neutral,neutral,True
GEM:15082015:TOTAL,"Bitterfeld-Wolfen, Stadt",Beteiligung,TOTAL,GEMEINDE,73.55380327645979,75.35020011435105,1.6431933968996049,-0.7373770304802792,27,neutral,neutral,True
GEM:15082180:TOTAL,"Köthen (Anhalt), Stadt",Beteiligung,TOTAL,GEMEINDE,73.92358067343886,75.35020011435105,1.6431933968996049,-0.5855924396973035,27,neutral,neutral,True
GEM:15082430:TOTAL,"Zerbst/Anhalt, Stadt",Beteiligung,TOTAL,GEMEINDE,78.34309419228892,75.35020011435105,1.6431933968996049,1.228509926750058,27,neutral,neutral,True
GEM:15083270:TOTAL,"Haldensleben, Stadt",Beteiligung,TOTAL,GEMEINDE,75.77896952005973,75.35020011435105,1.6431933968996049,0.1759993696678932,27,neutral,neutral,True
GEM:15083298:TOTAL,Hohe Börde,Beteiligung,TOTAL,GEMEINDE,83.37762423598193,75.35020011435105,1.6431933968996049,3.2950615567562163,27,neutral,neutral,True
GEM:15083415:TOTAL,"Oschersleben (Bode), Stadt",Beteiligung,TOTAL,GEMEINDE,73.80451918024173,75.35020011435105,1.6431933968996049,-0.6344642749435236,27,neutral,neutral,True
GEM:15084355:TOTAL,"Naumburg (Saale), Stadt",Beteiligung,TOTAL,GEMEINDE,75.671875,75.35020011435105,1.6431933968996049,0.13203968463802232,27,neutral,neutral,True
GEM:15084550:TOTAL,"Weißenfels, Stadt",Beteiligung,TOTAL,GEMEINDE,75.35020011435105,75.35020011435105,1.6431933968996049,0.0,27,neutral,neutral,True
GEM:15084590:TOTAL,"Zeitz, Stadt",Beteiligung,TOTAL,GEMEINDE,71.32837306288802,75.35020011435105,1.6431933968996049,-1.6508617838552306,27,neutral,neutral,True
GEM:15085055:TOTAL,"Blankenburg (Harz), Stadt",Beteiligung,TOTAL,GEMEINDE,77.68944412896712,75.35020011435105,1.6431933968996049,0.960202539151192,27,neutral,neutral,True
GEM:15085135:TOTAL,"Halberstadt, Stadt",Beteiligung,TOTAL,GEMEINDE,73.66274096980065,75.35020011435105,1.6431933968996049,-0.6926607678323492,27,neutral,neutral,True
GEM:15085235:TOTAL,"Quedlinburg, Welterbestadt",Beteiligung,TOTAL,GEMEINDE,75.87356970598799,75.35020011435105,1.6431933968996049,0.21483043567252122,27,neutral,neutral,True
GEM:15085330:TOTAL,"Thale, Stadt",Beteiligung,TOTAL,GEMEINDE,76.64803668672972,75.35020011435105,1.6431933968996049,0.5327302172902258,27,neutral,neutral,True
GEM:15085370:TOTAL,"Wernigerode, Stadt",Beteiligung,TOTAL,GEMEINDE,77.70868956940774,75.35020011435105,1.6431933968996049,0.9681023224413048,27,neutral,neutral,True
GEM:15086015:TOTAL,"Burg, Stadt",Beteiligung,TOTAL,GEMEINDE,74.14459315674526,75.35020011435105,1.6431933968996049,-0.4948722128509641,27,neutral,neutral,True
GEM:15087130:TOTAL,"Eisleben, Lutherstadt",Beteiligung,TOTAL,GEMEINDE,72.13716739167279,75.35020011435105,1.6431933968996049,-1.3188714642058794,27,neutral,neutral,True
GEM:15087370:TOTAL,"Sangerhausen, Stadt",Beteiligung,TOTAL,GEMEINDE,73.42165283641481,75.35020011435105,1.6431933968996049,-0.7916215587502231,27,neutral,neutral,True
GEM:15088220:TOTAL,"Merseburg, Stadt",Beteiligung,TOTAL,GEMEINDE,72.2871115062846,75.35020011435105,1.6431933968996049,-1.2573230670820887,27,neutral,neutral,True
GEM:15089015:TOTAL,"Aschersleben, Stadt",Beteiligung,TOTAL,GEMEINDE,72.64439140811456,75.35020011435105,1.6431933968996049,-1.110668392844901,27,neutral,neutral,True
GEM:15089030:TOTAL,"Bernburg (Saale), Stadt",Beteiligung,TOTAL,GEMEINDE,75.34510433386838,75.35020011435105,1.6431933968996049,-0.0020916934393550995,27,neutral,neutral,True
GEM:15089305:TOTAL,"Schönebeck (Elbe), Stadt",Beteiligung,TOTAL,GEMEINDE,75.40846600643516,75.35020011435105,1.6431933968996049,0.023916725735109994,27,neutral,neutral,True
GEM:15089310:TOTAL,"Staßfurt, Salzstadt",Beteiligung,TOTAL,GEMEINDE,72.34601586579758,75.35020011435105,1.6431933968996049,-1.2331442660600327,27,neutral,neutral,True
GEM:15090535:TOTAL,"Stendal, Hansestadt",Beteiligung,TOTAL,GEMEINDE,74.8666372192586,75.35020011435105,1.6431933968996049,-0.19849075889728238,27,neutral,neutral,True
GEM:15091375:TOTAL,"Wittenberg, Lutherstadt",Beteiligung,TOTAL,GEMEINDE,76.4728639327954,75.35020011435105,1.6431933968996049,0.4608260798565573,27,neutral,neutral,True
GEM:15001000:TOTAL,"Dessau-Roßlau, Stadt",CDU,TOTAL,GEMEINDE,18.345848530358293,17.279967738683336,0.5253811180773873,1.3683909070033613,27,neutral,neutral,True
GEM:15081135:TOTAL,"Gardelegen, Hansestadt",CDU,TOTAL,GEMEINDE,17.2856621670923,17.279967738683336,0.5253811180773873,0.007310577426922955,27,neutral,neutral,True
GEM:15081455:TOTAL,"Salzwedel, Hansestadt",CDU,TOTAL,GEMEINDE,16.525988449577966,17.279967738683336,0.5253811180773873,-0.9679679109887539,27,neutral,neutral,True
GEM:15082015:TOTAL,"Bitterfeld-Wolfen, Stadt",CDU,TOTAL,GEMEINDE,16.75458662060595,17.279967738683336,0.5253811180773873,-0.6744907594765952,27,neutral,neutral,True
GEM:15082180:TOTAL,"Köthen (Anhalt), Stadt",CDU,TOTAL,GEMEINDE,18.081805359661494,17.279967738683336,0.5253811180773873,1.0294090277351788,27,neutral,neutral,True
GEM:15082430:TOTAL,"Zerbst/Anhalt, Stadt",CDU,TOTAL,GEMEINDE,18.728860221820185,17.279967738683336,0.5253811180773873,1.8601060405961418,27,neutral,neutral,True
GEM:15083270:TOTAL,"Haldensleben, Stadt",CDU,TOTAL,GEMEINDE,18.79638009049774,17.279967738683336,0.5253811180773873,1.9467888807993465,27,neutral,neutral,True
GEM:15083298:TOTAL,Hohe Börde,CDU,TOTAL,GEMEINDE,17.147680681726825,17.279967738683336,0.5253811180773873,-0.16983175535893072,27,neutral,neutral,True
GEM:15083415:TOTAL,"Oschersleben (Bode), Stadt",CDU,TOTAL,GEMEINDE,17.22991191802984,17.279967738683336,0.5253811180773873,-0.06426227994708544,27,neutral,neutral,True
GEM:15084355:TOTAL,"Naumburg (Saale), Stadt",CDU,TOTAL,GEMEINDE,18.15011451176348,17.279967738683336,0.5253811180773873,1.117105159733748,27,neutral,neutral,True
GEM:15084550:TOTAL,"Weißenfels, Stadt",CDU,TOTAL,GEMEINDE,17.21150624611114,17.279967738683336,0.5253811180773873,-0.08789170857320566,27,neutral,neutral,True
GEM:15084590:TOTAL,"Zeitz, Stadt",CDU,TOTAL,GEMEINDE,16.686811710985765,17.279967738683336,0.5253811180773873,-0.7615010243876417,27,neutral,neutral,True
GEM:15085055:TOTAL,"Blankenburg (Harz), Stadt",CDU,TOTAL,GEMEINDE,16.97680137716206,17.279967738683336,0.5253811180773873,-0.38920871419692044,27,neutral,neutral,True
GEM:15085135:TOTAL,"Halberstadt, Stadt",CDU,TOTAL,GEMEINDE,18.274134585006994,17.279967738683336,0.5253811180773873,1.276323659436357,27,neutral,neutral,True
GEM:15085235:TOTAL,"Quedlinburg, Welterbestadt",CDU,TOTAL,GEMEINDE,17.973139646430038,17.279967738683336,0.5253811180773873,0.8899026447978406,27,neutral,neutral,True
GEM:15085330:TOTAL,"Thale, Stadt",CDU,TOTAL,GEMEINDE,17.02208321486115,17.279967738683336,0.5253811180773873,-0.331075332449356,27,neutral,neutral,True
GEM:15085370:TOTAL,"Wernigerode, Stadt",CDU,TOTAL,GEMEINDE,17.279967738683336,17.279967738683336,0.5253811180773873,0.0,27,neutral,neutral,True
GEM:15086015:TOTAL,"Burg, Stadt",CDU,TOTAL,GEMEINDE,16.79424372320882,17.279967738683336,0.5253811180773873,-0.6235784820214484,27,neutral,neutral,True
GEM:15087130:TOTAL,"Eisleben, Lutherstadt",CDU,TOTAL,GEMEINDE,16.268018374782194,17.279967738683336,0.5253811180773873,-1.2991530748331928,27,neutral,neutral,True
GEM:15087370:TOTAL,"Sangerhausen, Stadt",CDU,TOTAL,GEMEINDE,19.602994252105333,17.279967738683336,0.5253811180773873,2.9823300903087944,27,neutral,neutral,True
GEM:15088220:TOTAL,"Merseburg, Stadt",CDU,TOTAL,GEMEINDE,18.922574101205907,17.279967738683336,0.5253811180773873,2.1087983082325814,27,neutral,neutral,True
GEM:15089015:TOTAL,"Aschersleben, Stadt",CDU,TOTAL,GEMEINDE,16.83266932270916,17.279967738683336,0.5253811180773873,-0.5742472234387749,27,neutral,neutral,True
GEM:15089030:TOTAL,"Bernburg (Saale), Stadt",CDU,TOTAL,GEMEINDE,17.401604479620953,17.279967738683336,0.5253811180773873,0.15615874829210522,27,neutral,neutral,True
GEM:15089305:TOTAL,"Schönebeck (Elbe), Stadt",CDU,TOTAL,GEMEINDE,17.35699093249748,17.279967738683336,0.5253811180773873,0.0988833262282635,27,neutral,neutral,True
GEM:15089310:TOTAL,"Staßfurt, Salzstadt",CDU,TOTAL,GEMEINDE,16.994570199562794,17.279967738683336,0.5253811180773873,-0.36639688083691463,27,neutral,neutral,True
GEM:15090535:TOTAL,"Stendal, Hansestadt",CDU,TOTAL,GEMEINDE,16.865534648921525,17.279967738683336,0.5253811180773873,-0.5320543122840241,27,neutral,neutral,True
GEM:15091375:TOTAL,"Wittenberg, Lutherstadt",CDU,TOTAL,GEMEINDE,21.23577473008462,17.279967738683336,0.5253811180773873,5.078513806771537,27,neutral,neutral,True
GEM:15001000:TOTAL,"Dessau-Roßlau, Stadt",AfD,TOTAL,GEMEINDE,38.90581420296074,46.29300597641738,2.8036748508082354,-1.7771649191922734,27,neutral,neutral,True
GEM:15081135:TOTAL,"Gardelegen, Hansestadt",AfD,TOTAL,GEMEINDE,42.174388909157244,46.29300597641738,2.8036748508082354,-0.9908314271495261,27,neutral,neutral,True
GEM:15081455:TOTAL,"Salzwedel, Hansestadt",AfD,TOTAL,GEMEINDE,39.93040130312454,46.29300597641738,2.8036748508082354,-1.5306760900257306,27,neutral,neutral,True
GEM:15082015:TOTAL,"Bitterfeld-Wolfen, Stadt",AfD,TOTAL,GEMEINDE,49.09668082722562,46.29300597641738,2.8036748508082354,0.6744907594765952,27,neutral,neutral,True
GEM:15082180:TOTAL,"Köthen (Anhalt), Stadt",AfD,TOTAL,GEMEINDE,45.867418899858954,46.29300597641738,2.8036748508082354,-0.10238510732033261,27,neutral,neutral,True
GEM:15082430:TOTAL,"Zerbst/Anhalt, Stadt",AfD,TOTAL,GEMEINDE,47.266577519074964,46.29300597641738,2.8036748508082354,0.234215821789253,27,neutral,neutral,True
GEM:15083270:TOTAL,"Haldensleben, Stadt",AfD,TOTAL,GEMEINDE,44.126696832579185,46.29300597641738,2.8036748508082354,-0.5211572587553444,27,neutral,neutral,True
GEM:15083298:TOTAL,Hohe Börde,AfD,TOTAL,GEMEINDE,46.667738564193264,46.29300597641738,2.8036748508082354,0.09015084886063761,27,neutral,neutral,True
GEM:15083415:TOTAL,"Oschersleben (Bode), Stadt",AfD,TOTAL,GEMEINDE,49.2719755527593,46.29300597641738,2.8036748508082354,0.7166620806350991,27,neutral,neutral,True
GEM:15084355:TOTAL,"Naumburg (Saale), Stadt",AfD,TOTAL,GEMEINDE,43.91005621486571,46.29300597641738,2.8036748508082354,-0.5732753189979276,27,neutral,neutral,True
GEM:15084550:TOTAL,"Weißenfels, Stadt",AfD,TOTAL,GEMEINDE,50.64854257406787,46.29300597641738,2.8036748508082354,1.0478280628120942,27,neutral,neutral,True
GEM:15084590:TOTAL,"Zeitz, Stadt",AfD,TOTAL,GEMEINDE,52.61214074670964,46.29300597641738,2.8036748508082354,1.5202183695519083,27,neutral,neutral,True
GEM:15085055:TOTAL,"Blankenburg (Harz), Stadt",AfD,TOTAL,GEMEINDE,45.25780801705058,46.29300597641738,2.8036748508082354,-0.24904152406283972,27,neutral,neutral,True
GEM:15085135:TOTAL,"Halberstadt, Stadt",AfD,TOTAL,GEMEINDE,42.821681635600484,46.29300597641738,2.8036748508082354,-0.835109745465747,27,neutral,neutral,True
GEM:15085235:TOTAL,"Quedlinburg, Welterbestadt",AfD,TOTAL,GEMEINDE,41.57873098533644,46.29300597641738,2.8036748508082354,-1.1341311272949708,27,neutral,neutral,True
GEM:15085330:TOTAL,"Thale, Stadt",AfD,TOTAL,GEMEINDE,47.540517486494174,46.29300597641738,2.8036748508082354,0.30011860528153694,27,neutral,neutral,True
GEM:15085370:TOTAL,"Wernigerode, Stadt",AfD,TOTAL,GEMEINDE,34.857344490372014,46.29300597641738,2.8036748508082354,-2.751120729501296,27,neutral,neutral,True
GEM:15086015:TOTAL,"Burg, Stadt",AfD,TOTAL,GEMEINDE,48.15523576240049,46.29300597641738,2.8036748508082354,0.4480037270746957,27,neutral,neutral,True
GEM:15087130:TOTAL,"Eisleben, Lutherstadt",AfD,TOTAL,GEMEINDE,52.23348645651829,46.29300597641738,2.8036748508082354,1.429124061773455,27,neutral,neutral,True
GEM:15087370:TOTAL,"Sangerhausen, Stadt",AfD,TOTAL,GEMEINDE,47.19957224969924,46.29300597641738,2.8036748508082354,0.21809610840054122,27,neutral,neutral,True
GEM:15088220:TOTAL,"Merseburg, Stadt",AfD,TOTAL,GEMEINDE,47.17119350839626,46.29300597641738,2.8036748508082354,0.21126892629384336,27,neutral,neutral,True
GEM:15089015:TOTAL,"Aschersleben, Stadt",AfD,TOTAL,GEMEINDE,46.56042496679947,46.29300597641738,2.8036748508082354,0.06433400715824039,27,neutral,neutral,True
GEM:15089030:TOTAL,"Bernburg (Saale), Stadt",AfD,TOTAL,GEMEINDE,46.29300597641738,46.29300597641738,2.8036748508082354,0.0,27,neutral,neutral,True
GEM:15089305:TOTAL,"Schönebeck (Elbe), Stadt",AfD,TOTAL,GEMEINDE,45.387887607746556,46.29300597641738,2.8036748508082354,-0.21774778046213583,27,neutral,neutral,True
GEM:15089310:TOTAL,"Staßfurt, Salzstadt",AfD,TOTAL,GEMEINDE,53.7197658839292,46.29300597641738,2.8036748508082354,1.7866839762192506,27,neutral,neutral,True
GEM:15090535:TOTAL,"Stendal, Hansestadt",AfD,TOTAL,GEMEINDE,42.014685635612665,46.29300597641738,2.8036748508082354,-1.0292518531960517,27,neutral,neutral,True
GEM:15091375:TOTAL,"Wittenberg, Lutherstadt",AfD,TOTAL,GEMEINDE,41.13656259118763,46.29300597641738,2.8036748508082354,-1.2405052654729432,27,neutral,neutral,True
GEM:15001000:TOTAL,"Dessau-Roßlau, Stadt",Die Linke,TOTAL,GEMEINDE,8.481012658227849,8.309602726296625,0.47989550094072886,0.24091581384590297,27,neutral,neutral,True
GEM:15081135:TOTAL,"Gardelegen, Hansestadt",Die Linke,TOTAL,GEMEINDE,9.084275811747537,8.309602726296625,0.47989550094072886,1.0887992005084401,27,neutral,neutral,True
GEM:15081455:TOTAL,"Salzwedel, Hansestadt",Die Linke,TOTAL,GEMEINDE,12.135347253072709,8.309602726296625,0.47989550094072886,5.377065061810891,27,neutral,neutral,True
GEM:15082015:TOTAL,"Bitterfeld-Wolfen, Stadt",Die Linke,TOTAL,GEMEINDE,8.309602726296625,8.309602726296625,0.47989550094072886,0.0,27,neutral,neutral,True
GEM:15082180:TOTAL,"Köthen (Anhalt), Stadt",Die Linke,TOTAL,GEMEINDE,9.746121297602256,8.309602726296625,0.47989550094072886,2.019019766309163,27,neutral,neutral,True
GEM:15082430:TOTAL,"Zerbst/Anhalt, Stadt",Die Linke,TOTAL,GEMEINDE,7.36254227955636,8.309602726296625,0.47989550094072886,-1.331088786496,27,neutral,neutral,True
GEM:15083270:TOTAL,"Haldensleben, Stadt",Die Linke,TOTAL,GEMEINDE,8.506787330316742,8.309602726296625,0.47989550094072886,0.2771419883326792,27,neutral,neutral,True
