level,identifier,name,ags,wahlkreisnummer,vote_type,party_name,old_votes,new_votes,delta_votes,old_share_percent,new_share_percent,delta_share_percent
GEMEINDE,08115048,"Waldenbuch, Stadt",08115048,,Erststimmen,GRÜNE,1314,1315,1,28.1732,28.1766,0.0034
GEMEINDE,08115048,"Waldenbuch, Stadt",08115048,,Zweitstimmen,GRÜNE,1537,1538,1,32.87,32.8843,0.0143
GEMEINDE,08115050,"Weil der Stadt, Stadt",08115050,,Erststimmen,SPD,596,597,1,5.9881,5.9976,0.0095
GEMEINDE,08115051,Weil im Schönbuch,08115051,,Erststimmen,Anderer Kreiswahlvorschlag,12,15,3,0.2316,0.2893,0.0577
GEMEINDE,08115051,Weil im Schönbuch,08115051,,Zweitstimmen,Verjüngungsforschung,3,4,1,0.0577,0.077,0.0193
GEMEINDE,08116019,"Esslingen am Neckar, Stadt",08116019,,Erststimmen,AfD,5029,5035,6,12.6344,12.6336,-0.0008
GEMEINDE,08116019,"Esslingen am Neckar, Stadt",08116019,,Erststimmen,CDU,12393,12417,24,31.1351,31.1562,0.0211
GEMEINDE,08116019,"Esslingen am Neckar, Stadt",08116019,,Erststimmen,Die Linke,3166,3167,1,7.954,7.9465,-0.0075
GEMEINDE,08116019,"Esslingen am Neckar, Stadt",08116019,,Erststimmen,GRÜNE,13302,13319,17,33.4188,33.4195,0.0007
GEMEINDE,08116019,"Esslingen am Neckar, Stadt",08116019,,Erststimmen,SPD,3777,3779,2,9.489,9.4821,-0.0069
GEMEINDE,08116019,"Esslingen am Neckar, Stadt",08116019,,Zweitstimmen,AfD,4827,4833,6,12.0971,12.097,-0.0001
GEMEINDE,08116019,"Esslingen am Neckar, Stadt",08116019,,Zweitstimmen,CDU,10457,10483,26,26.2067,26.239,0.0323
GEMEINDE,08116019,"Esslingen am Neckar, Stadt",08116019,,Zweitstimmen,Die Linke,2516,2517,1,6.3054,6.3001,-0.0053
GEMEINDE,08116019,"Esslingen am Neckar, Stadt",08116019,,Zweitstimmen,GRÜNE,15673,15687,14,39.2787,39.2646,-0.0141
GEMEINDE,08116019,"Esslingen am Neckar, Stadt",08116019,,Zweitstimmen,SPD,2221,2224,3,5.5661,5.5667,0.0006
GEMEINDE,08116036,Kohlberg,08116036,,Zweitstimmen,BSW,5,13,8,0.3655,0.9503,0.5848
GEMEINDE,08116036,Kohlberg,08116036,,Zweitstimmen,Die Gerechtigkeitspartei,2,0,-2,0.1462,0.0,-0.1462
GEMEINDE,08116036,Kohlberg,08116036,,Zweitstimmen,FDP,79,78,-1,5.7749,5.7018,-0.0731
GEMEINDE,08116036,Kohlberg,08116036,,Zweitstimmen,GRÜNE,327,328,1,23.9035,23.9766,0.0731
GEMEINDE,08116036,Kohlberg,08116036,,Zweitstimmen,PDR,0,2,2,0.0,0.1462,0.1462
GEMEINDE,08116036,Kohlberg,08116036,,Zweitstimmen,Verjüngungsforschung,9,1,-8,0.6579,0.0731,-0.5848
GEMEINDE,08116047,Neuhausen auf den Fildern,08116047,,Erststimmen,CDU,2684,2685,1,41.0209,41.03,0.0091
GEMEINDE,08116049,"Nürtingen, Stadt",08116049,,Erststimmen,AfD,4032,4033,1,20.7685,20.7715,0.003
GEMEINDE,08116049,"Nürtingen, Stadt",08116049,,Erststimmen,CDU,5943,5944,1,30.6119,30.6139,0.002
GEMEINDE,08116049,"Nürtingen, Stadt",08116049,,Erststimmen,GRÜNE,5648,5647,-1,29.0924,29.0843,-0.0081
GEMEINDE,08116049,"Nürtingen, Stadt",08116049,,Erststimmen,Volt,201,202,1,1.0353,1.0404,0.0051
GEMEINDE,08116049,"Nürtingen, Stadt",08116049,,Zweitstimmen,AfD,3775,3776,1,19.3848,19.386,0.0012
GEMEINDE,08116049,"Nürtingen, Stadt",08116049,,Zweitstimmen,BSW,268,273,5,1.3762,1.4016,0.0254
GEMEINDE,08116049,"Nürtingen, Stadt",08116049,,Zweitstimmen,Die Gerechtigkeitspartei,31,33,2,0.1592,0.1694,0.0102
GEMEINDE,08116049,"Nürtingen, Stadt",08116049,,Zweitstimmen,FREIE WÄHLER,319,320,1,1.6381,1.6429,0.0048
GEMEINDE,08116049,"Nürtingen, Stadt",08116049,,Zweitstimmen,GRÜNE,6384,6386,2,32.7822,32.7857,0.0035
GEMEINDE,08116049,"Nürtingen, Stadt",08116049,,Zweitstimmen,PDR,26,27,1,0.1335,0.1386,0.0051
GEMEINDE,08116049,"Nürtingen, Stadt",08116049,,Zweitstimmen,Verjüngungsforschung,29,21,-8,0.1489,0.1078,-0.0411
GEMEINDE,08116058,Reichenbach an der Fils,08116058,,Erststimmen,GRÜNE,1132,1133,1,27.4624,27.48,0.0176
GEMEINDE,08116070,"Weilheim an der Teck, Stadt",08116070,,Erststimmen,CDU,2163,2164,1,40.3771,40.3882,0.0111
GEMEINDE,08116070,"Weilheim an der Teck, Stadt",08116070,,Zweitstimmen,FDP,256,255,-1,4.7699,4.7521,-0.0178
GEMEINDE,08116073,Wolfschlugen,08116073,,Erststimmen,AfD,636,637,1,17.4199,17.4425,0.0226
GEMEINDE,08116073,Wolfschlugen,08116073,,Erststimmen,Die Linke,123,122,-1,3.3689,3.3406,-0.0283
GEMEINDE,08116073,Wolfschlugen,08116073,,Erststimmen,FDP,193,194,1,5.2862,5.3122,0.026
GEMEINDE,08116073,Wolfschlugen,08116073,,Zweitstimmen,Die Gerechtigkeitspartei,7,6,-1,0.1912,0.1638,-0.0274
GEMEINDE,08116073,Wolfschlugen,08116073,,Zweitstimmen,KlimalisteBW,2,1,-1,0.0546,0.0273,-0.0273
GEMEINDE,08116073,Wolfschlugen,08116073,,Zweitstimmen,PDR,9,10,1,0.2458,0.2731,0.0273
GEMEINDE,08116073,Wolfschlugen,08116073,,Zweitstimmen,Tierschutzpartei,23,24,1,0.6281,0.6554,0.0273
GEMEINDE,08117010,Böhmenkirch,08117010,,Erststimmen,GRÜNE,377,376,-1,12.4505,12.4174,-0.0331
GEMEINDE,08117010,Böhmenkirch,08117010,,Erststimmen,Werteunion,19,20,1,0.6275,0.6605,0.033
GEMEINDE,08117018,"Ebersbach an der Fils, Stadt",08117018,,Erststimmen,AfD,1402,1401,-1,19.0127,18.9992,-0.0135
GEMEINDE,08117018,"Ebersbach an der Fils, Stadt",08117018,,Erststimmen,CDU,2919,2922,3,39.585,39.6257,0.0407
GEMEINDE,08117018,"Ebersbach an der Fils, Stadt",08117018,,Erststimmen,GRÜNE,1726,1725,-1,23.4066,23.393,-0.0136
GEMEINDE,08117018,"Ebersbach an der Fils, Stadt",08117018,,Erststimmen,SPD,703,702,-1,9.5335,9.5199,-0.0136
GEMEINDE,08117018,"Ebersbach an der Fils, Stadt",08117018,,Zweitstimmen,BSW,75,74,-1,1.0115,0.9981,-0.0134
GEMEINDE,08117018,"Ebersbach an der Fils, Stadt",08117018,,Zweitstimmen,CDU,2271,2273,2,30.6271,30.6582,0.0311
GEMEINDE,08117018,"Ebersbach an der Fils, Stadt",08117018,,Zweitstimmen,Die Linke,240,239,-1,3.2367,3.2236,-0.0131
GEMEINDE,08117018,"Ebersbach an der Fils, Stadt",08117018,,Zweitstimmen,GRÜNE,2280,2279,-1,30.7485,30.7391,-0.0094
GEMEINDE,08117018,"Ebersbach an der Fils, Stadt",08117018,,Zweitstimmen,SPD,450,449,-1,6.0688,6.0561,-0.0127
GEMEINDE,08117018,"Ebersbach an der Fils, Stadt",08117018,,Zweitstimmen,Volt,24,25,1,0.3237,0.3372,0.0135
GEMEINDE,08117024,"Geislingen an der Steige, Stadt",08117024,,Erststimmen,Werteunion,41,43,2,0.4339,0.4549,0.021
GEMEINDE,08117026,"Göppingen, Stadt",08117026,,Erststimmen,AfD,5602,5603,1,24.4533,24.4566,0.0033
GEMEINDE,08117026,"Göppingen, Stadt",08117026,,Erststimmen,FDP,1003,1002,-1,4.3782,4.3736,-0.0046
GEMEINDE,08117026,"Göppingen, Stadt",08117026,,Erststimmen,GRÜNE,4874,4875,1,21.2755,21.2789,0.0034
GEMEINDE,08117028,Gruibingen,08117028,,Erststimmen,Werteunion,5,7,2,0.4129,0.5771,0.1642
GEMEINDE,08117028,Gruibingen,08117028,,Zweitstimmen,Werteunion,10,11,1,0.8224,0.9039,0.0815
GEMEINDE,08117030,Heiningen,08117030,,Erststimmen,AfD,477,582,105,17.2889,21.0946,3.8057
GEMEINDE,08117030,Heiningen,08117030,,Erststimmen,CDU,1034,1075,41,37.4773,38.9634,1.4861
GEMEINDE,08117030,Heiningen,08117030,,Erststimmen,FDP,156,124,-32,5.6542,4.4944,-1.1598
GEMEINDE,08117030,Heiningen,08117030,,Erststimmen,GRÜNE,639,559,-80,23.1606,20.261,-2.8996
GEMEINDE,08117030,Heiningen,08117030,,Erststimmen,SPD,359,325,-34,13.012,11.7796,-1.2324
GEMEINDE,08117030,Heiningen,08117030,,Zweitstimmen,BSW,23,37,14,0.83,1.3353,0.5053
GEMEINDE,08117030,Heiningen,08117030,,Zweitstimmen,Die Gerechtigkeitspartei,15,1,-14,0.5413,0.0361,-0.5052
GEMEINDE,08117030,Heiningen,08117030,,Zweitstimmen,PDR,2,3,1,0.0722,0.1083,0.0361
GEMEINDE,08117030,Heiningen,08117030,,Zweitstimmen,PdF,2,1,-1,0.0722,0.0361,-0.0361
GEMEINDE,08117030,Heiningen,08117030,,Zweitstimmen,Tierschutzpartei,20,17,-3,0.7218,0.6135,-0.1083
GEMEINDE,08117030,Heiningen,08117030,,Zweitstimmen,Werteunion,8,11,3,0.2887,0.397,0.1083
GEMEINDE,08117038,Rechberghausen,08117038,,Zweitstimmen,CDU,1011,1010,-1,33.949,33.9154,-0.0336
GEMEINDE,08117038,Rechberghausen,08117038,,Zweitstimmen,Tierschutzpartei,19,20,1,0.638,0.6716,0.0336
GEMEINDE,08118040,Kirchheim am Neckar,08118040,,Erststimmen,CDU,1049,1050,1,42.1963,42.2195,0.0232
GEMEINDE,08118040,Kirchheim am Neckar,08118040,,Zweitstimmen,CDU,792,794,2,31.7817,31.8492,0.0675
GEMEINDE,08118040,Kirchheim am Neckar,08118040,,Zweitstimmen,GRÜNE,717,716,-1,28.7721,28.7204,-0.0517
GEMEINDE,08118046,"Kornwestheim, Stadt",08118046,,Zweitstimmen,GRÜNE,4563,4562,-1,32.3985,32.3937,-0.0048
GEMEINDE,08118070,"Steinheim an der Murr, Stadt",08118070,,Zweitstimmen,CDU,2194,2193,-1,34.633,34.6227,-0.0103
GEMEINDE,08118073,"Vaihingen an der Enz, Stadt",08118073,,Zweitstimmen,Die PARTEI,58,59,1,0.3831,0.3896,0.0065
GEMEINDE,08118074,Walheim,08118074,,Zweitstimmen,CDU,480,479,-1,28.3856,28.3264,-0.0592
GEMEINDE,08118074,Walheim,08118074,,Zweitstimmen,FREIE WÄHLER,52,53,1,3.0751,3.1342,0.0591
GEMEINDE,08118079,"Bietigheim-Bissingen, Stadt",08118079,,Erststimmen,CDU,7050,7052,2,35.9437,35.9484,0.0047
GEMEINDE,08118079,"Bietigheim-Bissingen, Stadt",08118079,,Erststimmen,SPD,1470,1471,1,7.4946,7.4986,0.004
GEMEINDE,08118080,"Korntal-Münchingen, Stadt",08118080,,Erststimmen,GRÜNE,3080,3079,-1,31.0171,31.0102,-0.0069
GEMEINDE,08118080,"Korntal-Münchingen, Stadt",08118080,,Zweitstimmen,Tierschutzpartei,69,68,-1,0.6917,0.6817,-0.01
GEMEINDE,08119008,"Backnang, Stadt",08119008,,Erststimmen,AfD,3756,3746,-10,22.9486,22.8973,-0.0513
GEMEINDE,08119008,"Backnang, Stadt",08119008,,Erststimmen,Anderer Kreiswahlvorschlag,81,84,3,0.4949,0.5134,0.0185
GEMEINDE,08119008,"Backnang, Stadt",08119008,,Zweitstimmen,CDU,4431,4432,1,26.992,26.9964,0.0044
GEMEINDE,08119008,"Backnang, Stadt",08119008,,Zweitstimmen,GRÜNE,4895,4896,1,29.8185,29.8227,0.0042
GEMEINDE,08119008,"Backnang, Stadt",08119008,,Zweitstimmen,KlimalisteBW,5,2,-3,0.0305,0.0122,-0.0183
GEMEINDE,08119008,"Backnang, Stadt",08119008,,Zweitstimmen,Volt,107,110,3,0.6518,0.67,0.0182
GEMEINDE,08119008,"Backnang, Stadt",08119008,,Zweitstimmen,dieBasis,50,49,-1,0.3046,0.2985,-0.0061
GEMEINDE,08119018,Burgstetten,08119018,,Erststimmen,Anderer Kreiswahlvorschlag,21,22,1,1.0189,1.0669,0.048
GEMEINDE,08119020,"Fellbach, Stadt",08119020,,Erststimmen,ÖDP,174,175,1,0.8612,0.8661,0.0049
GEMEINDE,08119020,"Fellbach, Stadt",08119020,,Zweitstimmen,CDU,6210,6211,1,30.6697,30.6731,0.0034
GEMEINDE,08119055,Plüderhausen,08119055,,Erststimmen,CDU,1783,1784,1,36.6495,36.6701,0.0206
GEMEINDE,08119055,Plüderhausen,08119055,,Erststimmen,FDP,301,295,-6,6.1871,6.0637,-0.1234
GEMEINDE,08119055,Plüderhausen,08119055,,Erststimmen,FREIE WÄHLER,162,163,1,3.3299,3.3505,0.0206
GEMEINDE,08119055,Plüderhausen,08119055,,Erststimmen,SPD,371,370,-1,7.6259,7.6053,-0.0206
GEMEINDE,08119055,Plüderhausen,08119055,,Erststimmen,Volt,55,60,5,1.1305,1.2333,0.1028
GEMEINDE,08119055,Plüderhausen,08119055,,Zweitstimmen,CDU,1558,1559,1,31.9524,31.9664,0.014
GEMEINDE,08119055,Plüderhausen,08119055,,Zweitstimmen,FDP,267,266,-1,5.4758,5.4542,-0.0216
GEMEINDE,08119055,Plüderhausen,08119055,,Zweitstimmen,FREIE WÄHLER,93,94,1,1.9073,1.9274,0.0201
GEMEINDE,08119067,"Schorndorf, Stadt",08119067,,Erststimmen,CDU,6559,6560,1,32.3917,32.3935,0.0018
GEMEINDE,08119067,"Schorndorf, Stadt",08119067,,Erststimmen,Volt,279,280,1,1.3778,1.3826,0.0048
GEMEINDE,08119067,"Schorndorf, Stadt",08119067,,Zweitstimmen,CDU,5793,5794,1,28.575,28.5785,0.0035
GEMEINDE,08121000,"Heilbronn, Universitätsstadt",08121000,,Zweitstimmen,AfD,10396,10398,2,22.9741,22.9775,0.0034
GEMEINDE,08121000,"Heilbronn, Universitätsstadt",08121000,,Zweitstimmen,CDU,11551,11550,-1,25.5265,25.5232,-0.0033
GEMEINDE,08121000,"Heilbronn, Universitätsstadt",08121000,,Zweitstimmen,Die PARTEI,217,218,1,0.4795,0.4817,0.0022
GEMEINDE,08121000,"Heilbronn, Universitätsstadt",08121000,,Zweitstimmen,FREIE WÄHLER,543,542,-1,1.2,1.1977,-0.0023
GEMEINDE,08121000,"Heilbronn, Universitätsstadt",08121000,,Zweitstimmen,SPD,3065,3066,1,6.7733,6.7752,0.0019
GEMEINDE,08125001,Abstatt,08125001,,Zweitstimmen,CDU,788,789,1,29.4469,29.4733,0.0264
GEMEINDE,08125008,"Beilstein, Stadt",08125008,,Erststimmen,Werteunion,10,11,1,0.2907,0.3197,0.029
GEMEINDE,08125017,Cleebronn,08125017,,Erststimmen,Werteunion,7,8,1,0.4838,0.5525,0.0687
GEMEINDE,08125026,"Eppingen, Stadt",08125026,,Erststimmen,Werteunion,23,24,1,0.2126,0.2218,0.0092
GEMEINDE,08125056,"Lauffen am Neckar, Stadt",08125056,,Erststimmen,GRÜNE,1695,1696,1,30.4363,30.4488,0.0125
GEMEINDE,08125056,"Lauffen am Neckar, Stadt",08125056,,Zweitstimmen,BSW,52,53,1,0.9314,0.9493,0.0179
GEMEINDE,08125056,"Lauffen am Neckar, Stadt",08125056,,Zweitstimmen,Die Linke,206,205,-1,3.6898,3.6719,-0.0179
GEMEINDE,08125056,"Lauffen am Neckar, Stadt",08125056,,Zweitstimmen,GRÜNE,1799,1800,1,32.2228,32.2407,0.0179
GEMEINDE,08125056,"Lauffen am Neckar, Stadt",08125056,,Zweitstimmen,Verjüngungsforschung,4,3,-1,0.0716,0.0537,-0.0179
GEMEINDE,08125066,Neckarwestheim,08125066,,Zweitstimmen,Die Linke,66,65,-1,3.167,3.119,-0.048
GEMEINDE,08125066,Neckarwestheim,08125066,,Zweitstimmen,GRÜNE,411,406,-5,19.7217,19.4818,-0.2399
GEMEINDE,08125066,Neckarwestheim,08125066,,Zweitstimmen,Volt,15,14,-1,0.7198,0.6718,-0.048
GEMEINDE,08125066,Neckarwestheim,08125066,,Zweitstimmen,Werteunion,11,17,6,0.5278,0.8157,0.2879
GEMEINDE,08125066,Neckarwestheim,08125066,,Zweitstimmen,ÖDP,2,3,1,0.096,0.144,0.048
GEMEINDE,08125087,Siegelsbach,08125087,,Erststimmen,Anderer Kreiswahlvorschlag,1,3,2,0.1171,0.3513,0.2342
GEMEINDE,08125087,Siegelsbach,08125087,,Erststimmen,Werteunion,6,4,-2,0.7026,0.4684,-0.2342
GEMEINDE,08126046,"Künzelsau, Stadt",08126046,,Erststimmen,AfD,1945,1948,3,27.433,27.456,0.023
GEMEINDE,08126046,"Künzelsau, Stadt",08126046,,Erststimmen,CDU,2520,2521,1,35.543,35.5321,-0.0109
GEMEINDE,08126046,"Künzelsau, Stadt",08126046,,Erststimmen,SPD,450,451,1,6.347,6.3566,0.0096
GEMEINDE,08126066,"Öhringen, Stadt",08126066,,Erststimmen,AfD,2937,2939,2,25.5636,25.5765,0.0129
GEMEINDE,08126066,"Öhringen, Stadt",08126066,,Zweitstimmen,Verjüngungsforschung,11,12,1,0.0956,0.1043,0.0087
GEMEINDE,08126069,Pfedelbach,08126069,,Zweitstimmen,BSW,81,82,1,1.6216,1.6413,0.0197
GEMEINDE,08127025,"Gaildorf, Stadt",08127025,,Zweitstimmen,GRÜNE,1280,1281,1,24.7009,24.7154,0.0145
GEMEINDE,08127047,"Langenburg, Stadt",08127047,,Zweitstimmen,Tierschutzpartei,8,9,1,0.7929,0.892,0.0991
GEMEINDE,08127047,"Langenburg, Stadt",08127047,,Zweitstimmen,Werteunion,5,4,-1,0.4955,0.3964,-0.0991
GEMEINDE,08127079,Sulzbach-Laufen,08127079,,Erststimmen,CDU,511,512,1,36.5784,36.3895,-0.1889
GEMEINDE,08127079,Sulzbach-Laufen,08127079,,Erststimmen,GRÜNE,207,216,9,14.8175,15.3518,0.5343
GEMEINDE,08127079,Sulzbach-Laufen,08127079,,Zweitstimmen,CDU,420,421,1,30.086,29.8793,-0.2067
GEMEINDE,08127079,Sulzbach-Laufen,08127079,,Zweitstimmen,Die PARTEI,3,4,1,0.2149,0.2839,0.069
GEMEINDE,08127079,Sulzbach-Laufen,08127079,,Zweitstimmen,GRÜNE,289,298,9,20.702,21.1498,0.4478
GEMEINDE,08127079,Sulzbach-Laufen,08127079,,Zweitstimmen,dieBasis,5,7,2,0.3582,0.4968,0.1386
GEMEINDE,08127104,Stimpfach,08127104,,Erststimmen,CDU,988,989,1,59.0556,59.08,0.0244
GEMEINDE,08128006,Assamstadt,08128006,,Erststimmen,dieBasis,25,26,1,1.8382,1.9104,0.0722
GEMEINDE,08128007,"Bad Mergentheim, Stadt",08128007,,Erststimmen,AfD,2393,2394,1,21.3489,21.3483,-0.0006
GEMEINDE,08128007,"Bad Mergentheim, Stadt",08128007,,Erststimmen,CDU,4327,4329,2,38.6029,38.6035,0.0006
GEMEINDE,08128007,"Bad Mergentheim, Stadt",08128007,,Erststimmen,SPD,655,656,1,5.8435,5.8498,0.0063
GEMEINDE,08128007,"Bad Mergentheim, Stadt",08128007,,Erststimmen,dieBasis,161,162,1,1.4363,1.4446,0.0083
GEMEINDE,08128007,"Bad Mergentheim, Stadt",08128007,,Zweitstimmen,Bündnis C,15,14,-1,0.1333,0.1243,-0.009
GEMEINDE,08128007,"Bad Mergentheim, Stadt",08128007,,Zweitstimmen,CDU,3939,3942,3,34.9978,35.012,0.0142
GEMEINDE,08128007,"Bad Mergentheim, Stadt",08128007,,Zweitstimmen,PDR,30,29,-1,0.2665,0.2576,-0.0089
GEMEINDE,08128007,"Bad Mergentheim, Stadt",08128007,,Zweitstimmen,PdF,4,5,1,0.0355,0.0444,0.0089
GEMEINDE,08128007,"Bad Mergentheim, Stadt",08128007,,Zweitstimmen,SPD,542,543,1,4.8156,4.8228,0.0072
GEMEINDE,08128007,"Bad Mergentheim, Stadt",08128007,,Zweitstimmen,ÖDP,27,28,1,0.2399,0.2487,0.0088
GEMEINDE,08128058,Igersheim,08128058,,Zweitstimmen,BSW,35,38,3,1.139,1.2366,0.0976
GEMEINDE,08128058,Igersheim,08128058,,Zweitstimmen,KlimalisteBW,2,1,-1,0.0651,0.0325,-0.0326
GEMEINDE,08128058,Igersheim,08128058,,Zweitstimmen,Verjüngungsforschung,4,1,-3,0.1302,0.0325,-0.0977
GEMEINDE,08128058,Igersheim,08128058,,Zweitstimmen,ÖDP,8,9,1,0.2603,0.2929,0.0326
GEMEINDE,08128061,Königheim,08128061,,Erststimmen,FDP,63,64,1,3.3333,3.3845,0.0512
GEMEINDE,08128082,"Niederstetten, Stadt",08128082,,Erststimmen,dieBasis,51,52,1,1.7011,1.7339,0.0328
GEMEINDE,08128082,"Niederstetten, Stadt",08128082,,Zweitstimmen,CDU,1038,1041,3,34.405,34.4702,0.0652
GEMEINDE,08128115,"Tauberbischofsheim, Stadt",08128115,,Erststimmen,SPD,441,442,1,6.5742,6.5882,0.014
GEMEINDE,08128126,"Weikersheim, Stadt",08128126,,Erststimmen,AfD,834,835,1,18.7458,18.7598,0.014
GEMEINDE,08128126,"Weikersheim, Stadt",08128126,,Erststimmen,CDU,1710,1712,2,38.4356,38.4633,0.0277
GEMEINDE,08128126,"Weikersheim, Stadt",08128126,,Erststimmen,Die Linke,156,157,1,3.5064,3.5273,0.0209
GEMEINDE,08128126,"Weikersheim, Stadt",08128126,,Erststimmen,GRÜNE,1205,1202,-3,27.0847,27.0052,-0.0795
GEMEINDE,08128126,"Weikersheim, Stadt",08128126,,Erststimmen,SPD,298,299,1,6.6981,6.7176,0.0195
GEMEINDE,08128126,"Weikersheim, Stadt",08128126,,Zweitstimmen,AfD,862,863,1,19.2712,19.2849,0.0137
GEMEINDE,08128126,"Weikersheim, Stadt",08128126,,Zweitstimmen,CDU,1551,1553,2,34.6747,34.7039,0.0292
GEMEINDE,08128126,"Weikersheim, Stadt",08128126,,Zweitstimmen,Die Linke,162,163,1,3.6217,3.6425,0.0208
GEMEINDE,08128126,"Weikersheim, Stadt",08128126,,Zweitstimmen,GRÜNE,1166,1159,-7,26.0675,25.8994,-0.1681
GEMEINDE,08128126,"Weikersheim, Stadt",08128126,,Zweitstimmen,dieBasis,22,26,4,0.4918,0.581,0.0892
GEMEINDE,08128126,"Weikersheim, Stadt",08128126,,Zweitstimmen,ÖDP,21,22,1,0.4695,0.4916,0.0221
GEMEINDE,08128139,"Lauda-Königshofen, Stadt",08128139,,Erststimmen,dieBasis,108,109,1,1.47,1.4834,0.0134
GEMEINDE,08135019,"Heidenheim an der Brenz, Stadt",08135019,,Erststimmen,AfD,4199,4202,3,22.469,22.479,0.01
GEMEINDE,08135019,"Heidenheim an der Brenz, Stadt",08135019,,Erststimmen,BSW,293,294,1,1.5679,1.5728,0.0049
GEMEINDE,08135019,"Heidenheim an der Brenz, Stadt",08135019,,Erststimmen,CDU,4975,4972,-3,26.6214,26.5982,-0.0232
GEMEINDE,08135019,"Heidenheim an der Brenz, Stadt",08135019,,Erststimmen,GRÜNE,4174,4175,1,22.3352,22.3346,-0.0006
GEMEINDE,08135019,"Heidenheim an der Brenz, Stadt",08135019,,Erststimmen,SPD,3159,3162,3,16.9039,16.9154,0.0115
GEMEINDE,08135027,"Niederstotzingen, Stadt",08135027,,Erststimmen,Anderer Kreiswahlvorschlag,6,8,2,0.2368,0.3157,0.0789
GEMEINDE,08135027,"Niederstotzingen, Stadt",08135027,,Erststimmen,BSW,32,30,-2,1.2628,1.1839,-0.0789
GEMEINDE,08135032,Steinheim am Albuch,08135032,,Erststimmen,BSW,57,58,1,1.2343,1.256,0.0217
GEMEINDE,08135032,Steinheim am Albuch,08135032,,Erststimmen,GRÜNE,1060,1059,-1,22.9537,22.932,-0.0217
GEMEINDE,08135032,Steinheim am Albuch,08135032,,Zweitstimmen,GRÜNE,1173,1172,-1,25.3238,25.3022,-0.0216
GEMEINDE,08135032,Steinheim am Albuch,08135032,,Zweitstimmen,Werteunion,15,16,1,0.3238,0.3454,0.0216
GEMEINDE,08136002,Abtsgmünd,08136002,,Erststimmen,AfD,975,978,3,22.1239,22.1869,0.063
GEMEINDE,08136002,Abtsgmünd,08136002,,Erststimmen,CDU,1935,1934,-1,43.9074,43.8748,-0.0326
GEMEINDE,08136002,Abtsgmünd,08136002,,Erststimmen,GRÜNE,782,781,-1,17.7445,17.7178,-0.0267
GEMEINDE,08136002,Abtsgmünd,08136002,,Zweitstimmen,AfD,951,954,3,21.5061,21.5593,0.0532
GEMEINDE,08136010,"Bopfingen, Stadt",08136010,,Zweitstimmen,CDU,1907,1906,-1,35.3214,35.3028,-0.0186
GEMEINDE,08136010,"Bopfingen, Stadt",08136010,,Zweitstimmen,GRÜNE,787,788,1,14.5768,14.5953,0.0185
GEMEINDE,08136021,Essingen,08136021,,Erststimmen,CDU,1654,1656,2,43.5378,43.5675,0.0297
GEMEINDE,08136033,Hüttlingen,08136033,,Zweitstimmen,AfD,604,605,1,16.6437,16.6621,0.0184
GEMEINDE,08136033,Hüttlingen,08136033,,Zweitstimmen,CDU,1390,1391,1,38.3026,38.309,0.0064
GEMEINDE,08136037,Kirchheim am Ries,08136037,,Erststimmen,CDU,548,549,1,52.8447,52.8393,-0.0054
GEMEINDE,08136037,Kirchheim am Ries,08136037,,Erststimmen,FDP,25,26,1,2.4108,2.5024,0.0916
GEMEINDE,08136061,Ruppertshofen,08136061,,Zweitstimmen,Bündnis C,1,5,4,0.0872,0.4359,0.3487
GEMEINDE,08136061,Ruppertshofen,08136061,,Zweitstimmen,Die PARTEI,6,10,4,0.5231,0.8718,0.3487
GEMEINDE,08136061,Ruppertshofen,08136061,,Zweitstimmen,FREIE WÄHLER,24,20,-4,2.0924,1.7437,-0.3487
GEMEINDE,08136061,Ruppertshofen,08136061,,Zweitstimmen,PDH,4,0,-4,0.3487,0.0,-0.3487
GEMEINDE,08136089,Rainau,08136089,,Zweitstimmen,BSW,18,23,5,0.8841,1.1308,0.2467
GEMEINDE,08136089,Rainau,08136089,,Zweitstimmen,Die Gerechtigkeitspartei,3,2,-1,0.1473,0.0983,-0.049
GEMEINDE,08136089,Rainau,08136089,,Zweitstimmen,PDH,0,1,1,0.0,0.0492,0.0492
GEMEINDE,08136089,Rainau,08136089,,Zweitstimmen,PDR,6,2,-4,0.2947,0.0983,-0.1964
GEMEINDE,08136089,Rainau,08136089,,Zweitstimmen,Tierschutzpartei,18,16,-2,0.8841,0.7866,-0.0975
GEMEINDE,08136089,Rainau,08136089,,Zweitstimmen,Verjüngungsforschung,3,2,-1,0.1473,0.0983,-0.049
GEMEINDE,08211000,"Baden-Baden, Stadt",08211000,,Erststimmen,CDU,9279,9281,2,39.7031,39.7082,0.0051
GEMEINDE,08211000,"Baden-Baden, Stadt",08211000,,Zweitstimmen,CDU,7795,7796,1,33.2254,33.2282,0.0028
GEMEINDE,08215046,Malsch,08215046,,Erststimmen,GRÜNE,1896,1895,-1,24.411,24.4012,-0.0098
GEMEINDE,08215059,"Oberderdingen, Stadt",08215059,,Erststimmen,CDU,1830,1829,-1,33.8388,33.8203,-0.0185
GEMEINDE,08215059,"Oberderdingen, Stadt",08215059,,Erststimmen,GRÜNE,1226,1227,1,22.6701,22.6886,0.0185
GEMEINDE,08215059,"Oberderdingen, Stadt",08215059,,Zweitstimmen,SPD,295,296,1,5.4049,5.4222,0.0173
