ags,wahlkreis,wahlbezirk,gemeinde,name,wahlart,afd,gueltige_zweitstimmen,anteil_prozent,mehr_als_50_prozent,genau_50_prozent
15090520,003,000014,"Seehausen (Altmark), Hansestadt","14 Seehausen (Altm.), Grundschule",U,440,770,57.142857142857146,True,False
15090520,003,000015,"Seehausen (Altmark), Hansestadt","15 Seehausen (Altm.), Feuerwehr",U,375,738,50.8130081300813,True,False
15090520,003,000016,"Seehausen (Altmark), Hansestadt","16 Seehausen (Altm.), Beuster",U,121,238,50.84033613445378,True,False
15090520,003,000017,"Seehausen (Altmark), Hansestadt","17 Seehausen (Altm.), Geestgottberg",U,124,212,58.490566037735846,True,False
15090610,003,000090,"Werben (Elbe), Hansestadt",90 Werben,U,173,345,50.14492753623188,True,False
15090610,003,000091,"Werben (Elbe), Hansestadt","91 Werben, Behrendorf",U,114,196,58.16326530612245,True,False
15090631,003,000012,Wust-Fischbeck,"12 Wust-Fischbeck, Fischbeck",U,149,255,58.431372549019606,True,False
15090631,003,000014,Wust-Fischbeck,"14 Wust-Fischbeck, Wust",U,137,272,50.36764705882353,True,False
15090631,003,000015,Wust-Fischbeck,"15 Wust-Fischbeck, Sydow",U,60,89,67.41573033707866,True,False
15090635,003,000020,Zehrental,"20 Zehrental, Groß Garz",U,180,334,53.89221556886228,True,False
15090070,004,000001,"Bismark (Altmark), Stadt","01 Bismark, Badingen",U,134,249,53.81526104417671,True,False
15090070,004,000003,"Bismark (Altmark), Stadt","03 Bismark, Bismark I Nord",U,261,488,53.48360655737705,True,False
15090070,004,000004,"Bismark (Altmark), Stadt","04 Bismark, Bismark II Süd",U,336,661,50.832072617246595,True,False
15090070,004,000006,"Bismark (Altmark), Stadt","06 Bismark, Büste",U,90,166,54.21686746987952,True,False
15090070,004,000007,"Bismark (Altmark), Stadt","07 Bismark, Dobberkau",U,78,141,55.319148936170215,True,False
15090070,004,000010,"Bismark (Altmark), Stadt","10 Bismark, Hohenwulsch",U,110,183,60.10928961748634,True,False
15090070,004,000016,"Bismark (Altmark), Stadt","16 Bismark, Querstedt/Käthen",U,85,139,61.15107913669065,True,False
15090070,004,000020,"Bismark (Altmark), Stadt","20 Bismark, Schorstedt",U,71,133,53.38345864661654,True,False
15090070,004,000021,"Bismark (Altmark), Stadt","21 Bismark, Steinfeld",U,91,170,53.529411764705884,True,False
15090535,004,000005,"Stendal, Hansestadt","05 Stendal, Kita Abenteuerland",U,407,764,53.27225130890052,True,False
15090535,004,000009,"Stendal, Hansestadt","09 Stendal, Kita Regenbogenland",U,453,868,52.1889400921659,True,False
15090535,004,000011,"Stendal, Hansestadt","11 Stendal, GS Am Stadtsee",U,348,691,50.36179450072359,True,False
15090535,004,000012,"Stendal, Hansestadt","12 Stendal, Berufsbildungswerk",U,411,735,55.91836734693877,True,False
15090535,004,000013,"Stendal, Hansestadt","13 Stendal, GS Juri Gagarin",U,259,488,53.07377049180328,True,False
15090535,004,000014,"Stendal, Hansestadt","14 Stendal, Förderschule Pestalozzi",U,196,367,53.40599455040872,True,False
15090535,004,000017,"Stendal, Hansestadt","17 Stendal, Staffelde",U,98,186,52.68817204301075,True,False
15090535,004,000022,"Stendal, Hansestadt","22 Stendal, Börgitz",U,137,233,58.798283261802574,True,False
15090535,004,000023,"Stendal, Hansestadt","23 Stendal, Staats",U,81,128,63.28125,True,False
15090535,004,000026,"Stendal, Hansestadt","26 Stendal, Nahrstedt",U,93,167,55.68862275449102,True,False
15090535,004,000027,"Stendal, Hansestadt","27 Stendal, Möringen",U,179,342,52.33918128654971,True,False
15090535,004,000028,"Stendal, Hansestadt","28 Stendal, Insel",U,124,236,52.54237288135593,True,False
15090535,004,000029,"Stendal, Hansestadt","29 Stendal, Döbbelin",U,67,117,57.26495726495727,True,False
15090535,004,000030,"Stendal, Hansestadt","30 Stendal, Buchholz",U,76,143,53.14685314685315,True,False
15090535,004,000031,"Stendal, Hansestadt","31 Stendal, Heeren",U,180,298,60.40268456375839,True,False
15090535,004,000032,"Stendal, Hansestadt","32 Stendal, Dahlen",U,123,211,58.29383886255924,True,False
15090535,004,000034,"Stendal, Hansestadt","34 Stendal, Uenglingen",U,208,411,50.60827250608273,True,False
15090535,004,000035,"Stendal, Hansestadt","35 Stendal, Wittenmoor",U,52,102,50.98039215686274,True,False
15090535,004,000036,"Stendal, Hansestadt","36 Stendal, Groß Schwechten",U,157,295,53.220338983050844,True,False
15086035,005,000001,Elbe-Parey,"Elbe-Parey, Parey, Kita ""Sonnenschlößchen"", Am Park 1",U,513,995,51.55778894472362,True,False
15086035,005,000002,Elbe-Parey,"Elbe-Parey, Zerben, Schloss, Am Park 2",U,84,154,54.54545454545455,True,False
15086035,005,000004,Elbe-Parey,"Elbe-Parey, Derben, Dorfgemeinschaftshaus, Hauptstraße 73",U,222,408,54.411764705882355,True,False
15086035,005,000006,Elbe-Parey,"Elbe-Parey, Ferchland, Elbehaus, Genthiner Straße 16 c",U,159,289,55.017301038062286,True,False
15086035,005,000008,Elbe-Parey,"Elbe-Parey, Hohenseeden, Kita ""Lindenstrolche"", Brandensteiner Weg 16",U,113,220,51.36363636363637,True,False
15086040,005,000001,"Genthin, Stadt","Genthin, Grundschule ""Diesterweg"", Jungfernsteg 2 a ",U,542,977,55.47594677584442,True,False
15086040,005,000002,"Genthin, Stadt","Genthin, Rathaus, Marktplatz 3",U,451,893,50.503919372900334,True,False
15086040,005,000003,"Genthin, Stadt","Genthin, Grundschule ""L. Uhland"", Guerickestraße 11",U,494,955,51.72774869109948,True,False
15086040,005,000004,"Genthin, Stadt","Genthin, Kita ""Käthe Kollwitz"", Gröblerstraße 74 a",U,355,662,53.62537764350453,True,False
15086040,005,000007,"Genthin, Stadt","Genthin, Mützel, Gemeindehaus, Käthe-Kollwitz-Platz 6",U,152,298,51.006711409395976,True,False
15086040,005,000008,"Genthin, Stadt","Genthin, Tucheim, Jugendclub, Domstraße 2 b",U,313,589,53.140916808149406,True,False
15086040,005,000009,"Genthin, Stadt","Genthin, Gladau, Gemeindehaus, Friedenstraße 30",U,88,167,52.69461077844311,True,False
15086040,005,000010,"Genthin, Stadt","Genthin, Dretzel, Feuerwehrhaus, Straße der Freundschaft 19 a",U,75,124,60.483870967741936,True,False
15086040,005,000011,"Genthin, Stadt","Genthin, Paplitz, Gemeindehaus, Bahnhofstraße 21",U,81,151,53.64238410596027,True,False
15086040,005,000012,"Genthin, Stadt","Genthin, Schopsdorf, Alte Schule, Schopsdorfer Dorfstraße 1",U,79,135,58.51851851851852,True,False
15086080,005,000001,"Jerichow, Stadt","Jerichow, Brettin, Schulspeisung, Heinrich-Heine-Straße 72",U,252,419,60.143198090692124,True,False
15086080,005,000002,"Jerichow, Stadt","Jerichow, Kleinwusterwitz, Dorfgemeinschaftshaus, Kleinwusterwitzer Straße 39",U,89,144,61.80555555555556,True,False
15086080,005,000003,"Jerichow, Stadt","Jerichow, Bürgerhaus, Karl-Liebknecht-Straße 55",U,474,929,51.022604951560815,True,False
15086080,005,000004,"Jerichow, Stadt","Jerichow, Kade, Dorfgemeinschaftshaus, Genthiner Straße 22",U,180,326,55.214723926380366,True,False
15086080,005,000005,"Jerichow, Stadt","Jerichow, Karow, Dorfgemeinschaftshaus, Friedenstraße 29 ",U,118,235,50.212765957446805,True,False
15086080,005,000006,"Jerichow, Stadt","Jerichow, Neuenklitsche, Dorfgemeinschaftshaus, Neuenklitsche 6",U,97,170,57.05882352941177,True,False
15086080,005,000008,"Jerichow, Stadt","Jerichow, Redekin, Parkgaststätte, Am Gutshof 14",U,202,314,64.3312101910828,True,False
15086080,005,000010,"Jerichow, Stadt","Jerichow, Schlagenthin, Grundschule, Mühlenweg 10",U,229,410,55.853658536585364,True,False
15086080,005,000012,"Jerichow, Stadt","Jerichow, Zabakuck, Dorfgemeinschaftshaus, Am Park 12",U,74,118,62.71186440677966,True,False
15090546,005,000001,"Tangerhütte, Stadt","Tangerhütte, Grundschule am Tanger, Bismarckstraße 65",U,281,513,54.77582846003899,True,False
15090546,005,000002,"Tangerhütte, Stadt","Tangerhütte, Rathaus, Bismarckstraße 5",U,366,556,65.8273381294964,True,False
15090546,005,000003,"Tangerhütte, Stadt","Tangerhütte, Wilhelm-Wundt-Schule, Schönwalder Straße 33",U,280,495,56.56565656565657,True,False
15090546,005,000004,"Tangerhütte, Stadt","Tangerhütte, Kulturhaus, Straße der Jugend 15",U,224,437,51.25858123569794,True,False
15090546,005,000006,"Tangerhütte, Stadt","Tangerhütte, Birkholz, Dorfgemeinschaftshaus, Birkholzer Schulstraße 1",U,143,214,66.82242990654206,True,False
15090546,005,000007,"Tangerhütte, Stadt","Tangerhütte, Bittkau, Klubraum, Poststraße 4",U,193,306,63.071895424836605,True,False
15090546,005,000008,"Tangerhütte, Stadt","Tangerhütte, Cobbel, Dorfgemeinschaftshaus, Lindenstraße 15",U,53,95,55.78947368421053,True,False
15090546,005,000010,"Tangerhütte, Stadt","Tangerhütte, Grieben, Grundschule, Griebener Chausseestraße 20",U,258,484,53.30578512396694,True,False
15090546,005,000011,"Tangerhütte, Stadt","Tangerhütte, Klein Schwarzlosen, Dorfgemeinschaftshaus, Klein Schwarzloser Dorfstraße 10",U,87,155,56.12903225806452,True,False
15090546,005,000012,"Tangerhütte, Stadt","Tangerhütte, Kehnert, Dorfgemeinschaftshaus, August-Bebel-Straße 43/44",U,111,191,58.1151832460733,True,False
15090546,005,000013,"Tangerhütte, Stadt","Tangerhütte, Groß Schwarzlosen, Mehrzweckraum Turnhalle, Tangermünder Straße 43",U,260,507,51.282051282051285,True,False
15090546,005,000014,"Tangerhütte, Stadt","Tangerhütte, Sandfurth, Dorfgemeinschaftshaus, Sandfurth 46",U,91,129,70.54263565891473,True,False
15090546,005,000016,"Tangerhütte, Stadt","Tangerhütte, Uchtdorf, Dorfgemeinschaftshaus, Uchtdorfer Schulstraße 10",U,71,134,52.985074626865675,True,False
15090546,005,000018,"Tangerhütte, Stadt","Tangerhütte, Weißewarte, Dorfgemeinschaftshaus, Weißewarter Dorfstraße 22",U,132,203,65.02463054187191,True,False
15090546,005,000019,"Tangerhütte, Stadt","Tangerhütte, Windberge, Bürgerhaus, Friedhofsweg 3",U,71,135,52.592592592592595,True,False
15090550,005,000001,"Tangermünde, Stadt","Tangermünde, Förderschule, Robert-Schumann-Straße 7 a",U,406,729,55.69272976680384,True,False
15090550,005,000002,"Tangermünde, Stadt","Tangermünde, Kita ""Farbenspiel"", Luisenstraße 39 a",U,580,946,61.3107822410148,True,False
15090550,005,000004,"Tangermünde, Stadt","Tangermünde, Salzkirche, Zollensteig 20",U,459,876,52.397260273972606,True,False
15090550,005,000005,"Tangermünde, Stadt","Tangermünde, Kita ""Kleine Ritter"", Ulrichstraße 52",U,486,934,52.03426124197002,True,False
15090550,005,000006,"Tangermünde, Stadt","Tangermünde, Bölsdorf, Dorfgemeinschaftshaus, Am Dorfplatz 1",U,82,135,60.74074074074074,True,False
15090550,005,000007,"Tangermünde, Stadt","Tangermünde, Buch, Dorfgemeinschaftshaus, Chausseestraße 20",U,119,184,64.67391304347827,True,False
15090550,005,000008,"Tangermünde, Stadt","Tangermünde, Grobleben, Dorfgemeinschaftshaus, Grobleben 25",U,36,62,58.064516129032256,True,False
15090550,005,000011,"Tangermünde, Stadt","Tangermünde, Miltern, Dorfgemeinschaftshaus, Dorfstraße 49",U,95,183,51.91256830601093,True,False
15086005,006,000002,Biederitz,"Biederitz, Gerwisch, Lentges Saal, Neuer Weg 6",U,627,1213,51.69002473206925,True,False
15086005,006,000006,Biederitz,"Biederitz, Woltersdorf, Bürgerhaus, Königsborner Straße 10",U,103,191,53.92670157068063,True,False
15086015,006,000001,"Burg, Stadt","Burg, Bibliothek, Berliner Straße 38",U,319,550,58.0,True,False
15086015,006,000003,"Burg, Stadt","Burg, Lebenshilfe, Am Brunnenfeld 7",U,509,965,52.74611398963731,True,False
15086015,006,000004,"Burg, Stadt","Burg, Grundschule Burg Süd A (Speisesaal), Yorckstraße 4",U,375,623,60.192616372391655,True,False
15086015,006,000006,"Burg, Stadt","Burg, Grundschule Pestalozzi A, Kapellenstraße 8-12",U,422,754,55.96816976127321,True,False
15086015,006,000007,"Burg, Stadt","Burg, Grundschule Pestalozzi B, Kapellenstraße 8-12",U,356,653,54.51761102603369,True,False
15086015,006,000008,"Burg, Stadt","Burg, Autohaus Blumhagel, Grabower Landstraße 66",U,678,1128,60.1063829787234,True,False
15086015,006,000009,"Burg, Stadt","Burg, Grundschule Einstein A, Kirchhofstraße 3",U,396,671,59.01639344262295,True,False
15086015,006,000010,"Burg, Stadt","Burg, Grundschule Einstein B, Kirchhofstraße 3",U,426,805,52.91925465838509,True,False
15086015,006,000011,"Burg, Stadt","Burg, Detershagen, Gemeindezentrum, Burger Straße 30",U,185,322,57.453416149068325,True,False
15086015,006,000012,"Burg, Stadt","Burg, Ihleburg, Dorfgemeinschaftshaus, Lange Schulstraße 1a",U,109,200,54.5,True,False
15086015,006,000013,"Burg, Stadt","Burg, Niegripp, Feuerwehrgerätehaus, Zum Deich 4",U,284,550,51.63636363636363,True,False
15086015,006,000014,"Burg, Stadt","Burg, Parchau, Gemeindezentrum, Kleine Schulstraße 4 a",U,289,489,59.100204498977504,True,False
15086015,006,000016,"Burg, Stadt","Burg, Schartau, Ortschaftszentrum, Alte Bergstraße 8",U,180,321,56.074766355140184,True,False
15086140,006,000002,"Möckern, Stadt","Möckern, Grundschule ""Schloss Möckern"", Am Park 3",U,358,656,54.573170731707314,True,False
15086140,006,000003,"Möckern, Stadt","Möckern, Loburg, Sporthalle, Markt 22",U,457,881,51.87287173666288,True,False
15086140,006,000004,"Möckern, Stadt","Möckern, Büden, Bürgerhaus, Dorfstraße 22 a",U,71,135,52.592592592592595,True,False
15086140,006,000005,"Möckern, Stadt","Möckern, Dörnitz, Dorfgemeinschaftshaus, Dorfplatz 1",U,89,126,70.63492063492063,True,False
15086140,006,000006,"Möckern, Stadt","Möckern, Drewitz, Kulturhaus Drewitz, Lindenstraße 1",U,103,194,53.09278350515464,True,False
15086140,006,000008,"Möckern, Stadt","Möckern, Grabow, Gemeindehaus, Kirchplatz 7",U,194,351,55.27065527065527,True,False
15086140,006,000009,"Möckern, Stadt","Möckern, Hobeck, Gemeindezentrum, Karl-Marx-Straße 20",U,108,189,57.142857142857146,True,False
15086140,006,000010,"Möckern, Stadt","Möckern, Hohenziatz, Gemeindezentrum, Im Winkel 7",U,131,253,51.77865612648221,True,False
15086140,006,000011,"Möckern, Stadt","Möckern, Krüssau, Dorfgemeinschaftshaus, Dorfstraße 20",U,73,118,61.86440677966102,True,False
15086140,006,000012,"Möckern, Stadt","Möckern, Küsel, Dorfgemeinschaftshaus, Dorfstraße 43",U,38,62,61.29032258064516,True,False
15086140,006,000013,"Möckern, Stadt","Möckern, Lübars, Freiwillige Feuerwehr, Straße der Freundschaft 11",U,154,259,59.45945945945946,True,False
15086140,006,000014,"Möckern, Stadt","Möckern, Magdeburgerforth, Dorfgemeinschaftshaus, Friedensstraße 3",U,63,104,60.57692307692308,True,False
15086140,006,000015,"Möckern, Stadt","Möckern, Reesdorf, Bauernstube, Dorfstraße 17",U,37,72,51.388888888888886,True,False
15086140,006,000020,"Möckern, Stadt","Möckern, Stresow, Gemeindezentrum, Bahnhofstraße 7",U,49,58,84.48275862068965,True,False
15086140,006,000021,"Möckern, Stadt","Möckern, Theeßen, Multifunktionales Zentrum, Am Bahnhof 4 a",U,139,266,52.255639097744364,True,False
15086140,006,000023,"Möckern, Stadt","Möckern, Wallwitz, Dorfgemeinschaftshaus, August-Bebel-Straße 37",U,59,105,56.19047619047619,True,False
15086140,006,000025,"Möckern, Stadt","Möckern, Wüstenjerichow, Gemeindehaus, Dorfstraße 14",U,36,61,59.01639344262295,True,False
15086140,006,000027,"Möckern, Stadt","Möckern, Zeppernick, Bürgerhaus, Loburger Straße 27 a",U,171,274,62.40875912408759,True,False
15086140,006,000028,"Möckern, Stadt","Möckern, Ziepel, Gemeindezentrum, Straße der DSF 1",U,147,266,55.26315789473684,True,False
15086145,006,000001,Möser,"Möser, Hohenwarthe, Infopunkt, Hauptstraße 47",U,330,647,51.00463678516229,True,False
15086145,006,000002,Möser,"Möser, Körbelitz, Feuerwehrgerätehaus, Lindenweg 1",U,130,221,58.8235294117647,True,False
15086145,006,000006,Möser,"Möser, Schermen, Gaststätte ""Zur Grünen Tanne"", Chausseestraße 14",U,398,736,54.07608695652174,True,False
15086145,006,000042,Möser,"Möser, Grundschule, Gartenstraße 27",U,300,595,50.42016806722689,True,False
15083020,007,020003,Altenhausen,Altenhausen OT Ivenrode,U,126,230,54.78260869565217,True,False
15083060,007,060001,Beendorf,Beendorf,U,223,419,53.22195704057279,True,False
15083115,007,115001,Bülstringen,Bülstringen,U,215,402,53.482587064676615,True,False
15083125,007,125001,Calvörde,Calvörde OT Flecken Calvörde,U,374,728,51.37362637362637,True,False
15083125,007,125002,Calvörde,Calvörde OT Berenbrock + Lössewitz + Elsebeck,U,62,112,55.357142857142854,True,False
15083125,007,125003,Calvörde,Calvörde OT Klüden,U,93,162,57.407407407407405,True,False
15083125,007,125007,Calvörde,Calvörde OT Zobbenitz,U,83,155,53.54838709677419,True,False
15083190,007,190003,Eilsleben,003 Ovelgünne/Siegersleben,U,93,169,55.02958579881657,True,False
15083190,007,190004,Eilsleben,004 Druxberge,U,106,206,51.45631067961165,True,False
15083205,007,205001,Erxleben,Erxleben,U,350,616,56.81818181818182,True,False
