capture,time,commit,party,votes,share
2026-09-20-19-12-15,2026-09-20T17:12:21.930864+00:00,fae2057afb39a37add9f1db42adbf3fe95280c41,SPD,27579,30.735882490610617
2026-09-20-19-12-15,2026-09-20T17:12:21.930864+00:00,fae2057afb39a37add9f1db42adbf3fe95280c41,Team Freiheit,200,0.22289337895217823
2026-09-20-19-12-15,2026-09-20T17:12:21.930864+00:00,fae2057afb39a37add9f1db42adbf3fe95280c41,Tierschutzpartei,813,0.9060615854406044
2026-09-20-19-12-15,2026-09-20T17:12:21.930864+00:00,fae2057afb39a37add9f1db42adbf3fe95280c41,Volt,103,0.11479009016037178
2026-09-20-19-12-15,2026-09-20T17:12:21.930864+00:00,fae2057afb39a37add9f1db42adbf3fe95280c41,WLD,127,0.1415372956346332
2026-09-20-19-12-15,2026-09-20T17:12:21.930864+00:00,fae2057afb39a37add9f1db42adbf3fe95280c41,ÖDP,65,0.07244034815945792
2026-09-20-19-20-02,2026-09-20T17:20:05.289359+00:00,485a6ec38fba30d0de9d22043654c3be95283163,AfD,75817,48.41721427157372
2026-09-20-19-20-02,2026-09-20T17:20:05.289359+00:00,485a6ec38fba30d0de9d22043654c3be95283163,BSW,7643,4.88086799369057
2026-09-20-19-20-02,2026-09-20T17:20:05.289359+00:00,485a6ec38fba30d0de9d22043654c3be95283163,Bündnis C,122,0.0779099692830367
2026-09-20-19-20-02,2026-09-20T17:20:05.289359+00:00,485a6ec38fba30d0de9d22043654c3be95283163,CDU,6128,3.9133794407085976
2026-09-20-19-20-02,2026-09-20T17:20:05.289359+00:00,485a6ec38fba30d0de9d22043654c3be95283163,Die Linke,6970,4.45108595002267
2026-09-20-19-20-02,2026-09-20T17:20:05.289359+00:00,485a6ec38fba30d0de9d22043654c3be95283163,Die PARTEI,321,0.20499262409717034
2026-09-20-19-20-02,2026-09-20T17:20:05.289359+00:00,485a6ec38fba30d0de9d22043654c3be95283163,FDP,1268,0.8097527954991027
2026-09-20-19-20-02,2026-09-20T17:20:05.289359+00:00,485a6ec38fba30d0de9d22043654c3be95283163,FREIE WÄHLER,592,0.3780549329144076
2026-09-20-19-20-02,2026-09-20T17:20:05.289359+00:00,485a6ec38fba30d0de9d22043654c3be95283163,GRÜNE,5222,3.3348021278362103
2026-09-20-19-20-02,2026-09-20T17:20:05.289359+00:00,485a6ec38fba30d0de9d22043654c3be95283163,Handwerker Partei Deutschland,670,0.4278662247511032
2026-09-20-19-20-02,2026-09-20T17:20:05.289359+00:00,485a6ec38fba30d0de9d22043654c3be95283163,KPD,117,0.0747169377550434
2026-09-20-19-20-02,2026-09-20T17:20:05.289359+00:00,485a6ec38fba30d0de9d22043654c3be95283163,PIRATEN,286,0.18264140340121718
2026-09-20-19-20-02,2026-09-20T17:20:05.289359+00:00,485a6ec38fba30d0de9d22043654c3be95283163,PdF,97,0.06194481164307016
2026-09-20-19-20-02,2026-09-20T17:20:05.289359+00:00,485a6ec38fba30d0de9d22043654c3be95283163,SPD,48914,31.236788832052927
2026-09-20-19-20-02,2026-09-20T17:20:05.289359+00:00,485a6ec38fba30d0de9d22043654c3be95283163,Team Freiheit,372,0.23756154568270207
2026-09-20-19-20-02,2026-09-20T17:20:05.289359+00:00,485a6ec38fba30d0de9d22043654c3be95283163,Tierschutzpartei,1534,0.9796220727883467
2026-09-20-19-20-02,2026-09-20T17:20:05.289359+00:00,485a6ec38fba30d0de9d22043654c3be95283163,Volt,180,0.11494913500775907
2026-09-20-19-20-02,2026-09-20T17:20:05.289359+00:00,485a6ec38fba30d0de9d22043654c3be95283163,WLD,211,0.13474593048131758
2026-09-20-19-20-02,2026-09-20T17:20:05.289359+00:00,485a6ec38fba30d0de9d22043654c3be95283163,ÖDP,127,0.08110300081103
2026-09-20-19-28-36,2026-09-20T17:28:39.054253+00:00,42eb0416ba9868f7d3d509cde93158f4bd6ba014,AfD,93138,47.79224244538975
2026-09-20-19-28-36,2026-09-20T17:28:39.054253+00:00,42eb0416ba9868f7d3d509cde93158f4bd6ba014,BSW,9447,4.847573647507966
2026-09-20-19-28-36,2026-09-20T17:28:39.054253+00:00,42eb0416ba9868f7d3d509cde93158f4bd6ba014,Bündnis C,154,0.07902258301219718
2026-09-20-19-28-36,2026-09-20T17:28:39.054253+00:00,42eb0416ba9868f7d3d509cde93158f4bd6ba014,CDU,7741,3.972167630502717
2026-09-20-19-28-36,2026-09-20T17:28:39.054253+00:00,42eb0416ba9868f7d3d509cde93158f4bd6ba014,Die Linke,8910,4.572020874277123
2026-09-20-19-28-36,2026-09-20T17:28:39.054253+00:00,42eb0416ba9868f7d3d509cde93158f4bd6ba014,Die PARTEI,415,0.21295046720819372
2026-09-20-19-28-36,2026-09-20T17:28:39.054253+00:00,42eb0416ba9868f7d3d509cde93158f4bd6ba014,FDP,1641,0.8420523293702311
2026-09-20-19-28-36,2026-09-20T17:28:39.054253+00:00,42eb0416ba9868f7d3d509cde93158f4bd6ba014,FREIE WÄHLER,699,0.3586804254904275
2026-09-20-19-28-36,2026-09-20T17:28:39.054253+00:00,42eb0416ba9868f7d3d509cde93158f4bd6ba014,GRÜNE,6778,3.478019919848523
2026-09-20-19-28-36,2026-09-20T17:28:39.054253+00:00,42eb0416ba9868f7d3d509cde93158f4bd6ba014,Handwerker Partei Deutschland,832,0.4269272017282342
2026-09-20-19-28-36,2026-09-20T17:28:39.054253+00:00,42eb0416ba9868f7d3d509cde93158f4bd6ba014,KPD,145,0.07440438010888696
2026-09-20-19-28-36,2026-09-20T17:28:39.054253+00:00,42eb0416ba9868f7d3d509cde93158f4bd6ba014,PIRATEN,364,0.18678065075610245
2026-09-20-19-28-36,2026-09-20T17:28:39.054253+00:00,42eb0416ba9868f7d3d509cde93158f4bd6ba014,PdF,127,0.06516797430226651
2026-09-20-19-28-36,2026-09-20T17:28:39.054253+00:00,42eb0416ba9868f7d3d509cde93158f4bd6ba014,SPD,61516,31.565929977781312
2026-09-20-19-28-36,2026-09-20T17:28:39.054253+00:00,42eb0416ba9868f7d3d509cde93158f4bd6ba014,Team Freiheit,451,0.23142327882143462
2026-09-20-19-28-36,2026-09-20T17:28:39.054253+00:00,42eb0416ba9868f7d3d509cde93158f4bd6ba014,Tierschutzpartei,1887,0.9682832087273772
2026-09-20-19-28-36,2026-09-20T17:28:39.054253+00:00,42eb0416ba9868f7d3d509cde93158f4bd6ba014,Volt,225,0.11545507258275563
2026-09-20-19-28-36,2026-09-20T17:28:39.054253+00:00,42eb0416ba9868f7d3d509cde93158f4bd6ba014,WLD,251,0.12879654763676296
2026-09-20-19-28-36,2026-09-20T17:28:39.054253+00:00,42eb0416ba9868f7d3d509cde93158f4bd6ba014,ÖDP,160,0.08210138494773733
2026-09-20-19-32-53,2026-09-20T17:32:55.701092+00:00,a86fd1edf8863b74ab1fa9db0ba2fcfdca468aaf,AfD,108802,47.04544471829463
2026-09-20-19-32-53,2026-09-20T17:32:55.701092+00:00,a86fd1edf8863b74ab1fa9db0ba2fcfdca468aaf,BSW,11121,4.808665196523544
2026-09-20-19-32-53,2026-09-20T17:32:55.701092+00:00,a86fd1edf8863b74ab1fa9db0ba2fcfdca468aaf,Bündnis C,189,0.08172266182384226
2026-09-20-19-32-53,2026-09-20T17:32:55.701092+00:00,a86fd1edf8863b74ab1fa9db0ba2fcfdca468aaf,CDU,9245,3.997492108790591
2026-09-20-19-32-53,2026-09-20T17:32:55.701092+00:00,a86fd1edf8863b74ab1fa9db0ba2fcfdca468aaf,Die Linke,11028,4.76845245816578
2026-09-20-19-32-53,2026-09-20T17:32:55.701092+00:00,a86fd1edf8863b74ab1fa9db0ba2fcfdca468aaf,Die PARTEI,501,0.21662991308859775
2026-09-20-19-32-53,2026-09-20T17:32:55.701092+00:00,a86fd1edf8863b74ab1fa9db0ba2fcfdca468aaf,FDP,1948,0.8423055303325118
2026-09-20-19-32-53,2026-09-20T17:32:55.701092+00:00,a86fd1edf8863b74ab1fa9db0ba2fcfdca468aaf,FREIE WÄHLER,822,0.3554287196782981
2026-09-20-19-32-53,2026-09-20T17:32:55.701092+00:00,a86fd1edf8863b74ab1fa9db0ba2fcfdca468aaf,GRÜNE,8551,3.697409953733731
2026-09-20-19-32-53,2026-09-20T17:32:55.701092+00:00,a86fd1edf8863b74ab1fa9db0ba2fcfdca468aaf,Handwerker Partei Deutschland,978,0.4228823453106758
2026-09-20-19-32-53,2026-09-20T17:32:55.701092+00:00,a86fd1edf8863b74ab1fa9db0ba2fcfdca468aaf,KPD,167,0.07220997102953258
2026-09-20-19-32-53,2026-09-20T17:32:55.701092+00:00,a86fd1edf8863b74ab1fa9db0ba2fcfdca468aaf,PIRATEN,440,0.19025381588619364
2026-09-20-19-32-53,2026-09-20T17:32:55.701092+00:00,a86fd1edf8863b74ab1fa9db0ba2fcfdca468aaf,PdF,157,0.06788602066848273
2026-09-20-19-32-53,2026-09-20T17:32:55.701092+00:00,a86fd1edf8863b74ab1fa9db0ba2fcfdca468aaf,SPD,73779,31.901673368789726
2026-09-20-19-32-53,2026-09-20T17:32:55.701092+00:00,a86fd1edf8863b74ab1fa9db0ba2fcfdca468aaf,Team Freiheit,528,0.22830457906343235
2026-09-20-19-32-53,2026-09-20T17:32:55.701092+00:00,a86fd1edf8863b74ab1fa9db0ba2fcfdca468aaf,Tierschutzpartei,2249,0.9724564362001125
2026-09-20-19-32-53,2026-09-20T17:32:55.701092+00:00,a86fd1edf8863b74ab1fa9db0ba2fcfdca468aaf,Volt,288,0.12452977039823583
2026-09-20-19-32-53,2026-09-20T17:32:55.701092+00:00,a86fd1edf8863b74ab1fa9db0ba2fcfdca468aaf,WLD,287,0.12409737536213085
2026-09-20-19-32-53,2026-09-20T17:32:55.701092+00:00,a86fd1edf8863b74ab1fa9db0ba2fcfdca468aaf,ÖDP,190,0.08215505685994724
2026-09-20-19-41-42,2026-09-20T17:41:44.718272+00:00,a0a9fbca5006f422b2dd2304e952a3836e0ed17b,AfD,144377,46.31773122453563
2026-09-20-19-41-42,2026-09-20T17:41:44.718272+00:00,a0a9fbca5006f422b2dd2304e952a3836e0ed17b,BSW,15152,4.860928427063617
2026-09-20-19-41-42,2026-09-20T17:41:44.718272+00:00,a0a9fbca5006f422b2dd2304e952a3836e0ed17b,Bündnis C,249,0.07988194154823393
2026-09-20-19-41-42,2026-09-20T17:41:44.718272+00:00,a0a9fbca5006f422b2dd2304e952a3836e0ed17b,CDU,12468,3.9998716755959065
2026-09-20-19-41-42,2026-09-20T17:41:44.718272+00:00,a0a9fbca5006f422b2dd2304e952a3836e0ed17b,Die Linke,15638,5.016842578037278
2026-09-20-19-41-42,2026-09-20T17:41:44.718272+00:00,a0a9fbca5006f422b2dd2304e952a3836e0ed17b,Die PARTEI,716,0.2297006833274518
2026-09-20-19-41-42,2026-09-20T17:41:44.718272+00:00,a0a9fbca5006f422b2dd2304e952a3836e0ed17b,FDP,2705,0.8677937826826216
2026-09-20-19-41-42,2026-09-20T17:41:44.718272+00:00,a0a9fbca5006f422b2dd2304e952a3836e0ed17b,FREIE WÄHLER,1079,0.3461550800423471
2026-09-20-19-41-42,2026-09-20T17:41:44.718272+00:00,a0a9fbca5006f422b2dd2304e952a3836e0ed17b,GRÜNE,12051,3.866093484328382
2026-09-20-19-41-42,2026-09-20T17:41:44.718272+00:00,a0a9fbca5006f422b2dd2304e952a3836e0ed17b,Handwerker Partei Deutschland,1338,0.4292451316929197
2026-09-20-19-41-42,2026-09-20T17:41:44.718272+00:00,a0a9fbca5006f422b2dd2304e952a3836e0ed17b,KPD,239,0.07667383144589522
2026-09-20-19-41-42,2026-09-20T17:41:44.718272+00:00,a0a9fbca5006f422b2dd2304e952a3836e0ed17b,PIRATEN,598,0.19184498411985498
2026-09-20-19-41-42,2026-09-20T17:41:44.718272+00:00,a0a9fbca5006f422b2dd2304e952a3836e0ed17b,PdF,203,0.06512463507747586
2026-09-20-19-41-42,2026-09-20T17:41:44.718272+00:00,a0a9fbca5006f422b2dd2304e952a3836e0ed17b,SPD,100037,32.092971030765774
2026-09-20-19-41-42,2026-09-20T17:41:44.718272+00:00,a0a9fbca5006f422b2dd2304e952a3836e0ed17b,Team Freiheit,715,0.22937987231721793
2026-09-20-19-41-42,2026-09-20T17:41:44.718272+00:00,a0a9fbca5006f422b2dd2304e952a3836e0ed17b,Tierschutzpartei,3099,0.994193320714767
2026-09-20-19-41-42,2026-09-20T17:41:44.718272+00:00,a0a9fbca5006f422b2dd2304e952a3836e0ed17b,Volt,412,0.13217413621635493
2026-09-20-19-41-42,2026-09-20T17:41:44.718272+00:00,a0a9fbca5006f422b2dd2304e952a3836e0ed17b,WLD,376,0.12062493984793558
2026-09-20-19-41-42,2026-09-20T17:41:44.718272+00:00,a0a9fbca5006f422b2dd2304e952a3836e0ed17b,ÖDP,258,0.08276924064033878
2026-09-20-19-45-42,2026-09-20T17:45:44.929674+00:00,022a879d3a927e73eb3fb1e7c7b4674fba8b2182,AfD,162678,45.65208240375144
2026-09-20-19-45-42,2026-09-20T17:45:44.929674+00:00,022a879d3a927e73eb3fb1e7c7b4674fba8b2182,BSW,17204,4.8279326379359215
2026-09-20-19-45-42,2026-09-20T17:45:44.929674+00:00,022a879d3a927e73eb3fb1e7c7b4674fba8b2182,Bündnis C,293,0.08222414920455853
2026-09-20-19-45-42,2026-09-20T17:45:44.929674+00:00,022a879d3a927e73eb3fb1e7c7b4674fba8b2182,CDU,14449,4.054801132616608
2026-09-20-19-45-42,2026-09-20T17:45:44.929674+00:00,022a879d3a927e73eb3fb1e7c7b4674fba8b2182,Die Linke,18323,5.141955924488484
2026-09-20-19-45-42,2026-09-20T17:45:44.929674+00:00,022a879d3a927e73eb3fb1e7c7b4674fba8b2182,Die PARTEI,829,0.2326410228347407
2026-09-20-19-45-42,2026-09-20T17:45:44.929674+00:00,022a879d3a927e73eb3fb1e7c7b4674fba8b2182,FDP,3118,0.8749996492143806
2026-09-20-19-45-42,2026-09-20T17:45:44.929674+00:00,022a879d3a927e73eb3fb1e7c7b4674fba8b2182,FREIE WÄHLER,1234,0.3462955635441134
2026-09-20-19-45-42,2026-09-20T17:45:44.929674+00:00,022a879d3a927e73eb3fb1e7c7b4674fba8b2182,GRÜNE,14456,4.056765532085659
2026-09-20-19-45-42,2026-09-20T17:45:44.929674+00:00,022a879d3a927e73eb3fb1e7c7b4674fba8b2182,Handwerker Partei Deutschland,1534,0.4304841122177228
2026-09-20-19-45-42,2026-09-20T17:45:44.929674+00:00,022a879d3a927e73eb3fb1e7c7b4674fba8b2182,KPD,268,0.07520843681509108
2026-09-20-19-45-42,2026-09-20T17:45:44.929674+00:00,022a879d3a927e73eb3fb1e7c7b4674fba8b2182,PIRATEN,692,0.19419491894045907
2026-09-20-19-45-42,2026-09-20T17:45:44.929674+00:00,022a879d3a927e73eb3fb1e7c7b4674fba8b2182,PdF,236,0.06622832495657274
2026-09-20-19-45-42,2026-09-20T17:45:44.929674+00:00,022a879d3a927e73eb3fb1e7c7b4674fba8b2182,SPD,115327,32.36404250960451
2026-09-20-19-45-42,2026-09-20T17:45:44.929674+00:00,022a879d3a927e73eb3fb1e7c7b4674fba8b2182,Team Freiheit,845,0.23713107876399986
2026-09-20-19-45-42,2026-09-20T17:45:44.929674+00:00,022a879d3a927e73eb3fb1e7c7b4674fba8b2182,Tierschutzpartei,3620,1.015875153994887
2026-09-20-19-45-42,2026-09-20T17:45:44.929674+00:00,022a879d3a927e73eb3fb1e7c7b4674fba8b2182,Volt,500,0.14031424778934903
2026-09-20-19-45-42,2026-09-20T17:45:44.929674+00:00,022a879d3a927e73eb3fb1e7c7b4674fba8b2182,WLD,433,0.12151213858557626
2026-09-20-19-45-42,2026-09-20T17:45:44.929674+00:00,022a879d3a927e73eb3fb1e7c7b4674fba8b2182,ÖDP,304,0.08531106265592421
2026-09-20-19-48-37,2026-09-20T17:48:39.903480+00:00,87f70d1a68382d187b3d230149d72a2fad15f879,AfD,183004,45.227268233851994
2026-09-20-19-48-37,2026-09-20T17:48:39.903480+00:00,87f70d1a68382d187b3d230149d72a2fad15f879,BSW,19436,4.803376895549536
2026-09-20-19-48-37,2026-09-20T17:48:39.903480+00:00,87f70d1a68382d187b3d230149d72a2fad15f879,Bündnis C,335,0.08279127701219874
2026-09-20-19-48-37,2026-09-20T17:48:39.903480+00:00,87f70d1a68382d187b3d230149d72a2fad15f879,CDU,16611,4.105211649103383
2026-09-20-19-48-37,2026-09-20T17:48:39.903480+00:00,87f70d1a68382d187b3d230149d72a2fad15f879,Die Linke,21321,5.269232290080864
2026-09-20-19-48-37,2026-09-20T17:48:39.903480+00:00,87f70d1a68382d187b3d230149d72a2fad15f879,Die PARTEI,949,0.2345340951778406
2026-09-20-19-48-37,2026-09-20T17:48:39.903480+00:00,87f70d1a68382d187b3d230149d72a2fad15f879,FDP,3539,0.8746218786452876
2026-09-20-19-48-37,2026-09-20T17:48:39.903480+00:00,87f70d1a68382d187b3d230149d72a2fad15f879,FREIE WÄHLER,1396,0.34500484390755054
2026-09-20-19-48-37,2026-09-20T17:48:39.903480+00:00,87f70d1a68382d187b3d230149d72a2fad15f879,GRÜNE,17065,4.217412364815437
2026-09-20-19-48-37,2026-09-20T17:48:39.903480+00:00,87f70d1a68382d187b3d230149d72a2fad15f879,Handwerker Partei Deutschland,1730,0.4275489827794144
2026-09-20-19-48-37,2026-09-20T17:48:39.903480+00:00,87f70d1a68382d187b3d230149d72a2fad15f879,KPD,300,0.07414144210047648
2026-09-20-19-48-37,2026-09-20T17:48:39.903480+00:00,87f70d1a68382d187b3d230149d72a2fad15f879,PIRATEN,770,0.19029636805788963
2026-09-20-19-48-37,2026-09-20T17:48:39.903480+00:00,87f70d1a68382d187b3d230149d72a2fad15f879,PdF,268,0.066233021609759
2026-09-20-19-48-37,2026-09-20T17:48:39.903480+00:00,87f70d1a68382d187b3d230149d72a2fad15f879,SPD,131395,32.47271594930702
2026-09-20-19-48-37,2026-09-20T17:48:39.903480+00:00,87f70d1a68382d187b3d230149d72a2fad15f879,Team Freiheit,953,0.2355226477391803
2026-09-20-19-48-37,2026-09-20T17:48:39.903480+00:00,87f70d1a68382d187b3d230149d72a2fad15f879,Tierschutzpartei,4151,1.0258704205302596
2026-09-20-19-48-37,2026-09-20T17:48:39.903480+00:00,87f70d1a68382d187b3d230149d72a2fad15f879,Volt,577,0.14259870697324978
2026-09-20-19-48-37,2026-09-20T17:48:39.903480+00:00,87f70d1a68382d187b3d230149d72a2fad15f879,WLD,492,0.12159196504478142
2026-09-20-19-48-37,2026-09-20T17:48:39.903480+00:00,87f70d1a68382d187b3d230149d72a2fad15f879,ÖDP,340,0.08402696771387334
2026-09-20-19-51-33,2026-09-20T17:51:36.286429+00:00,78cce21ad69d3f32310a23234e6584a5b8406c14,AfD,183004,45.227268233851994
2026-09-20-19-51-33,2026-09-20T17:51:36.286429+00:00,78cce21ad69d3f32310a23234e6584a5b8406c14,BSW,19436,4.803376895549536
2026-09-20-19-51-33,2026-09-20T17:51:36.286429+00:00,78cce21ad69d3f32310a23234e6584a5b8406c14,Bündnis C,335,0.08279127701219874
2026-09-20-19-51-33,2026-09-20T17:51:36.286429+00:00,78cce21ad69d3f32310a23234e6584a5b8406c14,CDU,16611,4.105211649103383
2026-09-20-19-51-33,2026-09-20T17:51:36.286429+00:00,78cce21ad69d3f32310a23234e6584a5b8406c14,Die Linke,21321,5.269232290080864
2026-09-20-19-51-33,2026-09-20T17:51:36.286429+00:00,78cce21ad69d3f32310a23234e6584a5b8406c14,Die PARTEI,949,0.2345340951778406
2026-09-20-19-51-33,2026-09-20T17:51:36.286429+00:00,78cce21ad69d3f32310a23234e6584a5b8406c14,FDP,3539,0.8746218786452876
2026-09-20-19-51-33,2026-09-20T17:51:36.286429+00:00,78cce21ad69d3f32310a23234e6584a5b8406c14,FREIE WÄHLER,1396,0.34500484390755054
2026-09-20-19-51-33,2026-09-20T17:51:36.286429+00:00,78cce21ad69d3f32310a23234e6584a5b8406c14,GRÜNE,17065,4.217412364815437
2026-09-20-19-51-33,2026-09-20T17:51:36.286429+00:00,78cce21ad69d3f32310a23234e6584a5b8406c14,Handwerker Partei Deutschland,1730,0.4275489827794144
2026-09-20-19-51-33,2026-09-20T17:51:36.286429+00:00,78cce21ad69d3f32310a23234e6584a5b8406c14,KPD,300,0.07414144210047648
2026-09-20-19-51-33,2026-09-20T17:51:36.286429+00:00,78cce21ad69d3f32310a23234e6584a5b8406c14,PIRATEN,770,0.19029636805788963
2026-09-20-19-51-33,2026-09-20T17:51:36.286429+00:00,78cce21ad69d3f32310a23234e6584a5b8406c14,PdF,268,0.066233021609759
2026-09-20-19-51-33,2026-09-20T17:51:36.286429+00:00,78cce21ad69d3f32310a23234e6584a5b8406c14,SPD,131395,32.47271594930702
2026-09-20-19-51-33,2026-09-20T17:51:36.286429+00:00,78cce21ad69d3f32310a23234e6584a5b8406c14,Team Freiheit,953,0.2355226477391803
2026-09-20-19-51-33,2026-09-20T17:51:36.286429+00:00,78cce21ad69d3f32310a23234e6584a5b8406c14,Tierschutzpartei,4151,1.0258704205302596
2026-09-20-19-51-33,2026-09-20T17:51:36.286429+00:00,78cce21ad69d3f32310a23234e6584a5b8406c14,Volt,577,0.14259870697324978
2026-09-20-19-51-33,2026-09-20T17:51:36.286429+00:00,78cce21ad69d3f32310a23234e6584a5b8406c14,WLD,492,0.12159196504478142
2026-09-20-19-51-33,2026-09-20T17:51:36.286429+00:00,78cce21ad69d3f32310a23234e6584a5b8406c14,ÖDP,340,0.08402696771387334
2026-09-20-19-54-34,2026-09-20T17:54:36.442509+00:00,b28b246566699b0e2cdddee4848d68fc603aa4f2,AfD,199735,44.546020219501806
2026-09-20-19-54-34,2026-09-20T17:54:36.442509+00:00,b28b246566699b0e2cdddee4848d68fc603aa4f2,BSW,21442,4.78211513028041
2026-09-20-19-54-34,2026-09-20T17:54:36.442509+00:00,b28b246566699b0e2cdddee4848d68fc603aa4f2,Bündnis C,358,0.07984316839102634
2026-09-20-19-54-34,2026-09-20T17:54:36.442509+00:00,b28b246566699b0e2cdddee4848d68fc603aa4f2,CDU,18540,4.134894809971029
2026-09-20-19-54-34,2026-09-20T17:54:36.442509+00:00,b28b246566699b0e2cdddee4848d68fc603aa4f2,Die Linke,24594,5.485091853097491
2026-09-20-19-54-34,2026-09-20T17:54:36.442509+00:00,b28b246566699b0e2cdddee4848d68fc603aa4f2,Die PARTEI,1079,0.240644633223233
2026-09-20-19-54-34,2026-09-20T17:54:36.442509+00:00,b28b246566699b0e2cdddee4848d68fc603aa4f2,FDP,3941,0.8789439291313822
2026-09-20-19-54-34,2026-09-20T17:54:36.442509+00:00,b28b246566699b0e2cdddee4848d68fc603aa4f2,FREIE WÄHLER,1529,0.341006157737093
2026-09-20-19-54-34,2026-09-20T17:54:36.442509+00:00,b28b246566699b0e2cdddee4848d68fc603aa4f2,GRÜNE,19940,4.447130664014149
2026-09-20-19-54-34,2026-09-20T17:54:36.442509+00:00,b28b246566699b0e2cdddee4848d68fc603aa4f2,Handwerker Partei Deutschland,1890,0.4215184029582117
2026-09-20-19-54-34,2026-09-20T17:54:36.442509+00:00,b28b246566699b0e2cdddee4848d68fc603aa4f2,KPD,335,0.07471357936031794
2026-09-20-19-54-34,2026-09-20T17:54:36.442509+00:00,b28b246566699b0e2cdddee4848d68fc603aa4f2,PIRATEN,860,0.19180202462648785
2026-09-20-19-54-34,2026-09-20T17:54:36.442509+00:00,b28b246566699b0e2cdddee4848d68fc603aa4f2,PdF,311,0.06936096471957875
2026-09-20-19-54-34,2026-09-20T17:54:36.442509+00:00,b28b246566699b0e2cdddee4848d68fc603aa4f2,SPD,146558,32.68618735489396
2026-09-20-19-54-34,2026-09-20T17:54:36.442509+00:00,b28b246566699b0e2cdddee4848d68fc603aa4f2,Team Freiheit,1084,0.24175976127338702
2026-09-20-19-54-34,2026-09-20T17:54:36.442509+00:00,b28b246566699b0e2cdddee4848d68fc603aa4f2,Tierschutzpartei,4589,1.0234645244313405
2026-09-20-19-54-34,2026-09-20T17:54:36.442509+00:00,b28b246566699b0e2cdddee4848d68fc603aa4f2,Volt,671,0.14965018433066668
2026-09-20-19-54-34,2026-09-20T17:54:36.442509+00:00,b28b246566699b0e2cdddee4848d68fc603aa4f2,WLD,543,0.12110290624672432
2026-09-20-19-54-34,2026-09-20T17:54:36.442509+00:00,b28b246566699b0e2cdddee4848d68fc603aa4f2,ÖDP,380,0.08474973181170393
2026-09-20-19-57-33,2026-09-20T17:57:36.059015+00:00,bf4e47656688a4cd49c919967a690e2509fbdc84,AfD,199735,44.546020219501806
2026-09-20-19-57-33,2026-09-20T17:57:36.059015+00:00,bf4e47656688a4cd49c919967a690e2509fbdc84,BSW,21442,4.78211513028041
2026-09-20-19-57-33,2026-09-20T17:57:36.059015+00:00,bf4e47656688a4cd49c919967a690e2509fbdc84,Bündnis C,358,0.07984316839102634
2026-09-20-19-57-33,2026-09-20T17:57:36.059015+00:00,bf4e47656688a4cd49c919967a690e2509fbdc84,CDU,18540,4.134894809971029
2026-09-20-19-57-33,2026-09-20T17:57:36.059015+00:00,bf4e47656688a4cd49c919967a690e2509fbdc84,Die Linke,24594,5.485091853097491
2026-09-20-19-57-33,2026-09-20T17:57:36.059015+00:00,bf4e47656688a4cd49c919967a690e2509fbdc84,Die PARTEI,1079,0.240644633223233
2026-09-20-19-57-33,2026-09-20T17:57:36.059015+00:00,bf4e47656688a4cd49c919967a690e2509fbdc84,FDP,3941,0.8789439291313822
2026-09-20-19-57-33,2026-09-20T17:57:36.059015+00:00,bf4e47656688a4cd49c919967a690e2509fbdc84,FREIE WÄHLER,1529,0.341006157737093
