geo_id,source_key,source_name,valid_second_votes
130715160,mv:GEMEINDE:13071056,Groß Plasten,517
130715163,mv:GEMEINDE:13071057,Groß Teetzleben,351
130715156,mv:GEMEINDE:13071058,Grünow,178
130715163,mv:GEMEINDE:13071059,Gültz,275
130715162,mv:GEMEINDE:13071060,Gülzow,251
130715160,mv:GEMEINDE:13071063,Hohen Wangelin,272
130715151,mv:GEMEINDE:13071064,Hohenbollentin,62
130715151,mv:GEMEINDE:13071065,Hohenmocker,266
130715156,mv:GEMEINDE:13071066,Hohenzieritz,249
130715161,mv:GEMEINDE:13071067,Holldorf,488
130715162,mv:GEMEINDE:13071068,Ivenack,378
130715160,mv:GEMEINDE:13071069,Jabel,384
130715162,mv:GEMEINDE:13071070,Jürgenstorf,357
130715160,mv:GEMEINDE:13071071,Kargow,377
130715151,mv:GEMEINDE:13071072,Kentzlin,121
130715159,mv:GEMEINDE:13071073,Kieve,84
130715162,mv:GEMEINDE:13071074,Kittendorf,149
130715156,mv:GEMEINDE:13071075,Klein Vielen,357
130715151,mv:GEMEINDE:13071076,Kletzin,391
130715160,mv:GEMEINDE:13071077,Klink,589
130715160,mv:GEMEINDE:13071078,Klocksin,201
130715162,mv:GEMEINDE:13071079,Knorrendorf,317
130715156,mv:GEMEINDE:13071080,Kratzeburg,269
130715163,mv:GEMEINDE:13071081,Kriesow,132
130715164,mv:GEMEINDE:13071083,Kublank,69
130715153,mv:GEMEINDE:13071084,Seegemeinde Kummerow,308
130715159,mv:GEMEINDE:13071087,Lärz,292
130715159,mv:GEMEINDE:13071088,Leizen,295
130715151,mv:GEMEINDE:13071089,Lindenberg,116
130715161,mv:GEMEINDE:13071090,Lindetal,605
130715153,mv:GEMEINDE:13071092,"Malchin, Stadt",4402
130715154,mv:GEMEINDE:13071093,"Malchow, Inselstadt",4010
130715151,mv:GEMEINDE:13071096,Meesiger,129
130715159,mv:GEMEINDE:13071097,Melz,176
130715155,mv:GEMEINDE:13071099,"Mirow, Stadt",1802
130715156,mv:GEMEINDE:13071100,Möllenbeck,384
130715158,mv:GEMEINDE:13071101,Möllenhagen,790
130715162,mv:GEMEINDE:13071102,Mölln,287
130715160,mv:GEMEINDE:13071103,Moltzow,419
130715157,mv:GEMEINDE:13071104,Neddemin,181
130715164,mv:GEMEINDE:13071105,Neetzka,125
13071107,mv:GEMEINDE:13071107,"Neubrandenburg, Vier-Tore-Stadt",36865
130715157,mv:GEMEINDE:13071108,Neuenkirchen,653
130715153,mv:GEMEINDE:13071109,"Neukalen, Peenestadt",953
13071110,mv:GEMEINDE:13071110,"Neustrelitz, Residenzstadt",12931
130715157,mv:GEMEINDE:13071111,Neverin,553
130715151,mv:GEMEINDE:13071112,Nossendorf,379
130715154,mv:GEMEINDE:13071113,Nossentiner Hütte,371
130715158,mv:GEMEINDE:13071115,"Penzlin, Stadt",2097
130715161,mv:GEMEINDE:13071117,Pragsdorf,283
130715159,mv:GEMEINDE:13071118,Priborn,178
130715155,mv:GEMEINDE:13071119,Priepert,194
130715163,mv:GEMEINDE:13071120,Pripsleben,144
130715159,mv:GEMEINDE:13071122,Rechlin,1097
130715162,mv:GEMEINDE:13071123,Ritzerow,207
130715159,mv:GEMEINDE:13071124,"Röbel/Müritz, Stadt",3057
130715163,mv:GEMEINDE:13071125,Röckwitz,175
130715162,mv:GEMEINDE:13071127,Rosenow,514
130715151,mv:GEMEINDE:13071128,Sarow,357
130715164,mv:GEMEINDE:13071130,Schönbeck,238
130715151,mv:GEMEINDE:13071131,Schönfeld,240
130715164,mv:GEMEINDE:13071132,Schönhausen,124
130715159,mv:GEMEINDE:13071133,Schwarz,225
130715163,mv:GEMEINDE:13071135,Siedenbollentin,317
130715151,mv:GEMEINDE:13071136,Siedenbrünzow,258
130715159,mv:GEMEINDE:13071137,Sietow,342
130715154,mv:GEMEINDE:13071138,Silz,172
130715151,mv:GEMEINDE:13071139,Sommersdorf,162
130715157,mv:GEMEINDE:13071140,Sponholz,424
130715157,mv:GEMEINDE:13071141,Staven,207
130715162,mv:GEMEINDE:13071142,"Stavenhagen, Reuterstadt, Stadt",2286
130715159,mv:GEMEINDE:13071143,Stuer,151
130715160,mv:GEMEINDE:13071144,Torgelow am See,247
130715157,mv:GEMEINDE:13071145,Trollenhagen,503
130715163,mv:GEMEINDE:13071146,Tützpatz,284
130715156,mv:GEMEINDE:13071147,Userin,371
130715151,mv:GEMEINDE:13071148,Utzedel,198
130715151,mv:GEMEINDE:13071150,Verchen,230
130715164,mv:GEMEINDE:13071153,Voigtsdorf,47
130715160,mv:GEMEINDE:13071154,Vollrathsruhe,199
130715154,mv:GEMEINDE:13071155,Walow,260
13071156,mv:GEMEINDE:13071156,"Waren (Müritz), Stadt",12992
130715151,mv:GEMEINDE:13071157,Warrenzin,205
130715163,mv:GEMEINDE:13071158,Werder,300
130715155,mv:GEMEINDE:13071159,"Wesenberg, Stadt",1449
130715163,mv:GEMEINDE:13071160,Wildberg,279
130715157,mv:GEMEINDE:13071161,Woggersin,294
130715156,mv:GEMEINDE:13071162,Wokuhl-Dabelow,305
130715163,mv:GEMEINDE:13071163,Wolde,301
130715164,mv:GEMEINDE:13071164,"Woldegk, Windmühlenstadt",2048
130715157,mv:GEMEINDE:13071166,Wulkenzin,882
130715155,mv:GEMEINDE:13071167,Wustrow,342
130715162,mv:GEMEINDE:13071169,Zettemin,164
130715157,mv:GEMEINDE:13071170,Zirzow,208
130715154,mv:GEMEINDE:13071171,Zislow,105
130715160,mv:GEMEINDE:13071172,Peenehagen,526
130715158,mv:GEMEINDE:13071173,Kuckssee,346
130715160,mv:GEMEINDE:13071174,Schloen-Dratow,469
130715159,mv:GEMEINDE:13071175,Eldetal,507
130715159,mv:GEMEINDE:13071176,Südmüritz,529
130715151,mv:GEMEINDE:13071751,Briefwahl Demmin-Land,847
130715152,mv:GEMEINDE:13071752,Briefwahl Friedland,1061
130715153,mv:GEMEINDE:13071753,Briefwahl Malchin am Kummerower See,615
130715154,mv:GEMEINDE:13071754,Briefwahl Malchow,624
130715155,mv:GEMEINDE:13071755,Briefwahl Mecklenburgische Kleinseenplatte,1450
130715156,mv:GEMEINDE:13071756,Briefwahl Neustrelitz-Land,1147
130715157,mv:GEMEINDE:13071757,Briefwahl Neverin,1353
130715158,mv:GEMEINDE:13071758,Briefwahl Penzliner Land,959
130715159,mv:GEMEINDE:13071759,Briefwahl Röbel-Müritz,1135
130715160,mv:GEMEINDE:13071760,Briefwahl Seenlandschaft Waren,1310
130715161,mv:GEMEINDE:13071761,Briefwahl Stargarder Land,533
130715162,mv:GEMEINDE:13071762,Briefwahl Stavenhagen,1564
130715163,mv:GEMEINDE:13071763,Briefwahl Treptower Tollensewinkel,2040
130715164,mv:GEMEINDE:13071764,Briefwahl Woldegk,981
130725251,mv:GEMEINDE:13072001,Admannshagen-Bargeshagen,1460
130725259,mv:GEMEINDE:13072002,Alt Bukow,268
130725258,mv:GEMEINDE:13072003,Alt Sührkow,242
130725254,mv:GEMEINDE:13072004,Altkalen,382
130725259,mv:GEMEINDE:13072005,Am Salzhaff,308
13072006,mv:GEMEINDE:13072006,"Bad Doberan, Stadt",8383
130725251,mv:GEMEINDE:13072007,Bartenshagen-Parkentin,732
130725259,mv:GEMEINDE:13072008,Bastorf,507
130725252,mv:GEMEINDE:13072009,Baumgarten,557
130725254,mv:GEMEINDE:13072010,Behren-Lübchin,518
130725261,mv:GEMEINDE:13072011,Benitz,251
130725260,mv:GEMEINDE:13072012,Bentwisch,1620
130725252,mv:GEMEINDE:13072013,Bernitt,876
130725259,mv:GEMEINDE:13072014,Biendorf,692
130725260,mv:GEMEINDE:13072015,Blankenhagen,552
130725251,mv:GEMEINDE:13072017,"Börgerende-Rethwisch, Ostseebad",845
130725261,mv:GEMEINDE:13072018,Bröbberow,346
130725253,mv:GEMEINDE:13072019,Broderstorf,2745
130725252,mv:GEMEINDE:13072020,"Bützow, Stadt",4525
130725262,mv:GEMEINDE:13072021,Cammin,454
130725259,mv:GEMEINDE:13072022,Carinerland,676
130725258,mv:GEMEINDE:13072023,Dahmen,246
130725258,mv:GEMEINDE:13072024,Dalkendorf,132
130725256,mv:GEMEINDE:13072026,Dobbin-Linstow,264
130725257,mv:GEMEINDE:13072027,Dolgen am See,302
130725252,mv:GEMEINDE:13072028,Dreetz,101
13072029,mv:GEMEINDE:13072029,Dummerstorf,5093
130725263,mv:GEMEINDE:13072030,Elmenhorst/Lichtenhagen,2062
130725254,mv:GEMEINDE:13072031,Finkenthal,148
130725260,mv:GEMEINDE:13072032,Gelbensande,552
130725255,mv:GEMEINDE:13072033,Glasewitz,189
130725262,mv:GEMEINDE:13072034,Gnewitz,121
130725254,mv:GEMEINDE:13072035,"Gnoien, Warbelstadt",1733
13072036,mv:GEMEINDE:13072036,"Graal-Müritz, Ostseeheilbad",2793
130725262,mv:GEMEINDE:13072037,Grammow,94
130725258,mv:GEMEINDE:13072038,Groß Roge,339
130725255,mv:GEMEINDE:13072039,Groß Schwiesow,161
130725258,mv:GEMEINDE:13072040,Groß Wokern,566
130725258,mv:GEMEINDE:13072041,Groß Wüstenfelde,394
130725255,mv:GEMEINDE:13072042,Gülzow-Prüzen,780
13072043,mv:GEMEINDE:13072043,"Güstrow, Barlachstadt",16736
130725255,mv:GEMEINDE:13072044,Gutow,596
130725258,mv:GEMEINDE:13072045,Hohen Demzin,177
130725257,mv:GEMEINDE:13072046,Hohen Sprenz,277
130725251,mv:GEMEINDE:13072047,Hohenfelde,444
130725256,mv:GEMEINDE:13072048,Hoppenrade,320
130725258,mv:GEMEINDE:13072049,Jördenstorf,459
130725252,mv:GEMEINDE:13072050,Jürgenshagen,378
130725261,mv:GEMEINDE:13072051,Kassow,233
130725252,mv:GEMEINDE:13072053,Klein Belitz,461
130725255,mv:GEMEINDE:13072055,Klein Upahl,132
130725256,mv:GEMEINDE:13072056,"Krakow am See, Stadt",1465
130725263,mv:GEMEINDE:13072057,Kritzmow,1705
13072058,mv:GEMEINDE:13072058,"Kröpelin, Stadt",3061
130725256,mv:GEMEINDE:13072059,Kuchelmiß,358
13072060,mv:GEMEINDE:13072060,"Kühlungsborn, Ostseebad, Stadt",5284
130725255,mv:GEMEINDE:13072061,Kuhs,172
130725257,mv:GEMEINDE:13072062,"Laage, Recknitzstadt",4336
130725256,mv:GEMEINDE:13072063,Lalendorf,1627
130725263,mv:GEMEINDE:13072064,Lambrechtshagen,1370
130725258,mv:GEMEINDE:13072066,Lelkendorf,234
130725255,mv:GEMEINDE:13072067,Lohmen,391
130725255,mv:GEMEINDE:13072069,Lüssow,554
130725255,mv:GEMEINDE:13072071,Mistorf,370
130725260,mv:GEMEINDE:13072072,Mönchhagen,601
130725255,mv:GEMEINDE:13072073,Mühl Rosin,628
13072074,mv:GEMEINDE:13072074,"Neubukow, Schliemannstadt",2458
130725251,mv:GEMEINDE:13072075,"Nienhagen, Ostseebad",1151
130725262,mv:GEMEINDE:13072076,Nustrow,106
130725263,mv:GEMEINDE:13072077,Papendorf,1041
130725252,mv:GEMEINDE:13072078,Penzin,86
130725255,mv:GEMEINDE:13072079,Plaaz,391
130725263,mv:GEMEINDE:13072080,Pölchow,519
130725253,mv:GEMEINDE:13072081,Poppendorf,418
130725258,mv:GEMEINDE:13072082,Prebberede,387
130725251,mv:GEMEINDE:13072083,Reddelich,526
130725255,mv:GEMEINDE:13072084,Reimershagen,211
130725259,mv:GEMEINDE:13072085,"Rerik, Ostseebad, Stadt",1082
130725251,mv:GEMEINDE:13072086,Retschow,462
130725253,mv:GEMEINDE:13072087,Roggentin,1405
130725260,mv:GEMEINDE:13072088,Rövershagen,1165
130725252,mv:GEMEINDE:13072089,Rühn,527
130725261,mv:GEMEINDE:13072090,Rukieten,203
13072091,mv:GEMEINDE:13072091,Sanitz,4485
130725255,mv:GEMEINDE:13072092,Sarmstorf,287
13072093,mv:GEMEINDE:13072093,Satow,4191
130725258,mv:GEMEINDE:13072094,Schorssow,219
130725261,mv:GEMEINDE:13072095,"Schwaan, Stadt",3347
130725258,mv:GEMEINDE:13072096,Schwasdorf,239
130725262,mv:GEMEINDE:13072097,Selpin,279
130725263,mv:GEMEINDE:13072098,Stäbelow,628
130725251,mv:GEMEINDE:13072099,Steffenshagen,305
130725252,mv:GEMEINDE:13072101,Steinhagen,368
130725262,mv:GEMEINDE:13072102,Stubbendorf,86
130725258,mv:GEMEINDE:13072103,Sukow-Levitzow,252
130725252,mv:GEMEINDE:13072104,Tarnow,388
130725262,mv:GEMEINDE:13072105,"Tessin, Blumenstadt",2720
13072106,mv:GEMEINDE:13072106,"Teterow, Bergringstadt",4985
130725262,mv:GEMEINDE:13072107,Thelkow,265
130725253,mv:GEMEINDE:13072108,Thulendorf,343
130725258,mv:GEMEINDE:13072109,Thürkow,220
130725261,mv:GEMEINDE:13072110,Vorbeck,208
130725254,mv:GEMEINDE:13072111,Walkendorf,475
130725257,mv:GEMEINDE:13072112,Wardow,658
130725258,mv:GEMEINDE:13072113,Warnkenhagen,192
130725252,mv:GEMEINDE:13072114,Warnow,449
130725261,mv:GEMEINDE:13072116,Wiendorf,491
130725251,mv:GEMEINDE:13072117,Wittenbeck,425
130725262,mv:GEMEINDE:13072118,Zarnewanz,236
130725255,mv:GEMEINDE:13072119,Zehna,373
130725252,mv:GEMEINDE:13072120,Zepelin,238
130725263,mv:GEMEINDE:13072121,Ziesendorf,678
130725251,mv:GEMEINDE:13072751,Briefwahl Bad Doberan-Land,2421
130725252,mv:GEMEINDE:13072752,Briefwahl Bützow-Land,1364
130725253,mv:GEMEINDE:13072753,Briefwahl Carbäk,845
130725254,mv:GEMEINDE:13072754,Briefwahl Gnoien,392
130725255,mv:GEMEINDE:13072755,Briefwahl Güstrow-Land,1324
130725256,mv:GEMEINDE:13072756,Briefwahl Krakow am See,1831
130725257,mv:GEMEINDE:13072757,Briefwahl Laage,434
130725258,mv:GEMEINDE:13072758,Briefwahl Mecklenburgische Schweiz,1076
130725259,mv:GEMEINDE:13072759,Briefwahl Neubukow-Salzhaff,1102
130725260,mv:GEMEINDE:13072760,Briefwahl Rostocker Heide,2265
130725261,mv:GEMEINDE:13072761,Briefwahl Schwaan,424
130725262,mv:GEMEINDE:13072762,Briefwahl Tessin,428
130725263,mv:GEMEINDE:13072763,Briefwahl Warnow-West,4612
130735361,mv:GEMEINDE:13073001,Ahrenshagen-Daskow,1224
130735354,mv:GEMEINDE:13073002,"Ahrenshoop, Ostseebad",322
130735362,mv:GEMEINDE:13073003,Altefähr,684
130735359,mv:GEMEINDE:13073004,Altenkirchen,478
130735351,mv:GEMEINDE:13073005,Altenpleen,512
130735357,mv:GEMEINDE:13073006,"Baabe, Ostseebad",407
130735360,mv:GEMEINDE:13073007,"Bad Sülze, Stadt",726
130735352,mv:GEMEINDE:13073009,"Barth, Stadt",4953
130735353,mv:GEMEINDE:13073010,"Bergen auf Rügen, Stadt",7692
13073011,mv:GEMEINDE:13073011,"Binz, Ostseebad",3354
130735354,mv:GEMEINDE:13073012,"Born a. Darß, Seebad",490
130735359,mv:GEMEINDE:13073013,Breege,276
130735353,mv:GEMEINDE:13073014,Buschvitz,132
130735360,mv:GEMEINDE:13073015,Dettmannsdorf,549
130735360,mv:GEMEINDE:13073016,Deyelsdorf,236
130735354,mv:GEMEINDE:13073017,"Dierhagen, Ostseebad",684
130735352,mv:GEMEINDE:13073018,Divitz-Spoldershagen,243
130735359,mv:GEMEINDE:13073019,Dranske,584
130735360,mv:GEMEINDE:13073020,Drechow,99
130735362,mv:GEMEINDE:13073021,Dreschvitz,355
130735360,mv:GEMEINDE:13073022,Eixen,377
130735356,mv:GEMEINDE:13073023,Elmenhorst,427
130735355,mv:GEMEINDE:13073024,"Franzburg, Stadt",642
130735352,mv:GEMEINDE:13073025,Fuhlendorf,403
130735353,mv:GEMEINDE:13073027,"Garz/Rügen, Stadt",1051
130735362,mv:GEMEINDE:13073028,Gingst,572
130735355,mv:GEMEINDE:13073029,Glewitz,279
130735359,mv:GEMEINDE:13073030,"Glowe, Ostseebad",455
130735357,mv:GEMEINDE:13073031,"Göhren, Ostseebad",580
130735360,mv:GEMEINDE:13073032,Grammendorf,276
130735360,mv:GEMEINDE:13073033,Gransebieth,271
130735355,mv:GEMEINDE:13073034,Gremersdorf-Buchholz,298
13073035,mv:GEMEINDE:13073035,"Grimmen, Stadt",5691
130735358,mv:GEMEINDE:13073036,Groß Kordshagen,172
130735351,mv:GEMEINDE:13073037,Groß Mohrdorf,391
130735353,mv:GEMEINDE:13073038,Gustow,315
130735360,mv:GEMEINDE:13073039,Hugoldsdorf,64
130735362,mv:GEMEINDE:13073040,"Insel Hiddensee, Seebad",316
130735358,mv:GEMEINDE:13073041,Jakobsdorf,250
130735352,mv:GEMEINDE:13073042,Karnin,146
130735352,mv:GEMEINDE:13073043,Kenz-Küstrow,301
130735351,mv:GEMEINDE:13073044,Klausdorf,406
130735362,mv:GEMEINDE:13073045,Kluis,240
130735351,mv:GEMEINDE:13073046,Kramerhof,1005
130735357,mv:GEMEINDE:13073048,Lancken-Granitz,234
130735353,mv:GEMEINDE:13073049,Lietzow,139
130735360,mv:GEMEINDE:13073050,Lindholz,285
130735352,mv:GEMEINDE:13073051,Löbnitz,341
130735359,mv:GEMEINDE:13073052,Lohme,195
130735352,mv:GEMEINDE:13073053,Lüdershagen,306
130735358,mv:GEMEINDE:13073054,Lüssow,482
13073055,mv:GEMEINDE:13073055,"Marlow, Stadt",3115
130735355,mv:GEMEINDE:13073057,Millienhagen-Oebelitz,154
130735362,mv:GEMEINDE:13073059,Neuenkirchen,154
130735358,mv:GEMEINDE:13073060,Niepars,1319
130735358,mv:GEMEINDE:13073061,Pantelitz,485
130735355,mv:GEMEINDE:13073062,Papenhagen,251
130735353,mv:GEMEINDE:13073063,Parchtitz,378
130735353,mv:GEMEINDE:13073064,Patzig,235
130735353,mv:GEMEINDE:13073065,Poseritz,501
130735351,mv:GEMEINDE:13073066,Preetz,533
130735354,mv:GEMEINDE:13073067,"Prerow, Ostseebad",723
130735351,mv:GEMEINDE:13073068,Prohn,1088
130735352,mv:GEMEINDE:13073069,Pruchten,375
13073070,mv:GEMEINDE:13073070,"Putbus, Stadt",2990
130735359,mv:GEMEINDE:13073071,Putgarten,114
130735353,mv:GEMEINDE:13073072,Ralswiek,131
130735362,mv:GEMEINDE:13073073,Rambin,487
130735353,mv:GEMEINDE:13073074,Rappin,150
130735361,mv:GEMEINDE:13073075,"Ribnitz-Damgarten, Bernsteinstadt",10177
130735355,mv:GEMEINDE:13073076,"Richtenberg, Stadt",621
130735352,mv:GEMEINDE:13073077,Saal,764
130735359,mv:GEMEINDE:13073078,Sagard,1010
130735362,mv:GEMEINDE:13073079,Samtens,889
13073080,mv:GEMEINDE:13073080,"Sassnitz, Stadt",5303
130735362,mv:GEMEINDE:13073081,Schaprode,237
130735361,mv:GEMEINDE:13073082,Schlemmin,164
130735353,mv:GEMEINDE:13073083,Sehlen,463
130735357,mv:GEMEINDE:13073084,"Sellin, Ostseebad",1043
130735361,mv:GEMEINDE:13073085,Semlow,328
130735355,mv:GEMEINDE:13073086,Splietsdorf,246
130735358,mv:GEMEINDE:13073087,Steinhagen,1343
13073088,mv:GEMEINDE:13073088,"Stralsund, Hansestadt",34033
13073089,mv:GEMEINDE:13073089,Süderholz,2666
130735356,mv:GEMEINDE:13073090,Sundhagen,2746
130735362,mv:GEMEINDE:13073092,Trent,338
130735360,mv:GEMEINDE:13073093,"Tribsees, Stadt",1084
130735352,mv:GEMEINDE:13073094,Trinwillershagen,614
130735362,mv:GEMEINDE:13073095,Ummanz,319
130735355,mv:GEMEINDE:13073096,Velgast,762
130735355,mv:GEMEINDE:13073097,Weitenhagen,117
130735355,mv:GEMEINDE:13073098,Wendisch Baggendorf,296
130735358,mv:GEMEINDE:13073099,Wendorf,524
130735354,mv:GEMEINDE:13073100,Wieck a. Darß,363
130735359,mv:GEMEINDE:13073101,Wiek,480
130735356,mv:GEMEINDE:13073102,Wittenhagen,639
130735354,mv:GEMEINDE:13073103,"Wustrow, Ostseebad",477
130735358,mv:GEMEINDE:13073104,Zarrendorf,604
13073105,mv:GEMEINDE:13073105,"Zingst, Ostseeheilbad",1998
130735357,mv:GEMEINDE:13073106,Zirkow,317
130735357,mv:GEMEINDE:13073107,"Mönchgut, Ostseebad",671
130735351,mv:GEMEINDE:13073751,Briefwahl Altenpleen,1263
130735352,mv:GEMEINDE:13073752,Briefwahl Barth,959
130735353,mv:GEMEINDE:13073753,Briefwahl Bergen auf Rügen,1321
130735354,mv:GEMEINDE:13073754,Briefwahl Darß/Fischland,1365
130735355,mv:GEMEINDE:13073755,Briefwahl Franzburg-Richtenberg,999
130735356,mv:GEMEINDE:13073756,Briefwahl Miltzow,1195
130735357,mv:GEMEINDE:13073757,Briefwahl Mönchgut-Granitz,1393
130735358,mv:GEMEINDE:13073758,Briefwahl Niepars,1510
130735359,mv:GEMEINDE:13073759,Briefwahl Nord-Rügen,1407
130735360,mv:GEMEINDE:13073760,Briefwahl Recknitz-Trebeltal,1292
130735361,mv:GEMEINDE:13073761,Briefwahl Ribnitz-Damgarten,311
130735362,mv:GEMEINDE:13073762,Briefwahl West-Rügen,1734
130745455,mv:GEMEINDE:13074001,Alt Meteln,636
130745451,mv:GEMEINDE:13074002,Bad Kleinen,1850
130745451,mv:GEMEINDE:13074003,Barnekow,324
130745456,mv:GEMEINDE:13074004,Benz,299
130745453,mv:GEMEINDE:13074005,Bernstorf,178
130745457,mv:GEMEINDE:13074006,Bibow,125
130745456,mv:GEMEINDE:13074007,Blowatz,578
130745451,mv:GEMEINDE:13074008,Bobitz,1317
130745456,mv:GEMEINDE:13074009,Boiensdorf,251
130745454,mv:GEMEINDE:13074010,"Boltenhagen, Ostseebad",1119
130745455,mv:GEMEINDE:13074012,Brüsewitz,952
130745458,mv:GEMEINDE:13074013,Carlow,598
130745455,mv:GEMEINDE:13074014,Cramonshagen,265
130745455,mv:GEMEINDE:13074015,Dalberg-Wendelstorf,298
130745454,mv:GEMEINDE:13074016,Damshagen,646
130745459,mv:GEMEINDE:13074017,"Dassow, Stadt",1995
130745458,mv:GEMEINDE:13074018,Dechow,98
130745451,mv:GEMEINDE:13074019,Dorf Mecklenburg,1534
130745452,mv:GEMEINDE:13074020,Dragun,389
130745452,mv:GEMEINDE:13074021,"Gadebusch, Stadt",2168
130745453,mv:GEMEINDE:13074022,Gägelow,1284
130745457,mv:GEMEINDE:13074023,Glasin,367
130745455,mv:GEMEINDE:13074024,Gottesgabe,402
130745455,mv:GEMEINDE:13074025,Grambow,358
13074026,mv:GEMEINDE:13074026,"Grevesmühlen, Stadt",6469
130745459,mv:GEMEINDE:13074027,Grieben,92
130745458,mv:GEMEINDE:13074028,Groß Molzahn,207
130745451,mv:GEMEINDE:13074030,Groß Stieten,301
130745451,mv:GEMEINDE:13074031,Hohen Viecheln,418
130745454,mv:GEMEINDE:13074032,Hohenkirchen,513
130745458,mv:GEMEINDE:13074033,Holdorf,247
130745456,mv:GEMEINDE:13074034,Hornstorf,604
13074035,mv:GEMEINDE:13074035,"Insel Poel, Ostseebad",1834
130745457,mv:GEMEINDE:13074036,Jesendorf,265
130745454,mv:GEMEINDE:13074037,Kalkhorst,867
130745455,mv:GEMEINDE:13074038,Klein Trebbow,550
130745454,mv:GEMEINDE:13074039,"Klütz, Stadt",1170
130745452,mv:GEMEINDE:13074040,Kneese,176
130745458,mv:GEMEINDE:13074042,Königsfeld,477
130745452,mv:GEMEINDE:13074043,Krembz,429
130745456,mv:GEMEINDE:13074044,Krusenhagen,316
130745457,mv:GEMEINDE:13074046,Lübberstorf,145
130745451,mv:GEMEINDE:13074047,Lübow,835
130745455,mv:GEMEINDE:13074048,Lübstorf,861
130745459,mv:GEMEINDE:13074049,Lüdersdorf,2406
130745455,mv:GEMEINDE:13074050,Lützow,747
130745459,mv:GEMEINDE:13074052,Menzendorf,126
130745451,mv:GEMEINDE:13074053,Metelsdorf,277
130745452,mv:GEMEINDE:13074054,Mühlen Eichsen,489
130745456,mv:GEMEINDE:13074056,Neuburg,999
130745457,mv:GEMEINDE:13074057,"Neukloster, Stadt",1551
130745457,mv:GEMEINDE:13074060,Passee,91
130745455,mv:GEMEINDE:13074061,Perlin,248
130745455,mv:GEMEINDE:13074062,Pingelshagen,280
130745455,mv:GEMEINDE:13074064,Pokrent,369
130745458,mv:GEMEINDE:13074065,"Rehna, Klosterstadt",1478
130745458,mv:GEMEINDE:13074066,Rieps,190
130745459,mv:GEMEINDE:13074067,Roduchelstorf,123
130745452,mv:GEMEINDE:13074068,Roggendorf,523
130745453,mv:GEMEINDE:13074069,Roggenstorf,231
130745452,mv:GEMEINDE:13074070,Rögnitz,98
130745453,mv:GEMEINDE:13074071,Rüting,285
130745455,mv:GEMEINDE:13074072,Schildetal,421
130745458,mv:GEMEINDE:13074073,Schlagsdorf,613
