area_level,area_id,area_name,eligible_voters,voters,valid_first_votes,valid_second_votes,invalid_first_votes,invalid_second_votes
GEMEINDE,13073093,"Tribsees, Stadt",2091,921,881,893,40,28
GEMEINDE,13073094,Trinwillershagen,974,494,474,476,20,18
GEMEINDE,13073095,Ummanz,479,255,249,250,6,5
GEMEINDE,13073096,Velgast,1407,681,663,660,18,21
GEMEINDE,13073097,Weitenhagen,187,85,81,81,4,4
GEMEINDE,13073098,Wendisch Baggendorf,431,223,221,221,2,2
GEMEINDE,13073099,Wendorf,723,453,446,449,7,4
GEMEINDE,13073100,Wieck a. Darß,635,320,314,317,6,3
GEMEINDE,13073101,Wiek,918,415,406,407,9,8
GEMEINDE,13073102,Wittenhagen,973,518,505,502,13,16
GEMEINDE,13073103,"Wustrow, Ostseebad",906,418,413,415,5,3
GEMEINDE,13073104,Zarrendorf,919,515,506,504,9,11
GEMEINDE,13073105,"Zingst, Ostseeheilbad",2634,1955,1906,1929,49,26
GEMEINDE,13073106,Zirkow,541,239,232,235,7,4
GEMEINDE,13073107,"Mönchgut, Ostseebad",1133,639,625,625,14,14
GEMEINDE,13073751,Briefwahl Altenpleen,,1304,1295,1292,9,12
GEMEINDE,13073752,Briefwahl Barth,,2473,2442,2449,31,24
GEMEINDE,13073753,Briefwahl Bergen auf Rügen,,626,619,621,7,5
GEMEINDE,13073753,Briefwahl Bergen auf Rügen,,3170,3127,3139,43,31
GEMEINDE,13073754,Briefwahl Darß/Fischland,,1603,1589,1593,14,10
GEMEINDE,13073755,Briefwahl Franzburg-Richtenberg,,1158,1144,1148,14,10
GEMEINDE,13073756,Briefwahl Miltzow,,1123,1109,1111,14,12
GEMEINDE,13073757,Briefwahl Mönchgut-Granitz,,1478,1460,1467,18,11
GEMEINDE,13073758,Briefwahl Niepars,,1715,1689,1701,26,14
GEMEINDE,13073759,Briefwahl Nord-Rügen,,1572,1554,1561,18,11
GEMEINDE,13073760,Briefwahl Recknitz-Trebeltal,,1377,1360,1365,17,12
GEMEINDE,13073761,Briefwahl Ribnitz-Damgarten,,3261,3198,3205,63,56
GEMEINDE,13073762,Briefwahl West-Rügen,,1863,1842,1850,21,13
GEMEINDE,13074001,Alt Meteln,976,534,520,522,14,12
GEMEINDE,13074002,Bad Kleinen,3005,1398,1363,1370,35,28
GEMEINDE,13074003,Barnekow,517,297,294,295,3,2
GEMEINDE,13074004,Benz,537,219,214,215,5,4
GEMEINDE,13074005,Bernstorf,284,156,148,151,8,5
GEMEINDE,13074006,Bibow,336,104,100,101,4,3
GEMEINDE,13074007,Blowatz,901,446,438,435,8,11
GEMEINDE,13074008,Bobitz,2019,1043,1024,1035,19,8
GEMEINDE,13074009,Boiensdorf,417,205,204,204,1,1
GEMEINDE,13074010,"Boltenhagen, Ostseebad",2124,930,909,908,21,22
GEMEINDE,13074012,Brüsewitz,1668,855,820,836,35,19
GEMEINDE,13074013,Carlow,988,473,467,467,6,6
GEMEINDE,13074014,Cramonshagen,442,254,251,253,3,1
GEMEINDE,13074015,Dalberg-Wendelstorf,450,253,246,249,7,4
GEMEINDE,13074016,Damshagen,1073,468,461,461,7,7
GEMEINDE,13074017,"Dassow, Stadt",3432,1401,1379,1380,22,21
GEMEINDE,13074018,Dechow,164,98,94,95,4,3
GEMEINDE,13074019,Dorf Mecklenburg,2559,1246,1225,1224,21,22
GEMEINDE,13074020,Dragun,640,292,286,288,6,4
GEMEINDE,13074021,"Gadebusch, Stadt",4490,1686,1639,1655,47,31
GEMEINDE,13074022,Gägelow,2061,1011,990,995,21,16
GEMEINDE,13074023,Glasin,678,263,256,256,7,7
GEMEINDE,13074024,Gottesgabe,624,313,306,308,7,5
GEMEINDE,13074025,Grambow,529,333,328,329,5,4
GEMEINDE,13074026,"Grevesmühlen, Stadt",8863,5605,5516,5530,89,75
GEMEINDE,13074027,Grieben,123,64,63,63,1,1
GEMEINDE,13074028,Groß Molzahn,321,158,156,157,2,1
GEMEINDE,13074030,Groß Stieten,444,244,240,244,4,
GEMEINDE,13074031,Hohen Viecheln,552,307,301,301,6,6
GEMEINDE,13074032,Hohenkirchen,1040,428,420,423,8,5
GEMEINDE,13074033,Holdorf,321,201,198,199,3,2
GEMEINDE,13074034,Hornstorf,924,462,458,460,4,2
GEMEINDE,13074035,"Insel Poel, Ostseebad",2155,1593,1567,1572,26,21
GEMEINDE,13074036,Jesendorf,392,207,202,202,5,5
GEMEINDE,13074037,Kalkhorst,1499,637,626,627,11,10
GEMEINDE,13074038,Klein Trebbow,856,509,497,501,12,8
GEMEINDE,13074039,"Klütz, Stadt",2582,936,919,915,17,21
GEMEINDE,13074040,Kneese,294,156,155,156,1,
GEMEINDE,13074042,Königsfeld,789,405,399,398,6,7
GEMEINDE,13074043,Krembz,878,419,417,415,2,4
GEMEINDE,13074044,Krusenhagen,458,241,238,237,3,4
GEMEINDE,13074046,Lübberstorf,189,127,126,125,1,2
GEMEINDE,13074047,Lübow,1297,683,667,672,16,11
GEMEINDE,13074048,Lübstorf,1254,625,620,619,5,6
GEMEINDE,13074049,Lüdersdorf,4047,1869,1840,1851,29,18
GEMEINDE,13074050,Lützow,1311,596,592,594,4,2
GEMEINDE,13074052,Menzendorf,200,107,104,106,3,1
GEMEINDE,13074053,Metelsdorf,382,250,243,243,7,7
GEMEINDE,13074054,Mühlen Eichsen,788,325,315,319,10,6
GEMEINDE,13074056,Neuburg,1760,797,781,786,16,11
GEMEINDE,13074057,"Neukloster, Stadt",3388,1102,1072,1075,30,27
GEMEINDE,13074060,Passee,146,89,86,87,3,2
GEMEINDE,13074061,Perlin,313,196,195,195,1,1
GEMEINDE,13074062,Pingelshagen,445,233,230,230,3,3
GEMEINDE,13074064,Pokrent,582,291,286,288,5,3
GEMEINDE,13074065,"Rehna, Stadt",2952,1183,1159,1160,24,23
GEMEINDE,13074066,Rieps,307,175,173,172,2,3
GEMEINDE,13074067,Roduchelstorf,194,88,86,86,2,2
GEMEINDE,13074068,Roggendorf,828,425,417,422,8,3
GEMEINDE,13074069,Roggenstorf,374,209,205,208,4,1
GEMEINDE,13074071,Rüting,441,234,228,230,6,4
GEMEINDE,13074072,Schildetal,630,356,353,354,3,2
GEMEINDE,13074073,Schlagsdorf,962,515,513,512,2,3
GEMEINDE,13074074,"Schönberg, Stadt",3768,1346,1313,1318,33,28
GEMEINDE,13074075,Seehof,795,422,415,415,7,7
GEMEINDE,13074076,Selmsdorf,2423,989,970,969,19,20
GEMEINDE,13074077,Testorf-Steinfort,504,278,268,269,10,9
GEMEINDE,13074078,Thandorf,153,100,100,100,,
GEMEINDE,13074079,Upahl,1302,624,615,617,9,7
GEMEINDE,13074080,Utecht,337,199,199,199,,
GEMEINDE,13074081,Veelböken,544,189,185,188,4,1
GEMEINDE,13074082,Ventschow,632,310,305,307,5,3
GEMEINDE,13074084,"Warin, Stadt",2760,999,974,980,25,19
GEMEINDE,13074085,Warnow,512,238,234,233,4,5
GEMEINDE,13074087,Hansestadt Wismar,33634,22553,22111,22193,442,360
GEMEINDE,13074088,Zickhusen,444,274,272,271,2,3
GEMEINDE,13074089,Zierow,634,311,308,306,3,5
GEMEINDE,13074090,Zurow,1117,462,455,459,7,3
GEMEINDE,13074091,Züsow,247,130,130,130,,
GEMEINDE,13074092,Wedendorfersee,538,289,280,282,9,7
GEMEINDE,13074093,Stepenitztal,1409,748,738,736,10,12
GEMEINDE,13074094,Siemz-Niendorf,516,218,215,216,3,2
GEMEINDE,13074751,Briefwahl Dorf Mecklenburg-Bad Kleinen,,2447,2426,2434,21,13
GEMEINDE,13074752,Briefwahl Gadebusch,,2331,2284,2289,47,42
GEMEINDE,13074753,Briefwahl Grevesmühlen-Land,,1557,1533,1547,24,10
GEMEINDE,13074754,Briefwahl Klützer Winkel,,2548,2516,2531,32,17
GEMEINDE,13074755,Briefwahl Lützow-Lübstorf,,2970,2954,2959,16,11
GEMEINDE,13074756,Briefwahl Neuburg,,1275,1263,1267,12,8
GEMEINDE,13074757,Briefwahl Neukloster-Warin,,2463,2442,2446,21,17
GEMEINDE,13074758,Briefwahl Rehna,,2028,2018,2018,10,10
GEMEINDE,13074759,Briefwahl Schönberger Land,,4384,4343,4354,41,30
GEMEINDE,13075001,Ahlbeck,534,304,300,299,4,5
GEMEINDE,13075002,Alt Tellin,322,160,154,157,6,3
GEMEINDE,13075003,Altwarp,397,232,221,220,11,12
GEMEINDE,13075004,Altwigshagen,333,191,184,184,7,7
GEMEINDE,13075005,"Anklam, Hansestadt",10335,6430,6268,6283,162,147
GEMEINDE,13075006,Bandelin,425,209,202,205,7,4
GEMEINDE,13075007,Bargischow,253,126,118,120,8,6
GEMEINDE,13075008,Behrenhoff,658,347,336,340,11,7
GEMEINDE,13075009,Bentzin,685,329,324,323,5,6
GEMEINDE,13075010,Benz,898,490,476,475,14,15
GEMEINDE,13075011,Bergholz,234,118,113,114,5,4
GEMEINDE,13075012,Blankensee,379,235,226,226,9,9
GEMEINDE,13075013,Blesewitz,206,104,102,102,2,2
GEMEINDE,13075015,Boldekow,567,293,284,284,9,9
GEMEINDE,13075016,Boock,434,219,216,215,3,4
GEMEINDE,13075017,Brietzig,161,102,98,99,4,3
GEMEINDE,13075018,Brünzow,529,298,285,290,13,8
GEMEINDE,13075020,Bugewitz,212,129,119,123,10,6
GEMEINDE,13075021,Buggenhagen,191,111,110,109,1,2
GEMEINDE,13075022,Butzow,378,216,209,213,7,3
GEMEINDE,13075023,Daberkow,269,146,138,142,8,4
GEMEINDE,13075025,Dargelin,301,169,164,166,5,3
GEMEINDE,13075026,Dargen,499,269,257,256,12,13
GEMEINDE,13075027,Dersekow,863,472,459,468,13,4
GEMEINDE,13075029,Ducherow,2070,851,815,826,36,25
GEMEINDE,13075031,"Eggesin, Stadt",3963,2055,1979,2000,76,55
GEMEINDE,13075032,Fahrenwalde,227,154,146,146,8,8
GEMEINDE,13075033,Ferdinandshof,2244,1060,1029,1028,31,32
GEMEINDE,13075034,Garz,203,112,110,110,2,2
GEMEINDE,13075035,Glasow,115,57,56,56,1,1
GEMEINDE,13075036,Görmin,723,406,393,397,13,9
GEMEINDE,13075037,Grambin,361,226,219,223,7,3
GEMEINDE,13075038,Grambow,566,289,283,283,6,6
GEMEINDE,13075039,"Greifswald, Universitäts- und Hansestadt",45611,32865,32322,32410,543,455
GEMEINDE,13075040,Gribow,118,69,66,66,3,3
GEMEINDE,13075041,Groß Kiesow,1047,507,498,501,9,6
GEMEINDE,13075042,Groß Luckow,141,91,89,89,2,2
GEMEINDE,13075043,Groß Polzin,334,156,147,146,9,10
GEMEINDE,13075044,"Gützkow, Stadt",2444,997,972,980,25,17
GEMEINDE,13075045,Hammer a. d. Uecker,382,197,186,188,11,9
GEMEINDE,13075046,Hanshagen,744,420,413,419,7,1
GEMEINDE,13075048,Heinrichswalde,320,190,184,188,6,2
GEMEINDE,13075049,"Heringsdorf, Ostseebad",6989,4794,4647,4668,147,126
GEMEINDE,13075050,Hinrichshagen,714,434,426,425,8,9
GEMEINDE,13075051,Hintersee,265,142,141,141,1,1
GEMEINDE,13075053,Iven,144,70,68,67,2,3
GEMEINDE,13075054,"Jarmen, Stadt",2505,838,802,813,36,25
GEMEINDE,13075055,Jatznick,1865,1016,981,985,35,31
GEMEINDE,13075056,Kamminke,208,117,110,112,7,5
GEMEINDE,13075058,"Karlshagen, Ostseebad",2759,1261,1230,1234,31,27
GEMEINDE,13075059,Katzow,496,241,238,239,3,2
GEMEINDE,13075060,Kemnitz,939,502,486,493,16,9
GEMEINDE,13075061,Klein Bünzow,568,285,278,280,7,5
GEMEINDE,13075063,Koblentz,169,109,103,103,6,6
GEMEINDE,13075065,Korswandt,478,286,280,278,6,8
GEMEINDE,13075066,"Koserow, Ostseebad",1506,731,708,714,23,17
GEMEINDE,13075067,Krackow,431,210,197,207,13,3
GEMEINDE,13075068,Krien,554,254,245,248,9,6
GEMEINDE,13075069,Kröslin,1517,775,755,753,20,22
GEMEINDE,13075070,Kruckow,520,264,260,259,4,5
GEMEINDE,13075071,Krugsdorf,392,243,236,235,7,8
GEMEINDE,13075072,Krummin,211,121,118,120,3,1
GEMEINDE,13075073,Krusenfelde,139,73,69,69,4,4
GEMEINDE,13075074,"Lassan, Stadt",1249,549,531,536,18,13
GEMEINDE,13075075,Leopoldshagen,543,258,254,254,4,4
GEMEINDE,13075076,Levenhagen,339,188,181,182,7,6
GEMEINDE,13075078,Liepgarten,654,300,290,289,10,11
GEMEINDE,13075079,Löcknitz,2239,848,821,825,27,23
GEMEINDE,13075080,"Loddin, Seebad",829,451,439,444,12,7
GEMEINDE,13075081,Loissin,680,319,306,308,13,11
GEMEINDE,13075082,"Loitz, Stadt",3613,1711,1654,1674,57,37
GEMEINDE,13075083,"Lubmin, Seebad",1862,819,805,810,14,9
GEMEINDE,13075084,Lübs,307,177,171,169,6,8
GEMEINDE,13075085,Luckow,486,288,280,279,8,9
GEMEINDE,13075087,Lütow,363,176,172,172,4,4
GEMEINDE,13075088,Medow,418,196,191,193,5,3
GEMEINDE,13075089,Meiersberg,364,241,235,235,6,6
GEMEINDE,13075090,Mellenthin,387,234,233,233,1,1
GEMEINDE,13075091,Mesekenhagen,898,410,398,402,12,8
GEMEINDE,13075092,Mölschow,663,307,299,301,8,6
GEMEINDE,13075093,Mönkebude,681,394,382,384,12,10
GEMEINDE,13075094,Murchin,650,382,370,377,12,5
GEMEINDE,13075095,Nadrensee,186,115,108,111,7,4
GEMEINDE,13075097,Neu Boltenhagen,464,232,225,227,7,5
GEMEINDE,13075098,Neu Kosenow,391,206,201,201,5,5
GEMEINDE,13075101,Neuenkirchen,183,118,116,116,2,2
GEMEINDE,13075102,Neuenkirchen,1954,848,840,841,8,7
GEMEINDE,13075103,Nieden,135,103,100,100,3,3
GEMEINDE,13075104,Papendorf,179,122,119,117,3,5
GEMEINDE,13075105,"Pasewalk, Stadt",8340,5247,5078,5122,169,125
GEMEINDE,13075106,Peenemünde,290,156,154,153,2,3
GEMEINDE,13075107,"Penkun, Stadt",1386,762,735,743,27,19
GEMEINDE,13075108,Plöwen,215,145,142,140,3,5
GEMEINDE,13075109,Polzow,203,111,110,111,1,
GEMEINDE,13075110,Postlow,252,138,135,134,3,4
GEMEINDE,13075111,Pudagla,392,246,242,238,4,8
GEMEINDE,13075113,Ramin,351,174,170,171,4,3
GEMEINDE,13075114,Rankwitz,499,256,251,251,5,5
GEMEINDE,13075115,Rollwitz,763,444,428,431,16,13
GEMEINDE,13075116,Rossin,129,71,70,69,1,2
GEMEINDE,13075117,Rossow,333,198,189,193,9,5
GEMEINDE,13075118,Rothemühl,254,138,134,136,4,2
GEMEINDE,13075119,Rothenklempenow,473,291,279,283,12,8
GEMEINDE,13075120,Rubenow,648,376,360,363,16,13
GEMEINDE,13075121,Rubkow,528,300,295,296,5,4
GEMEINDE,13075122,Sarnow,324,165,155,156,10,9
GEMEINDE,13075123,Sassen-Trantow,711,437,427,423,10,14
GEMEINDE,13075124,Sauzin,363,191,187,189,4,2
GEMEINDE,13075125,Schmatzin,225,95,92,92,3,3
GEMEINDE,13075126,Schönwalde,371,217,211,210,6,7
GEMEINDE,13075127,Spantekow,916,362,353,356,9,6
GEMEINDE,13075128,Stolpe an der Peene,243,117,115,109,2,8
GEMEINDE,13075129,Stolpe auf Usedom,311,191,187,185,4,6
GEMEINDE,13075130,"Strasburg (Uckermark), Stadt",3865,2446,2365,2379,81,67
GEMEINDE,13075131,"Torgelow, Stadt",7180,3204,3100,3117,104,87
GEMEINDE,13075133,"Trassenheide, Ostseebad",823,416,407,411,9,5
GEMEINDE,13075134,Tutow,891,352,341,342,11,10
GEMEINDE,13075135,"Ückeritz, Seebad",884,465,447,448,18,17
GEMEINDE,13075136,"Ueckermünde, Seebad, Stadt",7509,4702,4566,4600,136,102
GEMEINDE,13075137,"Usedom, Stadt",1512,556,540,541,16,15
GEMEINDE,13075138,Viereck,809,520,496,508,24,12
GEMEINDE,13075139,Vogelsang-Warsin,312,176,171,171,5,5
GEMEINDE,13075140,Völschow,424,216,210,207,6,9
GEMEINDE,13075141,Wackerow,1205,589,580,581,9,8
GEMEINDE,13075142,Weitenhagen,1653,942,930,935,12,7
GEMEINDE,13075143,Wilhelmsburg,619,333,312,324,21,9
GEMEINDE,13075144,"Wolgast, Stadt",9551,3905,3783,3786,122,119
GEMEINDE,13075145,Wrangelsburg,178,89,86,85,3,4
GEMEINDE,13075146,Wusterhusen,955,493,475,481,18,12
GEMEINDE,13075147,Zemitz,598,343,335,336,8,7
GEMEINDE,13075148,"Zempin, Seebad",847,392,385,390,7,2
GEMEINDE,13075149,Zerrenthin,379,231,225,226,6,5
GEMEINDE,13075150,Ziethen,382,217,210,209,7,8
GEMEINDE,13075151,"Zinnowitz, Ostseebad",3507,1479,1438,1445,41,34
GEMEINDE,13075152,Zirchow,496,222,210,213,12,9
GEMEINDE,13075154,Züssow,1108,453,435,439,18,14
GEMEINDE,13075155,Neetzow-Liepen,665,352,340,341,12,11
GEMEINDE,13075156,Karlsburg,1504,782,760,763,22,19
GEMEINDE,13075751,Briefwahl Am Peenestrom,,2764,2721,2731,43,33
GEMEINDE,13075752,Briefwahl Am Stettiner Haff,,1670,1651,1660,19,10
GEMEINDE,13075753,Briefwahl Anklam-Land,,1539,1517,1521,22,18
GEMEINDE,13075754,Briefwahl Jarmen-Tutow,,1354,1336,1344,18,10
GEMEINDE,13075755,Briefwahl Landhagen,,2531,2510,2522,21,9
GEMEINDE,13075756,Briefwahl Löcknitz-Penkun,,1602,1576,1585,26,17
GEMEINDE,13075757,Briefwahl Lubmin,,2271,2236,2253,35,18
GEMEINDE,13075758,Briefwahl Peenetal/Loitz,,908,896,901,12,7
GEMEINDE,13075759,Briefwahl Torgelow-Ferdinandshof,,2409,2387,2386,22,23
GEMEINDE,13075760,Briefwahl Uecker-Randow-Tal,,922,910,914,12,8
GEMEINDE,13075761,Briefwahl Usedom-Nord,,2361,2323,2329,38,32
GEMEINDE,13075762,Briefwahl Usedom-Süd,,2130,2100,2118,30,12
GEMEINDE,13075763,Briefwahl Züssow,,1837,1817,1827,20,10
GEMEINDE,13076001,Alt Krenzlin,647,273,266,267,7,6
GEMEINDE,13076002,Alt Zachun,294,167,165,163,2,4
GEMEINDE,13076003,Balow,260,152,148,149,4,3
GEMEINDE,13076004,Bandenitz,408,249,244,248,5,1
GEMEINDE,13076005,Banzkow,2301,1218,1193,1201,25,17
GEMEINDE,13076006,Barkhagen,499,280,274,274,6,6
GEMEINDE,13076007,Barnin,385,204,201,203,3,1
GEMEINDE,13076008,Belsch,189,120,119,119,1,1
GEMEINDE,13076009,Bengerstorf,424,248,244,243,4,5
GEMEINDE,13076010,Besitz,379,224,220,222,4,2
GEMEINDE,13076011,Blankenberg,338,201,197,196,4,5
GEMEINDE,13076012,Blievenstorf,368,212,207,211,5,1
GEMEINDE,13076013,Bobzin,210,135,134,134,1,1
GEMEINDE,13076014,"Boizenburg/Elbe, Stadt",8647,5844,5733,5742,111,102
GEMEINDE,13076015,Borkow,352,188,186,185,2,3
GEMEINDE,13076016,Brahlstorf,591,308,303,302,5,6
GEMEINDE,13076017,Brenz,413,191,188,187,3,4
GEMEINDE,13076018,Bresegard bei Eldena,169,101,98,99,3,2
GEMEINDE,13076019,Bresegard bei Picher,233,144,141,141,3,3
GEMEINDE,13076020,"Brüel, Stadt",2201,906,880,890,26,16
GEMEINDE,13076021,Brunow,249,137,137,137,,
GEMEINDE,13076023,Bülow,277,146,140,143,6,3
GEMEINDE,13076024,Cambs,528,274,265,268,9,6
GEMEINDE,13076025,"Crivitz, Stadt",3991,1772,1734,1746,38,26
GEMEINDE,13076026,Dabel,1189,495,484,484,11,11
GEMEINDE,13076027,Dambeck,247,136,134,135,2,1
GEMEINDE,13076029,Demen,675,334,327,326,7,8
GEMEINDE,13076030,Dersenow,372,209,201,202,8,7
GEMEINDE,13076032,Dobbertin,997,454,436,440,18,14
GEMEINDE,13076033,Dobin am See,1596,835,824,823,11,12
GEMEINDE,13076034,"Dömitz, Stadt",2479,1126,1089,1096,37,30
GEMEINDE,13076035,Domsühl,1024,539,530,524,9,15
GEMEINDE,13076036,Dümmer,1254,675,668,671,7,4
GEMEINDE,13076037,Eldena,985,528,516,520,12,8
GEMEINDE,13076038,Friedrichsruhe,721,377,373,373,4,4
GEMEINDE,13076039,Gallin,452,233,232,229,1,4
GEMEINDE,13076040,Gallin-Kuppentin,404,221,219,220,2,1
GEMEINDE,13076041,Gammelin,384,205,202,203,3,2
GEMEINDE,13076044,Gneven,320,147,147,147,,
GEMEINDE,13076046,Göhlen,501,335,318,321,17,14
GEMEINDE,13076048,"Goldberg, Stadt",2957,1248,1200,1208,48,40
GEMEINDE,13076049,Gorlosen,376,189,179,180,10,9
GEMEINDE,13076050,"Grabow, Stadt",4639,2207,2154,2172,53,35
GEMEINDE,13076051,Granzin,341,192,186,186,6,6
GEMEINDE,13076053,Grebs-Niendorf,458,297,292,290,5,7
GEMEINDE,13076054,Gresse,536,278,275,272,3,6
GEMEINDE,13076055,Greven,532,267,263,266,4,1
GEMEINDE,13076056,Groß Godems,320,174,167,167,7,7
GEMEINDE,13076057,Groß Krams,130,79,76,77,3,2
GEMEINDE,13076058,Groß Laasch,793,464,459,457,5,7
GEMEINDE,13076060,"Hagenow, Stadt",8975,5884,5749,5778,135,106
GEMEINDE,13076062,Hohen Pritz,288,123,120,122,3,1
GEMEINDE,13076063,Holthusen,727,395,389,391,6,4
GEMEINDE,13076064,Hoort,480,287,283,284,4,3
GEMEINDE,13076065,Hülseburg,127,80,80,80,,
GEMEINDE,13076067,Karenz,193,113,112,110,1,3
GEMEINDE,13076068,Karrenzin,461,256,253,254,3,2
GEMEINDE,13076069,Karstädt,509,252,244,247,8,5
GEMEINDE,13076070,Kirch Jesar,527,305,294,297,11,8
GEMEINDE,13076071,Klein Rogahn,1062,611,595,602,16,9
GEMEINDE,13076072,Kobrow,340,145,143,142,2,3
GEMEINDE,13076073,Kogel,499,306,303,304,3,2
GEMEINDE,13076075,Kreien,305,204,201,203,3,1
GEMEINDE,13076076,Kremmin,211,130,128,129,2,1
GEMEINDE,13076077,Kritzow,395,241,239,240,2,1
GEMEINDE,13076078,Kuhlen-Wendorf,655,310,299,302,11,8
GEMEINDE,13076079,Kuhstorf,615,329,323,324,6,5
GEMEINDE,13076080,Langen Brütz,416,217,211,214,6,3
GEMEINDE,13076082,Leezen,1898,928,909,916,19,12
GEMEINDE,13076085,Lewitzrand,1168,637,617,627,20,10
GEMEINDE,13076086,Lübesse,582,337,326,332,11,5
GEMEINDE,13076087,Lüblow,466,301,299,298,2,3
GEMEINDE,13076088,"Lübtheen, Stadt",3565,2433,2383,2398,50,35
GEMEINDE,13076089,"Lübz, Stadt",5300,2487,2435,2444,52,43
GEMEINDE,13076090,"Ludwigslust, Stadt",9474,6599,6457,6486,142,113
GEMEINDE,13076092,Lüttow-Valluhn,611,363,355,357,8,6
GEMEINDE,13076093,Malk Göhren,349,212,203,208,9,4
GEMEINDE,13076094,Malliß,938,454,448,446,6,8
GEMEINDE,13076096,Mestlin,623,309,297,299,12,10
GEMEINDE,13076097,Milow,304,150,145,145,5,5
GEMEINDE,13076098,Möllenbeck,157,91,86,87,5,4
GEMEINDE,13076099,Moraas,398,214,204,204,10,10
GEMEINDE,13076100,Muchow,230,138,132,137,6,1
GEMEINDE,13076101,Mustin,311,152,151,150,1,2
GEMEINDE,13076102,Neu Gülze,623,341,336,341,5,
GEMEINDE,13076103,Neu Kaliß,1639,783,769,771,14,12
GEMEINDE,13076104,Neu Poserin,436,218,214,215,4,3
GEMEINDE,13076105,"Neustadt-Glewe, Stadt",5105,2473,2383,2410,90,63
GEMEINDE,13076106,Nostorf,378,235,234,235,1,
GEMEINDE,13076107,Pampow,2533,1357,1323,1339,34,18
GEMEINDE,13076108,"Parchim, Stadt",13962,8945,8737,8756,208,189
GEMEINDE,13076109,Passow,575,349,339,337,10,12
GEMEINDE,13076110,Pätow-Steegen,328,182,174,178,8,4
GEMEINDE,13076111,Picher,520,281,274,276,7,5
GEMEINDE,13076112,Pinnow,1737,792,777,779,15,13
GEMEINDE,13076113,Plate,2795,1488,1453,1469,35,19
GEMEINDE,13076114,"Plau am See, Stadt",5051,2404,2329,2333,75,71
GEMEINDE,13076115,Prislich,602,333,328,327,5,6
GEMEINDE,13076116,Pritzier,312,182,175,177,7,5
GEMEINDE,13076117,Raben Steinfeld,895,487,479,483,8,4
GEMEINDE,13076118,Rastow,1569,877,858,867,19,10
GEMEINDE,13076119,Redefin,437,213,208,211,5,2
GEMEINDE,13076120,Rom,662,377,370,373,7,4
GEMEINDE,13076121,Schossin,204,133,131,131,2,2
GEMEINDE,13076122,Schwanheide,605,334,327,324,7,10
GEMEINDE,13076125,Siggelkow,725,403,397,399,6,4
GEMEINDE,13076126,Spornitz,1017,613,601,602,12,11
GEMEINDE,13076128,"Sternberg, Stadt",3452,1386,1343,1350,43,36
GEMEINDE,13076129,Stolpe,289,156,153,153,3,3
GEMEINDE,13076130,Stralendorf,1106,527,521,522,6,5
GEMEINDE,13076131,Strohkirchen,264,181,179,179,2,2
GEMEINDE,13076133,Sukow,1210,679,667,674,12,5
GEMEINDE,13076134,Sülstorf,717,476,469,469,7,7
GEMEINDE,13076135,Techentin,595,256,248,248,8,8
GEMEINDE,13076136,Teldau,630,364,358,358,6,6
GEMEINDE,13076138,Tessin b. Boizenburg,332,203,201,201,2,2
GEMEINDE,13076140,Tramm,747,397,390,394,7,3
GEMEINDE,13076141,Uelitz,388,247,238,241,9,6
GEMEINDE,13076142,Vellahn,2226,1146,1118,1119,28,27
GEMEINDE,13076143,Vielank,1078,496,489,486,7,10
GEMEINDE,13076145,Warlitz,346,214,211,213,3,1
GEMEINDE,13076146,Warlow,414,220,219,218,1,2
GEMEINDE,13076147,Warsow,539,326,318,317,8,9
GEMEINDE,13076148,Weitendorf,292,148,146,144,2,4
GEMEINDE,13076151,Werder,292,154,148,149,6,5
GEMEINDE,13076152,"Wittenburg, Stadt",4743,2218,2177,2181,41,37
GEMEINDE,13076153,Wittendörp,2311,1221,1198,1203,23,18
GEMEINDE,13076154,Wittenförden,2173,1166,1150,1156,16,10
GEMEINDE,13076155,Witzin,372,189,186,186,3,3
GEMEINDE,13076156,Wöbbelin,698,331,325,327,6,4
GEMEINDE,13076158,Zapel,353,193,188,189,5,4
GEMEINDE,13076159,"Zarrentin am Schaalsee, Stadt",4079,2021,1987,1989,34,32
GEMEINDE,13076160,Ziegendorf,518,247,238,241,9,6
GEMEINDE,13076161,Zierzow,307,176,173,175,3,1
GEMEINDE,13076162,Zölkow,637,376,364,365,12,11
GEMEINDE,13076163,Zülow,120,82,82,80,,2
GEMEINDE,13076164,Obere Warnow,671,367,359,362,8,5
GEMEINDE,13076165,Gehlsbach,403,190,183,187,7,3
GEMEINDE,13076166,Ganzlin,1161,600,588,589,12,11
GEMEINDE,13076167,Kloster Tempzin,434,265,264,265,1,
GEMEINDE,13076168,Ruhner Berge,1551,800,779,777,21,23
GEMEINDE,13076169,Toddin,754,415,406,407,9,8
GEMEINDE,13076752,Briefwahl Boizenburg-Land,,1075,1067,1070,8,5
GEMEINDE,13076754,Briefwahl Dömitz-Malliß,,1611,1600,1602,11,9
GEMEINDE,13076755,Briefwahl Eldenburg Lübz,,2009,1991,1992,18,17
GEMEINDE,13076756,Briefwahl Goldberg-Mildenitz,,1169,1149,1154,20,15
GEMEINDE,13076757,Briefwahl Amt Grabow,,1874,1853,1863,21,11
GEMEINDE,13076758,Briefwahl Hagenow-Land,,1446,1432,1435,14,11
GEMEINDE,13076759,Briefwahl Ludwigslust-Land,,1405,1384,1388,21,17
