Berichtszeitpunkt,_RS,Name,Regionalebene,GEBAEUDEART_SYS_1,GEBAEUDEART_SYS_11,GEBAEUDEART_SYS_111,GEBAEUDEART_SYS_112,GEBAEUDEART_SYS_12,ZAHLWOHNGN_HHG__1,ZAHLWOHNGN_HHG__2,ZAHLWOHNGN_HHG__3,ZAHLWOHNGN_HHG__4,ZAHLWOHNGN_HHG__5,BAUJAHR_10JA__01,BAUJAHR_10JA__02,BAUJAHR_10JA__03,BAUJAHR_10JA__04,BAUJAHR_10JA__05,BAUJAHR_10JA__06,BAUJAHR_10JA__07,BAUJAHR_10JA__08,BAUJAHR_10JA__09,BAUJAHR_10JA__10,EIGENTUM__1,EIGENTUM__2,EIGENTUM__3,EIGENTUM__4,EIGENTUM__5,EIGENTUM__6,EIGENTUM__7,EIGENTUM__8,HEIZTYP__1,HEIZTYP__2,HEIZTYP__3,HEIZTYP__4,HEIZTYP__5,HEIZTYP__6,ENERGIETRAEGER__1,ENERGIETRAEGER__2,ENERGIETRAEGER__3,ENERGIETRAEGER__4,ENERGIETRAEGER__5,ENERGIETRAEGER__6,ENERGIETRAEGER__7,NERGIETRAEGER__8,ENERGIETRAEGER__9,NUTZUNG__01,NUTZUNG__02,NUTZUNG__03,NUTZUNG__04,MIETE_EURM2_2__01,MIETE_EURM2_2__02,MIETE_EURM2_2__03,MIETE_EURM2_2__04,MIETE_EURM2_2__05,MIETE_EURM2_2__06,MIETE_EURM2_2__07,MIETE_EURM2_2__08,MIETE_EURM2_2__09,MIETE_EURM2_2__10,WOHNFLAECHE_20S__01,WOHNFLAECHE_20S__02,WOHNFLAECHE_20S__03,WOHNFLAECHE_20S__04,WOHNFLAECHE_20S__05,WOHNFLAECHE_20S__06,WOHNFLAECHE_20S__07,WOHNFLAECHE_20S__08,WOHNFLAECHE_20S__09,WOHNFLAECHE_20S__10,RAUMANZAHL__01,RAUMANZAHL__02,RAUMANZAHL__03,RAUMANZAHL__04,RAUMANZAHL__05,RAUMANZAHL__06,RAUMANZAHL__07,QMMIETE,LEQ,ETQ,FLAECHE,LEERSTAND_INSGESAMT,LEERSTAND_DAUER__1,LEERSTAND_DAUER__2,LEERSTAND_DAUER__3,LEERSTAND_DAUER__4,LEERSTAND_GRUND__1,LEERSTAND_GRUND__2,LEERSTAND_GRUND__3,LEERSTAND_GRUND__4,LEERSTAND_GRUND__5,LEERSTAND_GRUND__6,geo_id
20220515,130755552,Am Stettiner Haff,Gemeindeverband,5958,5874,5874,–,88,3319,639,832,1005,167,1426,885,646,312,894,483,782,342,96,90,236,4324,110,1143,111,20,–,10,1334,408,88,3394,616,123,2005,1594,403,–,103,271,125,1334,123,3208,2069,183,497,459,1353,175,33,49,3,–,–,–,–,124,811,1619,881,971,907,266,173,87,122,34,366,1206,1764,1480,662,449,4.83,8.51,61.09,93.93,497,61,34,50,353,239,107,16,34,12,87,130755552
20220515,130755553,Anklam-Land,Gemeindeverband,5371,5255,5255,–,115,3371,508,639,815,40,1476,1075,742,734,253,493,300,173,57,76,305,4157,94,765,9,23,–,12,235,345,71,3723,817,177,1811,1862,541,78,60,416,187,235,177,3095,1577,177,525,461,987,108,16,3,–,–,–,–,–,176,1007,972,906,854,729,318,128,88,189,47,610,991,1448,1122,640,518,4.56,9.66,66.42,95.32,525,52,32,41,396,75,111,28,49,24,240,130755553
20220515,130755554,Jarmen-Tutow,Gemeindeverband,3555,3489,3406,84,65,1950,304,656,524,120,835,1034,361,297,137,309,300,184,30,70,69,2849,92,363,101,68,7,4,200,380,52,2514,325,87,1672,1068,199,20,48,175,86,200,87,1873,1398,50,231,278,910,100,66,25,18,–,–,–,–,166,777,698,664,521,366,152,81,49,90,121,270,770,1024,726,352,292,4.85,6.63,58.69,90.37,231,34,20,15,166,57,76,8,24,12,58,130755554
20220515,130755555,Landhagen,Gemeindeverband,4928,4847,4847,–,79,3536,492,492,254,157,534,461,382,191,258,280,1453,802,258,304,103,4458,–,227,26,37,50,25,479,363,106,3658,271,50,3025,685,157,45,248,180,53,479,50,3520,1232,52,129,198,598,276,127,27,–,–,–,–,–,130,450,595,649,990,1016,526,236,138,189,76,273,665,1190,1334,838,551,5.88,2.1,74.33,111.26,129,17,6,8,90,26,31,4,9,–,64,130755555
20220515,130755556,Löcknitz-Penkun,Gemeindeverband,5584,5449,5437,13,131,2941,482,944,1020,198,1304,1092,463,641,742,484,383,214,136,123,292,3717,244,1000,210,117,3,8,151,284,99,4293,652,111,1206,2923,578,12,171,292,143,151,111,2823,2271,124,369,413,1630,195,19,3,–,3,–,3,3,231,1100,1236,768,809,684,273,179,109,199,93,606,1248,1413,1068,609,546,4.83,6.42,56.07,93.49,369,36,34,25,272,128,81,–,18,22,120,130755556
20220515,130755557,Lubmin,Gemeindeverband,5727,5648,5637,8,81,3755,622,836,397,117,959,588,399,295,436,492,1124,844,353,240,301,4769,11,481,3,45,–,112,270,418,138,4228,539,135,3395,987,223,–,224,424,65,270,135,3555,1581,363,235,218,716,392,196,30,25,–,5,–,–,172,846,927,981,1031,929,375,173,100,196,57,356,1286,1483,1293,725,526,6.16,3.92,69.39,99.79,235,28,41,23,140,85,67,8,18,13,46,130755557
20220515,130755558,Peenetal/Loitz,Gemeindeverband,3348,3262,3231,27,90,1806,357,555,554,75,753,928,275,338,149,333,324,166,28,49,128,2502,202,378,35,68,3,30,65,183,158,2591,266,86,1684,1050,198,–,71,113,77,65,86,1795,1251,41,262,226,932,90,3,–,–,–,–,–,–,133,735,615,512,489,429,174,94,70,99,95,335,809,798,660,335,313,4.59,7.61,59.99,93.47,262,57,43,12,148,103,56,6,11,10,78,130755558
20220515,130755559,Torgelow-Ferdinandshof,Gemeindeverband,8265,8109,8086,27,158,3187,618,1251,2726,486,1357,1145,1043,1065,1755,547,769,315,120,146,709,4520,877,342,1678,131,6,4,1820,440,505,4990,408,99,4129,1517,278,–,87,175,160,1820,99,3192,4057,97,921,670,2786,485,70,21,8,3,7,–,8,344,1679,2708,969,926,911,332,129,104,156,266,1369,2234,1907,1261,713,518,4.86,11.18,44.61,84.72,921,71,61,91,697,405,108,138,43,22,204,130755559
20220515,130755560,Uecker-Randow-Tal,Gemeindeverband,3940,3894,3884,10,44,2359,358,309,901,15,773,638,447,655,466,239,372,200,79,60,56,2873,19,364,402,219,4,5,136,196,49,2880,531,150,1278,1448,381,31,97,266,154,136,150,2292,1003,78,568,450,488,63,6,–,–,–,–,–,–,88,680,841,516,642,583,274,125,67,128,21,186,808,1200,849,478,399,4.21,14.68,69.92,98.46,568,30,22,139,377,338,104,7,34,19,66,130755560
20220515,130755561,Usedom-Nord,Gemeindeverband,7048,6914,6883,33,132,2148,634,1548,1919,801,536,458,195,485,880,932,1089,1496,647,333,1971,3552,959,430,–,96,3,37,1783,445,55,4444,245,71,4454,144,76,–,247,251,18,1783,71,2566,3078,1122,286,175,1389,914,491,88,12,9,–,3,3,407,2090,1982,946,670,516,208,80,60,90,170,1112,2268,2002,861,379,257,6.36,4.8,45.85,78.03,286,74,35,34,142,119,53,4,9,18,79,130755561
20220515,130755562,Usedom-Süd,Gemeindeverband,7275,7045,7034,12,229,3643,1173,1527,724,209,1401,1087,381,362,414,431,1017,1182,538,465,948,5773,–,370,8,119,8,45,377,578,57,5677,456,133,5061,674,349,–,222,385,79,377,133,3746,2159,850,523,353,688,685,302,101,8,9,–,–,3,405,1377,1668,1222,972,793,390,173,104,168,155,1098,1894,1751,1189,657,523,6.64,7.88,64.09,89.6,523,92,79,85,264,231,106,8,36,33,111,130755562
20220515,130755563,Züssow,Gemeindeverband,5955,5805,5764,43,148,3458,601,902,723,270,1043,1071,910,626,474,608,638,368,103,116,290,4429,206,845,84,73,–,31,333,485,51,4277,701,113,2701,1702,377,22,138,433,130,333,113,3435,2002,147,375,477,1267,194,33,19,10,3,–,–,–,284,988,1169,939,956,815,348,166,105,188,124,529,1184,1503,1320,715,577,4.77,5.96,64.39,96.49,375,40,33,30,268,75,87,18,19,19,152,130755563
20220515,130760014014,"Boizenburg/ Elbe, Stadt",Gemeinde,6195,5938,5938,–,260,1829,398,1487,1888,593,798,830,456,943,542,632,859,572,367,194,546,3424,1329,–,797,91,–,–,1801,739,23,3546,66,21,3949,214,109,–,76,14,9,1801,21,1943,3972,21,261,196,2268,1253,219,24,3,–,–,–,–,288,1661,1938,721,590,491,237,116,56,92,158,946,1655,1822,912,389,310,5.87,4.12,33.89,80.49,261,57,31,52,119,142,47,16,15,7,39,13076014
20220515,130760060060,"Hagenow, Stadt",Gemeinde,6752,6657,6625,29,98,1425,415,1476,3019,422,750,944,373,386,1177,1335,1109,463,114,107,507,2764,569,2047,768,51,–,50,2899,382,57,3304,75,36,3437,158,105,8,34,57,16,2899,36,1559,4845,38,310,193,3737,752,143,10,3,–,3,–,–,372,1959,2399,686,530,395,204,80,56,84,46,477,1940,2539,1189,303,266,5.33,4.48,24.5,75.98,310,65,27,34,190,169,37,–,8,11,82,13076060
20220515,130760088088,"Lübtheen, Stadt",Gemeinde,2309,2271,2247,23,41,1028,336,580,301,66,842,386,125,95,230,197,248,151,15,21,75,1605,–,545,8,40,–,38,86,421,10,1699,87,15,1792,212,142,3,31,9,28,86,15,1180,1007,15,109,138,686,169,10,3,–,–,–,–,–,98,423,487,376,312,250,141,82,55,89,71,314,483,498,420,260,268,5.25,4.58,54.46,95.81,109,28,17,4,63,16,53,6,5,7,25,13076088
20220515,130760090090,"Ludwigslust, Stadt",Gemeinde,6518,6328,6293,33,191,2032,663,1353,2043,426,1394,1075,247,642,717,723,1083,356,174,108,375,3636,718,1495,72,113,4,103,1210,465,16,4620,127,85,4412,474,110,–,156,53,23,1210,85,2272,3907,27,310,338,2665,769,125,12,–,3,–,–,–,287,1903,1561,780,721,624,279,147,73,148,184,922,1851,1631,914,525,491,5.4,4.53,37.22,84.58,310,53,23,43,191,110,120,7,21,10,44,13076090
20220515,130760108108,"Parchim, Stadt",Gemeinde,10090,9764,9678,89,327,2632,745,2741,3123,843,1692,1941,314,1027,1848,1409,1083,439,158,181,1012,4850,1138,2610,197,216,5,58,3480,537,510,5434,99,31,5600,326,60,439,68,70,17,3480,31,2923,6540,33,595,505,4126,1659,181,23,14,15,9,3,3,684,3433,2431,1255,925,718,298,139,66,146,538,2108,3177,2100,1215,515,436,5.53,5.71,31.54,76.55,595,103,42,80,375,265,93,14,30,18,182,13076108
20220515,130765652,Boizenburg-Land,Gemeindeverband,3239,3142,3142,–,98,2179,437,494,80,49,801,532,208,224,200,217,497,309,108,148,80,2935,–,9,128,62,19,–,103,194,39,2669,197,35,1588,1046,282,3,111,32,39,103,35,2239,820,49,127,192,406,192,22,7,–,–,–,–,–,64,302,447,453,603,593,300,156,121,203,29,194,476,771,813,480,468,5.27,3.77,73.71,113.61,127,4,27,16,85,22,43,4,11,11,39,130765652
20220515,130765654,Dömitz-Malliß,Gemeindeverband,4748,4648,4604,42,103,2492,768,870,432,187,1772,1033,204,256,266,313,638,167,39,51,152,3931,10,380,64,200,3,3,328,450,36,3528,295,115,2713,992,366,3,74,96,61,328,115,2630,1654,60,403,364,1152,112,27,3,–,–,–,–,–,129,748,910,780,655,656,370,186,90,219,41,298,925,1196,1001,650,644,4.7,8.05,61.7,100.79,403,51,37,31,287,125,115,19,32,23,89,130765654
20220515,130765655,Eldenburg Lübz,Gemeindeverband,6838,6670,6666,7,170,3377,758,982,1428,293,1746,1162,483,658,643,1141,620,251,48,87,158,4705,564,203,1115,84,4,4,495,230,39,5489,490,93,4004,1451,417,9,88,212,65,495,93,3434,2661,133,610,579,1956,112,3,5,–,–,–,–,–,256,1427,1375,999,897,852,432,207,138,254,132,647,1513,1703,1333,820,690,4.66,8.68,56.51,93.93,610,93,42,61,414,176,150,21,40,30,191,130765655
20220515,130765656,Goldberg-Mildenitz,Gemeindeverband,3734,3665,3665,–,67,1891,377,695,725,55,819,601,415,678,321,468,257,73,47,56,74,2408,–,1188,–,38,–,28,732,122,82,2434,259,103,1673,775,280,13,38,60,57,732,103,1765,1474,172,320,243,1093,130,6,–,–,–,–,–,–,211,935,640,577,459,438,183,107,73,113,42,302,879,1048,750,400,309,4.79,8.99,54.62,90.11,320,25,23,41,234,180,49,9,21,9,49,130765656
20220515,130765657,Grabow,Gemeindeverband,5987,5859,5809,48,128,2781,972,1296,779,161,2006,1123,272,453,638,467,627,197,131,68,303,4400,362,793,6,37,–,79,147,1200,103,4062,403,76,3923,1014,512,4,87,147,77,147,76,3019,2383,66,518,458,1597,265,53,10,–,3,–,–,–,262,1108,1265,870,825,719,364,204,144,231,52,460,1422,1531,1177,643,699,5.1,8.44,56.83,95.49,518,41,40,48,391,90,113,8,38,27,242,130765657
20220515,130765658,Hagenow-Land,Gemeindeverband,4088,4021,4021,–,69,2744,582,611,111,43,1262,665,214,317,133,193,770,289,101,143,115,3573,–,354,18,23,–,–,406,239,32,3134,214,61,2056,890,375,34,148,87,35,406,61,2891,938,46,212,211,568,138,23,3,–,–,–,–,–,64,376,561,584,755,770,380,227,138,234,23,177,636,951,1050,641,609,5.07,4.77,75.94,113.22,212,26,14,20,151,59,66,11,14,21,36,130765658
20220515,130765659,Ludwigslust-Land,Gemeindeverband,3948,3891,3891,–,60,2643,631,454,161,58,1255,612,338,185,124,203,728,273,90,138,195,3473,–,185,19,50,5,22,189,349,33,3160,179,39,2294,922,229,4,134,116,25,189,39,2801,934,58,151,229,528,158,18,–,–,–,–,–,–,57,358,473,588,842,753,316,201,124,240,23,183,533,969,1081,568,590,5.05,3.78,75.3,113.07,151,12,17,15,112,37,42,3,11,12,50,130765659
20220515,130765660,Neustadt-Glewe,Gemeindeverband,4095,3940,3922,21,158,1778,375,638,1042,262,565,682,330,273,553,410,810,259,111,98,578,2573,258,604,20,35,9,22,1337,193,19,2450,46,51,1846,585,68,–,172,24,19,1337,51,1822,1969,36,265,347,1352,226,37,4,–,–,–,–,–,152,928,938,616,609,434,195,66,55,109,91,369,973,1280,757,367,258,4.91,6.1,49.08,88.71,265,30,19,15,196,47,49,12,23,14,125,130765660
20220515,130765662,Parchimer Umland,Gemeindeverband,4010,3922,3913,6,91,2716,626,536,93,44,1426,757,306,315,164,248,465,169,58,100,123,3562,41,218,–,55,5,3,192,176,45,3271,244,81,1844,1302,378,3,80,94,31,192,81,2793,920,56,236,331,460,103,14,9,3,3,–,–,–,90,352,569,659,735,665,378,174,145,242,52,198,595,944,985,608,630,4.7,5.8,75.82,111.86,236,29,22,31,161,42,44,10,23,26,93,130765662
20220515,130765663,Plau am See,Gemeindeverband,4871,4757,4716,44,113,2389,510,1082,769,116,1253,703,252,376,539,605,518,293,129,199,360,3764,174,472,33,30,–,33,170,154,14,4217,200,112,3032,1113,183,–,138,99,19,170,112,2228,2075,256,310,344,1157,481,73,10,4,3,–,–,–,290,1094,988,759,619,532,273,125,62,129,86,497,1085,1507,848,422,427,5.33,6.36,52.51,89.24,310,40,32,47,190,156,71,7,14,24,40,130765663
20220515,130765664,Sternberger Seenlandschaft,Gemeindeverband,6804,6646,6589,59,156,3472,762,1108,1283,181,1476,821,493,905,728,693,1024,379,148,133,285,5077,764,387,90,144,5,49,610,486,558,4574,465,109,3868,1342,483,3,139,193,67,610,109,3397,2784,146,480,989,1467,260,49,12,3,–,–,–,–,242,1400,1528,987,1029,784,341,193,112,189,177,881,1708,1536,1228,727,548,4.34,7.12,55.83,92.07,480,86,35,47,312,228,117,4,21,16,95,130765664
20220515,130765665,Stralendorf,Gemeindeverband,5467,5380,5356,27,83,3524,581,708,528,126,717,321,129,223,258,232,2341,896,124,234,715,4614,17,20,10,75,4,12,389,513,140,4297,102,31,4237,408,139,3,191,58,10,389,31,3553,1711,62,137,176,769,648,77,24,3,8,7,–,–,89,624,690,756,1320,996,465,178,116,231,56,314,864,1394,1582,710,544,6.09,2.32,68.09,108.22,137,31,22,25,56,61,27,–,14,11,17,130765665
20220515,130765666,Wittenburg,Gemeindeverband,4596,4503,4483,17,93,2260,525,854,748,208,818,722,248,360,291,640,839,381,167,140,417,3287,149,626,39,70,–,10,527,285,38,3536,171,31,2810,743,262,6,111,71,35,527,31,2335,2045,37,177,225,1214,486,107,9,–,–,–,–,–,209,884,855,662,670,603,268,151,109,188,127,476,1024,1036,919,518,498,5.53,3.69,53.46,96.74,177,28,41,25,88,47,57,4,16,7,44,130765666
20220515,130765667,Zarrentin,Gemeindeverband,5081,4996,4996,–,86,2644,598,1108,607,115,1061,693,287,253,376,173,1190,482,215,343,574,4006,–,95,336,73,3,–,335,188,47,4299,156,53,3070,1017,298,14,190,70,29,335,53,2753,2064,91,171,216,865,739,105,90,12,26,11,4,–,194,811,984,742,751,716,381,185,115,205,132,477,1057,1208,1064,566,573,6.33,3.43,57.18,99.8,171,28,37,13,100,64,49,7,5,8,38,130765667
20220515,130765668,Crivitz,Gemeindeverband,12253,11979,11943,33,276,7756,1567,1680,914,337,2373,1336,530,596,779,814,3802,1202,381,435,1027,10424,341,63,57,271,5,57,1059,811,111,9684,442,150,8418,1491,466,3,358,248,64,1059,150,7865,3679,248,462,563,1792,1024,237,55,8,–,–,–,–,271,1427,1842,1705,2350,2252,1119,506,287,495,166,952,1937,2902,3217,1742,1332,5.82,3.62,69.15,107.7,462,83,50,47,280,127,129,32,30,29,114,130765668
