Wahlkreisnummer,Wahlkreisname,Wahlberechtigte,Wahlberechtigte_ohne_Wahlschein,Wahlberechtigte_mit_Wahlschein,Wahlberechtigte_nach_§25_Abs.2_BWO,Wähler(innen),Wähler(innen)_mit_Wahlschein,Ungültige_Erststimmen,Gültige_Erststimmen,CDU_Erststimmen,SPD_Erststimmen,GRÜNE_Erststimmen,FDP_Erststimmen,AfD_Erststimmen,Die_Linke_Erststimmen,dieBasis_Erststimmen,FREIE_WÄHLER_Erststimmen,Tierschutzpartei_Erststimmen,Die_PARTEI_Erststimmen,Volt_Erststimmen,ÖDP_Erststimmen,Bündnis_C_Erststimmen,MLPD_Erststimmen,BÜNDNIS_DEUTSCHLAND_Erststimmen,BSW_Erststimmen,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Erststimmen,Initiative_Gegenwind_Erststimmen,Parteilos_Erststimmen,Volkmar_Raidt_Erststimmen,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Erststimmen,Ungültige_Zweitstimmen,Gültige_Zweitstimmen,CDU_Zweitstimmen,SPD_Zweitstimmen,GRÜNE_Zweitstimmen,FDP_Zweitstimmen,AfD_Zweitstimmen,Die_Linke_Zweitstimmen,dieBasis_Zweitstimmen,FREIE_WÄHLER_Zweitstimmen,Tierschutzpartei_Zweitstimmen,Die_PARTEI_Zweitstimmen,Volt_Zweitstimmen,ÖDP_Zweitstimmen,Bündnis_C_Zweitstimmen,MLPD_Zweitstimmen,BÜNDNIS_DEUTSCHLAND_Zweitstimmen,BSW_Zweitstimmen,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Zweitstimmen,Initiative_Gegenwind_Zweitstimmen,Parteilos_Zweitstimmen,Volkmar_Raidt_Zweitstimmen,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Zweitstimmen,Initiative_Gegenwind_Zweitstimmen_rel,Parteilos_Erststimmen_rel,Ungültige_Zweitstimmen_rel,Volt_Erststimmen_rel,Volt_Zweitstimmen_rel,BÜNDNIS_DEUTSCHLAND_Zweitstimmen_rel,Initiative_Gegenwind_Erststimmen_rel,BSW_Zweitstimmen_rel,CDU_Erststimmen_rel,dieBasis_Erststimmen_rel,FREIE_WÄHLER_Zweitstimmen_rel,MLPD_Erststimmen_rel,Bündnis_C_Erststimmen_rel,dieBasis_Zweitstimmen_rel,ÖDP_Erststimmen_rel,BÜNDNIS_DEUTSCHLAND_Erststimmen_rel,Tierschutzpartei_Erststimmen_rel,SPD_Erststimmen_rel,Die_PARTEI_Erststimmen_rel,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Erststimmen_rel,Ungültige_Erststimmen_rel,Bündnis_C_Zweitstimmen_rel,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Erststimmen_rel,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Zweitstimmen_rel,Gültige_Erststimmen_rel,FDP_Erststimmen_rel,Tierschutzpartei_Zweitstimmen_rel,CDU_Zweitstimmen_rel,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Zweitstimmen_rel,MLPD_Zweitstimmen_rel,ÖDP_Zweitstimmen_rel,SPD_Zweitstimmen_rel,Volkmar_Raidt_Erststimmen_rel,Die_Linke_Erststimmen_rel,FREIE_WÄHLER_Erststimmen_rel,Die_Linke_Zweitstimmen_rel,FDP_Zweitstimmen_rel,Parteilos_Zweitstimmen_rel,GRÜNE_Zweitstimmen_rel,GRÜNE_Erststimmen_rel,AfD_Zweitstimmen_rel,Gültige_Zweitstimmen_rel,Die_PARTEI_Zweitstimmen_rel,BSW_Erststimmen_rel,Volkmar_Raidt_Zweitstimmen_rel,AfD_Erststimmen_rel
268,Schwäbisch_Hall-Hohenlohe,224446,167873,56573,0,186108,54087,1414,184694,67218,27499,18528.0,8307,44363,8902,2067.0,4614.0,,1719.0,1477.0,,,,,,,,,,,1091,185017,58817,24445,18083,10582,46424,9845,1116,2862,1525,896,1105,460,529,70,266,7992,,,,,,,,0.005896755433284509,0.007997011272699708,0.005972424155618133,0.0014377057243388446,,0.043196030635022725,0.3639425211430799,0.01119148429293859,0.015468848808487869,,,0.006031878151737408,,,,0.14888951454838814,0.009307286647102776,,0.007655906526470811,0.0028591967224633414,,,1.0,0.0449770972527532,0.008242485825626835,0.31790051724976626,,0.000378343611668117,0.00248625801953334,0.13212299410324457,,0.048198642078248345,0.024981861890478303,0.0532113265267516,0.05719474426674306,,0.09773696471135085,0.10031728155760339,0.25091748325829516,1.0,0.0048427982293518974,,,0.24019729931670764
269,Backnang-Schwäbisch_Gmünd,175503,123388,52115,0,146415,49860,1266,145149,53064,23870,15499.0,5844,33940,7486,,3174.0,,2041.0,,,,231.0,,,,,,,,724,145691,47449,20169,15531,7846,33901,8424,568,1733,1251,812,795,287,348,60,198,6319,,,,,,,,0.004969421584037449,,0.00545675436368753,0.0013590407094467058,,0.04337261738885724,0.3655829526899944,,0.011895038128642127,0.0015914680776305727,,0.003898662237200651,,,,0.16445170135515919,0.014061412755168827,,0.008722071802079243,0.0023886170044820887,,,1.0,0.040262075522394226,0.008586666300595095,0.32568243748755926,,0.00041183051801415324,0.001969922644501033,0.13843682863045761,,0.05157458887074661,0.02186718475497592,0.057821004729187116,0.05385370407231744,,0.10660232958796356,0.10677992958959415,0.2326911065199635,1.0,0.005573439677124874,,,0.2338286863843361
270,Aalen-Heidenheim,217574,150230,67343,1,180563,64576,1735,178828,74010,25137,14872.0,6425,41337,8987,,4984.0,,,1878.0,,,,1198.0,,,,,,,999,179564,62272,25289,16827,8746,41367,9696,581,2930,1362,699,920,334,219,68,331,7923,,,,,,,,0.005563475975139783,0.01050171114143199,0.005123521418547147,0.0018433539016729412,,0.04412354369472723,0.41386136399221596,,0.016317301909068632,,,0.0032356151567129268,,0.0066991746258975105,,0.14056523586910327,,,0.009702060080076945,0.0012196208594150275,,,1.0,0.03592837810633682,0.007585039317457842,0.34679557149539997,,0.0003786950613708761,0.0018600610367334209,0.1408355795148248,,0.05025499362515937,0.02787035587268213,0.05399746051547081,0.04870686774631886,,0.09371032055423135,0.08316371038092468,0.23037468534895636,1.0,0.0038927624690918003,,,0.23115507638624824
271,Karlsruhe-Stadt,202812,128100,74712,0,168556,71773,1126,167430,39597,25553,51306.0,6399,22986,13353,,2015.0,,1945.0,4021.0,,,255.0,,,,,,,,711,167845,37645,26164,40424,8658,22678,18800,352,993,1393,1020,2745,223,269,95,139,6247,,,,,,,,0.004236051118591558,0.02401600668936272,0.016354374571777533,0.0008281450147457476,,0.03721886264112723,0.23649883533416952,,0.005916172659298758,0.0015230245475721196,,0.002097172986982037,,,,0.15261900495729558,0.011616795078540286,,0.006725198590455713,0.0016026691292561589,,,1.0,0.03821895717613331,0.008299323780869254,0.22428430992880335,,0.0005659983913729929,0.001328606750275552,0.15588191486192618,,0.0797527324852177,0.012034880248462044,0.11200810271381334,0.0515833060263934,,0.2408412523459144,0.30643253897151046,0.13511275283743931,1.0,0.006077035360004766,,,0.13728722451173625
272,Karlsruhe-Land,207276,136127,71149,0,176259,68159,1482,174777,68439,26153,22739.0,7330,32293,8839,,4589.0,,2084.0,2311.0,,,,,,,,,,,854,175405,58133,26361,23377,9723,33394,9790,458,2329,1774,889,1524,255,409,50,178,6761,,,,,,,,0.004868732362247371,0.01322256360962827,0.008688463840825517,0.0010147943331147915,,0.03854508138308486,0.39157898350469456,,0.013277842706878366,,,0.002611100025654913,,,,0.1496363938046768,0.011923765712879841,,0.00847937657700956,0.0023317465294603918,,,1.0,0.041939156754035145,0.010113736780593484,0.33142156723012456,,0.0002850545879535931,0.001453778398563325,0.15028647986089336,,0.050573015900261475,0.026256315190213816,0.05581368832131353,0.055431715173455715,,0.1332744220518229,0.13010293116371147,0.19038225820244578,1.0,0.005068270573814886,,,0.1847668743598986
273,Rastatt,200964,137755,63209,0,163973,60389,1516,162457,63116,24569,18274.0,5727,36075,7608,1677.0,5411.0,,,,,,,,,,,,,,1037,162936,54348,23553,17673,8032,36771,8737,713,2610,1614,661,1021,205,143,35,139,6681,,,,,,,,0.006364462120096234,,0.006266264054598124,0.0008530956940148279,,0.04100382972455443,0.38850895929384394,0.010322731553580333,0.016018559434379142,,,0.004375951293759513,,,,0.15123386496118973,,,0.009331700080636723,0.0008776452103893554,,,1.0,0.035252405251851256,0.009905729857121815,0.33355427898070406,,0.00021480826827711494,0.0012581627141945303,0.1445536897923111,,0.04683085370282598,0.033307275155887404,0.053622281141061524,0.04929542888005106,,0.10846590072175578,0.11248514991659331,0.22567756665193694,1.0,0.004056807580890657,,,0.22205876016422807
274,Heidelberg,218284,141497,76787,0,186493,72991,1109,185384,54060,29464,51423.0,6767,22182,13225,,2566.0,,2271.0,3251.0,,,175.0,,,,,,,,752,185741,48787,31556,40599,10535,22414,18830,318,1377,1323,913,2100,221,171,52,157,6388,,,,,,,,0.004048648386732062,0.017536572735511156,0.011306065973586877,0.0008452630275491141,,0.03439197592346332,0.2916109265092996,,0.007413548974109109,0.0009439865360548915,,0.0017120614188574413,,,,0.15893496741897897,0.012250248133603764,,0.005982177534199284,0.0009206368007063599,,,1.0,0.036502610797048286,0.007122821563359732,0.26266144793018237,,0.0002799597288697703,0.0011898288476965236,0.16989248469643212,,0.07133841108186251,0.013841539722953437,0.10137772489649566,0.0567187643008275,,0.21857855831507314,0.2773863979631468,0.1206734108247506,1.0,0.0049154467780403895,,,0.11965433910154058
275,Mannheim,195336,133673,61663,0,153146,58962,1225,151921,37566,34137,27493.0,6391,27170,12117,,2626.0,2759.0,1441.0,,,,221.0,,,,,,,,869,152277,35227,27687,24376,7839,26735,17211,310,1128,1762,820,1491,168,169,82,122,7150,,,,,,,,0.005706705543187743,,0.0097913670482082,0.0008011715492162309,,0.04695390636800042,0.2472732538622047,,0.007407553340294332,0.0014547034313886823,,0.0020357637725986195,,,0.018160754602721152,0.22470231238604274,0.009485192962131635,,0.008063401373082063,0.001109819605061828,,,1.0,0.04206791687785099,0.01157101860425409,0.2313350013462309,,0.0005384923527518929,0.0011032526251502197,0.18181997281270318,,0.07975855872460029,0.017285299596500815,0.11302429125869304,0.051478555527098645,,0.16007670232536758,0.18096905628583276,0.17556820793685193,1.0,0.005384923527518929,,,0.17884295127072622
276,Odenwald-Tauber,206482,144434,62045,3,171415,59612,1515,169900,72800,24015,13334.0,5336,39075,7689,1892.0,5759.0,,,,,,,,,,,,,,1072,170343,61954,22572,14284,8158,40150,8333,698,3243,1476,700,778,437,235,31,196,7098,,,,,,,,0.006293184926882819,,0.004567255478651897,0.0011506196321539482,,0.04166886810728941,0.4284873454973514,0.011135962330782814,0.01903805850548599,,,0.004097614812466612,,,,0.14134785167745734,,,0.008917010005885816,0.0013795694569192747,,,1.0,0.03140670982931136,0.008664870291118508,0.36370147291053934,,0.00018198575814679793,0.002565412139037119,0.13250911396417817,,0.04525603296056504,0.0338964096527369,0.04891894589152475,0.047891606934244435,,0.08385434094738263,0.07848145968216598,0.2357009093417399,1.0,0.004109355829121243,,,0.2299882283696292
277,Rhein-Neckar,195510,132640,62865,5,163898,60165,1419,162479,55930,33082,17909.0,7029,33086,8276,,4754.0,,,2413.0,,,,,,,,,,,884,163014,50682,25578,20052,9195,33687,10195,422,2214,1538,740,1437,222,288,35,180,6549,,,,,,,,0.005422847117425497,0.014851149994768555,0.008815193787036697,0.0011041996392947846,,0.040174463543008576,0.3442291003760486,,0.01358165556332585,,,0.002588734709902217,,,,0.2036078508607266,,,0.008733436321001483,0.0017667194228716552,,,1.0,0.04326097526449572,0.009434772473529881,0.31090581177076815,,0.00021470548541843032,0.0013618462217969008,0.15690676874378887,,0.05093581324355763,0.029259165799887986,0.06254064068116849,0.05640619824064191,,0.123007839817439,0.11022347503369666,0.20665096249401893,1.0,0.00453948740598967,,,0.20363246942681823
278,Bruchsal-Schwetzingen,194216,125400,68816,0,162421,66086,1622,160799,58113,26254,17251.0,6699,35749,8294,,5673.0,,,2766.0,,,,,,,,,,,950,161471,51893,23196,17639,8469,36181,9276,497,2549,2053,797,1263,218,182,35,208,7015,,,,,,,,0.00588340940478476,0.01720159951243478,0.007821837977098055,0.0012881570065212948,,0.04344433365743694,0.36140150125311726,,0.015786116392417213,,,0.0030779520780821325,,,,0.16327215965273417,,,0.010087127407508754,0.001127137380706133,,,1.0,0.041660706845191825,0.012714357376866435,0.321376593939469,,0.00021675718859733326,0.0013500876318348187,0.1436542784772498,,0.05157992276071369,0.035280070149689986,0.057446848040824665,0.052449046578023295,,0.10923942999052462,0.10728300549132769,0.22407119544686044,1.0,0.004935870837487846,,,0.22232103433479064
279,Pforzheim,212982,145372,67610,0,174321,64782,2289,172032,63762,36222,,9382,46265,11023,,,,,5378.0,,,,,,,,,,,980,173341,52835,22824,18237,10769,43959,9320,526,1988,2042,705,1343,263,589,51,229,7661,,,,,,,,0.005653596090942132,0.031261625744047616,0.007747734234831921,0.001321095413087498,,0.04419612209459966,0.37064034598214285,,0.011468723498768324,,,0.003034481167179144,,,,0.21055385044642858,,,0.0133056640625,0.003397926630168281,,,1.0,0.05453636532738095,0.01178024818133044,0.3048038259846199,,0.0002942177557531109,0.001517240583589572,0.13167109916292163,,0.06407528831845238,,0.05376685261998027,0.062126098268730424,,0.10520880807195067,,0.2535983985323726,1.0,0.004067127800116533,,,0.2689325241815476
280,Calw,197556,139892,57661,3,163682,55270,1274,162408,63399,20945,13187.0,6838,39325,6312,,5812.0,2425.0,,1526.0,,2021.0,,618.0,,,,,,,860,162822,55074,19875,14354,9671,41611,7649,536,2670,1520,505,898,318,1323,28,263,6527,,,,,,,,0.00528184152018769,0.009396088862617604,0.00551522521526575,0.0016152608369876308,,0.04008672046775006,0.3903687010492094,,0.016398275417326896,,0.012443968277424758,0.003291938435837909,,0.003805231269395596,0.014931530466479484,0.12896532190532486,,,0.007844441160533963,0.008125437594428271,,,1.0,0.042103837249396585,0.009335347803122429,0.3382466742823451,,0.00017196693321541316,0.0019530530272321921,0.12206581420201201,,0.03886508053790454,0.03578641446234176,0.04697768114873911,0.05939615039736645,,0.0881576199776443,0.08119673907689276,0.25556128778666276,1.0,0.0031015464740637017,,,0.24213708684301266
281,Freiburg,228338,140956,87377,5,196067,83645,1304,194763,47806,30486,63281.0,5541,20008,19518,,2574.0,,1842.0,3469.0,,,238.0,,,,,,,,797,195270,43345,29933,51967,8284,20285,27165,463,1400,1649,903,2139,374,275,74,156,6858,,,,,,,,0.004081528140523378,0.01781139128068473,0.010954063604240283,0.0007988938392994316,,0.03512060224304809,0.24545729938438,,0.00716956009627695,0.0012219980181040547,,0.002371075946125877,,,,0.15652870411731182,0.009457648526670876,,0.006695316872301207,0.0014083064474829723,,,1.0,0.02844996226182591,0.00844471757054335,0.22197470169508884,,0.00037896246223178165,0.0019152967685768423,0.15329031597275566,,0.10021410637544093,0.013216062599158978,0.13911507143954524,0.04242331131254161,,0.2661289496594459,0.32491284278841465,0.10388180468069852,1.0,0.004624366262098632,,,0.10272998464800809
282,Lörrach-Müllheim,229946,154258,75676,12,187809,71928,1440,186369,61900,32290,29239.0,5810,32848,11325,,10174.0,,,2783.0,,,,,,,,,,,1023,186786,54617,29802,28451,9156,33961,12651,601,3622,2006,919,1531,351,508,66,198,8346,,,,,,,,0.005476855867142077,0.01493274096013822,0.008196545779662287,0.0010600366194468537,,0.04468214962577495,0.3321367824047991,,0.01939117492745709,,,0.003217585900442217,,,,0.17325842817206724,,,0.007726606892777232,0.0027196899125202104,,,1.0,0.031174712532663695,0.010739562922274688,0.29240414163802425,,0.00035334553981561785,0.0018791558253830587,0.1595515723876522,,0.06076654379215427,0.054590623977163584,0.06772991551829366,0.04901866306896663,,0.15231869626203248,0.15688767981799548,0.18181769511633633,1.0,0.004920068955917467,,,0.17625248834301843
