AGS,Gemeindename,Wahlberechtigte,Wahlberechtigte_ohne_Wahlschein,Wahlberechtigte_mit_Wahlschein,Wahlberechtigte_nach_§25_Abs.2_BWO,Wähler(innen),Wähler(innen)_mit_Wahlschein,Ungültige_Erststimmen,Gültige_Erststimmen,CDU_Erststimmen,SPD_Erststimmen,GRÜNE_Erststimmen,FDP_Erststimmen,AfD_Erststimmen,Die_Linke_Erststimmen,dieBasis_Erststimmen,FREIE_WÄHLER_Erststimmen,Tierschutzpartei_Erststimmen,Die_PARTEI_Erststimmen,Volt_Erststimmen,ÖDP_Erststimmen,Bündnis_C_Erststimmen,MLPD_Erststimmen,BÜNDNIS_DEUTSCHLAND_Erststimmen,BSW_Erststimmen,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Erststimmen,Initiative_Gegenwind_Erststimmen,Parteilos_Erststimmen,Volkmar_Raidt_Erststimmen,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Erststimmen,Ungültige_Zweitstimmen,Gültige_Zweitstimmen,CDU_Zweitstimmen,SPD_Zweitstimmen,GRÜNE_Zweitstimmen,FDP_Zweitstimmen,AfD_Zweitstimmen,Die_Linke_Zweitstimmen,dieBasis_Zweitstimmen,FREIE_WÄHLER_Zweitstimmen,Tierschutzpartei_Zweitstimmen,Die_PARTEI_Zweitstimmen,Volt_Zweitstimmen,ÖDP_Zweitstimmen,Bündnis_C_Zweitstimmen,MLPD_Zweitstimmen,BÜNDNIS_DEUTSCHLAND_Zweitstimmen,BSW_Zweitstimmen,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Zweitstimmen,Initiative_Gegenwind_Zweitstimmen,Parteilos_Zweitstimmen,Volkmar_Raidt_Zweitstimmen,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Zweitstimmen,Initiative_Gegenwind_Zweitstimmen_rel,Parteilos_Erststimmen_rel,Ungültige_Zweitstimmen_rel,Volt_Erststimmen_rel,Volt_Zweitstimmen_rel,BÜNDNIS_DEUTSCHLAND_Zweitstimmen_rel,Initiative_Gegenwind_Erststimmen_rel,BSW_Zweitstimmen_rel,CDU_Erststimmen_rel,dieBasis_Erststimmen_rel,FREIE_WÄHLER_Zweitstimmen_rel,MLPD_Erststimmen_rel,Bündnis_C_Erststimmen_rel,dieBasis_Zweitstimmen_rel,ÖDP_Erststimmen_rel,BÜNDNIS_DEUTSCHLAND_Erststimmen_rel,Tierschutzpartei_Erststimmen_rel,SPD_Erststimmen_rel,Die_PARTEI_Erststimmen_rel,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Erststimmen_rel,Ungültige_Erststimmen_rel,Bündnis_C_Zweitstimmen_rel,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Erststimmen_rel,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Zweitstimmen_rel,Gültige_Erststimmen_rel,FDP_Erststimmen_rel,Tierschutzpartei_Zweitstimmen_rel,CDU_Zweitstimmen_rel,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Zweitstimmen_rel,MLPD_Zweitstimmen_rel,ÖDP_Zweitstimmen_rel,SPD_Zweitstimmen_rel,Volkmar_Raidt_Erststimmen_rel,Die_Linke_Erststimmen_rel,FREIE_WÄHLER_Erststimmen_rel,Die_Linke_Zweitstimmen_rel,FDP_Zweitstimmen_rel,Parteilos_Zweitstimmen_rel,GRÜNE_Zweitstimmen_rel,GRÜNE_Erststimmen_rel,AfD_Zweitstimmen_rel,Gültige_Zweitstimmen_rel,Die_PARTEI_Zweitstimmen_rel,BSW_Erststimmen_rel,Volkmar_Raidt_Zweitstimmen_rel,AfD_Erststimmen_rel
08317097,Ohlsbach,2577.0,1611,966,0,2257,933,17,2240,932,285,384.0,122,297,103,,83.0,,,34.0,,,,,,,,,,,12,2245,832,312,350,140,337,102,23,27,24,5,13,5,7,1,1,66,,,,,,,,0.005345211581291759,0.015178571428571428,0.005790645879732739,0.00044543429844097997,,0.029398663697104678,0.4160714285714286,,0.012026726057906459,,,0.010244988864142539,,,,0.12723214285714285,,,0.007589285714285714,0.0031180400890868597,,,1.0,0.054464285714285715,0.010690423162583519,0.3706013363028953,,0.00044543429844097997,0.0022271714922048997,0.13897550111358575,,0.04598214285714286,0.03705357142857143,0.04543429844097996,0.062360801781737196,,0.155902004454343,0.17142857142857143,0.15011135857461025,1.0,0.0022271714922048997,,,0.13258928571428572
08317098,Oppenau-_Stadt,3439.0,1857,1582,0,2941,1536,28,2913,1514,293,293.0,89,427,120,,151.0,,,26.0,,,,,,,,,,,19,2922,1346,345,269,136,489,126,15,55,14,11,10,4,3,2,6,91,,,,,,,,0.006502395619438741,0.008925506350841057,0.0034223134839151265,0.002053388090349076,,0.031143052703627654,0.5197391005835909,,0.018822724161533196,,,0.00513347022587269,,,,0.10058359079986269,,,0.009612083762444216,0.001026694045174538,,,1.0,0.030552694816340542,0.004791238877481177,0.460643394934976,,0.0006844626967830253,0.0013689253935660506,0.11806981519507187,,0.0411946446961895,0.051836594576038446,0.043121149897330596,0.04654346338124572,,0.0920602327173169,0.10058359079986269,0.1673511293634497,1.0,0.0037645448323066393,,,0.14658427737727428
08317100,Ortenberg,2768.0,1862,906,0,2405,871,18,2387,1025,338,326.0,107,348,134,,74.0,,,35.0,,,,,,,,,,,17,2388,900,350,309,119,380,129,7,31,22,9,20,7,1,0,2,102,,,,,,,,0.00711892797319933,0.01466275659824047,0.008375209380234505,0.0008375209380234506,,0.04271356783919598,0.42940930037704234,,0.012981574539363484,,,0.002931323283082077,,,,0.14160033514872225,,,0.00754084625052367,0.0004187604690117253,,,1.0,0.04482614160033515,0.009212730318257957,0.3768844221105528,,0.0,0.002931323283082077,0.14656616415410384,,0.056137410976120655,0.031001256807708422,0.05402010050251256,0.04983249581239531,,0.12939698492462312,0.1365731043150398,0.15912897822445563,1.0,0.0037688442211055275,,,0.14578969417679094
08317102,Ottenhöfen_im_Schwarzwald,2304.0,1443,861,0,1914,829,19,1895,888,146,123.0,72,458,79,,107.0,,,22.0,,,,,,,,,,,9,1905,805,160,122,81,493,75,5,46,18,4,17,3,5,1,1,69,,,,,,,,0.004724409448818898,0.011609498680738786,0.008923884514435695,0.0005249343832020997,,0.03622047244094488,0.46860158311345645,,0.024146981627296588,,,0.0026246719160104987,,,,0.07704485488126649,,,0.010026385224274407,0.0026246719160104987,,,1.0,0.03799472295514512,0.009448818897637795,0.4225721784776903,,0.0005249343832020997,0.0015748031496062992,0.08398950131233596,,0.041688654353562005,0.056464379947229554,0.03937007874015748,0.04251968503937008,,0.06404199475065617,0.06490765171503958,0.2587926509186352,1.0,0.002099737532808399,,,0.24168865435356202
08317110,Renchen-_Stadt,5476.0,3520,1956,0,4537,1878,38,4499,1763,527,466.0,227,955,199,,315.0,,,47.0,,,,,,,,,,,21,4516,1548,569,432,261,1024,213,32,128,39,16,20,2,5,0,5,222,,,,,,,,0.004650132860938884,0.010446765947988441,0.0044286979627989375,0.0011071744906997344,,0.0491585473870682,0.39186485885752387,,0.0283436669619132,,,0.0070859167404783,,,,0.11713714158701934,,,0.008446321404756613,0.0011071744906997344,,,1.0,0.050455656812625024,0.008635961027457928,0.34278122232063774,,0.0,0.0004428697962798937,0.12599645704162976,,0.044232051567014895,0.07001555901311403,0.04716563330380868,0.05779450841452613,,0.09565987599645705,0.10357857301622583,0.2267493356953056,1.0,0.00354295837023915,,,0.21226939319848856
08317113,Ringsheim,1868.0,1185,683,0,1631,666,14,1617,703,291,131.0,67,258,84,,83.0,,,,,,,,,,,,,,9,1622,584,223,191,94,264,102,3,38,28,10,13,4,6,2,3,57,,,,,,,,0.005548705302096177,,0.008014796547472256,0.0018495684340320592,,0.03514180024660912,0.43475572047000616,,0.02342786683107275,,,0.0018495684340320592,,,,0.17996289424860853,,,0.008658008658008658,0.0036991368680641184,,,1.0,0.04143475572047001,0.01726263871763255,0.3600493218249075,,0.0012330456226880395,0.002466091245376079,0.1374845869297164,,0.05194805194805195,0.051329622758194186,0.06288532675709001,0.05795314426633785,,0.11775585696670776,0.08101422387136673,0.16276202219482122,1.0,0.006165228113440197,,,0.15955473098330242
08317114,Rust,2760.0,1735,1025,0,2307,986,23,2284,970,405,163.0,74,507,89,,76.0,,,,,,,,,,,,,,19,2288,803,319,205,115,532,124,7,33,18,9,22,4,3,1,5,88,,,,,,,,0.008304195804195804,,0.009615384615384616,0.0021853146853146855,,0.038461538461538464,0.4246935201401051,,0.014423076923076924,,,0.0030594405594405595,,,,0.17732049036777583,,,0.010070052539404553,0.0013111888111888112,,,1.0,0.03239929947460595,0.007867132867132868,0.35096153846153844,,0.00043706293706293706,0.0017482517482517483,0.13942307692307693,,0.03896672504378284,0.03327495621716287,0.05419580419580419,0.05026223776223776,,0.0895979020979021,0.07136602451838879,0.23251748251748253,1.0,0.003933566433566434,,,0.22197898423817863
08317116,Sasbach,4055.0,2786,1269,0,3457,1218,42,3415,1454,356,416.0,125,718,153,,148.0,,,45.0,,,,,,,,,,,29,3428,1257,364,391,169,772,184,11,74,34,5,28,3,5,0,3,128,,,,,,,,0.008459743290548424,0.013177159590043924,0.008168028004667444,0.0008751458576429405,,0.03733955659276546,0.42576866764275256,,0.021586931155192533,,,0.0032088681446907816,,,,0.10424597364568082,,,0.012298682284040996,0.0014585764294049008,,,1.0,0.036603221083455345,0.009918319719953326,0.36668611435239207,,0.0,0.0008751458576429405,0.10618436406067679,,0.04480234260614934,0.04333821376281113,0.05367561260210035,0.04929988331388565,,0.11406067677946324,0.12181551976573939,0.22520420070011668,1.0,0.0014585764294049008,,,0.2102489019033675
08317118,Sasbachwalden,1888.0,1225,663,0,1531,628,4,1527,725,134,166.0,54,276,75,,79.0,,,18.0,,,,,,,,,,,3,1528,633,138,157,79,313,71,7,34,11,8,10,2,0,1,0,64,,,,,,,,0.001963350785340314,0.011787819253438114,0.006544502617801047,0.0,,0.041884816753926704,0.4747871643745907,,0.02225130890052356,,,0.004581151832460733,,,,0.08775376555337262,,,0.0026195153896529143,0.0,,,1.0,0.03536345776031434,0.007198952879581152,0.4142670157068063,,0.0006544502617801048,0.0013089005235602095,0.09031413612565445,,0.04911591355599214,0.051735428945645055,0.046465968586387435,0.05170157068062827,,0.10274869109947644,0.10870988867059594,0.20484293193717276,1.0,0.005235602094240838,,,0.1807465618860511
08317121,Schuttertal,2461.0,1703,758,0,2121,730,14,2107,1189,274,134.0,56,298,70,,86.0,,,,,,,,,,,,,,12,2109,1012,232,171,96,319,82,5,56,26,9,17,4,0,0,0,80,,,,,,,,0.005689900426742532,,0.008060692271218587,0.0,,0.03793266951161688,0.5643094447081158,,0.026552868658131817,,,0.002370791844476055,,,,0.13004271476032273,,,0.006644518272425249,0.0,,,1.0,0.026578073089700997,0.012328117591275486,0.4798482693219535,,0.0,0.001896633475580844,0.11000474158368895,,0.03322259136212625,0.04081632653061224,0.0388809862494073,0.04551920341394026,,0.08108108108108109,0.06359753203607024,0.1512565196775723,1.0,0.004267425320056899,,,0.14143331751305174
08317122,Schutterwald,5652.0,3696,1956,0,4833,1875,49,4784,1810,690,585.0,281,870,253,,237.0,,,58.0,,,,,,,,,,,17,4816,1691,712,503,241,935,268,16,100,55,12,37,9,6,0,3,228,,,,,,,,0.0035299003322259138,0.012123745819397994,0.007682724252491694,0.0006229235880398671,,0.0473421926910299,0.37834448160535117,,0.020764119601328904,,,0.0033222591362126247,,,,0.14423076923076922,,,0.01024247491638796,0.0012458471760797341,,,1.0,0.058737458193979936,0.011420265780730897,0.35112126245847175,,0.0,0.0018687707641196014,0.1478405315614618,,0.052884615384615384,0.049540133779264216,0.05564784053156146,0.05004152823920266,,0.10444352159468438,0.12228260869565218,0.19414451827242524,1.0,0.0024916943521594683,,,0.1818561872909699
08317126,Seebach,1059.0,689,370,0,931,359,3,928,468,70,62.0,27,210,16,,64.0,,,11.0,,,,,,,,,,,5,926,424,73,62,41,216,28,4,29,3,5,3,1,0,0,0,37,,,,,,,,0.005399568034557235,0.011853448275862068,0.0032397408207343412,0.0,,0.03995680345572354,0.5043103448275862,,0.03131749460043196,,,0.004319654427645789,,,,0.07543103448275862,,,0.003232758620689655,0.0,,,1.0,0.029094827586206896,0.0032397408207343412,0.45788336933045354,,0.0,0.0010799136069114472,0.07883369330453564,,0.017241379310344827,0.06896551724137931,0.03023758099352052,0.04427645788336933,,0.06695464362850972,0.0668103448275862,0.23326133909287258,1.0,0.005399568034557235,,,0.22629310344827586
08317127,Seelbach,3699.0,2399,1300,0,3159,1249,14,3145,1335,679,279.0,82,567,118,,85.0,,,,,,,,,,,,,,13,3146,1173,512,371,155,573,148,7,39,29,8,21,8,3,1,3,95,,,,,,,,0.004132231404958678,,0.006675143038779402,0.0009535918626827717,,0.030197075651621105,0.424483306836248,,0.012396694214876033,,,0.0022250476795931343,,,,0.21589825119236883,,,0.004451510333863275,0.0009535918626827717,,,1.0,0.026073131955484895,0.009218054672600126,0.37285441830896376,,0.0003178639542275906,0.0025429116338207248,0.16274634456452639,,0.03751987281399046,0.02702702702702703,0.04704386522568341,0.04926891290527654,,0.1179275270184361,0.08871224165341812,0.1821360457724094,1.0,0.0025429116338207248,,,0.18028616852146265
08317129,Steinach,3013.0,2086,927,0,2641,899,21,2620,1258,374,247.0,96,453,81,,111.0,,,,,,,,,,,,,,15,2626,1113,282,288,141,491,91,8,62,22,4,16,7,1,1,0,99,,,,,,,,0.0057121096725057125,,0.006092916984006093,0.0,,0.0376999238385377,0.4801526717557252,,0.02361005331302361,,,0.0030464584920030465,,,,0.14274809160305343,,,0.00801526717557252,0.0003808073115003808,,,1.0,0.0366412213740458,0.008377760853008377,0.42383853769992386,,0.0003808073115003808,0.0026656511805026656,0.10738766184310738,,0.030916030534351144,0.042366412213740455,0.034653465346534656,0.05369383092155369,,0.10967250571210967,0.09427480916030534,0.18697638994668697,1.0,0.0015232292460015233,,,0.17290076335877863
08317141,Willstätt,7331.0,5323,2008,0,5893,1853,77,5816,1998,758,532.0,279,1576,311,,287.0,,,75.0,,,,,,,,,,,48,5845,1703,753,479,326,1630,297,17,113,71,24,36,11,11,4,4,366,,,,,,,,0.008212147134302824,0.012895460797799175,0.006159110350727117,0.0006843455945252353,,0.06261762189905902,0.34353507565337,,0.019332763045337896,,,0.0029084687767322497,,,,0.13033012379642367,,,0.013239339752407153,0.001881950384944397,,,1.0,0.04797111416781293,0.012147134302822925,0.2913601368691189,,0.0006843455945252353,0.001881950384944397,0.12882805816937554,,0.05347317744154058,0.04934662998624484,0.050812660393498715,0.05577416595380667,,0.08195038494439692,0.09147180192572214,0.2788708297690334,1.0,0.004106073567151412,,,0.27097661623108665
08317145,Wolfach-_Stadt,4278.0,2912,1366,0,3621,1292,18,3603,1645,586,339.0,124,583,166,,114.0,,,29.0,,,,,,,,17.0,,,26,3595,1366,551,424,174,574,191,12,68,23,10,22,5,4,0,2,169,,,,,,,0.004718290313627533,0.0072322670375521555,0.008048848182070497,0.00611961057023644,0.0005563282336578582,,0.04700973574408901,0.456563974465723,,0.018915159944367176,,,0.003337969401947149,,,,0.16264224257563142,,,0.004995836802664446,0.0011126564673157164,,,1.0,0.034415764640577294,0.006397774687065368,0.3799721835883171,,0.0,0.0013908205841446453,0.1532684283727399,,0.04607271718012767,0.03164029975020816,0.053129346314325455,0.04840055632823366,,0.11794158553546592,0.09408825978351373,0.15966620305980528,1.0,0.0027816411682892906,,,0.1618096031085207
08317146,Zell_am_Harmersbach-_Stadt,6137.0,4286,1851,0,5095,1758,58,5037,1998,617,570.0,234,1116,210,,225.0,,,67.0,,,,,,,,,,,29,5066,1774,613,522,293,1161,208,21,104,51,18,25,10,10,0,3,253,,,,,,,,0.005724437425977102,0.013301568393885249,0.00493485984998026,0.0005921831819976313,,0.04994078168180024,0.3966646813579512,,0.020529016975917885,,,0.0041452822739834186,,,,0.1224935477466746,,,0.011514790549930515,0.0019739439399921043,,,1.0,0.04645622394282311,0.010067114093959731,0.3501776549545993,,0.0,0.0019739439399921043,0.12100276352151598,,0.04169148302561048,0.04466944609886837,0.04105803395183577,0.05783655744176865,,0.10303987366758784,0.11316259678379988,0.2291748914330833,1.0,0.0035530990919857876,,,0.22156045265038712
08317150,Schwanau,5378.0,3693,1685,0,4507,1633,24,4483,1604,895,364.0,144,1090,174,,212.0,,,,,,,,,,,,,,20,4487,1378,682,454,233,1102,198,6,122,53,22,28,6,17,0,11,175,,,,,,,,0.004457321149988857,,0.0062402496099844,0.0024515266324938714,,0.0390015600624025,0.3577961186705331,,0.027189659014932026,,,0.001337196344996657,,,,0.19964309614097703,,,0.005353557885344635,0.003788722977490528,,,1.0,0.03212134731206781,0.01181190104747047,0.30710942723423224,,0.0,0.001337196344996657,0.15199465121462002,,0.0388132946687486,0.04728976132054428,0.04412747938488968,0.05192779139737018,,0.10118119010474705,0.08119562792772697,0.245598395364386,1.0,0.004903053264987743,,,0.24314075395940218
08317151,Neuried,7544.0,5454,2090,0,6278,2028,53,6225,2218,897,731.0,383,1391,262,,264.0,,,79.0,,,,,,,,,,,33,6245,1978,897,643,384,1465,312,21,134,54,31,40,17,13,1,3,252,,,,,,,,0.005284227381905524,0.012690763052208835,0.006405124099279423,0.00048038430744595676,,0.04035228182546037,0.3563052208835341,,0.02145716573258607,,,0.0033626901521216974,,,,0.14409638554216866,,,0.008514056224899598,0.002081665332265813,,,1.0,0.06152610441767068,0.008646917534027222,0.3167333867093675,,0.0001601281024819856,0.002722177742193755,0.14363490792634107,,0.04208835341365462,0.042409638554216866,0.0499599679743795,0.061489191353082465,,0.10296236989591673,0.117429718875502,0.2345876701361089,1.0,0.004963971176941554,,,0.2234538152610442
08317152,Kappel-Grafenhausen,3776.0,2446,1330,0,3200,1285,30,3170,1371,570,229.0,112,612,133,,143.0,,,,,,,,,,,,,,18,3182,1175,447,298,157,635,155,11,77,50,17,15,5,2,1,5,132,,,,,,,,0.0056568196103079825,,0.004714016341923318,0.0015713387806411063,,0.041483343808925204,0.43249211356466877,,0.024198617221873036,,,0.0034569453174104338,,,,0.17981072555205047,,,0.00946372239747634,0.0006285355122564425,,,1.0,0.03533123028391167,0.01571338780641106,0.36926461345066,,0.00031426775612822125,0.0015713387806411063,0.1404776869893149,,0.04195583596214511,0.045110410094637225,0.048711502199874294,0.04934003771213073,,0.09365179132620993,0.0722397476340694,0.1995600251414205,1.0,0.005342551854179761,,,0.19305993690851736
08317153,Rheinau-_Stadt,8574.0,6192,2382,0,6981,2279,83,6898,2423,1104,795.0,310,1554,336,,282.0,,,94.0,,,,,,,,,,,48,6933,2083,1126,709,383,1625,324,25,120,95,39,43,9,2,1,8,341,,,,,,,,0.006923409779316313,0.0136271383009568,0.006202221260637531,0.0011539016298860523,,0.04918505697389298,0.35126123514062046,,0.01730852444829078,,,0.003605942593393913,,,,0.16004639025804582,,,0.012032473180632067,0.0002884754074715131,,,1.0,0.044940562481878804,0.01370258185489687,0.30044713688158087,,0.00014423770373575654,0.0012981393336218088,0.16241165440646185,,0.048709770948100896,0.040881414902870394,0.04673301601038511,0.05524304053079475,,0.10226453194865137,0.11525079733256016,0.23438626857060435,1.0,0.005625270445694505,,,0.22528269063496667
08325001,Aichhalden,3287.0,2311,976,0,2825,939,34,2791,1166,346,189.0,127,692,100,,114.0,,,57.0,,,,,,,,,,,19,2806,1057,308,204,143,687,101,10,50,23,12,23,37,14,0,3,134,,,,,,,,0.0067712045616536,0.02042278753135077,0.00819672131147541,0.0010691375623663579,,0.04775481111903065,0.4177714080974561,,0.01781895937277263,,,0.003563791874554526,,,,0.12396990326048012,,,0.012182013615191688,0.004989308624376337,,,1.0,0.04550340379792189,0.00819672131147541,0.3766928011404134,,0.0,0.013186029935851747,0.1097647897362794,,0.03582945180938732,0.04084557506270154,0.03599429793300071,0.05096222380612972,,0.07270135424091233,0.06771766391974203,0.24483250178189594,1.0,0.0042765502494654314,,,0.24793980652096023
08325009,Bösingen,2625.0,1721,904,0,2322,879,13,2309,1052,178,107.0,150,617,61,,70.0,,,74.0,,,,,,,,,,,15,2307,954,186,121,184,602,54,7,40,21,5,18,13,5,0,3,94,,,,,,,,0.006501950585175552,0.03204850584668688,0.007802340702210663,0.0013003901170351106,,0.04074555700043346,0.4556084885231702,,0.017338534893801473,,,0.003034243606415258,,,,0.07708964919878736,,,0.00563014291901256,0.002167316861725184,,,1.0,0.06496318752706799,0.009102730819245773,0.4135240572171652,,0.0,0.005635023840485479,0.08062418725617686,,0.026418362927674317,0.030316154179298397,0.02340702210663199,0.07975726051148678,,0.05244906805374946,0.04634040710264184,0.2609449501517122,1.0,0.002167316861725184,,,0.267215244694673
08325011,Dietingen,3161.0,2025,1136,0,2710,1074,26,2684,1060,240,132.0,162,855,71,,87.0,,,77.0,,,,,,,,,,,18,2692,938,234,138,174,855,83,14,57,25,7,34,9,1,0,4,119,,,,,,,,0.006686478454680535,0.028688524590163935,0.01263001485884101,0.0014858841010401188,,0.04420505200594354,0.3949329359165425,,0.021173848439821695,,,0.005200594353640416,,,,0.08941877794336811,,,0.009687034277198211,0.0003714710252600297,,,1.0,0.06035767511177347,0.009286775631500743,0.34843982169390786,,0.0,0.0033432392273402673,0.08692421991084695,,0.02645305514157973,0.03241430700447094,0.030832095096582468,0.06463595839524518,,0.0512630014858841,0.04918032786885246,0.3176077265973254,1.0,0.002600297176820208,,,0.3185543964232489
08325012,Dornhan-_Stadt,4777.0,3300,1477,0,4085,1434,55,4030,1610,494,273.0,215,1093,137,,136.0,,,72.0,,,,,,,,,,,24,4061,1402,507,274,253,1042,138,23,73,42,18,33,15,34,0,6,201,,,,,,,,0.005909874415168678,0.017866004962779156,0.008126077320856932,0.0014774686037921695,,0.04949519822703768,0.39950372208436724,,0.01797586801280473,,,0.005663629647869982,,,,0.12258064516129032,,,0.013647642679900745,0.008372322088155627,,,1.0,0.05334987593052109,0.010342280226545186,0.34523516375277025,,0.0,0.0036936715094804235,0.12484609702043832,,0.033995037220843675,0.0337468982630273,0.0339817778872199,0.06229992612656981,,0.0674710662398424,0.06774193548387097,0.2565870475252401,1.0,0.004432405811376508,,,0.27121588089330023
08325014,Dunningen,4851.0,3024,1827,0,4258,1776,29,4229,1801,455,364.0,215,1027,135,,154.0,,,78.0,,,,,,,,,,,17,4241,1629,447,393,261,1030,125,14,53,40,29,32,17,8,0,11,152,,,,,,,,0.00400848856401792,0.018444076613856705,0.00754539023815138,0.0025937278943645365,,0.035840603631219055,0.4258689997635375,,0.012497052581938221,,,0.0033011082291912286,,,,0.10759044691416411,,,0.006857413100023646,0.001886347559537845,,,1.0,0.05083944194845117,0.009431737797689225,0.38410752181089364,,0.0,0.00400848856401792,0.10539966988917708,,0.031922440293213526,0.036415228186332464,0.029474180617778827,0.061542089129922185,,0.09266682386229663,0.08607235753133129,0.24286724829049752,1.0,0.0068380099033246875,,,0.24284700874911327
08325015,Epfendorf,2435.0,1710,725,0,2061,688,14,2047,770,177,129.0,127,566,89,,65.0,,,124.0,,,,,,,,,,,8,2053,720,180,146,131,568,81,8,31,14,4,38,10,7,0,1,114,,,,,,,,0.003896736483195324,0.060576453346360526,0.018509498295177788,0.0004870920603994155,,0.05552849488553337,0.3761602344894968,,0.01509985387238188,,,0.003896736483195324,,,,0.08646800195407914,,,0.006839276990718124,0.0034096444227959084,,,1.0,0.06204201270151441,0.006819288845591817,0.35070628348757915,,0.0,0.004870920603994155,0.08767657087189479,,0.043478260869565216,0.03175378602833415,0.039454456892352656,0.06380905991232343,,0.07111544081831467,0.063019052271617,0.276668290306868,1.0,0.001948368241597662,,,0.2765021983390327
08325024,Hardt,1996.0,1329,667,0,1817,646,16,1801,848,219,135.0,93,365,45,,46.0,,,50.0,,,,,,,,,,,12,1805,766,211,158,110,355,48,9,19,22,4,21,9,0,1,3,69,,,,,,,,0.006648199445983379,0.0277623542476402,0.011634349030470914,0.0016620498614958448,,0.03822714681440443,0.4708495280399778,,0.010526315789473684,,,0.004986149584487534,,,,0.12159911160466408,,,0.008883953359244865,0.0,,,1.0,0.051637978900610775,0.01218836565096953,0.42437673130193904,,0.000554016620498615,0.004986149584487534,0.11689750692520776,,0.02498611882287618,0.025541365907828985,0.026592797783933517,0.060941828254847646,,0.08753462603878116,0.07495835646862854,0.19667590027700832,1.0,0.00221606648199446,,,0.20266518600777345
08325036,Lauterbach,2008.0,1385,623,0,1702,599,23,1679,758,212,136.0,97,354,52,,43.0,,,27.0,,,,,,,,,,,16,1686,692,184,143,107,362,49,8,23,16,5,14,7,2,0,1,73,,,,,,,,0.009489916963226572,0.016081000595592615,0.00830367734282325,0.0005931198102016608,,0.04329774614472123,0.4514592019058964,,0.013641755634638196,,,0.004744958481613286,,,,0.1262656343061346,,,0.0136986301369863,0.0011862396204033216,,,1.0,0.057772483621203095,0.009489916963226572,0.41043890865954924,,0.0,0.004151838671411625,0.10913404507710557,,0.030970815961882073,0.02561048243001787,0.029062870699881376,0.0634638196915777,,0.08481613285883749,0.08100059559261465,0.2147093712930012,1.0,0.0029655990510083037,,,0.21083978558665872
08325045,Oberndorf_am_Neckar-_Stadt,9755.0,7431,2324,0,7728,2233,76,7652,2703,979,478.0,435,2218,387,,286.0,,,166.0,,,,,,,,,,,67,7661,2417,902,493,511,2187,368,24,154,78,28,56,30,10,0,16,387,,,,,,,,0.008745594569899491,0.021693674856246733,0.007309750685289127,0.0020885001957968935,,0.05051559848583736,0.35324098274960797,,0.0201018143845451,,,0.00313275029369534,,,,0.12794040773653947,,,0.009932043910088865,0.0013053126223730584,,,1.0,0.05684788290642969,0.010181438454509854,0.3154940608275682,,0.0,0.003915937867119175,0.11773919853804986,,0.05057501306847883,0.03737584945112389,0.048035504503328545,0.06670147500326327,,0.06435191228299178,0.06246732880292734,0.28547187051298784,1.0,0.0036548753426445635,,,0.2898588604286461
08325049,Rottweil-_Stadt,17580.0,12215,5365,0,14234,5160,133,14101,5109,1707,1653.0,817,3465,642,,334.0,,,374.0,,,,,,,,,,,88,14146,4569,1714,1636,879,3389,744,41,149,123,52,171,32,19,3,20,605,,,,,,,,0.006220839813374806,0.02652294163534501,0.012088222819171497,0.0014138272303124558,,0.042768273716951785,0.3623147294518119,,0.010533012865827796,,,0.0028983458221405346,,,,0.12105524430891426,,,0.009431955180483653,0.001343135868796833,,,1.0,0.05793915325154245,0.008695037466421604,0.32298883076488055,,0.00021207408454686837,0.0022621235684999294,0.12116499363777747,,0.04552868590880079,0.02368626338557549,0.05259437296762336,0.06213770677223243,,0.11565106743955889,0.11722572867172541,0.23957302417644563,1.0,0.003675950798812385,,,0.24572725338628465
08325050,Schenkenzell,1357.0,958,399,0,1188,381,9,1179,568,178,97.0,62,175,29,,43.0,,,27.0,,,,,,,,,,,7,1181,504,171,108,85,172,33,3,24,5,3,18,6,8,0,2,39,,,,,,,,0.0059271803556308214,0.022900763358778626,0.015241320914479255,0.001693480101608806,,0.03302286198137172,0.4817642069550466,,0.02032176121930567,,,0.002540220152413209,,,,0.15097540288379982,,,0.007633587786259542,0.006773920406435224,,,1.0,0.05258693808312129,0.004233700254022015,0.42675698560541914,,0.0,0.005080440304826418,0.14479254868755292,,0.024597116200169637,0.0364715860899067,0.0279424216765453,0.07197290431837426,,0.09144792548687553,0.08227311280746395,0.14563928873835733,1.0,0.002540220152413209,,,0.1484308736217133
