row_key,ags,municipality_name,gebietsart,gebietsnummer,reported_precincts,total_precincts,voters_total,valid_votes_erst,valid_votes_zweit,payload_hash,is_municipality_summary
000010:001-09 (08111000-001-09):001-09:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,001-09 (08111000-001-09),0,1,0,0,0,6f4a89ec651bfc82d5983e3ebef3f1d7562ba50436fa9ff9cfbdcbcf43bb551d,False
000011:001-10 (08111000-001-10):001-10:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,001-10 (08111000-001-10),0,1,0,0,0,0e6b0a0087e2ef6590a60aeb42b306a5929acc43b3c80e802f3f1ea78f9357de,False
000012:001-51 (08111000-001-51):001-51:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,001-51 (08111000-001-51),0,1,0,0,0,9072c8bf0629e6958753d1cf78c5eb4bf6d6de91aa6217b3279133305229f2eb,False
000013:001-52 (08111000-001-52):001-52:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,001-52 (08111000-001-52),0,1,0,0,0,358785fba2ca039124c768f9c3d193cdc45b4072499b8bb0810b4e81e344ae8a,False
000014:001-53 (08111000-001-53):001-53:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,001-53 (08111000-001-53),0,1,0,0,0,a88841708b2c26ff4fb505a06263c15230bae8cb5b74a42593532ef204c0927e,False
000015:001-54 (08111000-001-54):001-54:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,001-54 (08111000-001-54),0,1,0,0,0,ac118316168bf5b9c4816de6a47a55dd1eaf83f083387a2b48a2a1cde2db8f6a,False
000016:001-55 (08111000-001-55):001-55:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,001-55 (08111000-001-55),0,1,0,0,0,e41f1d5967b0f59fbd8e72aa4aa8c7b47e98456accfd88540f544467811c9536,False
000017:001-56 (08111000-001-56):001-56:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,001-56 (08111000-001-56),0,1,0,0,0,a4abc3ecdf8f76af82df8d0e74e215f197c3cef3729f1fe85dd7f1fed696cada,False
000018:001-57 (08111000-001-57):001-57:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,001-57 (08111000-001-57),0,1,0,0,0,d5bd8d18f206cb6a08e18a467e600c47ba882967dd94849578851d2799db9e87,False
000019:001-58 (08111000-001-58):001-58:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,001-58 (08111000-001-58),0,1,0,0,0,ef192f3cb5d5ba34935a37d37764372bd2e6d34124292b4ad597d5f30a206270,False
000020:001-59 (08111000-001-59):001-59:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,001-59 (08111000-001-59),0,1,0,0,0,40f39093a23840365f729c681fccf8816f681412d2269b111905a5bcbbe773d5,False
000021:001-60 (08111000-001-60):001-60:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,001-60 (08111000-001-60),0,1,0,0,0,cda2ba02be3d84e04401b534eb4048e60d2b28396b2c452a6d2b1bd313f75b73,False
000022:001-91 (08111000-001-91):001-91:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,001-91 (08111000-001-91),0,1,0,0,0,b71acedf6462509e68bdc64827ede75dba9be6520ed3f961d6849595a4b1c9da,False
000023:002-01 (08111000-002-01):002-01:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,002-01 (08111000-002-01),0,1,0,0,0,1850b16c38cd8fdd260a30e678b3eb163d5e130d7bb7fd054ec96279892444f9,False
000024:002-02 (08111000-002-02):002-02:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,002-02 (08111000-002-02),0,1,0,0,0,e9fae9d50a3cb57e88ac9cc7b23a320cff6c34c92c07c5a2b41c111c38b0b2c0,False
000025:002-03 (08111000-002-03):002-03:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,002-03 (08111000-002-03),0,1,0,0,0,d547d9f520cb8d47a948f309cf8854dc2724033a0233fff8384b29a6b9a4a0ba,False
000026:002-04 (08111000-002-04):002-04:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,002-04 (08111000-002-04),0,1,0,0,0,edb821511b04328e5f5de6e5fc21c104f12f99159c0993984dfd5c8b03ef8dc9,False
000027:002-05 (08111000-002-05):002-05:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,002-05 (08111000-002-05),0,1,0,0,0,f023cb68fed2549f5adadf30249aa79ec07daf37e2971fdb4ad68372d8238d3a,False
000028:002-06 (08111000-002-06):002-06:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,002-06 (08111000-002-06),0,1,0,0,0,197739f57f90278d9a0c24af32200dd96cc6d4d867a3ab98367339a1c5ceb5e7,False
000029:002-07 (08111000-002-07):002-07:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,002-07 (08111000-002-07),0,1,0,0,0,e82622933b3862c4831e1aa4dd666ea17ff8bbe353af727c5a94015d3297a642,False
000030:002-08 (08111000-002-08):002-08:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,002-08 (08111000-002-08),0,1,0,0,0,a2493afc2a9978ce190fc3a3468e9b7bb3ab3d08e935db224179b9523412c6c8,False
000031:002-09 (08111000-002-09):002-09:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,002-09 (08111000-002-09),0,1,0,0,0,d1a304bab0e79101cd84823ce2c5a51d66a8f74fda97ceebe1f8a8e2d787cb59,False
000032:002-10 (08111000-002-10):002-10:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,002-10 (08111000-002-10),0,1,0,0,0,fb979e7d0340abd252398d4c0af550fa02d0f08df20a350ea4e6b82538922eaf,False
000033:002-11 (08111000-002-11):002-11:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,002-11 (08111000-002-11),0,1,0,0,0,c0b8dce0a6d814a3bdea435a261cb1398b78a2b562435221b790b52dcbd30307,False
000034:002-12 (08111000-002-12):002-12:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,002-12 (08111000-002-12),0,1,0,0,0,4812b8fe48b80568fbd41de594dd5e4637ab895f856520ff6b7ecfb7b5d6ec48,False
000035:002-51 (08111000-002-51):002-51:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,002-51 (08111000-002-51),0,1,0,0,0,32aa412763a9b2c1ecaddeac5f06abcefa2bec24a6fc50f4ad105d37547f7903,False
000036:002-52 (08111000-002-52):002-52:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,002-52 (08111000-002-52),0,1,0,0,0,914416e23cdb6b3b051c46069e34e803e94cb194fb01e485024ee84cb37de13b,False
000037:002-53 (08111000-002-53):002-53:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,002-53 (08111000-002-53),0,1,0,0,0,8e7da790ad83269c49084d2634d102c51ddd58280ce447283db189583353d8a5,False
000038:002-54 (08111000-002-54):002-54:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,002-54 (08111000-002-54),0,1,0,0,0,a756c2e556d17fbb0fc7c55320a58a922222d77fdbd1496cb9e05178812be41b,False
000039:002-55 (08111000-002-55):002-55:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,002-55 (08111000-002-55),0,1,0,0,0,6513b9ef5ec1a216a23267268427b79cdb553af0c5ddb30867ec00b736336525,False
000040:002-56 (08111000-002-56):002-56:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,002-56 (08111000-002-56),0,1,0,0,0,a1371c9c9adaea266bac8b902b1f2243d3fd9bf90f35670ff9b8dbe39e6b5f4d,False
000041:002-57 (08111000-002-57):002-57:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,002-57 (08111000-002-57),0,1,0,0,0,02b39e1d48d1bef3fcd013df6963773b860591e228c13eddaa8f8d7510181e35,False
000042:002-58 (08111000-002-58):002-58:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,002-58 (08111000-002-58),0,1,0,0,0,357f49a69f2c2482ea35984d7ff14b8ee87cb489aa97b1aac71cb0eaf104c5b3,False
000043:002-59 (08111000-002-59):002-59:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,002-59 (08111000-002-59),0,1,0,0,0,d6647184293f226c7139d8b22db64d0e1535a1486126e3093780f38be228c424,False
000044:002-60 (08111000-002-60):002-60:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,002-60 (08111000-002-60),0,1,0,0,0,62b049f99ab790b83b7fbd615f90104197b7e65ac0de83910f52d2d16853bb24,False
000045:002-61 (08111000-002-61):002-61:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,002-61 (08111000-002-61),0,1,0,0,0,23a34cc78cbd41db9347b97336793b30005e1194db2c2d83033358f7db1c44f2,False
000046:002-62 (08111000-002-62):002-62:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,002-62 (08111000-002-62),0,1,0,0,0,496fca1fc68c53172869d27f6f0c88977e7bf91c867559237e3f75c8e05ee4ea,False
000047:002-91 (08111000-002-91):002-91:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,002-91 (08111000-002-91),0,1,0,0,0,663633477a7d5cbdc8724d86435b066cf4e6b9bffa614d5ce7522b54fc94ac9d,False
000048:003-08 (08111000-003-08):003-08:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,003-08 (08111000-003-08),0,1,0,0,0,70e07dbfb498a36e21e8e50b3d30d01d6a3d3fe8e6866f3f6e1c22a6377e1189,False
000049:003-09 (08111000-003-09):003-09:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,003-09 (08111000-003-09),0,1,0,0,0,178a43ab18e19770c7dd244d9968fc9f1959cbb20a3961615536b185e15a7a53,False
000050:003-13 (08111000-003-13):003-13:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,003-13 (08111000-003-13),0,1,0,0,0,d31be46263133929b7f1bfbccaec4cea15e27a275c05a897a823f2a0b312e8a2,False
000051:003-58 (08111000-003-58):003-58:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,003-58 (08111000-003-58),0,1,0,0,0,6b76ed910bb632623fbc3623138cafc215ffbe2f6c15d0bc22be2c799d80a70a,False
000052:003-59 (08111000-003-59):003-59:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,003-59 (08111000-003-59),0,1,0,0,0,fb3a45adc1424b77d521c9bdd42f8b6dbf4a0cd7958dbfa89f7893a3b753f294,False
000053:003-63 (08111000-003-63):003-63:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,003-63 (08111000-003-63),0,1,0,0,0,470fc4ac15c7fc95af91c1103287d44cdefbf0f114e7bf409f0d31c1a1e86dcf,False
000054:003-91 (08111000-003-91):003-91:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,003-91 (08111000-003-91),0,1,0,0,0,736d8d8cc9b99128f11db1b2630d47c9fc8c2895566613229165d444c927d0a5,False
000055:004-01 (08111000-004-01):004-01:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-01 (08111000-004-01),0,1,0,0,0,364422c18f8a089a0fc1dd0131d68e9f9d2c44f4201b35cf20d84b9588e7e36d,False
000056:004-02 (08111000-004-02):004-02:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-02 (08111000-004-02),0,1,0,0,0,fff4e09d5446793d3c397a84948042891b18214e2bb207ab4ada91530744b7da,False
000057:004-03 (08111000-004-03):004-03:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-03 (08111000-004-03),0,1,0,0,0,969b0ad0200119ad6e91f7c94e7adc4c114a3a80804a223b8b2219440a9ec8da,False
000058:004-04 (08111000-004-04):004-04:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-04 (08111000-004-04),0,1,0,0,0,f16eda47a16ce9e868e64c5f2dbcaa9bae6431e87c0e72c52ab493c2ca80b0fc,False
000059:004-05 (08111000-004-05):004-05:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-05 (08111000-004-05),0,1,0,0,0,78c0bd3b8e83b1946a246edef70a9b9e372a37e621ba23b09a1257ce36f3f607,False
000060:004-06 (08111000-004-06):004-06:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-06 (08111000-004-06),0,1,0,0,0,d9d446739989d4ccd6edb0afefce2fda7832fe9fff2f34cd2595b98270842be2,False
000061:004-07 (08111000-004-07):004-07:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-07 (08111000-004-07),0,1,0,0,0,955c5d132a1e6a46a5e53b0bccf78f9ae6ac51cede379ecee3113181d28e3e3d,False
000062:004-08 (08111000-004-08):004-08:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-08 (08111000-004-08),0,1,0,0,0,8ab7406f94f2f3097aeea6b250a996d9a010efe493ac5698fafa05134c9e5d06,False
000063:004-09 (08111000-004-09):004-09:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-09 (08111000-004-09),0,1,0,0,0,d81d2aa53c5f659d379d1d792fdf9e3882eeb2902d5834c5235380f400cb515d,False
000064:004-10 (08111000-004-10):004-10:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-10 (08111000-004-10),0,1,0,0,0,9f9faca065ebaa1fcd3beb4ffdb44a63da03717e9b5972bf0cbec80e5e94b18f,False
000065:004-11 (08111000-004-11):004-11:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-11 (08111000-004-11),0,1,0,0,0,8bd28bf6d08200a5096a3f23b20ca6c44e254595a52f6f639698f87a236934ae,False
000066:004-12 (08111000-004-12):004-12:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-12 (08111000-004-12),0,1,0,0,0,37f395a593a69dcfa5d13cdc11ff09ad63e64d6796b9bfd2ff7212e895d8d532,False
000067:004-13 (08111000-004-13):004-13:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-13 (08111000-004-13),0,1,0,0,0,c6e2410667066ec49f01f6de0b7c4396790e226ad17bf9df0a28a7633db2a931,False
000068:004-14 (08111000-004-14):004-14:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-14 (08111000-004-14),0,1,0,0,0,79d8c43f2cd05648c5468b5ce917660bcb3e1c45eb0950051eeaa6ce8f5c2435,False
000069:004-15 (08111000-004-15):004-15:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-15 (08111000-004-15),0,1,0,0,0,36a1f87ca7448534f1cc2175a62173e93c0cc6344403cbfbdee336f1290279d3,False
000070:004-16 (08111000-004-16):004-16:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-16 (08111000-004-16),0,1,0,0,0,0939645de483b14cfa05c251e4b7261b59f9722c3d844412c8d5d63f83a5e5cb,False
000071:004-17 (08111000-004-17):004-17:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-17 (08111000-004-17),0,1,0,0,0,1923985dc34e82fb16535fc33390b8b834c6f817f201b49fa81eea5386ff01be,False
000072:004-18 (08111000-004-18):004-18:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-18 (08111000-004-18),0,1,0,0,0,6fe89794ada47a447e7bec3f12a6da768c9e4f40c7aed9337e796c24a9cbfc32,False
000073:004-19 (08111000-004-19):004-19:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-19 (08111000-004-19),0,1,0,0,0,7bd2a0c27b9835ab940e817e7b16f2cb065d89a6fc6453f4be6c7345a46aeb20,False
000074:004-20 (08111000-004-20):004-20:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-20 (08111000-004-20),0,1,0,0,0,9b056846f1ee2ebfa0b81b61279c262d4ec4b9c3d84b7f970ab7f9846f7438a6,False
000075:004-51 (08111000-004-51):004-51:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-51 (08111000-004-51),0,1,0,0,0,fa7582d6eb5379e284bbd4fada57e91cec948e970f85b991c673d6e636dc89c0,False
000076:004-52 (08111000-004-52):004-52:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-52 (08111000-004-52),0,1,0,0,0,491b847c901909afc53151524a15bcc6dd6106b4f0756f00c508e3bffdb35d08,False
000077:004-53 (08111000-004-53):004-53:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-53 (08111000-004-53),0,1,0,0,0,365a21151378b0fdcfabde2b609cb4410fff3bf274b4e32d9ae11f1ff7562c47,False
000078:004-54 (08111000-004-54):004-54:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-54 (08111000-004-54),0,1,0,0,0,fdf90f2182e82e4f49f35280fe68e1cf9e6fc3887b75b4807eca5218121d304f,False
000079:004-55 (08111000-004-55):004-55:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-55 (08111000-004-55),0,1,0,0,0,9bbece5a8f334176b7a59ca0b7112fa7bedfd3f6858dc3e5d8fd1e93d0d7ee95,False
000080:004-56 (08111000-004-56):004-56:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-56 (08111000-004-56),0,1,0,0,0,ab6a3c68721f9681ac66c52c343fd95389bb4f2de3bc836d60818e2910b9eaec,False
000081:004-57 (08111000-004-57):004-57:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-57 (08111000-004-57),0,1,0,0,0,2b318a9a0670b181bb1f0e626f7dbaf2c596c0f5bb0426b8f74b33e425140d44,False
000082:004-58 (08111000-004-58):004-58:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-58 (08111000-004-58),0,1,0,0,0,811469a3f43b17e6d9f871dab87f9490d4c0364238a29dd7015ac70fee3017fc,False
000083:004-59 (08111000-004-59):004-59:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-59 (08111000-004-59),0,1,0,0,0,1322da28164b959ea8af21f5bdfb500953ba6192b94ccee7145fb9d052ea9ec0,False
000084:004-60 (08111000-004-60):004-60:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-60 (08111000-004-60),0,1,0,0,0,834bc2b38b1a824c8f780839854f3ac26456e218480cd51fafcc76925dc17f8a,False
000085:004-61 (08111000-004-61):004-61:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-61 (08111000-004-61),0,1,0,0,0,1fad19d45cc75b0fd4bb4de5ca311d321bf162e443bc802ec3a7e36ac18ca9ff,False
000086:004-62 (08111000-004-62):004-62:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-62 (08111000-004-62),0,1,0,0,0,90af3602c5fd1cd6317fc16e174dad710960ade5c1f20b4b00965efe67ffc406,False
000087:004-63 (08111000-004-63):004-63:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-63 (08111000-004-63),0,1,0,0,0,b948f861be61776b2e714cabea5cdc855705d10e530e92ab7447087251f903e9,False
000088:004-64 (08111000-004-64):004-64:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-64 (08111000-004-64),0,1,0,0,0,f902277ab560f69fe045ed379fdccb3909485c9cf5da6846b8588e074c49eee1,False
000089:004-65 (08111000-004-65):004-65:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-65 (08111000-004-65),0,1,0,0,0,3eadd090f1e5b5ef5932b83a2a1da7eef028e92814904eb85d1ad25a38c956ee,False
000090:004-66 (08111000-004-66):004-66:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-66 (08111000-004-66),0,1,0,0,0,6f36b5e53b25b2f359643bcbf1cbde6f9a64f4653ef2f41a9fdc3f793e690fdb,False
000091:004-67 (08111000-004-67):004-67:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-67 (08111000-004-67),0,1,0,0,0,0d4cd2e4276a00e1cba3742177cafb8a46877b8df2c055a69522ee95bb3a2086,False
000092:004-68 (08111000-004-68):004-68:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-68 (08111000-004-68),0,1,0,0,0,3b4343f4ce81d1a3a398ed07a1d3c342f2e4f679b4f0de714226dbf7196460f2,False
000093:004-69 (08111000-004-69):004-69:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-69 (08111000-004-69),0,1,0,0,0,b23613f12f7bb25f5806e38c5a03025b64d872de36cea546d7bc1eb0ba044fda,False
000094:004-70 (08111000-004-70):004-70:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-70 (08111000-004-70),0,1,0,0,0,51244e06f8e72722c9fb18d451193888e73104a7da83e8590e52e488908abedb,False
000095:004-91 (08111000-004-91):004-91:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-91 (08111000-004-91),0,1,0,0,0,7c39bec190fdefce34cc30641a24b491670adb53af6321844ac2ad731430eb23,False
