ags,municipality_name,vote_type,party,votes,percent
08135010,Dischingen,Zweitstimmen,FDP,7,2.8
08135016,"Giengen an der Brenz, Stadt",Erststimmen,FDP,28,3.4
08135016,"Giengen an der Brenz, Stadt",Zweitstimmen,FDP,23,2.8
08135020,"Herbrechtingen, Stadt",Erststimmen,FDP,0,0.0
08135020,"Herbrechtingen, Stadt",Zweitstimmen,FDP,1,1.5
08135026,Nattheim,Erststimmen,FDP,5,3.4
08135026,Nattheim,Zweitstimmen,FDP,5,3.3
08135027,"Niederstotzingen, Stadt",Erststimmen,FDP,9,6.4
08135027,"Niederstotzingen, Stadt",Zweitstimmen,FDP,3,2.1
08135031,Sontheim an der Brenz,Erststimmen,FDP,15,5.6
08135031,Sontheim an der Brenz,Zweitstimmen,FDP,9,3.3
08216013,Forbach,Erststimmen,FDP,2,1.5
08216013,Forbach,Zweitstimmen,FDP,1,0.8
08235006,"Altensteig, Stadt",Erststimmen,FDP,17,6.5
08235006,"Altensteig, Stadt",Zweitstimmen,FDP,13,5.0
08235020,Ebhausen,Erststimmen,FDP,4,3.5
08235020,Ebhausen,Zweitstimmen,FDP,1,0.9
08235050,Neuweiler,Erststimmen,FDP,5,1.9
08235050,Neuweiler,Zweitstimmen,FDP,7,2.6
08236031,Kieselbronn,Erststimmen,FDP,47,16.0
08236031,Kieselbronn,Zweitstimmen,FDP,31,10.5
08236038,"Maulbronn, Stadt",Erststimmen,FDP,36,12.5
08236038,"Maulbronn, Stadt",Zweitstimmen,FDP,14,4.9
08237040,"Horb am Neckar, Stadt",Erststimmen,FDP,6,3.8
08237040,"Horb am Neckar, Stadt",Zweitstimmen,FDP,6,3.8
08237072,Wörnersberg,Erststimmen,FDP,5,5.6
08237072,Wörnersberg,Zweitstimmen,FDP,5,5.6
08237073,Seewald,Erststimmen,FDP,10,13.2
08237073,Seewald,Zweitstimmen,FDP,7,9.2
08316011,"Emmendingen, Stadt",Erststimmen,FDP,3,3.3
08316011,"Emmendingen, Stadt",Zweitstimmen,FDP,2,2.2
08316055,Winden im Elztal,Erststimmen,FDP,13,6.4
08316055,Winden im Elztal,Zweitstimmen,FDP,14,6.9
08325012,"Dornhan, Stadt",Erststimmen,FDP,9,9.7
08325012,"Dornhan, Stadt",Zweitstimmen,FDP,6,6.5
08325015,Epfendorf,Erststimmen,FDP,9,15.5
08325015,Epfendorf,Zweitstimmen,FDP,3,5.2
08325057,"Sulz am Neckar, Stadt",Erststimmen,FDP,17,6.1
08325057,"Sulz am Neckar, Stadt",Zweitstimmen,FDP,14,5.0
08326003,"Bad Dürrheim, Stadt",Erststimmen,FDP,10,6.4
08326003,"Bad Dürrheim, Stadt",Zweitstimmen,FDP,12,7.6
08326005,"Blumberg, Stadt",Erststimmen,FDP,25,13.0
08326005,"Blumberg, Stadt",Zweitstimmen,FDP,24,12.4
08326006,"Bräunlingen, Stadt",Erststimmen,FDP,3,6.8
08326006,"Bräunlingen, Stadt",Zweitstimmen,FDP,5,11.4
08326017,"Furtwangen im Schwarzwald, Stadt",Erststimmen,FDP,2,2.9
08326017,"Furtwangen im Schwarzwald, Stadt",Zweitstimmen,FDP,3,4.3
08326052,"St. Georgen im Schwarzwald, Stadt",Erststimmen,FDP,21,4.6
08326052,"St. Georgen im Schwarzwald, Stadt",Zweitstimmen,FDP,24,5.2
08326060,"Triberg im Schwarzwald, Stadt",Erststimmen,FDP,7,4.8
08326060,"Triberg im Schwarzwald, Stadt",Zweitstimmen,FDP,4,2.7
08326068,"Vöhrenbach, Stadt",Erststimmen,FDP,9,8.8
08326068,"Vöhrenbach, Stadt",Zweitstimmen,FDP,8,7.8
08327050,"Tuttlingen, Stadt",Erststimmen,FDP,22,5.9
08327050,"Tuttlingen, Stadt",Zweitstimmen,FDP,17,4.5
08336069,"Rheinfelden (Baden), Stadt",Erststimmen,FDP,2,1.9
08336069,"Rheinfelden (Baden), Stadt",Zweitstimmen,FDP,3,2.8
08336087,"Todtnau, Stadt",Erststimmen,FDP,27,7.4
08336087,"Todtnau, Stadt",Zweitstimmen,FDP,25,6.8
08336089,Tunau,Erststimmen,FDP,4,4.6
08336089,Tunau,Zweitstimmen,FDP,8,9.2
08336091,"Weil am Rhein, Stadt",Erststimmen,FDP,13,2.8
08336091,"Weil am Rhein, Stadt",Zweitstimmen,FDP,12,2.6
08336103,"Zell im Wiesental, Stadt",Erststimmen,FDP,1,1.2
08336103,"Zell im Wiesental, Stadt",Zweitstimmen,FDP,1,1.2
08336107,Kleines Wiesental,Erststimmen,FDP,17,8.9
08336107,Kleines Wiesental,Zweitstimmen,FDP,12,6.2
08337062,Klettgau,Erststimmen,FDP,10,4.9
08337062,Klettgau,Zweitstimmen,FDP,10,4.9
08337096,"Bad Säckingen, Stadt",Erststimmen,FDP,9,4.0
08337096,"Bad Säckingen, Stadt",Zweitstimmen,FDP,5,2.2
08337116,"Wehr, Stadt",Erststimmen,FDP,7,3.7
08337116,"Wehr, Stadt",Zweitstimmen,FDP,8,4.2
08337125,Küssaberg,Erststimmen,FDP,0,0.0
08337125,Küssaberg,Zweitstimmen,FDP,0,0.0
08416036,"Rottenburg am Neckar, Stadt",Erststimmen,FDP,13,3.3
08416036,"Rottenburg am Neckar, Stadt",Zweitstimmen,FDP,17,4.3
08425020,"Blaubeuren, Stadt",Erststimmen,FDP,1,1.0
08425020,"Blaubeuren, Stadt",Zweitstimmen,FDP,3,3.1
08425033,"Ehingen (Donau), Stadt",Erststimmen,FDP,4,0.8
08425033,"Ehingen (Donau), Stadt",Zweitstimmen,FDP,8,1.7
08425052,Grundsheim,Erststimmen,FDP,1,0.8
08425052,Grundsheim,Zweitstimmen,FDP,2,1.5
08425075,Lonsee,Erststimmen,FDP,4,5.6
08425075,Lonsee,Zweitstimmen,FDP,5,6.8
08425085,Nerenstetten,Erststimmen,FDP,4,2.1
08425085,Nerenstetten,Zweitstimmen,FDP,4,2.1
08425090,Obermarchtal,Erststimmen,FDP,2,1.3
08425090,Obermarchtal,Zweitstimmen,FDP,6,3.8
08426008,Altheim,Erststimmen,FDP,4,4.7
08426008,Altheim,Zweitstimmen,FDP,7,8.3
08426097,"Riedlingen, Stadt",Erststimmen,FDP,2,1.4
08426097,"Riedlingen, Stadt",Zweitstimmen,FDP,2,1.4
08426108,Schwendi,Erststimmen,FDP,6,2.5
08426108,Schwendi,Zweitstimmen,FDP,7,2.9
08426121,Unlingen,Erststimmen,FDP,1,1.4
08426121,Unlingen,Zweitstimmen,FDP,2,2.9
08426124,Uttenweiler,Erststimmen,FDP,2,1.0
08426124,Uttenweiler,Zweitstimmen,FDP,4,1.9
08426128,Warthausen,Erststimmen,FDP,2,1.0
08426128,Warthausen,Zweitstimmen,FDP,2,1.0
08437031,"Gammertingen, Stadt",Erststimmen,FDP,4,2.9
08437031,"Gammertingen, Stadt",Zweitstimmen,FDP,6,4.4
08437078,"Meßkirch, Stadt",Erststimmen,FDP,6,2.9
08437078,"Meßkirch, Stadt",Zweitstimmen,FDP,10,4.9
08437088,"Pfullendorf, Stadt",Erststimmen,FDP,4,4.4
08437088,"Pfullendorf, Stadt",Zweitstimmen,FDP,3,3.4
08437100,"Bad Saulgau, Stadt",Erststimmen,FDP,12,2.0
08437100,"Bad Saulgau, Stadt",Zweitstimmen,FDP,12,2.0
08437114,"Veringenstadt, Stadt",Erststimmen,FDP,4,6.0
08437114,"Veringenstadt, Stadt",Zweitstimmen,FDP,2,3.0
08126011,Bretzfeld,Erststimmen,FREIE WÄHLER,0,0.0
08126011,Bretzfeld,Zweitstimmen,FREIE WÄHLER,0,0.0
08126020,Dörzbach,Erststimmen,FREIE WÄHLER,3,3.1
08126020,Dörzbach,Zweitstimmen,FREIE WÄHLER,2,2.0
08126039,"Ingelfingen, Stadt",Erststimmen,FREIE WÄHLER,14,9.2
08126039,"Ingelfingen, Stadt",Zweitstimmen,FREIE WÄHLER,7,4.6
08126046,"Künzelsau, Stadt",Erststimmen,FREIE WÄHLER,8,3.6
08126046,"Künzelsau, Stadt",Zweitstimmen,FREIE WÄHLER,7,3.2
08126056,Mulfingen,Erststimmen,FREIE WÄHLER,11,3.0
08126056,Mulfingen,Zweitstimmen,FREIE WÄHLER,8,2.2
08126072,Schöntal,Erststimmen,FREIE WÄHLER,6,3.4
08126072,Schöntal,Zweitstimmen,FREIE WÄHLER,1,0.6
08126085,"Waldenburg, Stadt",Erststimmen,FREIE WÄHLER,4,2.3
08126085,"Waldenburg, Stadt",Zweitstimmen,FREIE WÄHLER,2,1.2
08127008,Blaufelden,Erststimmen,FREIE WÄHLER,8,5.2
08127008,Blaufelden,Zweitstimmen,FREIE WÄHLER,5,3.3
08127014,"Crailsheim, Stadt",Erststimmen,FREIE WÄHLER,4,3.9
08127014,"Crailsheim, Stadt",Zweitstimmen,FREIE WÄHLER,2,1.9
08127032,"Gerabronn, Stadt",Erststimmen,FREIE WÄHLER,17,5.5
08127032,"Gerabronn, Stadt",Zweitstimmen,FREIE WÄHLER,14,4.6
08127047,"Langenburg, Stadt",Erststimmen,FREIE WÄHLER,7,5.3
08127047,"Langenburg, Stadt",Zweitstimmen,FREIE WÄHLER,0,0.0
08127059,Michelfeld,Erststimmen,FREIE WÄHLER,5,3.4
08127059,Michelfeld,Zweitstimmen,FREIE WÄHLER,1,0.7
08127062,Oberrot,Erststimmen,FREIE WÄHLER,4,1.8
08127062,Oberrot,Zweitstimmen,FREIE WÄHLER,3,1.4
08127073,Satteldorf,Erststimmen,FREIE WÄHLER,12,2.5
08127073,Satteldorf,Zweitstimmen,FREIE WÄHLER,7,1.4
08127100,Rosengarten,Erststimmen,FREIE WÄHLER,1,0.8
08127100,Rosengarten,Zweitstimmen,FREIE WÄHLER,0,0.0
08128007,"Bad Mergentheim, Stadt",Erststimmen,FREIE WÄHLER,,
08128007,"Bad Mergentheim, Stadt",Zweitstimmen,FREIE WÄHLER,4,2.8
08128014,"Boxberg, Stadt",Erststimmen,FREIE WÄHLER,,
08128014,"Boxberg, Stadt",Zweitstimmen,FREIE WÄHLER,3,4.5
08128020,"Creglingen, Stadt",Erststimmen,FREIE WÄHLER,,
08128020,"Creglingen, Stadt",Zweitstimmen,FREIE WÄHLER,14,3.8
08128039,"Freudenberg, Stadt",Erststimmen,FREIE WÄHLER,,
08128039,"Freudenberg, Stadt",Zweitstimmen,FREIE WÄHLER,4,1.4
08128047,"Grünsfeld, Stadt",Erststimmen,FREIE WÄHLER,,
08128047,"Grünsfeld, Stadt",Zweitstimmen,FREIE WÄHLER,5,2.4
08128058,Igersheim,Erststimmen,FREIE WÄHLER,,
08128058,Igersheim,Zweitstimmen,FREIE WÄHLER,9,2.7
08128061,Königheim,Erststimmen,FREIE WÄHLER,,
08128061,Königheim,Zweitstimmen,FREIE WÄHLER,9,1.4
08128064,"Külsheim, Stadt",Erststimmen,FREIE WÄHLER,,
08128064,"Külsheim, Stadt",Zweitstimmen,FREIE WÄHLER,3,5.7
08128082,"Niederstetten, Stadt",Erststimmen,FREIE WÄHLER,,
08128082,"Niederstetten, Stadt",Zweitstimmen,FREIE WÄHLER,7,6.5
08128126,"Weikersheim, Stadt",Erststimmen,FREIE WÄHLER,,
08128126,"Weikersheim, Stadt",Zweitstimmen,FREIE WÄHLER,2,3.2
08128128,Werbach,Erststimmen,FREIE WÄHLER,,
08128128,Werbach,Zweitstimmen,FREIE WÄHLER,5,2.6
08128131,"Wertheim, Stadt",Erststimmen,FREIE WÄHLER,,
08128131,"Wertheim, Stadt",Zweitstimmen,FREIE WÄHLER,5,2.6
08128139,"Lauda-Königshofen, Stadt",Erststimmen,FREIE WÄHLER,,
08128139,"Lauda-Königshofen, Stadt",Zweitstimmen,FREIE WÄHLER,5,1.8
08135010,Dischingen,Erststimmen,FREIE WÄHLER,,
08135010,Dischingen,Zweitstimmen,FREIE WÄHLER,6,2.4
08135016,"Giengen an der Brenz, Stadt",Erststimmen,FREIE WÄHLER,,
08135016,"Giengen an der Brenz, Stadt",Zweitstimmen,FREIE WÄHLER,23,2.8
08135020,"Herbrechtingen, Stadt",Erststimmen,FREIE WÄHLER,,
08135020,"Herbrechtingen, Stadt",Zweitstimmen,FREIE WÄHLER,2,3.0
08135026,Nattheim,Erststimmen,FREIE WÄHLER,,
08135026,Nattheim,Zweitstimmen,FREIE WÄHLER,6,4.0
08135027,"Niederstotzingen, Stadt",Erststimmen,FREIE WÄHLER,,
08135027,"Niederstotzingen, Stadt",Zweitstimmen,FREIE WÄHLER,2,1.4
08135031,Sontheim an der Brenz,Erststimmen,FREIE WÄHLER,,
08135031,Sontheim an der Brenz,Zweitstimmen,FREIE WÄHLER,6,2.2
08216013,Forbach,Erststimmen,FREIE WÄHLER,,
08216013,Forbach,Zweitstimmen,FREIE WÄHLER,4,3.1
08235006,"Altensteig, Stadt",Erststimmen,FREIE WÄHLER,,
08235006,"Altensteig, Stadt",Zweitstimmen,FREIE WÄHLER,6,2.3
08235020,Ebhausen,Erststimmen,FREIE WÄHLER,,
08235020,Ebhausen,Zweitstimmen,FREIE WÄHLER,0,0.0
08235050,Neuweiler,Erststimmen,FREIE WÄHLER,,
08235050,Neuweiler,Zweitstimmen,FREIE WÄHLER,5,1.8
08236031,Kieselbronn,Erststimmen,FREIE WÄHLER,,
08236031,Kieselbronn,Zweitstimmen,FREIE WÄHLER,5,1.7
08236038,"Maulbronn, Stadt",Erststimmen,FREIE WÄHLER,,
08236038,"Maulbronn, Stadt",Zweitstimmen,FREIE WÄHLER,2,0.7
08237040,"Horb am Neckar, Stadt",Erststimmen,FREIE WÄHLER,,
08237040,"Horb am Neckar, Stadt",Zweitstimmen,FREIE WÄHLER,0,0.0
08237072,Wörnersberg,Erststimmen,FREIE WÄHLER,,
08237072,Wörnersberg,Zweitstimmen,FREIE WÄHLER,1,1.1
08237073,Seewald,Erststimmen,FREIE WÄHLER,,
08237073,Seewald,Zweitstimmen,FREIE WÄHLER,2,2.6
08316011,"Emmendingen, Stadt",Erststimmen,FREIE WÄHLER,3,3.3
08316011,"Emmendingen, Stadt",Zweitstimmen,FREIE WÄHLER,3,3.3
08316055,Winden im Elztal,Erststimmen,FREIE WÄHLER,8,3.9
08316055,Winden im Elztal,Zweitstimmen,FREIE WÄHLER,4,2.0
08325012,"Dornhan, Stadt",Erststimmen,FREIE WÄHLER,,
08325012,"Dornhan, Stadt",Zweitstimmen,FREIE WÄHLER,1,1.1
08325015,Epfendorf,Erststimmen,FREIE WÄHLER,,
08325015,Epfendorf,Zweitstimmen,FREIE WÄHLER,6,10.3
08325057,"Sulz am Neckar, Stadt",Erststimmen,FREIE WÄHLER,,
08325057,"Sulz am Neckar, Stadt",Zweitstimmen,FREIE WÄHLER,9,3.2
08326003,"Bad Dürrheim, Stadt",Erststimmen,FREIE WÄHLER,,
08326003,"Bad Dürrheim, Stadt",Zweitstimmen,FREIE WÄHLER,1,0.6
08326005,"Blumberg, Stadt",Erststimmen,FREIE WÄHLER,,
08326005,"Blumberg, Stadt",Zweitstimmen,FREIE WÄHLER,1,0.5
08326006,"Bräunlingen, Stadt",Erststimmen,FREIE WÄHLER,,
08326006,"Bräunlingen, Stadt",Zweitstimmen,FREIE WÄHLER,0,0.0
08326017,"Furtwangen im Schwarzwald, Stadt",Erststimmen,FREIE WÄHLER,,
08326017,"Furtwangen im Schwarzwald, Stadt",Zweitstimmen,FREIE WÄHLER,2,2.9
08326052,"St. Georgen im Schwarzwald, Stadt",Erststimmen,FREIE WÄHLER,,
08326052,"St. Georgen im Schwarzwald, Stadt",Zweitstimmen,FREIE WÄHLER,9,2.0
08326060,"Triberg im Schwarzwald, Stadt",Erststimmen,FREIE WÄHLER,,
08326060,"Triberg im Schwarzwald, Stadt",Zweitstimmen,FREIE WÄHLER,3,2.1
08326068,"Vöhrenbach, Stadt",Erststimmen,FREIE WÄHLER,,
08326068,"Vöhrenbach, Stadt",Zweitstimmen,FREIE WÄHLER,3,2.9
08327050,"Tuttlingen, Stadt",Erststimmen,FREIE WÄHLER,,
08327050,"Tuttlingen, Stadt",Zweitstimmen,FREIE WÄHLER,3,0.8
08336069,"Rheinfelden (Baden), Stadt",Erststimmen,FREIE WÄHLER,4,3.8
08336069,"Rheinfelden (Baden), Stadt",Zweitstimmen,FREIE WÄHLER,3,2.8
08336087,"Todtnau, Stadt",Erststimmen,FREIE WÄHLER,10,2.7
08336087,"Todtnau, Stadt",Zweitstimmen,FREIE WÄHLER,7,1.9
08336089,Tunau,Erststimmen,FREIE WÄHLER,1,1.1
08336089,Tunau,Zweitstimmen,FREIE WÄHLER,3,3.4
08336091,"Weil am Rhein, Stadt",Erststimmen,FREIE WÄHLER,19,4.1
08336091,"Weil am Rhein, Stadt",Zweitstimmen,FREIE WÄHLER,14,3.0
08336103,"Zell im Wiesental, Stadt",Erststimmen,FREIE WÄHLER,0,0.0
08336103,"Zell im Wiesental, Stadt",Zweitstimmen,FREIE WÄHLER,0,0.0
08336107,Kleines Wiesental,Erststimmen,FREIE WÄHLER,4,2.1
08336107,Kleines Wiesental,Zweitstimmen,FREIE WÄHLER,2,1.0
08337062,Klettgau,Erststimmen,FREIE WÄHLER,19,9.3
08337062,Klettgau,Zweitstimmen,FREIE WÄHLER,4,2.0
08337096,"Bad Säckingen, Stadt",Erststimmen,FREIE WÄHLER,15,6.6
08337096,"Bad Säckingen, Stadt",Zweitstimmen,FREIE WÄHLER,13,5.7
08337116,"Wehr, Stadt",Erststimmen,FREIE WÄHLER,9,4.8
08337116,"Wehr, Stadt",Zweitstimmen,FREIE WÄHLER,6,3.2
08337125,Küssaberg,Erststimmen,FREIE WÄHLER,2,3.6
08337125,Küssaberg,Zweitstimmen,FREIE WÄHLER,0,0.0
08416036,"Rottenburg am Neckar, Stadt",Erststimmen,FREIE WÄHLER,,
08416036,"Rottenburg am Neckar, Stadt",Zweitstimmen,FREIE WÄHLER,3,0.8
08425020,"Blaubeuren, Stadt",Erststimmen,FREIE WÄHLER,1,1.0
08425020,"Blaubeuren, Stadt",Zweitstimmen,FREIE WÄHLER,1,1.0
08425033,"Ehingen (Donau), Stadt",Erststimmen,FREIE WÄHLER,4,0.8
08425033,"Ehingen (Donau), Stadt",Zweitstimmen,FREIE WÄHLER,2,0.4
08425052,Grundsheim,Erststimmen,FREIE WÄHLER,3,2.3
08425052,Grundsheim,Zweitstimmen,FREIE WÄHLER,0,0.0
08425075,Lonsee,Erststimmen,FREIE WÄHLER,1,1.4
08425075,Lonsee,Zweitstimmen,FREIE WÄHLER,2,2.7
08425085,Nerenstetten,Erststimmen,FREIE WÄHLER,8,4.2
08425085,Nerenstetten,Zweitstimmen,FREIE WÄHLER,6,3.1
08425090,Obermarchtal,Erststimmen,FREIE WÄHLER,4,2.5
08425090,Obermarchtal,Zweitstimmen,FREIE WÄHLER,2,1.3
08426008,Altheim,Erststimmen,FREIE WÄHLER,0,0.0
08426008,Altheim,Zweitstimmen,FREIE WÄHLER,1,1.2
08426097,"Riedlingen, Stadt",Erststimmen,FREIE WÄHLER,0,0.0
08426097,"Riedlingen, Stadt",Zweitstimmen,FREIE WÄHLER,1,0.7
08426108,Schwendi,Erststimmen,FREIE WÄHLER,5,2.1
08426108,Schwendi,Zweitstimmen,FREIE WÄHLER,2,0.8
08426121,Unlingen,Erststimmen,FREIE WÄHLER,3,4.3
08426121,Unlingen,Zweitstimmen,FREIE WÄHLER,2,2.9
08426124,Uttenweiler,Erststimmen,FREIE WÄHLER,5,2.4
08426124,Uttenweiler,Zweitstimmen,FREIE WÄHLER,1,0.5
08426128,Warthausen,Erststimmen,FREIE WÄHLER,5,2.6
08426128,Warthausen,Zweitstimmen,FREIE WÄHLER,5,2.6
08437031,"Gammertingen, Stadt",Erststimmen,FREIE WÄHLER,,
08437031,"Gammertingen, Stadt",Zweitstimmen,FREIE WÄHLER,0,0.0
08437078,"Meßkirch, Stadt",Erststimmen,FREIE WÄHLER,,
08437078,"Meßkirch, Stadt",Zweitstimmen,FREIE WÄHLER,2,1.0
08437088,"Pfullendorf, Stadt",Erststimmen,FREIE WÄHLER,,
08437088,"Pfullendorf, Stadt",Zweitstimmen,FREIE WÄHLER,0,0.0
08437100,"Bad Saulgau, Stadt",Erststimmen,FREIE WÄHLER,,
08437100,"Bad Saulgau, Stadt",Zweitstimmen,FREIE WÄHLER,16,2.6
08437114,"Veringenstadt, Stadt",Erststimmen,FREIE WÄHLER,,
08437114,"Veringenstadt, Stadt",Zweitstimmen,FREIE WÄHLER,1,1.5
08126011,Bretzfeld,Erststimmen,GRÜNE,20,20.0
08126011,Bretzfeld,Zweitstimmen,GRÜNE,29,28.7
08126020,Dörzbach,Erststimmen,GRÜNE,10,10.3
08126020,Dörzbach,Zweitstimmen,GRÜNE,11,11.2
08126039,"Ingelfingen, Stadt",Erststimmen,GRÜNE,31,20.3
08126039,"Ingelfingen, Stadt",Zweitstimmen,GRÜNE,29,19.0
08126046,"Künzelsau, Stadt",Erststimmen,GRÜNE,30,13.5
08126046,"Künzelsau, Stadt",Zweitstimmen,GRÜNE,40,18.0
08126056,Mulfingen,Erststimmen,GRÜNE,58,15.7
08126056,Mulfingen,Zweitstimmen,GRÜNE,73,20.0
08126072,Schöntal,Erststimmen,GRÜNE,31,17.4
08126072,Schöntal,Zweitstimmen,GRÜNE,45,25.1
08126085,"Waldenburg, Stadt",Erststimmen,GRÜNE,42,24.1
08126085,"Waldenburg, Stadt",Zweitstimmen,GRÜNE,55,31.8
08127008,Blaufelden,Erststimmen,GRÜNE,13,8.5
08127008,Blaufelden,Zweitstimmen,GRÜNE,14,9.2
08127014,"Crailsheim, Stadt",Erststimmen,GRÜNE,20,19.4
08127014,"Crailsheim, Stadt",Zweitstimmen,GRÜNE,21,20.4
08127032,"Gerabronn, Stadt",Erststimmen,GRÜNE,46,14.9
08127032,"Gerabronn, Stadt",Zweitstimmen,GRÜNE,62,20.2
08127047,"Langenburg, Stadt",Erststimmen,GRÜNE,39,29.8
08127047,"Langenburg, Stadt",Zweitstimmen,GRÜNE,42,32.1
08127059,Michelfeld,Erststimmen,GRÜNE,16,11.0
08127059,Michelfeld,Zweitstimmen,GRÜNE,28,19.3
08127062,Oberrot,Erststimmen,GRÜNE,35,16.0
08127062,Oberrot,Zweitstimmen,GRÜNE,57,26.3
08127073,Satteldorf,Erststimmen,GRÜNE,94,19.2
08127073,Satteldorf,Zweitstimmen,GRÜNE,107,21.7
08127100,Rosengarten,Erststimmen,GRÜNE,28,23.5
08127100,Rosengarten,Zweitstimmen,GRÜNE,35,29.2
08128007,"Bad Mergentheim, Stadt",Erststimmen,GRÜNE,23,15.9
08128007,"Bad Mergentheim, Stadt",Zweitstimmen,GRÜNE,15,10.3
08128014,"Boxberg, Stadt",Erststimmen,GRÜNE,2,3.1
08128014,"Boxberg, Stadt",Zweitstimmen,GRÜNE,6,9.1
08128020,"Creglingen, Stadt",Erststimmen,GRÜNE,54,14.8
08128020,"Creglingen, Stadt",Zweitstimmen,GRÜNE,57,15.5
08128039,"Freudenberg, Stadt",Erststimmen,GRÜNE,47,16.4
08128039,"Freudenberg, Stadt",Zweitstimmen,GRÜNE,61,21.4
08128047,"Grünsfeld, Stadt",Erststimmen,GRÜNE,52,24.5
08128047,"Grünsfeld, Stadt",Zweitstimmen,GRÜNE,66,31.1
08128058,Igersheim,Erststimmen,GRÜNE,68,20.5
08128058,Igersheim,Zweitstimmen,GRÜNE,71,21.3
08128061,Königheim,Erststimmen,GRÜNE,111,16.7
08128061,Königheim,Zweitstimmen,GRÜNE,152,22.9
08128064,"Külsheim, Stadt",Erststimmen,GRÜNE,3,5.5
08128064,"Külsheim, Stadt",Zweitstimmen,GRÜNE,4,7.5
08128082,"Niederstetten, Stadt",Erststimmen,GRÜNE,33,29.7
08128082,"Niederstetten, Stadt",Zweitstimmen,GRÜNE,30,27.8
08128126,"Weikersheim, Stadt",Erststimmen,GRÜNE,22,35.5
08128126,"Weikersheim, Stadt",Zweitstimmen,GRÜNE,16,25.8
08128128,Werbach,Erststimmen,GRÜNE,23,12.3
08128128,Werbach,Zweitstimmen,GRÜNE,36,19.0
08128131,"Wertheim, Stadt",Erststimmen,GRÜNE,31,16.4
08128131,"Wertheim, Stadt",Zweitstimmen,GRÜNE,32,16.9
08128139,"Lauda-Königshofen, Stadt",Erststimmen,GRÜNE,60,21.7
08128139,"Lauda-Königshofen, Stadt",Zweitstimmen,GRÜNE,57,20.6
08135010,Dischingen,Erststimmen,GRÜNE,35,14.2
08135010,Dischingen,Zweitstimmen,GRÜNE,50,20.1
08135016,"Giengen an der Brenz, Stadt",Erststimmen,GRÜNE,151,18.4
08135016,"Giengen an der Brenz, Stadt",Zweitstimmen,GRÜNE,189,22.9
08135020,"Herbrechtingen, Stadt",Erststimmen,GRÜNE,6,9.1
08135020,"Herbrechtingen, Stadt",Zweitstimmen,GRÜNE,7,10.6
08135026,Nattheim,Erststimmen,GRÜNE,22,14.8
08135026,Nattheim,Zweitstimmen,GRÜNE,29,19.2
08135027,"Niederstotzingen, Stadt",Erststimmen,GRÜNE,29,20.6
08135027,"Niederstotzingen, Stadt",Zweitstimmen,GRÜNE,34,23.9
08135031,Sontheim an der Brenz,Erststimmen,GRÜNE,50,18.5
08135031,Sontheim an der Brenz,Zweitstimmen,GRÜNE,61,22.6
08216013,Forbach,Erststimmen,GRÜNE,26,19.8
08216013,Forbach,Zweitstimmen,GRÜNE,26,19.8
08235006,"Altensteig, Stadt",Erststimmen,GRÜNE,23,8.8
08235006,"Altensteig, Stadt",Zweitstimmen,GRÜNE,33,12.7
08235020,Ebhausen,Erststimmen,GRÜNE,14,12.3
08235020,Ebhausen,Zweitstimmen,GRÜNE,18,15.8
08235050,Neuweiler,Erststimmen,GRÜNE,21,7.8
08235050,Neuweiler,Zweitstimmen,GRÜNE,38,14.0
08236031,Kieselbronn,Erststimmen,GRÜNE,63,21.4
08236031,Kieselbronn,Zweitstimmen,GRÜNE,98,33.2
08236038,"Maulbronn, Stadt",Erststimmen,GRÜNE,82,28.6
08236038,"Maulbronn, Stadt",Zweitstimmen,GRÜNE,100,34.7
08237040,"Horb am Neckar, Stadt",Erststimmen,GRÜNE,21,13.3
08237040,"Horb am Neckar, Stadt",Zweitstimmen,GRÜNE,24,15.2
08237072,Wörnersberg,Erststimmen,GRÜNE,4,4.4
08237072,Wörnersberg,Zweitstimmen,GRÜNE,7,7.8
08237073,Seewald,Erststimmen,GRÜNE,6,7.9
08237073,Seewald,Zweitstimmen,GRÜNE,11,14.5
08316011,"Emmendingen, Stadt",Erststimmen,GRÜNE,25,27.2
08316011,"Emmendingen, Stadt",Zweitstimmen,GRÜNE,27,29.3
08316055,Winden im Elztal,Erststimmen,GRÜNE,34,16.7
08316055,Winden im Elztal,Zweitstimmen,GRÜNE,56,27.6
08325012,"Dornhan, Stadt",Erststimmen,GRÜNE,8,8.6
08325012,"Dornhan, Stadt",Zweitstimmen,GRÜNE,15,16.1
08325015,Epfendorf,Erststimmen,GRÜNE,6,10.3
08325015,Epfendorf,Zweitstimmen,GRÜNE,8,13.8
08325057,"Sulz am Neckar, Stadt",Erststimmen,GRÜNE,37,13.3
08325057,"Sulz am Neckar, Stadt",Zweitstimmen,GRÜNE,50,18.0
08326003,"Bad Dürrheim, Stadt",Erststimmen,GRÜNE,23,14.7
08326003,"Bad Dürrheim, Stadt",Zweitstimmen,GRÜNE,18,11.4
08326005,"Blumberg, Stadt",Erststimmen,GRÜNE,19,9.8
08326005,"Blumberg, Stadt",Zweitstimmen,GRÜNE,28,14.5
08326006,"Bräunlingen, Stadt",Erststimmen,GRÜNE,3,6.8
08326006,"Bräunlingen, Stadt",Zweitstimmen,GRÜNE,4,9.1
08326017,"Furtwangen im Schwarzwald, Stadt",Erststimmen,GRÜNE,31,44.3
