ags,name,kreis,valid_second_votes,eligible_voters,voters,F1_votes,F1_share,F10_votes,F10_share,F11_votes,F11_share,F12_votes,F12_share,F15_votes,F15_share,F19_votes,F19_share,F2_votes,F2_share,F20_votes,F20_share,F3_votes,F3_share,F4_votes,F4_share,F5_votes,F5_share,F6_votes,F6_share,F7_votes,F7_share,F8_votes,F8_share,F9_votes,F9_share,population_2025,male_2025,female_2025,age65_share,age18_29_share,male_share,log_population,ars_2026q2,register_name,area_km2,population_2024,longitude,latitude,urban_class,urban_class_name,is_city,density_2025,log_density,population_change_2024_25,turnout,census_ars,census_population,foreign_citizenship_share,single_household_share,owner_occupancy_share,vacancy_share,rent_eur_m2,abitur_share,no_vocational_qualification_share,ilo_unemployment_share,manufacturing_share
15081240,"Kalbe (Milde), Stadt",15081,4562,5865,4600,828,18.149934239368697,14,0.30688294607628236,21,0.4603244191144235,18,0.394563787812363,274,6.006137658921526,5,0.10960105217010083,2000,43.84042086804033,18,0.394563787812363,439,9.622972380534852,416,9.118807540552389,121,2.65234546251644,320,7.014467338886453,36,0.789127575624726,9,0.1972818939061815,43,0.9425690486628672,6922,3518,3404,29.42791100837908,8.003467206009823,50.82346142733314,8.84246002419529,150810240240,"Kalbe (Milde), Stadt",273.63,6976.0,11.389156,52.656091,03,gering besiedelt,True,25.29693381573658,3.230683195335113,-0.7740825688073438,78.43137254901961,150810240240,7209.0,1.8865307254820363,37.24219210371243,67.22,10.72,4.23,,,,
15081280,"Klötze, Stadt",15081,6288,7954,6354,1201,19.099872773536894,38,0.6043256997455471,35,0.556615776081425,36,0.5725190839694656,324,5.152671755725191,14,0.22264631043256997,2520,40.0763358778626,15,0.2385496183206107,598,9.510178117048346,746,11.863867684478372,178,2.830788804071247,460,7.315521628498728,69,1.0973282442748091,9,0.1431297709923664,45,0.7156488549618321,9609,4767,4842,28.77510667082943,8.4920387137059,49.60974086793631,9.170455438277267,150810280280,"Klötze, Stadt",279.54,9699.0,11.161472,52.626213,03,gering besiedelt,True,34.37432925520498,3.5373100432205073,-0.9279307145066529,79.88433492582348,150810280280,9790.0,1.9816138917262514,38.317953020134226,62.07,8.01,4.82,,,,
15081290,Kuhfelde,15081,700,857,708,129,18.428571428571427,3,0.42857142857142855,5,0.7142857142857143,6,0.8571428571428571,39,5.571428571428571,2,0.2857142857142857,332,47.42857142857143,1,0.14285714285714285,51,7.285714285714286,46,6.571428571428571,17,2.4285714285714284,57,8.142857142857142,11,1.5714285714285714,0,0.0,1,0.14285714285714285,1002,496,506,27.14570858283433,8.183632734530939,49.50099800399202,6.90975328164481,150815051290,Kuhfelde,45.82,1023.0,11.114595,52.785222,03,gering besiedelt,False,21.868179834133567,3.0850326046194607,-2.052785923753664,82.61376896149358,150815051290,1046.0,2.7724665391969405,28.634361233480178,74.89,7.77,4.14,,,,
15081440,Rohrberg,15081,679,820,686,118,17.378497790868924,3,0.4418262150220913,2,0.29455081001472755,4,0.5891016200294551,36,5.3019145802650955,0,0.0,340,50.07363770250368,0,0.0,44,6.480117820324006,49,7.216494845360825,8,1.1782032400589102,59,8.689248895434462,5,0.7363770250368189,1,0.14727540500736377,10,1.4727540500736378,958,460,498,26.826722338204593,7.828810020876826,48.01670146137787,6.86484777797086,150815051440,Rohrberg,38.36,964.0,11.039679,52.70737,03,gering besiedelt,False,24.973931178310742,3.2178325279556232,-0.6224066390041472,83.65853658536585,150815051440,1012.0,1.1857707509881423,31.385281385281385,80.26,9.9,3.89,,,,
15081455,"Salzwedel, Hansestadt",15081,13506,17928,13649,2232,16.525988449577966,58,0.429438767954983,52,0.3850140678217089,51,0.37760995113282986,765,5.664149266992448,17,0.1258699837109433,5393,39.93040130312454,32,0.23693173404412854,1639,12.135347253072709,1482,10.972900932918703,346,2.5618243743521396,1109,8.21116540796683,141,1.0439804531319414,71,0.5256922849104102,118,0.873685769287724,22924,11300,11624,29.048159134531495,10.739835979759205,49.29331704763567,10.039939675671627,150810455455,"Salzwedel, Hansestadt",306.15,22964.0,11.153862,52.852801,02,mittlere Besiedlungsdichte,True,74.87832761718113,4.315864497747665,-0.17418568193694473,76.13230700580098,150810455455,22915.0,6.986689941086625,44.858065612782596,41.49,9.76,4.92,20.74882995319813,18.096723868954758,7.9335793357933575,19.238476953907817
15081545,Wallstawe,15081,565,685,573,93,16.460176991150444,1,0.17699115044247787,0,0.0,1,0.17699115044247787,23,4.070796460176991,2,0.35398230088495575,262,46.3716814159292,5,0.8849557522123894,38,6.725663716814159,46,8.141592920353983,20,3.5398230088495577,62,10.973451327433628,10,1.7699115044247788,0,0.0,2,0.35398230088495575,812,405,407,25.738916256157637,7.266009852216749,49.87684729064039,6.699500340161678,150815051545,Wallstawe,44.42,815.0,11.019325,52.796637,03,gering besiedelt,False,18.280054029716343,2.9058105216953964,-0.36809815950920033,83.64963503649635,150815051545,841.0,2.7348394768133173,25.348189415041784,82.37,12.47,3.94,,,,
15082005,"Aken (Elbe), Stadt",15082,4635,5982,4692,836,18.036677454153182,25,0.5393743257820928,7,0.15102481121898598,29,0.6256742179072277,262,5.652642934196332,3,0.06472491909385113,2181,47.055016181229774,10,0.21574973031283712,372,8.025889967637541,357,7.702265372168285,195,4.207119741100324,247,5.329018338727076,54,1.1650485436893203,5,0.10787486515641856,52,1.121898597626753,7050,3441,3609,33.09219858156028,7.418439716312057,48.808510638297875,8.860782895806315,150820005005,"Aken (Elbe), Stadt",59.99,7153.0,12.043952,51.852549,02,mittlere Besiedlungsdichte,True,117.51958659776629,4.766605014141312,-1.439955263525794,78.43530591775325,150820005005,7339.0,2.302766044420221,40.49934296977661,61.18,10.57,4.53,,,,
15082015,"Bitterfeld-Wolfen, Stadt",15082,21421,29422,21641,3589,16.75458662060595,98,0.4574949815601512,58,0.2707623360253956,119,0.5555296204658979,1031,4.813033938658326,27,0.12604453573596003,10517,49.09668082722562,76,0.35479202651603564,1780,8.309602726296625,1721,8.03417207413286,454,2.119415526819476,1310,6.115494141263246,346,1.615237383875636,12,0.056019793660426684,283,1.3211334671583959,36186,17571,18615,31.666943016636267,10.056375393798707,48.557453158680154,10.496427582679042,150820015015,"Bitterfeld-Wolfen, Stadt",87.23,36592.0,12.325417,51.625079,02,mittlere Besiedlungsdichte,True,414.83434598188694,6.027879274233914,-1.1095321381722756,73.55380327645979,150820015015,36552.0,6.656270518713066,49.31832829309405,31.35,13.95,5.5,19.76634038522261,20.20839911588254,8.1002331002331,24.223208623969562
15082180,"Köthen (Anhalt), Stadt",15082,14180,19393,14336,2564,18.081805359661494,82,0.5782792665726375,29,0.20451339915373765,99,0.6981664315937941,733,5.169252468265162,17,0.11988716502115655,6504,45.867418899858954,52,0.36671368124118475,1382,9.746121297602256,1105,7.792665726375176,433,3.0535966149506346,868,6.1212976022567,141,0.9943582510578279,15,0.10578279266572638,156,1.1001410437235544,23831,11720,12111,30.103646510847216,13.20129243422433,49.17963996475179,10.078742533123364,150820180180,"Köthen (Anhalt), Stadt",77.85,24110.0,11.973406,51.751224,02,mittlere Besiedlungsdichte,True,306.11432241490047,5.723958634843357,-1.1571961841559508,73.92358067343886,150820180180,24166.0,7.9450467599106185,51.14895515728415,30.15,10.09,5.1,26.067961165048544,22.815533980582526,9.470752089136491,14.461538461538462
15082241,Muldestausee,15082,7909,9678,7990,1446,18.282968769755975,41,0.518396763181186,20,0.252876469844481,52,0.6574788215956505,402,5.082817043874067,18,0.22758882286003287,3877,49.02010367935264,20,0.252876469844481,537,6.789733215324314,506,6.397774687065368,247,3.12302440257934,519,6.5621443924642815,103,1.302313819699077,10,0.1264382349222405,111,1.4034644076368694,11435,5601,5834,31.30738959335374,6.655006558810669,48.9811980760822,9.344434106456882,150820241241,Muldestausee,138.36,11540.0,12.400587,51.624029,03,gering besiedelt,False,82.64671870482798,4.414575122387913,-0.9098786828422911,82.5583798305435,150820241241,11625.0,1.6258064516129032,31.99426111908178,76.81,5.42,5.79,20.492610837438423,11.231527093596059,,17.01388888888889
15082256,Osternienburger Land,15082,5345,6815,5424,997,18.652946679139383,16,0.2993451824134705,21,0.3928905519176801,30,0.5612722170252572,280,5.238540692235734,9,0.16838166510757718,2774,51.898971000935454,23,0.4303086997193639,428,8.007483629560337,271,5.070159027128157,167,3.124415341440599,207,3.872778297474275,53,0.9915809167446211,8,0.14967259120673526,61,1.1412535079513564,7880,3976,3904,28.730964467005077,7.220812182741117,50.45685279187817,8.972083182851925,150820256256,Osternienburger Land,139.39,7928.0,12.026166,51.792189,03,gering besiedelt,False,56.53203242700338,4.03480742311013,-0.6054490413723523,79.58914159941305,150820256256,8121.0,0.9358453392439354,31.300376141859214,79.58,6.85,4.51,,,,
15082301,"Raguhn-Jeßnitz, Stadt",15082,6141,7408,6200,896,14.590457580198665,34,0.5536557563914671,9,0.14655593551538837,33,0.537371763556424,328,5.341149649894154,9,0.14655593551538837,3510,57.156814851001464,20,0.325679856700863,368,5.992509363295881,327,5.324865657059111,146,2.3774629539163,303,4.934049829018075,72,1.172447484123107,5,0.08141996417521576,81,1.3190034196384954,8614,4162,4452,29.35918272579522,8.312050150917111,48.31669375435338,9.061144065614055,150820301301,"Raguhn-Jeßnitz, Stadt",97.83,8702.0,12.268773,51.708263,03,gering besiedelt,True,88.05070019421446,4.477912787144718,-1.0112617789014067,83.69330453563715,150820301301,8818.0,1.3495123610796098,34.21545667447307,69.99,7.28,5.21,,,,
15082340,"Sandersdorf-Brehna, Stadt",15082,9513,11898,9619,1650,17.344686218858403,35,0.36791758646063283,31,0.32586986229370335,61,0.6412277935456744,457,4.803952486071691,17,0.17870282770945023,4616,48.5230736886366,24,0.2522863450015768,692,7.274256280878798,725,7.6211500052559655,278,2.922316829601598,556,5.844633659203196,217,2.2810890360559233,15,0.1576789656259855,139,1.461158414800799,14012,6735,7277,30.488153011704252,8.000285469597488,48.0659434770197,9.547669384317377,150820340340,"Sandersdorf-Brehna, Stadt",82.16,14130.0,12.212601,51.557318,03,gering besiedelt,True,170.54527750730284,5.139000818697075,-0.8351026185421051,80.84552025550512,150820340340,14129.0,3.255715195696794,40.905971173644474,55.05,9.38,5.6,21.53846153846154,15.951417004048583,4.6875,22.801788375558868
15082377,"Südliches Anhalt, Stadt",15082,8523,10597,8624,1517,17.798897101959405,31,0.36372169423911765,16,0.18772732605889944,40,0.46931831514724864,415,4.8691775196527045,16,0.18772732605889944,4496,52.751378622550746,17,0.19946028393758067,710,8.330400093863663,486,5.70221752903907,205,2.4052563651296492,377,4.4233251202628185,105,1.2319605772615276,7,0.08213070515076851,85,0.9973014196879033,12778,6454,6324,29.323837846298325,7.732039442792299,50.508686805446864,9.455480221162288,150820377377,"Südliches Anhalt, Stadt",193.41,12857.0,12.072808,51.672095,03,gering besiedelt,True,66.0669045033866,4.1906679331716505,-0.6144512716807937,81.3815230725677,150820377377,13067.0,1.8290349735976124,31.85464069405795,72.24,7.98,4.64,17.548500881834215,15.961199294532628,6.646525679758308,19.741100323624597
15082430,"Zerbst/Anhalt, Stadt",15082,12713,16392,12842,2381,18.728860221820185,69,0.542751514198065,29,0.22811295524266498,55,0.432628018563675,711,5.592700385432234,23,0.18091717139935498,6009,47.266577519074964,47,0.36970030677259497,936,7.36254227955636,1105,8.691890191142924,295,2.320459372296075,699,5.498308817745615,206,1.6203885786203098,13,0.102257531660505,135,1.061905136474475,20779,10197,10582,29.775253862072283,8.696279897973916,49.07358390682901,9.94169814029988,150820430430,"Zerbst/Anhalt, Stadt",470.91,21124.0,12.085469,51.964039,02,mittlere Besiedlungsdichte,True,44.12520439149731,3.787031147344655,-1.6332134065517923,78.34309419228892,150820430430,21173.0,7.618192981627544,42.87549316451051,49.06,9.27,4.79,20.78559738134206,19.749045280960175,6.15530303030303,23.511604439959637
15082440,"Zörbig, Stadt",15082,6061,7502,6133,1214,20.029698069625475,25,0.4124731892426992,11,0.18148820326678766,29,0.4784688995215311,310,5.11466754660947,15,0.24748391354561952,2940,48.50684705494143,8,0.13199142055766375,341,5.626134301270417,422,6.962547434416763,151,2.4913380630259034,346,5.708628939118957,192,3.16779409338393,6,0.09899356541824782,51,0.8414453060551064,8787,4328,4459,29.179469671105043,7.636280869466257,49.25458063047684,9.081028635495842,150820440440,"Zörbig, Stadt",114.31,8899.0,12.122807,51.628453,03,gering besiedelt,True,76.8699151430321,4.342114579458156,-1.2585683784694934,81.75153292455346,150820440440,9069.0,1.9406770316462676,33.333333333333336,69.45,6.99,5.12,,,,
15083020,Altenhausen,15083,690,847,695,122,17.681159420289855,8,1.1594202898550725,4,0.5797101449275363,4,0.5797101449275363,39,5.6521739130434785,0,0.0,314,45.507246376811594,1,0.14492753623188406,60,8.695652173913043,69,10.0,13,1.8840579710144927,40,5.797101449275362,5,0.7246376811594203,3,0.43478260869565216,8,1.1594202898550725,967,499,468,30.816959669079626,6.204756980351603,51.6028955532575,6.874198495453294,150835052020,Altenhausen,43.38,967.0,11.253666,52.261877,03,gering besiedelt,False,22.291378515444904,3.104199990054566,0.0,82.0543093270366,150835052020,1022.0,0.9784735812133072,30.434782608695652,80.24,8.69,4.24,,,,
15083025,Am Großen Bruch,15083,1336,1646,1349,261,19.535928143712574,11,0.8233532934131736,2,0.1497005988023952,4,0.2994011976047904,63,4.7155688622754495,1,0.0748502994011976,712,53.293413173652695,0,0.0,73,5.4640718562874255,102,7.634730538922156,38,2.844311377245509,38,2.844311377245509,19,1.4221556886227544,1,0.0748502994011976,11,0.8233532934131736,1988,1028,960,27.665995975855132,7.344064386317908,51.7102615694165,7.59488438721652,150835054025,Am Großen Bruch,50.48,2043.0,11.087054,52.06203,03,gering besiedelt,False,39.38193343898574,3.6733071689835617,-2.6921194322075404,81.95625759416768,150835054025,2064.0,1.695736434108527,29.393305439330543,74.4,8.54,4.13,,,,
15083030,Angern,15083,1327,1572,1342,235,17.709118311981914,8,0.6028636021100227,2,0.15071590052750566,2,0.15071590052750566,102,7.6865109269027885,1,0.07535795026375283,597,44.98869630746044,5,0.37678975131876413,120,9.04295403165034,95,7.1590052750565185,32,2.4114544084400906,100,7.535795026375283,17,1.281085154483798,2,0.15071590052750566,9,0.6782215523737755,1890,927,963,28.14814814814815,8.677248677248677,49.04761904761905,7.5443321080536885,150835051030,Angern,64.5,1881.0,11.734487,52.358478,03,gering besiedelt,False,29.302325581395348,3.377666884251961,0.4784688995215225,85.36895674300254,150835051030,1961.0,2.1927587965323814,33.51063829787234,69.69,8.52,4.58,,,,
15083035,Ausleben,15083,1045,1327,1050,151,14.44976076555024,23,2.200956937799043,3,0.28708133971291866,4,0.3827751196172249,35,3.349282296650718,1,0.09569377990430622,587,56.17224880382775,1,0.09569377990430622,71,6.794258373205742,72,6.889952153110048,27,2.583732057416268,33,3.1578947368421053,25,2.3923444976076556,0,0.0,12,1.1483253588516746,1553,784,769,27.30199613650998,8.435286542176433,50.48293625241468,7.347943823148687,150835054035,Ausleben,33.51,1576.0,11.114198,52.089985,03,gering besiedelt,False,46.344374813488514,3.836099921399468,-1.4593908629441654,79.12584777694046,150835054035,1581.0,1.075268817204301,34.58950201884253,64.84,10.64,4.54,,,,
15083040,Barleben,15083,6480,7583,6534,1213,18.719135802469136,39,0.6018518518518519,11,0.1697530864197531,40,0.6172839506172839,360,5.555555555555555,11,0.1697530864197531,2730,42.129629629629626,33,0.5092592592592593,473,7.299382716049383,604,9.320987654320987,213,3.287037037037037,585,9.027777777777779,89,1.373456790123457,2,0.030864197530864196,77,1.1882716049382716,9170,4422,4748,28.21155943293348,7.088331515812432,48.22246455834242,9.123692565250511,150830040040,Barleben,29.81,9137.0,11.620091,52.199761,02,mittlere Besiedlungsdichte,False,307.6148943307615,5.728848657560531,0.3611688738097918,86.16642489779771,150830040040,9124.0,2.0604997807978958,31.53153153153153,59.66,3.94,6.29,,,,
15083060,Beendorf,15083,517,675,523,96,18.568665377176014,1,0.19342359767891681,3,0.5802707930367504,5,0.9671179883945842,36,6.963249516441006,0,0.0,258,49.90328820116054,1,0.19342359767891681,31,5.996131528046422,41,7.93036750483559,10,1.9342359767891684,23,4.448742746615087,9,1.7408123791102514,1,0.19342359767891681,2,0.38684719535783363,805,406,399,26.459627329192546,10.559006211180124,50.43478260869565,6.690842277418564,150835052060,Beendorf,6.84,803.0,11.085883,52.242316,03,gering besiedelt,False,117.69005847953217,4.768054545784104,0.24906600249066102,77.48148148148148,150835052060,791.0,1.8963337547408343,35.02824858757062,57.97,12.77,4.72,,,,
15083115,Bülstringen,15083,593,700,600,127,21.41652613827993,1,0.16863406408094436,2,0.3372681281618887,6,1.0118043844856661,29,4.8903878583473865,1,0.16863406408094436,276,46.54300168634064,0,0.0,32,5.39629005059022,61,10.286677908937605,20,3.372681281618887,20,3.372681281618887,11,1.854974704890388,1,0.16863406408094436,6,1.0118043844856661,870,423,447,26.666666666666668,7.011494252873563,48.62068965517241,6.76849321164863,150835052115,Bülstringen,25.4,879.0,11.347652,52.320144,03,gering besiedelt,False,34.25196850393701,3.5337440376241385,-1.0238907849829393,85.71428571428571,150835052115,858.0,2.6806526806526807,26.861702127659573,84.43,3.79,5.03,,,,
15083120,Burgstall,15083,1011,1201,1028,166,16.419386745796242,5,0.49455984174085066,2,0.19782393669634027,3,0.29673590504451036,71,7.022749752720079,1,0.09891196834817013,527,52.12660731948566,4,0.39564787339268054,62,6.132542037586548,78,7.71513353115727,27,2.6706231454005933,51,5.044510385756676,5,0.49455984174085066,1,0.09891196834817013,8,0.7912957467853611,1440,691,749,31.666666666666668,6.805555555555555,47.986111111111114,7.272398392570047,150835051120,Burgstall,116.83,1480.0,11.697357,52.407425,03,gering besiedelt,False,12.325601301035693,2.5116785058409894,-2.7027027027026973,85.59533721898418,150835051120,1477.0,2.0988490182802977,31.755725190839694,79.27,7.7,4.6,,,,
15083125,Calvörde,15083,2133,2731,2155,404,18.940459446788562,13,0.6094702297233943,10,0.46882325363338023,10,0.46882325363338023,135,6.329113924050633,3,0.14064697609001406,1006,47.16361931551805,11,0.5157055789967182,166,7.782466010314112,174,8.157524613220815,42,1.969057665260197,107,5.0164088138771685,22,1.0314111579934364,3,0.14064697609001406,27,1.2658227848101267,3141,1585,1556,29.703915950334288,7.163323782234957,50.46163642152181,8.052296499538647,150835052125,Calvörde,122.49,3185.0,11.293033,52.394996,03,gering besiedelt,False,25.642909625275532,3.2442671055390524,-1.3814756671899575,78.9088246063713,150835052125,3241.0,2.9929034248688677,33.37722185648453,74.05,9.31,4.62,,,,
15083130,Colbitz,15083,2287,2772,2298,383,16.74682990817665,10,0.4372540445999126,4,0.17490161783996502,5,0.2186270222999563,133,5.815478793178837,6,0.2623524267599475,1116,48.79755137735024,9,0.3935286401399213,193,8.439003060778312,184,8.04547442063839,50,2.1862702229995628,153,6.689986882378662,15,0.6558810668998688,5,0.2186270222999563,21,0.9182334936598163,3420,1750,1670,27.514619883040936,7.894736842105263,51.16959064327485,8.13739583005665,150835051130,Colbitz,72.27,3331.0,11.609147,52.316878,03,gering besiedelt,False,47.32254047322541,3.8569867247617613,2.671870309216451,82.9004329004329,150835051130,3322.0,2.227573750752559,30.725907384230286,78.02,3.93,5.53,,,,
15083190,Eilsleben,15083,2310,2966,2337,448,19.393939393939394,13,0.5627705627705628,7,0.30303030303030304,12,0.5194805194805194,176,7.619047619047619,4,0.17316017316017315,978,42.33766233766234,3,0.12987012987012986,190,8.225108225108226,234,10.12987012987013,54,2.3376623376623376,137,5.93073593073593,25,1.0822510822510822,1,0.04329004329004329,28,1.2121212121212122,3509,1746,1763,29.63807352522086,7.80849244799088,49.75776574522656,8.163086375583216,150835053190,Eilsleben,55.93,3546.0,11.211168,52.148254,03,gering besiedelt,False,62.73913820847488,4.138985466749719,-1.0434292160180436,78.79298718813216,150835053190,3626.0,1.26861555432984,39.57871396895787,58.93,6.83,4.71,,,,
