Berichtszeitpunkt,_RS,Name,Regionalebene,GEBAEUDEART_SYS_1,GEBAEUDEART_SYS_11,GEBAEUDEART_SYS_111,GEBAEUDEART_SYS_112,GEBAEUDEART_SYS_12,ZAHLWOHNGN_HHG__1,ZAHLWOHNGN_HHG__2,ZAHLWOHNGN_HHG__3,ZAHLWOHNGN_HHG__4,ZAHLWOHNGN_HHG__5,BAUJAHR_10JA__01,BAUJAHR_10JA__02,BAUJAHR_10JA__03,BAUJAHR_10JA__04,BAUJAHR_10JA__05,BAUJAHR_10JA__06,BAUJAHR_10JA__07,BAUJAHR_10JA__08,BAUJAHR_10JA__09,BAUJAHR_10JA__10,EIGENTUM__1,EIGENTUM__2,EIGENTUM__3,EIGENTUM__4,EIGENTUM__5,EIGENTUM__6,EIGENTUM__7,EIGENTUM__8,HEIZTYP__1,HEIZTYP__2,HEIZTYP__3,HEIZTYP__4,HEIZTYP__5,HEIZTYP__6,ENERGIETRAEGER__1,ENERGIETRAEGER__2,ENERGIETRAEGER__3,ENERGIETRAEGER__4,ENERGIETRAEGER__5,ENERGIETRAEGER__6,ENERGIETRAEGER__7,NERGIETRAEGER__8,ENERGIETRAEGER__9,NUTZUNG__01,NUTZUNG__02,NUTZUNG__03,NUTZUNG__04,MIETE_EURM2_2__01,MIETE_EURM2_2__02,MIETE_EURM2_2__03,MIETE_EURM2_2__04,MIETE_EURM2_2__05,MIETE_EURM2_2__06,MIETE_EURM2_2__07,MIETE_EURM2_2__08,MIETE_EURM2_2__09,MIETE_EURM2_2__10,WOHNFLAECHE_20S__01,WOHNFLAECHE_20S__02,WOHNFLAECHE_20S__03,WOHNFLAECHE_20S__04,WOHNFLAECHE_20S__05,WOHNFLAECHE_20S__06,WOHNFLAECHE_20S__07,WOHNFLAECHE_20S__08,WOHNFLAECHE_20S__09,WOHNFLAECHE_20S__10,RAUMANZAHL__01,RAUMANZAHL__02,RAUMANZAHL__03,RAUMANZAHL__04,RAUMANZAHL__05,RAUMANZAHL__06,RAUMANZAHL__07,QMMIETE,LEQ,ETQ,FLAECHE,LEERSTAND_INSGESAMT,LEERSTAND_DAUER__1,LEERSTAND_DAUER__2,LEERSTAND_DAUER__3,LEERSTAND_DAUER__4,LEERSTAND_GRUND__1,LEERSTAND_GRUND__2,LEERSTAND_GRUND__3,LEERSTAND_GRUND__4,LEERSTAND_GRUND__5,LEERSTAND_GRUND__6,ags
20220515,150880020020,"Bad Dürrenberg, Solestadt",Gemeinde,6774,6677,6677,–,99,2109,439,1320,2350,556,1247,2133,242,1362,429,384,597,219,54,107,653,2750,–,678,2532,103,–,62,3844,331,67,2236,250,46,1740,755,74,–,121,162,34,3844,46,2427,3824,12,514,303,2865,637,16,–,3,–,–,–,–,440,2038,1906,829,656,468,225,93,51,71,281,323,1847,2434,1103,446,344,5.42,7.47,38.93,76.23,514,90,65,54,308,256,99,3,25,24,107,15088020
20220515,150880025025,"Bad Lauchstädt, Goethestadt",Gemeinde,4662,4587,4587,–,76,2381,479,1267,457,81,1030,1170,229,342,135,358,829,332,98,145,987,3179,–,289,157,31,–,15,249,631,103,3322,236,120,2607,1219,92,–,172,142,65,249,120,2724,1615,13,308,260,887,418,50,–,3,–,–,–,–,107,974,950,772,706,584,280,137,61,96,52,285,952,1402,982,536,458,5.43,6.49,62.83,93.0,308,46,27,38,200,130,60,5,33,33,45,15088025
20220515,150880065065,"Braunsbedra, Stadt",Gemeinde,6112,5971,5971,–,138,2133,420,1835,1635,89,643,1393,1448,1297,238,227,393,284,82,112,467,3115,263,1836,267,155,–,4,2605,233,58,2987,181,42,1266,1741,107,–,197,123,27,2605,42,2367,3087,16,639,219,2667,166,31,3,–,–,–,–,–,215,1835,1617,790,675,499,249,94,64,76,51,389,1639,2151,1011,478,392,4.87,10.52,43.85,80.95,639,90,58,98,396,285,182,81,18,16,60,15088065
20220515,150880150150,Kabelsketal,Gemeinde,4444,4411,4411,–,31,2040,543,640,714,506,725,609,112,170,277,102,1923,318,82,120,1053,3079,–,–,28,282,–,3,392,320,32,3562,101,32,2808,907,55,–,145,78,25,392,32,2167,2070,14,190,249,1239,538,40,–,–,–,–,–,–,191,760,832,800,770,620,221,119,65,69,131,361,897,1244,983,480,348,5.5,4.32,51.21,92.7,190,37,28,33,94,63,40,–,11,23,46,15088150
20220515,150880195195,"Landsberg, Stadt",Gemeinde,7465,7336,7336,–,127,4250,977,1131,812,296,1549,1003,622,178,416,672,1874,674,236,243,1486,5420,93,69,117,198,19,63,496,616,102,5838,331,78,4474,1725,138,3,284,175,91,496,78,4586,2420,28,430,446,1110,678,88,20,5,13,32,22,–,238,1096,1252,1225,1333,1310,450,231,138,190,120,550,1394,1887,1782,907,824,5.96,5.79,66.02,98.93,430,67,55,54,257,128,143,22,37,29,64,15088195
20220515,150880205205,"Leuna, Stadt",Gemeinde,7419,7355,7355,–,63,3351,685,2125,1134,125,975,2660,812,483,135,192,1514,310,158,184,1271,4700,7,1125,64,227,–,24,1129,495,238,5229,254,64,4165,1452,139,13,242,158,53,1129,64,3760,3080,13,558,286,1893,794,99,5,–,–,–,–,3,164,1102,2176,1306,1015,831,361,161,113,184,98,345,1547,2521,1512,758,639,5.7,7.51,54.96,91.92,558,70,59,93,335,285,120,5,39,27,86,15088205
20220515,150880216216,"Wettin-Löbejün, Stadt",Gemeinde,5079,4976,4976,–,102,3142,661,975,165,133,1705,688,340,373,524,377,548,329,83,107,350,4167,85,325,35,110,–,6,21,358,81,3692,744,182,1048,2798,314,–,219,347,151,21,182,3215,1443,45,374,409,797,197,43,–,–,–,–,–,–,117,819,908,924,867,682,362,148,100,145,80,271,846,1505,1195,662,518,4.86,7.27,69.35,97.87,374,31,27,28,287,86,79,8,58,29,116,15088216
20220515,150880220220,"Merseburg, Stadt",Gemeinde,20517,20127,19836,291,392,4158,1074,5067,8008,2213,1997,4987,2188,5542,1597,792,1869,714,387,448,1867,7518,3290,2313,3822,1428,239,34,9345,1608,163,9041,256,110,8609,1660,114,–,406,218,61,9345,110,4815,13783,21,1908,1054,9872,2447,270,61,43,3,3,–,22,1084,7433,5652,2470,1719,1248,424,202,116,163,364,1431,5952,7987,2991,1051,742,5.46,9.39,26.49,74.12,1908,330,283,438,855,1331,209,9,77,52,226,15088220
20220515,150880235235,"Mücheln (Geiseltal), Stadt",Gemeinde,4607,4486,4486,–,125,2254,498,1000,812,42,982,1157,742,342,572,397,164,126,60,62,683,3263,247,147,149,120,–,–,954,267,39,2897,258,190,1461,1518,153,–,122,135,74,954,190,2576,1519,47,470,273,1179,52,12,3,–,–,–,–,–,125,1010,986,782,636,533,260,119,66,93,40,270,856,1479,932,538,502,4.78,10.09,63.51,90.28,470,49,50,66,307,112,120,10,32,26,170,15088235
20220515,150880295295,Petersberg,Gemeinde,4550,4446,4446,–,107,3064,693,580,192,21,1177,655,308,226,325,348,755,489,131,134,449,3907,–,81,–,96,–,7,121,330,64,3674,271,91,1802,1944,160,–,208,167,49,121,91,3321,983,22,226,319,407,212,36,6,–,–,3,–,3,79,440,716,783,993,800,352,172,84,132,50,146,674,1294,1178,667,538,5.5,4.79,78.09,104.32,226,16,34,37,141,64,60,9,29,16,49,15088295
20220515,150880305305,"Querfurt, Stadt",Gemeinde,6007,5885,5885,–,119,2613,573,1009,1567,246,1458,710,496,520,1075,1018,437,170,48,79,480,3488,837,1048,14,132,–,–,1928,354,48,3199,385,90,1597,1754,262,7,103,182,81,1928,90,2746,2600,66,598,615,1725,230,21,8,–,–,–,–,–,98,1433,1537,889,779,635,291,118,91,143,37,261,1266,2025,1254,631,527,4.73,9.93,51.26,87.8,598,66,52,82,398,333,87,15,33,24,109,15088305
20220515,150880319319,Salzatal,Gemeinde,5842,5764,5764,–,79,3474,807,769,552,243,1331,789,306,177,319,302,1874,496,115,135,855,4603,–,79,239,48,13,6,383,405,65,4450,469,71,2386,2187,225,23,190,255,122,383,71,3730,1767,40,305,349,685,659,56,14,–,3,–,–,–,245,671,970,1064,1125,885,373,198,116,196,146,408,944,1568,1384,762,631,5.77,5.01,67.88,100.68,305,35,27,43,197,93,71,21,23,18,80,15088319
20220515,150880330330,Schkopau,Gemeinde,5442,5308,5260,46,136,2909,735,1266,441,86,1065,1249,496,300,163,144,1323,418,89,198,1098,4002,6,50,159,119,–,6,206,426,84,4376,273,78,2900,1648,124,–,224,225,38,206,78,3427,1690,11,316,299,1007,294,45,17,25,–,–,–,–,124,694,1092,896,913,902,411,168,96,149,87,274,945,1527,1427,614,569,5.36,5.83,68.64,100.93,316,36,27,45,208,87,117,3,20,41,45,15088330
20220515,150880365365,Teutschenthal,Gemeinde,6711,6600,6600,–,108,3899,901,974,772,164,1355,1057,390,464,252,484,1803,557,161,183,1096,5137,182,174,46,67,–,7,375,455,111,5390,290,84,4193,1412,104,62,241,181,63,375,84,4421,1884,26,374,367,1160,291,43,19,–,–,3,–,6,140,959,1173,1154,1297,1142,414,176,111,139,67,326,1128,1934,1794,828,628,5.3,5.48,70.55,98.08,374,39,33,42,258,125,73,–,37,28,114,15088365
20220515,150885051030,Barnstädt,Gemeinde,469,458,458,–,14,298,101,67,6,–,167,94,42,33,40,34,38,18,6,3,46,420,–,–,–,–,–,–,9,21,4,379,39,23,42,313,27,3,18,21,16,9,23,350,89,3,31,49,37,4,–,–,–,–,–,–,–,4,30,64,93,76,99,44,29,14,22,–,16,52,107,130,78,91,4.28,6.37,80.65,113.3,31,–,–,–,27,5,20,–,–,–,7,15088030
20220515,150885051100,Farnstädt,Gemeinde,738,718,718,–,17,526,98,91,21,–,239,128,108,50,53,55,53,38,5,10,96,625,–,7,–,4,–,–,6,74,5,564,77,11,164,415,37,–,40,44,17,6,11,578,104,13,46,48,45,8,–,–,–,–,–,–,–,7,51,134,156,140,123,61,27,15,18,–,16,84,200,189,142,96,4.55,6.34,86.32,104.02,46,3,6,8,29,7,15,–,11,–,11,15088100
20220515,150885051250,Nemsdorf-Göhrendorf,Gemeinde,400,391,391,–,7,280,53,46,22,–,114,93,46,24,20,28,38,21,3,11,34,369,–,–,–,3,–,–,3,19,4,330,39,8,60,252,24,–,16,28,13,3,8,300,73,–,31,26,45,–,–,–,–,–,–,–,–,3,35,52,57,78,87,35,27,12,20,–,10,43,68,132,80,64,4.3,7.16,80.87,112.04,31,3,3,3,21,5,3,–,4,–,8,15088250
20220515,150885051265,Obhausen,Gemeinde,1083,1064,1064,–,19,746,169,139,29,–,365,249,109,66,89,70,60,37,13,24,120,937,–,18,–,–,–,3,23,72,17,845,101,22,432,432,57,3,38,36,26,23,22,821,189,4,66,76,90,21,3,–,–,–,–,–,–,7,71,179,213,219,190,95,35,29,45,–,26,137,274,292,195,154,4.67,6.05,81.39,107.36,66,6,9,5,45,5,13,3,7,3,35,15088265
20220515,150885051340,"Schraplau, Stadt",Gemeinde,595,596,596,–,–,369,81,92,56,–,194,115,69,45,98,28,34,13,3,3,50,495,52,3,–,–,–,–,13,70,53,373,71,8,305,162,42,–,14,27,16,13,8,395,141,–,55,44,83,12,4,–,–,–,–,–,–,14,72,138,140,109,58,27,22,10,10,4,21,80,183,157,90,60,4.67,9.26,73.74,93.8,55,7,–,4,45,20,7,7,12,5,9,15088340
20220515,150885051355,Steigra,Gemeinde,544,528,528,–,19,392,76,43,11,22,219,67,36,43,39,46,64,10,14,4,57,478,–,–,–,15,–,–,–,25,–,431,70,18,53,358,28,3,19,44,23,–,18,413,70,–,59,31,37,3,–,–,–,–,–,–,–,7,54,68,98,96,104,63,19,14,27,–,13,60,141,129,86,111,4.17,9.33,85.84,113.73,59,19,5,8,30,7,20,–,7,3,26,15088355
20220515,150890015015,"Aschersleben, Stadt",Gemeinde,16147,15854,15783,73,295,4182,1015,4330,5345,1274,3740,3084,803,2798,1682,1234,1789,580,187,261,1343,8010,2414,3237,746,378,–,20,5727,1226,143,8337,494,215,7935,1603,176,–,169,195,129,5727,215,4547,10077,72,1454,1276,7459,1103,136,81,9,5,–,–,8,645,4736,5063,2049,1426,1209,442,204,127,238,278,1090,5172,5728,2210,960,712,5.0,8.85,31.25,77.75,1454,213,178,215,849,632,330,13,75,53,351,15089015
20220515,150890026026,"Barby, Stadt",Gemeinde,4433,4350,4350,–,82,2765,512,773,340,41,1603,888,234,358,145,465,477,142,66,51,332,3459,82,467,12,14,3,62,136,323,296,3212,378,84,2897,766,128,–,86,206,130,136,84,2773,1232,15,410,306,824,93,7,–,–,–,–,–,–,126,618,923,826,764,582,278,118,85,124,50,326,961,1215,963,480,434,4.83,9.23,69.75,96.82,410,17,44,55,297,163,101,23,39,31,49,15089026
20220515,150890030030,"Bernburg (Saale), Stadt",Gemeinde,19683,19328,19059,273,351,5633,1636,5758,5090,1567,5328,4611,938,1578,2424,1848,1546,777,191,448,2022,10630,2387,19,3923,419,245,34,7331,1962,107,9763,365,160,10031,1505,148,3,202,219,79,7331,160,6454,11453,48,1727,1505,7873,1722,296,45,3,4,–,–,–,1255,5365,5622,2701,2132,1334,605,283,152,232,616,2384,5962,5712,2862,1231,918,5.18,8.52,36.61,78.48,1727,310,177,226,1011,672,371,269,101,74,238,15089030
20220515,150890042042,Bördeland,Gemeinde,3863,3813,3813,–,46,2397,465,611,299,90,1252,653,189,166,217,256,705,261,77,100,425,3142,–,270,14,10,–,3,222,350,17,3019,205,52,2983,227,76,26,102,117,59,222,52,2561,1032,9,265,367,574,80,5,–,–,–,–,–,–,98,498,655,796,699,548,256,112,81,120,43,301,735,1055,920,453,359,4.6,6.69,71.4,100.41,265,32,20,36,176,74,87,9,32,24,38,15089042
20220515,150890055055,"Calbe (Saale), Stadt",Gemeinde,5549,5466,5466,–,86,1704,389,1200,1967,289,1203,777,1262,562,252,896,308,204,31,53,320,2572,688,1733,151,76,–,4,161,471,393,4290,189,46,4803,212,57,14,110,71,70,161,46,1834,2802,20,895,319,2193,227,59,4,–,–,–,–,–,273,1899,1326,699,496,420,189,107,62,84,98,522,1580,1855,881,309,305,5.0,16.18,39.37,78.53,895,53,64,66,714,710,77,7,28,10,61,15089055
20220515,150890175175,"Hecklingen, Stadt",Gemeinde,3667,3615,3605,12,56,2012,486,780,375,17,1304,762,144,168,230,200,624,115,46,75,459,2762,–,363,56,14,–,17,68,211,38,3025,280,45,2466,714,79,–,75,70,151,68,45,2114,1093,11,449,231,810,43,10,–,–,–,–,–,–,139,570,766,693,604,467,215,93,45,73,37,245,676,1146,864,389,315,4.68,12.17,66.34,92.87,449,24,22,31,370,110,59,69,82,24,104,15089175
20220515,150890195195,"Könnern, Stadt",Gemeinde,4268,4160,4160,–,105,2793,510,622,293,48,1690,888,314,203,283,159,491,153,37,51,334,3566,6,316,6,29,–,4,63,277,135,3085,595,116,1402,1918,223,20,96,267,173,63,116,2778,1077,41,370,369,638,64,5,–,–,–,–,–,3,85,714,817,843,692,562,248,141,55,118,19,214,796,1300,1011,526,399,4.66,8.35,72.67,96.2,370,25,27,35,282,71,79,16,114,26,66,15089195
20220515,150890235235,"Nienburg (Saale), Stadt",Gemeinde,3303,3217,3217,–,85,1942,455,706,180,20,1161,891,324,340,124,135,153,120,15,39,288,2551,–,395,3,42,–,24,55,325,176,2355,327,63,2119,699,95,4,51,110,106,55,63,2058,952,22,270,319,587,45,–,–,–,–,–,–,–,93,622,629,624,535,406,192,93,53,56,16,135,674,1044,758,367,305,4.56,8.01,69.17,92.6,270,29,17,28,195,90,52,–,48,13,77,15089235
20220515,150890305305,"Schönebeck (Elbe), Stadt",Gemeinde,19201,18954,18923,29,245,4762,1370,4783,7055,1227,3631,3833,661,2261,2041,3117,2008,849,323,471,1777,8439,4204,3786,656,207,–,131,7676,2955,80,7830,493,168,10010,412,120,–,259,493,62,7676,168,5410,11442,95,2245,1100,8747,1428,120,17,6,22,–,–,8,1045,7317,4186,2534,1796,1257,503,230,121,211,242,2625,6604,5240,2741,1010,739,5.14,11.62,32.19,75.7,2245,273,217,312,1439,1349,491,103,61,49,189,15089305
20220515,150890307307,"Seeland, Stadt",Gemeinde,4456,4381,4367,13,73,2429,369,782,639,239,1124,1170,420,255,365,257,548,185,53,73,569,3003,5,21,804,54,–,–,239,561,41,3281,242,90,2959,810,165,–,45,76,70,239,90,2421,1492,33,506,408,991,86,6,–,–,–,–,–,–,110,842,1037,738,693,554,230,94,64,89,48,390,972,1236,950,501,365,4.54,11.3,62.2,90.86,506,50,36,55,360,297,83,10,37,12,66,15089307
20220515,150890310310,"Staßfurt, Stadt",Gemeinde,15222,14892,14892,–,331,5037,1261,4513,3819,592,4436,3306,804,1644,1823,978,1470,531,122,108,1130,8552,2027,2776,231,398,3,112,3156,1493,78,9707,595,190,10331,825,142,3,149,221,205,3156,190,5734,7361,43,2086,1303,5594,377,20,60,–,–,–,–,3,709,4376,3907,2251,1568,1310,504,229,136,236,312,2017,3968,4502,2447,1097,880,4.78,13.66,44.14,80.82,2086,196,170,353,1371,743,478,229,198,82,355,15089310
20220515,150895051041,Bördeaue,Gemeinde,964,947,947,–,16,581,89,201,89,–,390,175,82,24,29,64,141,30,11,16,68,776,–,121,–,–,–,–,30,62,14,798,50,12,740,114,22,–,23,14,10,30,12,609,261,8,83,69,185,5,–,–,–,–,–,–,–,21,136,179,192,163,127,64,31,13,35,3,57,159,318,211,124,93,4.57,8.29,70.17,99.54,83,12,3,7,59,10,28,–,4,6,35,15089041
20220515,150895051043,Börde-Hakel,Gemeinde,1660,1623,1623,–,38,856,266,376,165,–,654,365,68,48,75,79,223,73,40,34,136,1261,–,252,8,–,–,3,29,136,18,1272,181,21,965,426,56,–,26,50,89,29,21,959,483,8,208,166,283,35,3,–,–,–,–,–,–,30,315,317,268,254,256,101,47,30,41,17,105,330,459,370,207,175,4.48,12.27,66.9,95.51,208,6,26,12,166,50,40,–,22,23,72,15089043
20220515,150895051045,Borne,Gemeinde,636,631,631,–,3,443,54,69,67,–,260,95,13,12,14,49,114,32,24,18,75,533,–,22,–,4,–,–,24,37,3,522,42,9,478,73,8,–,8,22,14,24,9,422,173,3,42,53,110,10,–,–,–,–,–,–,–,6,72,125,128,120,107,28,18,15,11,5,23,111,226,160,67,42,5.09,6.67,71.19,98.72,42,8,–,4,28,10,4,11,4,4,12,15089045
20220515,150895051075,"Egeln, Stadt",Gemeinde,1946,1864,1864,–,83,768,285,476,337,75,709,349,65,150,141,117,227,148,16,23,135,1301,191,222,72,22,–,5,28,227,10,1514,124,45,1531,222,25,–,34,38,14,28,45,837,885,4,222,238,576,66,5,–,–,–,–,–,–,68,445,436,359,286,186,78,34,20,46,8,178,467,620,354,169,150,4.63,10.53,49.73,87.72,222,17,16,33,153,48,45,34,11,12,74,15089075
20220515,150895051365,Wolmirsleben,Gemeinde,737,725,725,–,12,513,66,129,30,–,306,137,20,14,47,47,106,29,7,17,38,599,–,91,–,6,–,–,12,49,–,596,49,28,528,104,14,–,19,17,13,12,28,491,186,16,46,70,99,13,–,–,–,–,–,–,–,14,107,115,160,117,116,53,20,12,26,8,49,95,237,193,90,62,4.37,6.08,72.97,100.18,46,8,3,7,24,11,17,–,4,–,16,15089365
20220515,150895052005,"Alsleben (Saale), Stadt",Gemeinde,1355,1328,1328,–,26,801,128,257,146,22,512,225,108,40,77,86,197,29,17,66,80,1123,–,97,28,25,–,4,55,72,16,997,171,36,584,499,38,–,31,94,23,55,36,747,514,5,87,106,336,64,5,3,–,–,–,–,–,34,246,285,296,190,160,67,28,25,33,5,77,282,443,274,147,122,5.06,6.13,59.47,93.97,87,9,9,10,58,24,16,–,8,10,31,15089005
20220515,150895052130,Giersleben,Gemeinde,470,465,465,–,3,345,54,46,24,–,184,124,44,10,28,31,32,13,3,4,32,412,11,16,–,–,–,–,33,44,3,323,45,20,212,150,30,–,5,11,11,33,20,353,69,4,48,35,31,–,–,–,–,–,–,–,–,8,42,101,80,115,59,31,19,7,9,3,31,62,145,103,65,64,4.08,10.37,84.01,100.41,48,4,8,4,28,12,13,–,3,–,15,15089130
20220515,150895052165,"Güsten, Stadt",Gemeinde,2355,2304,2304,–,52,1209,241,581,291,35,751,737,236,29,86,132,260,84,25,22,179,1686,143,326,–,18,–,–,166,321,12,1673,144,37,1727,262,55,–,27,30,53,166,37,1238,774,8,336,148,543,37,44,–,–,–,–,3,–,75,473,572,416,345,267,102,37,35,35,18,151,487,826,474,209,188,4.92,14.35,62.43,88.09,336,27,23,35,252,130,76,8,61,17,42,15089165
20220515,150895052185,Ilberstedt,Gemeinde,554,540,540,–,18,388,59,56,54,–,191,139,51,38,40,33,31,20,10,6,55,468,–,21,–,13,–,3,16,52,6,418,51,11,292,178,31,–,3,13,11,16,11,382,104,5,66,26,67,7,–,–,–,–,–,–,–,8,79,116,116,84,81,40,11,8,10,3,24,88,206,138,61,40,4.86,12.99,81.29,96.03,66,6,–,11,52,17,24,–,4,–,20,15089185
20220515,150895052245,Plötzkau,Gemeinde,632,636,636,–,–,448,92,59,34,–,205,131,49,20,51,27,86,22,12,21,78,538,–,20,–,–,–,–,3,22,8,502,78,21,115,376,45,–,20,32,19,3,21,450,111,12,57,33,64,6,7,–,–,–,–,–,–,25,52,121,140,123,97,35,23,7,13,8,38,93,208,142,86,64,4.66,9.21,80.0,97.43,57,3,–,7,47,22,14,–,10,–,14,15089245
20220515,150900070070,"Bismark (Altmark), Stadt",Gemeinde,4375,4268,4268,–,106,2610,626,867,213,59,1502,850,234,212,277,316,631,218,68,61,436,3516,143,139,89,38,–,20,355,483,32,2929,464,114,2309,676,364,59,82,272,138,355,114,2599,1248,56,478,478,704,60,3,3,–,–,–,–,–,88,577,756,796,724,611,301,191,121,208,28,212,815,1114,978,561,674,4.44,10.67,68.07,104.52,478,27,37,36,375,141,94,12,42,30,155,15090070
20220515,150900225225,"Havelberg, Hansestadt",Gemeinde,4132,4053,4053,–,77,1457,324,994,1212,148,1107,382,166,353,627,803,365,204,56,68,234,2202,621,624,81,325,6,40,1581,298,17,1967,230,39,1608,471,133,10,112,134,44,1581,39,1457,2142,87,445,689,1238,195,18,–,3,–,–,–,–,159,1150,1132,509,481,338,153,81,43,88,39,317,1042,1446,718,315,256,4.56,10.82,40.45,82.73,445,51,29,50,322,228,105,3,23,21,62,15090225
20220515,150900415415,"Osterburg (Altmark), Hansestadt",Gemeinde,5881,5705,5705,–,172,2602,648,1277,1094,248,1322,851,392,639,575,913,609,264,166,144,676,3654,721,727,40,53,–,3,1555,516,104,3224,390,86,2927,586,325,–,121,202,76,1555,86,2700,2491,45,636,413,1756,259,48,9,10,–,–,–,–,333,1257,1305,870,731,653,286,140,111,180,175,520,1396,1526,1081,583,594,4.93,10.35,52.22,90.66,636,63,53,70,447,384,82,17,22,33,98,15090415
20220515,150900535535,"Stendal, Hansestadt",Gemeinde,23546,23241,23079,163,304,5792,1399,4958,8155,3242,5126,4029,564,1423,4725,2981,2608,1137,402,558,1941,11269,4700,4343,850,371,6,63,10629,1096,232,10989,474,131,10095,1388,358,7,377,498,62,10629,131,6150,14649,62,2688,1672,9917,2640,279,44,38,50,3,–,4,1865,5439,7458,3226,2195,1660,753,360,213,374,807,3048,7209,6543,3386,1442,1115,5.23,11.33,29.78,79.38,2688,305,241,325,1817,878,937,150,51,50,623,15090535
20220515,150900546546,"Tangerhütte, Stadt",Gemeinde,6088,5959,5959,–,131,3129,752,977,949,281,1779,1053,336,428,700,680,554,291,68,196,664,4320,444,559,70,21,3,10,1068,392,62,4052,415,101,3479,707,234,8,109,288,93,1068,101,3266,2097,54,668,557,1305,206,25,3,3,–,–,–,–,310,1119,1201,1035,874,738,363,174,113,168,134,535,1316,1620,1255,676,552,4.78,10.73,61.15,93.03,668,48,38,58,523,155,129,18,47,42,277,15090546
20220515,150900550550,"Tangermünde, Stadt",Gemeinde,5986,5891,5891,–,96,2654,783,1032,1249,271,1889,1179,170,148,342,1021,466,319,208,246,422,3912,553,918,131,35,–,9,1120,339,60,4162,257,49,3998,330,99,–,112,247,31,1120,49,2688,2852,30,419,414,1826,565,36,5,3,–,–,–,–,334,1080,1538,1011,835,596,279,109,83,114,100,531,1513,1850,1118,504,373,5.22,7.03,48.65,87.59,419,73,59,51,241,139,56,6,50,21,157,15090550
20220515,150905051010,"Arneburg, Stadt",Gemeinde,827,812,812,–,15,527,102,132,40,26,364,135,30,49,48,33,110,30,11,16,71,734,–,23,–,–,–,3,73,43,4,624,69,15,514,134,32,–,9,33,15,73,15,512,234,6,72,58,140,32,3,3,–,–,–,–,–,35,105,163,148,125,117,58,27,17,35,20,38,161,217,175,115,95,4.95,8.81,68.98,99.26,72,7,9,10,55,21,30,3,–,4,12,15090010
20220515,150905051135,Eichstedt (Altmark),Gemeinde,446,441,441,–,6,243,88,49,62,–,184,84,9,3,33,43,64,7,–,13,35,385,–,–,13,16,–,–,19,32,3,351,30,14,232,110,41,–,16,9,4,19,14,294,102,3,51,41,56,4,3,–,–,–,–,–,–,15,43,75,72,76,71,45,21,7,20,–,21,67,117,103,53,84,4.36,11.34,73.26,105.01,51,4,7,3,39,21,3,12,9,–,8,15090135
20220515,150905051180,Goldbeck,Gemeinde,685,667,667,–,21,430,101,123,39,–,211,159,48,54,58,36,86,17,–,9,40,568,39,40,–,7,–,–,91,51,9,474,52,18,377,108,29,3,9,42,5,91,18,433,199,–,49,80,113,7,–,–,–,–,–,–,–,6,93,100,129,123,100,57,26,17,31,3,14,105,170,166,114,120,4.33,6.93,69.19,105.93,49,6,8,7,35,22,12,–,–,9,13,15090180
20220515,150905051220,Hassel,Gemeinde,488,467,467,–,24,340,50,91,8,–,85,44,11,3,18,27,232,28,21,16,35,442,–,3,8,–,–,–,23,65,20,326,34,16,326,63,25,–,19,16,–,23,16,296,134,41,18,32,81,19,3,–,–,–,–,–,–,14,65,53,77,73,114,41,29,6,16,5,37,73,128,131,66,51,4.99,3.7,70.74,108.92,18,3,3,–,13,8,5,–,–,–,9,15090220
20220515,150905051245,Hohenberg-Krusemark,Gemeinde,642,629,629,–,14,437,116,74,17,–,214,130,72,14,21,45,113,23,4,6,30,554,–,30,–,29,–,3,48,45,7,475,57,17,315,172,37,3,11,25,15,48,17,419,139,11,69,62,69,7,–,3,–,–,–,–,–,8,44,100,119,129,101,40,35,23,35,3,20,90,166,159,90,112,4.23,10.4,75.09,111.22,69,3,8,7,50,14,11,4,3,3,35,15090245
20220515,150905051270,Iden,Gemeinde,468,456,456,–,11,245,41,137,45,–,100,79,37,64,105,39,32,4,3,3,68,302,–,47,46,3,–,3,160,15,–,239,51,7,162,64,52,–,3,12,12,160,7,243,154,6,64,58,95,3,–,–,–,–,–,–,–,18,91,107,75,64,48,29,14,3,16,4,18,73,154,112,54,48,4.26,13.97,63.47,91.99,64,14,4,3,39,21,14,–,–,–,22,15090270
20220515,150905051435,Rochau,Gemeinde,489,479,479,–,12,376,65,41,7,–,113,112,26,32,23,28,99,36,10,10,17,447,–,23,–,4,–,3,59,15,7,376,26,8,279,82,19,4,10,24,4,59,8,354,94,6,31,42,45,3,–,–,–,–,–,–,–,9,32,50,75,105,89,48,25,19,44,–,11,48,131,117,76,98,4.5,5.1,79.33,118.89,31,–,–,5,24,4,12,–,6,–,9,15090435
20220515,150905051610,"Werben (Elbe), Hansestadt",Gemeinde,653,636,636,–,18,433,62,104,48,–,286,116,58,66,32,30,35,28,8,3,21,517,36,77,–,–,–,–,29,74,4,402,126,19,365,75,89,–,14,48,17,29,19,384,139,45,84,49,86,5,–,–,–,–,–,–,–,17,110,116,126,119,74,33,17,13,31,3,38,130,198,147,69,71,4.25,14.26,73.93,97.38,84,4,–,16,63,27,15,3,–,3,35,15090610
