commit_time_local,reported_precincts,progress_percent,observed_cdu_second_share_percent,final_cdu_second_share_percent,simulated_share_p05,simulated_share_p50,simulated_share_p95,observed_abs_deviation_pp,pointwise_consistency_p_value
2026-03-22T21:01:35+01:00,4623,98.52941176470588,30.952561738987818,30.960689862589547,30.93371454862755,30.960716249043095,30.987127960838123,0.008128123601728987,0.3902
2026-03-22T21:04:01+01:00,4632,98.72122762148338,30.953255115873734,30.960689862589547,30.934940354597234,30.960688604655793,30.98526681729771,0.007434746715812679,0.376
2026-03-22T21:10:06+01:00,4640,98.89173060528559,30.957303515515132,30.960689862589547,30.936762944853324,30.96091976058879,30.983415569833276,0.003386347074414431,0.185
2026-03-22T21:15:19+01:00,4648,99.06223358908781,30.958378668378117,30.960689862589547,30.93904973602867,30.960929501492338,30.981732035950856,0.002311194211429779,0.1498
2026-03-22T21:20:07+01:00,4655,99.21142369991475,30.948697273975622,30.960689862589547,30.94065714907579,30.96108662167022,30.98006877216705,0.011992588613924937,0.691
2026-03-22T21:26:16+01:00,4660,99.31798806479112,30.953454026749,30.960689862589547,30.942465511130656,30.960891637107274,30.978831155828317,0.007235835840546656,0.4964
2026-03-22T21:31:06+01:00,4665,99.42455242966753,30.951147971580443,30.960689862589547,30.943830018585473,30.960958883943263,30.976831155946527,0.00954189100910341,0.6616
2026-03-22T21:33:36+01:00,4672,99.57374254049446,30.963288499349982,30.960689862589547,30.946225255242773,30.96101115922677,30.974608926979037,0.002598636760435369,0.2412
2026-03-22T21:38:37+01:00,4675,99.63768115942028,30.95791068478376,30.960689862589547,30.94735826596939,30.9609724004853,30.973139272019647,0.00277917780578818,0.2854
2026-03-22T23:33:17+01:00,4692,100.0,30.959188593928655,30.960689862589547,30.960689862589547,30.960689862589547,30.960689862589547,0.0015012686608919523,1.0
