wk,ags,node_id,node_name,node_level,unit_type,precincts,valid_zweit,cdu_zweit,cdu_share_zweit,child_row_count,child_precincts,child_valid_zweit,child_cdu_zweit
102,13208054,1021320805400,Hövels,3,single_precinct_leaf,1,251,70,0.2788844621513944,,,,
102,13208080,1021320808000,Katzwinkel (Sieg),3,multi_precinct_leaf,2,1026,388,0.37816764132553604,,,,
102,13208105,1021320810500,Selbach (Sieg),3,single_precinct_leaf,1,443,229,0.5169300225733634,,,,
102,13208117,1021320811700,Wissen,3,multi_precinct_leaf,10,3736,1539,0.41193790149892934,,,,
102,13210001,1021321000100,Almersbach,3,single_precinct_leaf,1,191,50,0.2617801047120419,,,,
102,13210004,1021321000400,Bachenberg,3,single_precinct_leaf,1,54,7,0.12962962962962962,,,,
102,13210005,1021321000500,Berzhausen,3,single_precinct_leaf,1,114,19,0.16666666666666666,,,,
102,13210009,1021321000900,Birnbach,3,single_precinct_leaf,1,329,124,0.3768996960486322,,,,
102,13210015,1021321001500,Bürdenbach,3,single_precinct_leaf,1,281,82,0.2918149466192171,,,,
102,13210016,1021321001600,Burglahr,3,single_precinct_leaf,1,255,92,0.3607843137254902,,,,
102,13210017,1021321001700,Busenhausen,3,single_precinct_leaf,1,185,59,0.31891891891891894,,,,
102,13210022,1021321002200,Eichelhardt,3,single_precinct_leaf,1,281,76,0.2704626334519573,,,,
102,13210023,1021321002300,Eichen,3,single_precinct_leaf,1,282,96,0.3404255319148936,,,,
102,13210027,1021321002700,Ersfeld,3,single_precinct_leaf,1,47,8,0.1702127659574468,,,,
102,13210031,1021321003100,Fiersbach,3,single_precinct_leaf,1,150,51,0.34,,,,
102,13210032,1021321003200,Flammersfeld,3,single_precinct_leaf,1,617,192,0.31118314424635335,,,,
102,13210033,1021321003300,Fluterschen,3,single_precinct_leaf,1,333,106,0.3183183183183183,,,,
102,13210035,1021321003500,Forstmehren,3,single_precinct_leaf,1,93,27,0.2903225806451613,,,,
102,13210040,1021321004000,Gieleroth,3,single_precinct_leaf,1,383,87,0.22715404699738903,,,,
102,13210041,1021321004100,Giershausen,3,single_precinct_leaf,1,68,14,0.20588235294117646,,,,
102,13210043,1021321004300,Güllesheim,3,single_precinct_leaf,1,413,151,0.36561743341404357,,,,
102,13210046,1021321004600,Hasselbach,3,single_precinct_leaf,1,144,41,0.2847222222222222,,,,
102,13210047,1021321004700,Helmenzen,3,single_precinct_leaf,1,421,163,0.38717339667458434,,,,
102,13210048,1021321004800,Helmeroth,3,single_precinct_leaf,1,132,37,0.2803030303030303,,,,
102,13210049,1021321004900,Hemmelzen,3,single_precinct_leaf,1,155,41,0.2645161290322581,,,,
102,13210051,1021321005100,Heupelzen,3,single_precinct_leaf,1,144,51,0.3541666666666667,,,,
102,13210052,1021321005200,Hilgenroth,3,single_precinct_leaf,1,191,35,0.18324607329842932,,,,
102,13210053,1021321005300,Hirz-Maulsbach,3,single_precinct_leaf,1,166,80,0.4819277108433735,,,,
102,13210055,1021321005500,Horhausen (Westerwald),3,single_precinct_leaf,1,1075,416,0.3869767441860465,,,,
102,13210056,1021321005600,Idelberg,3,single_precinct_leaf,1,40,10,0.25,,,,
102,13210057,1021321005700,Ingelbach,3,single_precinct_leaf,1,291,59,0.2027491408934708,,,,
102,13210058,1021321005800,Isert,3,single_precinct_leaf,1,75,17,0.22666666666666666,,,,
102,13210060,1021321006000,Kescheid,3,single_precinct_leaf,1,88,25,0.2840909090909091,,,,
102,13210061,1021321006100,Kettenhausen,3,single_precinct_leaf,1,158,54,0.34177215189873417,,,,
102,13210062,1021321006200,Kircheib,3,single_precinct_leaf,1,282,83,0.29432624113475175,,,,
102,13210064,1021321006400,Kraam,3,single_precinct_leaf,1,92,27,0.29347826086956524,,,,
102,13210065,1021321006500,Krunkel,3,single_precinct_leaf,1,335,135,0.40298507462686567,,,,
102,13210067,1021321006700,Mammelzen,3,single_precinct_leaf,1,445,119,0.26741573033707866,,,,
102,13210069,1021321006900,Mehren,3,single_precinct_leaf,1,247,74,0.29959514170040485,,,,
102,13210070,1021321007000,Michelbach (Westerwald),3,single_precinct_leaf,1,265,87,0.3283018867924528,,,,
102,13210078,1021321007800,Niedersteinebach,3,single_precinct_leaf,1,99,33,0.3333333333333333,,,,
102,13210081,1021321008100,Obererbach (Westerwald),3,single_precinct_leaf,1,298,80,0.2684563758389262,,,,
102,13210082,1021321008200,Oberirsen,3,single_precinct_leaf,1,321,83,0.2585669781931464,,,,
102,13210083,1021321008300,Oberlahr,3,single_precinct_leaf,1,439,205,0.46697038724373574,,,,
102,13210085,1021321008500,Obersteinebach,3,single_precinct_leaf,1,136,48,0.35294117647058826,,,,
102,13210086,1021321008600,Oberwambach,3,single_precinct_leaf,1,207,59,0.28502415458937197,,,,
102,13210087,1021321008700,Ölsen,3,single_precinct_leaf,1,53,12,0.22641509433962265,,,,
102,13210088,1021321008800,Orfgen,3,single_precinct_leaf,1,133,34,0.2556390977443609,,,,
102,13210089,1021321008900,Peterslahr,3,single_precinct_leaf,1,202,70,0.3465346534653465,,,,
102,13210090,1021321009000,Pleckhausen,3,single_precinct_leaf,1,513,181,0.35282651072124754,,,,
102,13210092,1021321009200,Racksen,3,single_precinct_leaf,1,94,37,0.39361702127659576,,,,
102,13210093,1021321009300,Reiferscheid,3,single_precinct_leaf,1,235,62,0.26382978723404255,,,,
102,13210094,1021321009400,Rettersen,3,single_precinct_leaf,1,172,58,0.3372093023255814,,,,
102,13210097,1021321009700,Rott,3,single_precinct_leaf,1,201,58,0.2885572139303483,,,,
102,13210099,1021321009900,Schöneberg,3,single_precinct_leaf,1,181,31,0.1712707182320442,,,,
102,13210100,1021321010000,Schürdt,3,single_precinct_leaf,1,158,38,0.24050632911392406,,,,
102,13210103,1021321010300,Seelbach (Westerwald),3,single_precinct_leaf,1,162,41,0.25308641975308643,,,,
102,13210104,1021321010400,Seifen,3,single_precinct_leaf,1,86,24,0.27906976744186046,,,,
102,13210106,1021321010600,Sörth,3,single_precinct_leaf,1,114,28,0.24561403508771928,,,,
102,13210109,1021321010900,Stürzelbach,3,single_precinct_leaf,1,134,39,0.291044776119403,,,,
102,13210110,1021321011000,Volkerzen,3,single_precinct_leaf,1,45,14,0.3111111111111111,,,,
102,13210112,1021321011200,Walterschen,3,single_precinct_leaf,1,87,28,0.3218390804597701,,,,
102,13210114,1021321011400,Werkhausen,3,single_precinct_leaf,1,130,29,0.2230769230769231,,,,
102,13210115,1021321011500,Weyerbusch,3,single_precinct_leaf,1,674,197,0.2922848664688427,,,,
102,13210116,1021321011600,Willroth,3,single_precinct_leaf,1,392,154,0.39285714285714285,,,,
102,13210118,1021321011800,Wölmersen,3,single_precinct_leaf,1,227,80,0.3524229074889868,,,,
102,13210119,1021321011900,Ziegenhain,3,single_precinct_leaf,1,83,37,0.4457831325301205,,,,
102,13210201,1021321020100,Berod bei Hachenburg,3,single_precinct_leaf,1,290,93,0.32068965517241377,,,,
102,13210501,1021321050100,Altenkirchen (Westerwald),3,multi_precinct_leaf,4,2373,775,0.32659081331647705,,,,
102,13210502,1021321050200,Neitersen,3,single_precinct_leaf,1,512,132,0.2578125,,,,
103,13801003,1031380100300,Asbach,3,multi_precinct_leaf,12,3640,1485,0.40796703296703296,,,,
103,13801044,1031380104400,Neustadt (Wied),3,multi_precinct_leaf,14,3315,1429,0.43107088989441933,,,,
103,13801077,1031380107700,Windhagen,3,multi_precinct_leaf,8,2220,885,0.39864864864864863,,,,
103,13801080,1031380108000,Buchholz (Westerwald),3,multi_precinct_leaf,10,2372,872,0.3676222596964587,,,,
103,13802004,1031380200400,Bad Hönningen,3,multi_precinct_leaf,5,2545,904,0.35520628683693517,,,,
103,13802024,1031380202400,Hammerstein,3,single_precinct_leaf,1,173,55,0.3179190751445087,,,,
103,13802038,1031380203800,Leutesdorf,3,multi_precinct_leaf,2,856,312,0.3644859813084112,,,,
103,13802063,1031380206300,Rheinbrohl,3,multi_precinct_leaf,3,1879,688,0.36615220862160724,,,,
103,13804009,1031380400900,Dattenberg,3,single_precinct_leaf,1,836,310,0.3708133971291866,,,,
103,13804037,1031380403700,Leubsdorf,3,single_precinct_leaf,1,922,421,0.4566160520607375,,,,
103,13804041,1031380404100,Linz am Rhein,3,multi_precinct_leaf,3,2820,1098,0.3893617021276596,,,,
103,13804055,1031380405500,Ockenfels,3,single_precinct_leaf,1,542,207,0.38191881918819187,,,,
103,13804068,1031380406800,Sankt Katharinen,3,multi_precinct_leaf,2,1811,699,0.38597459966869135,,,,
103,13804075,1031380407500,Vettelschoß,3,multi_precinct_leaf,2,1792,742,0.4140625,,,,
103,13804501,1031380450100,Kasbach-Ohlenberg,3,multi_precinct_leaf,2,721,273,0.3786407766990291,,,,
103,13807008,1031380700800,Bruchhausen,3,single_precinct_leaf,1,519,216,0.4161849710982659,,,,
103,13807019,1031380701900,Erpel,3,multi_precinct_leaf,3,1330,541,0.4067669172932331,,,,
103,13807062,1031380706200,Rheinbreitbach,3,multi_precinct_leaf,5,2207,822,0.3724512913457182,,,,
103,13807073,1031380707300,Unkel,3,multi_precinct_leaf,4,2376,857,0.36069023569023567,,,,
103,13809002,1031380900200,Anhausen,3,single_precinct_leaf,1,727,194,0.2668500687757909,,,,
103,13809005,1031380900500,Bonefeld,3,single_precinct_leaf,1,458,128,0.2794759825327511,,,,
103,13809006,1031380900600,Breitscheid,3,single_precinct_leaf,1,1122,370,0.32976827094474154,,,,
103,13809007,1031380900700,Hausen (Wied),3,single_precinct_leaf,1,887,347,0.39120631341600903,,,,
103,13809010,1031380901000,Datzeroth,3,single_precinct_leaf,1,138,29,0.21014492753623187,,,,
103,13809015,1031380901500,Ehlscheid,3,single_precinct_leaf,1,765,230,0.3006535947712418,,,,
103,13809026,1031380902600,Hardert,3,single_precinct_leaf,1,415,120,0.2891566265060241,,,,
103,13809030,1031380903000,Hümmerich,3,single_precinct_leaf,1,409,110,0.26894865525672373,,,,
103,13809036,1031380903600,Kurtscheid,3,single_precinct_leaf,1,566,236,0.4169611307420495,,,,
103,13809042,1031380904200,Meinborn,3,single_precinct_leaf,1,322,99,0.30745341614906835,,,,
103,13809043,1031380904300,Melsbach,3,multi_precinct_leaf,2,1064,362,0.34022556390977443,,,,
103,13809047,1031380904700,Niederbreitbach,3,single_precinct_leaf,1,849,327,0.38515901060070673,,,,
103,13809053,1031380905300,Oberhonnefeld-Gierend,3,single_precinct_leaf,1,483,142,0.2939958592132505,,,,
103,13809054,1031380905400,Oberraden,3,single_precinct_leaf,1,357,114,0.31932773109243695,,,,
103,13809061,1031380906100,Rengsdorf,3,multi_precinct_leaf,2,1363,469,0.34409391049156274,,,,
103,13809065,1031380906500,Roßbach,3,single_precinct_leaf,1,846,379,0.44799054373522457,,,,
103,13809066,1031380906600,Rüscheid,3,single_precinct_leaf,1,430,135,0.313953488372093,,,,
103,13809071,1031380907100,Straßenhaus,3,single_precinct_leaf,1,947,288,0.3041182682154171,,,,
103,13809072,1031380907200,Thalhausen,3,single_precinct_leaf,1,415,98,0.236144578313253,,,,
103,13809076,1031380907600,Waldbreitbach,3,single_precinct_leaf,1,1037,496,0.4783027965284474,,,,
104,13800045,1041380004517,Neuwied / Innenstadt,4,multi_precinct_leaf,9,3330,888,0.26666666666666666,,,,
104,13800045,1041380004510,Neuwied/Altwied,4,multi_precinct_leaf,2,344,111,0.3226744186046512,,,,
104,13800045,1041380004511,Neuwied/Block,4,multi_precinct_leaf,2,435,124,0.2850574712643678,,,,
104,13800045,1041380004512,Neuwied/Engers,4,multi_precinct_leaf,4,2041,648,0.31749142577168055,,,,
104,13800045,1041380004513,Neuwied/Feldkirchen,4,multi_precinct_leaf,6,2572,783,0.30443234836702954,,,,
104,13800045,1041380004514,Neuwied/Gladbach,4,multi_precinct_leaf,4,1382,497,0.35962373371924744,,,,
104,13800045,1041380004515,Neuwied/Heddesdorf,4,multi_precinct_leaf,12,3941,1024,0.25983252981476784,,,,
104,13800045,1041380004516,Neuwied/Heimbach-Weis,4,multi_precinct_leaf,6,3434,1298,0.37798485730926035,,,,
104,13800045,1041380004518,Neuwied/Irlich,4,multi_precinct_leaf,4,2291,665,0.2902662592754256,,,,
104,13800045,1041380004519,Neuwied/Niederbieber,4,multi_precinct_leaf,4,1898,474,0.24973656480505796,,,,
104,13800045,1041380004520,Neuwied/Oberbieber,4,multi_precinct_leaf,4,2266,595,0.26257722859664606,,,,
104,13800045,1041380004521,Neuwied/Rodenbach,4,multi_precinct_leaf,2,649,177,0.2727272727272727,,,,
104,13800045,1041380004522,Neuwied/Segendorf,4,multi_precinct_leaf,2,879,226,0.2571103526734926,,,,
104,13800045,1041380004523,Neuwied/Torney,4,multi_precinct_leaf,2,714,170,0.23809523809523808,,,,
104,13803012,1041380301200,Dierdorf,3,multi_precinct_leaf,6,2443,753,0.3082275890298813,,,,
104,13803023,1041380302300,Großmaischeid,3,multi_precinct_leaf,3,1186,431,0.3634064080944351,,,,
104,13803031,1041380303100,Isenburg,3,single_precinct_leaf,1,304,86,0.28289473684210525,,,,
104,13803034,1041380303400,Kleinmaischeid,3,single_precinct_leaf,1,682,196,0.2873900293255132,,,,
104,13803069,1041380306900,Stebach,3,single_precinct_leaf,1,204,52,0.2549019607843137,,,,
104,13803201,1041380320100,Marienhausen,3,single_precinct_leaf,1,277,100,0.36101083032490977,,,,
104,13805011,1041380501100,Dernbach,3,single_precinct_leaf,1,455,126,0.27692307692307694,,,,
104,13805013,1041380501300,Döttesfeld,3,single_precinct_leaf,1,312,70,0.22435897435897437,,,,
104,13805014,1041380501400,Dürrholz,3,single_precinct_leaf,1,649,174,0.26810477657935283,,,,
104,13805025,1041380502500,Hanroth,3,single_precinct_leaf,1,318,92,0.2893081761006289,,,,
104,13805027,1041380502700,Harschbach,3,single_precinct_leaf,1,217,70,0.3225806451612903,,,,
104,13805040,1041380504000,Linkenbach,3,single_precinct_leaf,1,320,70,0.21875,,,,
104,13805048,1041380504800,Niederhofen,3,single_precinct_leaf,1,230,54,0.23478260869565218,,,,
104,13805050,1041380505000,Niederwambach,3,single_precinct_leaf,1,233,67,0.2875536480686695,,,,
104,13805052,1041380505200,Oberdreis,3,single_precinct_leaf,1,440,95,0.2159090909090909,,,,
104,13805057,1041380505700,Puderbach,3,multi_precinct_leaf,2,1178,307,0.2606112054329372,,,,
104,13805058,1041380505800,Ratzert,3,single_precinct_leaf,1,153,26,0.16993464052287582,,,,
104,13805059,1041380505900,Raubach,3,single_precinct_leaf,1,970,305,0.31443298969072164,,,,
104,13805064,1041380506400,Rodenbach bei Puderbach,3,single_precinct_leaf,1,360,79,0.21944444444444444,,,,
104,13805070,1041380507000,Steimel,3,single_precinct_leaf,1,665,166,0.24962406015037594,,,,
104,13805074,1041380507400,Urbach,3,single_precinct_leaf,1,718,201,0.2799442896935933,,,,
104,13805078,1041380507800,Woldert,3,single_precinct_leaf,1,279,66,0.23655913978494625,,,,
105,14301206,1051430120600,Bad Marienberg (Westerwald),3,multi_precinct_leaf,5,2301,686,0.29813124728378965,,,,
105,14301211,1051430121100,Bölsberg,3,single_precinct_leaf,1,112,31,0.2767857142857143,,,,
105,14301216,1051430121600,Dreisbach,3,single_precinct_leaf,1,355,113,0.3183098591549296,,,,
105,14301222,1051430122200,Fehl-Ritzhausen,3,single_precinct_leaf,1,443,107,0.24153498871331827,,,,
105,14301227,1051430122700,Großseifen,3,single_precinct_leaf,1,327,70,0.21406727828746178,,,,
105,14301231,1051430123100,Hahn bei Marienberg,3,single_precinct_leaf,1,240,102,0.425,,,,
105,14301234,1051430123400,Hardt,3,single_precinct_leaf,1,244,73,0.29918032786885246,,,,
105,14301243,1051430124300,Hof,3,single_precinct_leaf,1,626,201,0.3210862619808307,,,,
105,14301248,1051430124800,Kirburg,3,single_precinct_leaf,1,287,86,0.29965156794425085,,,,
105,14301253,1051430125300,Langenbach bei Kirburg,3,single_precinct_leaf,1,473,144,0.3044397463002114,,,,
105,14301255,1051430125500,Lautzenbrücken,3,single_precinct_leaf,1,175,49,0.28,,,,
105,14301264,1051430126400,Mörlen,3,single_precinct_leaf,1,309,88,0.284789644012945,,,,
105,14301270,1051430127000,Neunkhausen,3,single_precinct_leaf,1,499,121,0.24248496993987975,,,,
105,14301277,1051430127700,Nisterau,3,single_precinct_leaf,1,463,117,0.2526997840172786,,,,
105,14301279,1051430127900,Nistertal,3,single_precinct_leaf,1,596,230,0.3859060402684564,,,,
105,14301280,1051430128000,Norken,3,single_precinct_leaf,1,499,153,0.3066132264529058,,,,
105,14301297,1051430129700,Stockhausen-Illfurth,3,single_precinct_leaf,1,213,41,0.19248826291079812,,,,
105,14301300,1051430130000,Unnau,3,multi_precinct_leaf,3,1011,279,0.27596439169139464,,,,
105,14302202,1051430220200,Alpenrod,3,single_precinct_leaf,1,867,234,0.2698961937716263,,,,
105,14302204,1051430220400,Astert,3,single_precinct_leaf,1,144,62,0.4305555555555556,,,,
105,14302205,1051430220500,Atzelgift,3,single_precinct_leaf,1,335,139,0.41492537313432837,,,,
105,14302212,1051430221200,Borod,3,single_precinct_leaf,1,289,72,0.2491349480968858,,,,
105,14302215,1051430221500,Dreifelden,3,single_precinct_leaf,1,130,38,0.2923076923076923,,,,
105,14302223,1051430222300,Gehlert,3,single_precinct_leaf,1,366,119,0.3251366120218579,,,,
105,14302225,1051430222500,Giesenhausen,3,single_precinct_leaf,1,175,44,0.25142857142857145,,,,
105,14302229,1051430222900,Hachenburg,3,multi_precinct_leaf,4,3168,1065,0.33617424242424243,,,,
105,14302235,1051430223500,Hattert,3,single_precinct_leaf,1,1024,298,0.291015625,,,,
105,14302236,1051430223600,Heimborn,3,single_precinct_leaf,1,172,45,0.2616279069767442,,,,
105,14302240,1051430224000,Heuzert,3,single_precinct_leaf,1,72,15,0.20833333333333334,,,,
105,14302241,1051430224100,Höchstenbach,3,single_precinct_leaf,1,354,86,0.24293785310734464,,,,
105,14302250,1051430225000,Kroppach,3,single_precinct_leaf,1,349,88,0.2521489971346705,,,,
105,14302252,1051430225200,Kundert,3,single_precinct_leaf,1,166,36,0.21686746987951808,,,,
105,14302257,1051430225700,Limbach,3,single_precinct_leaf,1,231,98,0.42424242424242425,,,,
105,14302258,1051430225800,Linden,3,single_precinct_leaf,1,81,20,0.24691358024691357,,,,
105,14302259,1051430225900,Lochum,3,single_precinct_leaf,1,180,57,0.31666666666666665,,,,
105,14302260,1051430226000,Luckenbach,3,single_precinct_leaf,1,363,147,0.4049586776859504,,,,
105,14302261,1051430226100,Marzhausen,3,single_precinct_leaf,1,166,29,0.1746987951807229,,,,
105,14302262,1051430226200,Merkelbach,3,single_precinct_leaf,1,259,100,0.3861003861003861,,,,
105,14302265,1051430226500,Mörsbach,3,single_precinct_leaf,1,277,68,0.24548736462093862,,,,
105,14302267,1051430226700,Mudenbach,3,single_precinct_leaf,1,373,78,0.20911528150134048,,,,
105,14302268,1051430226800,Mündersbach,3,single_precinct_leaf,1,390,93,0.23846153846153847,,,,
105,14302269,1051430226900,Müschenbach,3,single_precinct_leaf,1,552,213,0.3858695652173913,,,,
105,14302276,1051430227600,Nister,3,single_precinct_leaf,1,558,145,0.25985663082437277,,,,
105,14302287,1051430228700,Roßbach,3,single_precinct_leaf,1,489,135,0.27607361963190186,,,,
105,14302294,1051430229400,Steinebach an der Wied,3,single_precinct_leaf,1,433,106,0.24480369515011546,,,,
105,14302296,1051430229600,Stein-Wingert,3,single_precinct_leaf,1,123,36,0.2926829268292683,,,,
105,14302299,1051430229900,Streithausen,3,single_precinct_leaf,1,328,134,0.40853658536585363,,,,
105,14302301,1051430230100,Wahlrod,3,single_precinct_leaf,1,430,115,0.26744186046511625,,,,
105,14302306,1051430230600,Welkenbach,3,single_precinct_leaf,1,93,31,0.3333333333333333,,,,
105,14302310,1051430231000,Wied,3,single_precinct_leaf,1,233,55,0.23605150214592274,,,,
105,14302313,1051430231300,Winkelbach,3,single_precinct_leaf,1,103,21,0.20388349514563106,,,,
105,14307015,1051430701500,Ellenhausen,3,single_precinct_leaf,1,187,51,0.2727272727272727,,,,
105,14307018,1051430701800,Freilingen,3,single_precinct_leaf,1,392,119,0.30357142857142855,,,,
105,14307019,1051430701900,Freirachdorf,3,single_precinct_leaf,1,369,84,0.22764227642276422,,,,
105,14307022,1051430702200,Goddert,3,single_precinct_leaf,1,208,71,0.34134615384615385,,,,
105,14307025,1051430702500,Hartenfels,3,single_precinct_leaf,1,485,190,0.3917525773195876,,,,
