row_key,time,previous_time,delta_valid,delta_reported,fixed_reported_count,party_deltas
berlin:WAHLKREIS:35,2026-09-20T17:32:53.176165+00:00,2026-09-20T17:28:41.667886+00:00,1827,4,False,"{""CDU"": 453, ""SPD"": 286, ""GRÜNE"": 308, ""Die Linke"": 320, ""AfD"": 243, ""FDP"": 49, ""Tierschutzpartei"": 31, ""Die PARTEI"": 10, ""Volt"": 41, ""DKP"": 1, ""ÖDP"": 9, ""BSW"": 70, ""PdF"": 6}"
berlin:WAHLKREIS:36,2026-09-20T17:32:53.176165+00:00,2026-09-20T17:28:41.667886+00:00,2633,6,False,"{""CDU"": 847, ""SPD"": 371, ""GRÜNE"": 480, ""Die Linke"": 335, ""AfD"": 305, ""FDP"": 106, ""Tierschutzpartei"": 18, ""Die PARTEI"": 6, ""Volt"": 77, ""DKP"": 1, ""ÖDP"": 3, ""SGP"": 1, ""BSW"": 77, ""PdF"": 6}"
berlin:WAHLKREIS:37,2026-09-20T17:32:53.176165+00:00,2026-09-20T17:28:41.667886+00:00,5030,12,False,"{""CDU"": 1384, ""SPD"": 779, ""GRÜNE"": 745, ""Die Linke"": 756, ""AfD"": 766, ""FDP"": 166, ""Tierschutzpartei"": 98, ""Die PARTEI"": 22, ""Volt"": 102, ""Die Urbane."": 3, ""DKP"": 3, ""ÖDP"": 10, ""SGP"": 2, ""BSW"": 184, ""PdF"": 10}"
berlin:WAHLKREIS:38,2026-09-20T17:32:53.176165+00:00,2026-09-20T17:28:41.667886+00:00,2186,5,False,"{""CDU"": 747, ""SPD"": 279, ""GRÜNE"": 386, ""Die Linke"": 280, ""AfD"": 269, ""FDP"": 75, ""Tierschutzpartei"": 17, ""Die PARTEI"": 5, ""Volt"": 56, ""Die Urbane."": 2, ""ÖDP"": 3, ""BSW"": 64, ""PdF"": 3}"
berlin:WAHLKREIS:39,2026-09-20T17:32:53.176165+00:00,2026-09-20T17:28:41.667886+00:00,3287,7,False,"{""CDU"": 1039, ""SPD"": 445, ""GRÜNE"": 640, ""Die Linke"": 446, ""AfD"": 346, ""FDP"": 129, ""Tierschutzpartei"": 31, ""Die PARTEI"": 6, ""Volt"": 89, ""DKP"": 2, ""ÖDP"": 5, ""BSW"": 105, ""PdF"": 4}"
berlin:WAHLKREIS:40,2026-09-20T17:32:53.176165+00:00,2026-09-20T17:28:41.667886+00:00,2222,5,False,"{""CDU"": 676, ""SPD"": 323, ""GRÜNE"": 390, ""Die Linke"": 280, ""AfD"": 292, ""FDP"": 111, ""Tierschutzpartei"": 30, ""Die PARTEI"": 13, ""Volt"": 42, ""Die Urbane."": 2, ""DKP"": 4, ""ÖDP"": 3, ""SGP"": 1, ""BSW"": 51, ""PdF"": 4}"
berlin:WAHLKREIS:41,2026-09-20T17:32:53.176165+00:00,2026-09-20T17:28:41.667886+00:00,1236,3,False,"{""CDU"": 230, ""SPD"": 149, ""GRÜNE"": 255, ""Die Linke"": 353, ""AfD"": 89, ""FDP"": 31, ""Tierschutzpartei"": 13, ""Die PARTEI"": 5, ""Volt"": 33, ""Die Urbane."": 1, ""ÖDP"": 2, ""BSW"": 69, ""PdF"": 6}"
berlin:WAHLKREIS:42,2026-09-20T17:32:53.176165+00:00,2026-09-20T17:28:41.667886+00:00,2146,6,False,"{""CDU"": 243, ""SPD"": 266, ""GRÜNE"": 459, ""Die Linke"": 803, ""AfD"": 164, ""FDP"": 24, ""Tierschutzpartei"": 20, ""Die PARTEI"": 17, ""Volt"": 37, ""Die Urbane."": 1, ""DKP"": 3, ""ÖDP"": 1, ""SGP"": 3, ""BSW"": 101, ""PdF"": 4}"
berlin:WAHLKREIS:43,2026-09-20T17:32:53.176165+00:00,2026-09-20T17:28:41.667886+00:00,2679,6,False,"{""CDU"": 455, ""SPD"": 394, ""GRÜNE"": 718, ""Die Linke"": 644, ""AfD"": 227, ""FDP"": 44, ""Tierschutzpartei"": 29, ""Die PARTEI"": 13, ""Volt"": 50, ""DKP"": 3, ""ÖDP"": 3, ""BSW"": 90, ""PdF"": 9}"
berlin:WAHLKREIS:44,2026-09-20T17:32:53.176165+00:00,2026-09-20T17:28:41.667886+00:00,2761,7,False,"{""CDU"": 386, ""SPD"": 387, ""GRÜNE"": 437, ""Die Linke"": 796, ""AfD"": 415, ""FDP"": 50, ""Tierschutzpartei"": 57, ""Die PARTEI"": 28, ""Volt"": 40, ""Die Urbane."": 3, ""DKP"": 3, ""ÖDP"": 3, ""BSW"": 142, ""PdF"": 14}"
berlin:WAHLKREIS:45,2026-09-20T17:32:53.176165+00:00,2026-09-20T17:28:41.667886+00:00,3865,11,False,"{""CDU"": 801, ""SPD"": 509, ""GRÜNE"": 336, ""Die Linke"": 832, ""AfD"": 831, ""FDP"": 101, ""Tierschutzpartei"": 98, ""Die PARTEI"": 27, ""Volt"": 48, ""Die Urbane."": 5, ""ÖDP"": 3, ""SGP"": 3, ""BSW"": 263, ""PdF"": 8}"
berlin:WAHLKREIS:46,2026-09-20T17:32:53.176165+00:00,2026-09-20T17:28:41.667886+00:00,3430,8,False,"{""CDU"": 1005, ""SPD"": 429, ""GRÜNE"": 332, ""Die Linke"": 490, ""AfD"": 757, ""FDP"": 98, ""Tierschutzpartei"": 72, ""Die PARTEI"": 20, ""Volt"": 43, ""Die Urbane."": 1, ""DKP"": 2, ""ÖDP"": 10, ""SGP"": 1, ""BSW"": 163, ""PdF"": 7}"
berlin:WAHLKREIS:47,2026-09-20T17:32:53.176165+00:00,2026-09-20T17:28:41.667886+00:00,4790,12,False,"{""CDU"": 1270, ""SPD"": 559, ""GRÜNE"": 431, ""Die Linke"": 727, ""AfD"": 1173, ""FDP"": 175, ""Tierschutzpartei"": 136, ""Die PARTEI"": 29, ""Volt"": 48, ""DKP"": 2, ""ÖDP"": 8, ""SGP"": 2, ""BSW"": 215, ""PdF"": 15}"
berlin:WAHLKREIS:48,2026-09-20T17:32:53.176165+00:00,2026-09-20T17:28:41.667886+00:00,1169,3,False,"{""CDU"": 69, ""SPD"": 93, ""GRÜNE"": 220, ""Die Linke"": 603, ""AfD"": 88, ""FDP"": 3, ""Tierschutzpartei"": 16, ""Die PARTEI"": 10, ""Volt"": 7, ""Die Urbane."": 1, ""ÖDP"": 1, ""SGP"": 1, ""BSW"": 55, ""PdF"": 2}"
berlin:WAHLKREIS:49,2026-09-20T17:32:53.176165+00:00,2026-09-20T17:28:41.667886+00:00,2059,5,False,"{""CDU"": 116, ""SPD"": 172, ""GRÜNE"": 439, ""Die Linke"": 1043, ""AfD"": 132, ""FDP"": 18, ""Tierschutzpartei"": 30, ""Die PARTEI"": 17, ""Volt"": 29, ""DKP"": 3, ""ÖDP"": 4, ""BSW"": 54, ""PdF"": 2}"
berlin:WAHLKREIS:50,2026-09-20T17:32:53.176165+00:00,2026-09-20T17:28:41.667886+00:00,1270,3,False,"{""CDU"": 132, ""SPD"": 114, ""GRÜNE"": 180, ""Die Linke"": 547, ""AfD"": 166, ""FDP"": 14, ""Tierschutzpartei"": 25, ""Die PARTEI"": 11, ""Volt"": 18, ""Die Urbane."": 2, ""DKP"": 3, ""ÖDP"": 1, ""BSW"": 54, ""PdF"": 3}"
berlin:WAHLKREIS:51,2026-09-20T17:32:53.176165+00:00,2026-09-20T17:28:41.667886+00:00,2340,6,False,"{""CDU"": 446, ""SPD"": 365, ""GRÜNE"": 104, ""Die Linke"": 554, ""AfD"": 549, ""FDP"": 48, ""Tierschutzpartei"": 66, ""Die PARTEI"": 9, ""Volt"": 23, ""Die Urbane."": 2, ""ÖDP"": 2, ""SGP"": 1, ""BSW"": 164, ""PdF"": 7}"
berlin:WAHLKREIS:52,2026-09-20T17:32:53.176165+00:00,2026-09-20T17:28:41.667886+00:00,2768,7,False,"{""CDU"": 650, ""SPD"": 380, ""GRÜNE"": 222, ""Die Linke"": 532, ""AfD"": 621, ""FDP"": 79, ""Tierschutzpartei"": 62, ""Die PARTEI"": 15, ""Volt"": 32, ""Die Urbane."": 3, ""DKP"": 2, ""ÖDP"": 3, ""BSW"": 157, ""PdF"": 10}"
berlin:WAHLKREIS:53,2026-09-20T17:32:53.176165+00:00,2026-09-20T17:28:41.667886+00:00,3574,9,False,"{""CDU"": 811, ""SPD"": 558, ""GRÜNE"": 230, ""Die Linke"": 603, ""AfD"": 926, ""FDP"": 84, ""Tierschutzpartei"": 89, ""Die PARTEI"": 17, ""Volt"": 39, ""Die Urbane."": 3, ""DKP"": 1, ""ÖDP"": 2, ""SGP"": 1, ""BSW"": 199, ""PdF"": 11}"
berlin:WAHLKREIS:54,2026-09-20T17:32:53.176165+00:00,2026-09-20T17:28:41.667886+00:00,5527,13,False,"{""CDU"": 523, ""SPD"": 485, ""GRÜNE"": 886, ""Die Linke"": 2241, ""AfD"": 784, ""FDP"": 70, ""Tierschutzpartei"": 92, ""Die PARTEI"": 60, ""Volt"": 100, ""Die Urbane."": 1, ""DKP"": 12, ""ÖDP"": 12, ""Die Heimat"": 8, ""SGP"": 4, ""BSW"": 238, ""PdF"": 11}"
berlin:WAHLKREIS:55,2026-09-20T17:32:53.176165+00:00,2026-09-20T17:28:41.667886+00:00,5700,13,False,"{""CDU"": 657, ""SPD"": 553, ""GRÜNE"": 589, ""Die Linke"": 1817, ""AfD"": 1271, ""FDP"": 108, ""Tierschutzpartei"": 140, ""Die PARTEI"": 80, ""Volt"": 128, ""Die Urbane."": 6, ""DKP"": 6, ""ÖDP"": 6, ""Die Heimat"": 13, ""BSW"": 305, ""PdF"": 21}"
berlin:WAHLKREIS:56,2026-09-20T17:32:53.176165+00:00,2026-09-20T17:28:41.667886+00:00,3247,7,False,"{""CDU"": 385, ""SPD"": 395, ""GRÜNE"": 287, ""Die Linke"": 911, ""AfD"": 833, ""FDP"": 55, ""Tierschutzpartei"": 82, ""Die PARTEI"": 26, ""Volt"": 63, ""Die Urbane."": 3, ""DKP"": 3, ""ÖDP"": 4, ""Die Heimat"": 7, ""BSW"": 181, ""PdF"": 12}"
berlin:WAHLKREIS:57,2026-09-20T17:32:53.176165+00:00,2026-09-20T17:28:41.667886+00:00,5168,12,False,"{""CDU"": 1082, ""SPD"": 446, ""GRÜNE"": 334, ""Die Linke"": 879, ""AfD"": 1674, ""FDP"": 101, ""Tierschutzpartei"": 137, ""Die PARTEI"": 31, ""Volt"": 68, ""Die Urbane."": 2, ""DKP"": 5, ""ÖDP"": 4, ""Die Heimat"": 10, ""SGP"": 2, ""BSW"": 361, ""PdF"": 32}"
berlin:WAHLKREIS:58,2026-09-20T17:32:53.176165+00:00,2026-09-20T17:28:41.667886+00:00,3716,9,False,"{""CDU"": 577, ""SPD"": 339, ""GRÜNE"": 265, ""Die Linke"": 831, ""AfD"": 1150, ""FDP"": 92, ""Tierschutzpartei"": 92, ""Die PARTEI"": 32, ""Volt"": 71, ""Die Urbane."": 2, ""ÖDP"": 5, ""Die Heimat"": 8, ""BSW"": 241, ""PdF"": 11}"
berlin:WAHLKREIS:59,2026-09-20T17:32:53.176165+00:00,2026-09-20T17:28:41.667886+00:00,4724,10,False,"{""CDU"": 608, ""SPD"": 400, ""GRÜNE"": 208, ""Die Linke"": 1005, ""AfD"": 1783, ""FDP"": 91, ""Tierschutzpartei"": 123, ""Die PARTEI"": 39, ""Volt"": 38, ""Die Urbane."": 1, ""DKP"": 6, ""ÖDP"": 6, ""Die Heimat"": 11, ""BSW"": 387, ""PdF"": 18}"
berlin:WAHLKREIS:60,2026-09-20T17:32:53.176165+00:00,2026-09-20T17:28:41.667886+00:00,6173,13,False,"{""CDU"": 975, ""SPD"": 593, ""GRÜNE"": 608, ""Die Linke"": 1513, ""AfD"": 1647, ""FDP"": 90, ""Tierschutzpartei"": 102, ""Die PARTEI"": 59, ""Volt"": 81, ""DKP"": 18, ""ÖDP"": 11, ""Die Heimat"": 13, ""BSW"": 448, ""PdF"": 15}"
berlin:WAHLKREIS:61,2026-09-20T17:32:53.176165+00:00,2026-09-20T17:28:41.667886+00:00,1270,3,False,"{""CDU"": 157, ""SPD"": 133, ""GRÜNE"": 69, ""Die Linke"": 296, ""AfD"": 360, ""FDP"": 32, ""Tierschutzpartei"": 85, ""Die PARTEI"": 8, ""Volt"": 22, ""Die Urbane."": 3, ""ÖDP"": 2, ""SGP"": 1, ""BSW"": 95, ""PdF"": 7}"
berlin:WAHLKREIS:62,2026-09-20T17:32:53.176165+00:00,2026-09-20T17:28:41.667886+00:00,1722,4,False,"{""CDU"": 295, ""SPD"": 189, ""GRÜNE"": 90, ""Die Linke"": 469, ""AfD"": 385, ""FDP"": 45, ""Tierschutzpartei"": 62, ""Die PARTEI"": 17, ""Volt"": 31, ""Die Urbane."": 4, ""DKP"": 3, ""ÖDP"": 1, ""SGP"": 1, ""BSW"": 121, ""PdF"": 9}"
