party,feature,omitted_block,n,weighted_pearson
FDP,log_population,1108,11,-0.05268579516746252
FDP,log_population,1109,11,-0.10105672295276877
FDP,log_population,1110,11,-0.09340658543132645
FDP,log_population,1111,11,-0.08370454967454442
FDP,log_population,1112,11,0.008643387680655484
Tierschutzpartei,log_population,1101,11,-0.3333001061959658
Tierschutzpartei,log_population,1102,11,-0.5809511865531665
Tierschutzpartei,log_population,1103,11,-0.5713421661815231
Tierschutzpartei,log_population,1104,11,-0.4082740327841574
Tierschutzpartei,log_population,1105,11,-0.3012271547461694
Tierschutzpartei,log_population,1106,11,-0.4442983130422795
Tierschutzpartei,log_population,1107,11,-0.4059032537078974
Tierschutzpartei,log_population,1108,11,-0.4136335885682025
Tierschutzpartei,log_population,1109,11,-0.3981530354952867
Tierschutzpartei,log_population,1110,11,-0.35992716649760925
Tierschutzpartei,log_population,1111,11,-0.4108928470592343
Tierschutzpartei,log_population,1112,11,-0.3914781292912706
Volt,log_population,1101,11,0.6241802645635346
Volt,log_population,1102,11,0.7717601454175194
Volt,log_population,1103,11,0.4498372124593153
Volt,log_population,1104,11,0.6605469827008096
Volt,log_population,1105,11,0.5947690833061039
Volt,log_population,1106,11,0.6848652191936078
Volt,log_population,1107,11,0.7124032567636538
Volt,log_population,1108,11,0.7386188447584807
Volt,log_population,1109,11,0.6462488792628036
Volt,log_population,1110,11,0.6382135333736532
Volt,log_population,1111,11,0.6573833012152583
Volt,log_population,1112,11,0.6596634233506712
Die Linke,age67_share,1101,11,-0.9020313782091113
Die Linke,age67_share,1102,11,-0.8742328599450758
Die Linke,age67_share,1103,11,-0.9444484515071404
Die Linke,age67_share,1104,11,-0.9115644082669263
Die Linke,age67_share,1105,11,-0.9273206928203026
Die Linke,age67_share,1106,11,-0.8968875695443981
Die Linke,age67_share,1107,11,-0.9148767012733173
Die Linke,age67_share,1108,11,-0.9230771507126575
Die Linke,age67_share,1109,11,-0.9301503300310888
Die Linke,age67_share,1110,11,-0.9178314087624848
Die Linke,age67_share,1111,11,-0.9212289043041751
Die Linke,age67_share,1112,11,-0.9107084579604073
CDU,age67_share,1101,11,0.878168124932037
CDU,age67_share,1102,11,0.8302681040678066
CDU,age67_share,1103,11,0.8552020520126292
CDU,age67_share,1104,11,0.854999319690965
CDU,age67_share,1105,11,0.8700954760670193
CDU,age67_share,1106,11,0.8235868035711007
CDU,age67_share,1107,11,0.865819442803704
CDU,age67_share,1108,11,0.8662867330347278
CDU,age67_share,1109,11,0.9189361715934237
CDU,age67_share,1110,11,0.8854826496427394
CDU,age67_share,1111,11,0.8892530623181328
CDU,age67_share,1112,11,0.8613207210386447
AfD,age67_share,1101,11,0.18482804505936246
AfD,age67_share,1102,11,0.09423447905276293
AfD,age67_share,1103,11,0.29760882138955735
AfD,age67_share,1104,11,0.3999089799924629
AfD,age67_share,1105,11,0.27457794335269115
AfD,age67_share,1106,11,0.46847587773383287
AfD,age67_share,1107,11,0.32118182097360537
AfD,age67_share,1108,11,0.2830255105919985
AfD,age67_share,1109,11,0.25949638579909146
AfD,age67_share,1110,11,0.30342761116189687
AfD,age67_share,1111,11,0.30473743083746097
AfD,age67_share,1112,11,0.27268004404115537
GRÜNE,age67_share,1101,11,-0.2990865388366968
GRÜNE,age67_share,1102,11,-0.2011900061176562
GRÜNE,age67_share,1103,11,-0.2951093710458777
GRÜNE,age67_share,1104,11,-0.4788176504186894
GRÜNE,age67_share,1105,11,-0.3541304574856124
GRÜNE,age67_share,1106,11,-0.5328140286698405
GRÜNE,age67_share,1107,11,-0.4174770436092331
GRÜNE,age67_share,1108,11,-0.38891430451919906
GRÜNE,age67_share,1109,11,-0.34681152226386597
GRÜNE,age67_share,1110,11,-0.3791521040373239
GRÜNE,age67_share,1111,11,-0.3967118510131489
GRÜNE,age67_share,1112,11,-0.3400869173517659
SPD,age67_share,1101,11,0.6019779280596055
SPD,age67_share,1102,11,0.5446316330138435
SPD,age67_share,1103,11,0.5630537849278087
SPD,age67_share,1104,11,0.5491522704634351
SPD,age67_share,1105,11,0.5888619376697689
SPD,age67_share,1106,11,0.48407230478322716
SPD,age67_share,1107,11,0.5835981404157526
SPD,age67_share,1108,11,0.6100539378637434
SPD,age67_share,1109,11,0.6481727686815673
SPD,age67_share,1110,11,0.7131181134655217
SPD,age67_share,1111,11,0.6402797514515912
SPD,age67_share,1112,11,0.5692173296951502
BSW,age67_share,1101,11,-0.1931505750827965
BSW,age67_share,1102,11,-0.2914329757675566
BSW,age67_share,1103,11,-0.11676180465928339
BSW,age67_share,1104,11,-0.03855417012565824
BSW,age67_share,1105,11,-0.13458242131161308
BSW,age67_share,1106,11,0.10149755513620412
BSW,age67_share,1107,11,-0.10906698751908693
BSW,age67_share,1108,11,-0.1353093680009309
BSW,age67_share,1109,11,-0.19970657457781127
BSW,age67_share,1110,11,-0.22272367384852124
BSW,age67_share,1111,11,-0.15206594233971713
BSW,age67_share,1112,11,-0.10464091513281337
FDP,age67_share,1101,11,0.7629966288445759
FDP,age67_share,1102,11,0.6715061941129572
FDP,age67_share,1103,11,0.7115077409850898
FDP,age67_share,1104,11,0.7057350192853554
FDP,age67_share,1105,11,0.713856347144226
FDP,age67_share,1106,11,0.6199571591111709
FDP,age67_share,1107,11,0.7184827121712088
FDP,age67_share,1108,11,0.7185852632867857
FDP,age67_share,1109,11,0.7741619481081431
FDP,age67_share,1110,11,0.7488339787465071
FDP,age67_share,1111,11,0.7532299053379821
FDP,age67_share,1112,11,0.7067131710543672
Tierschutzpartei,age67_share,1101,11,0.1589063445567597
Tierschutzpartei,age67_share,1102,11,0.10479830644637025
Tierschutzpartei,age67_share,1103,11,0.3130676920280029
Tierschutzpartei,age67_share,1104,11,0.4286871042344561
Tierschutzpartei,age67_share,1105,11,0.2747253863644335
Tierschutzpartei,age67_share,1106,11,0.48948240932186127
Tierschutzpartei,age67_share,1107,11,0.3123397985139807
Tierschutzpartei,age67_share,1108,11,0.2956797344165211
Tierschutzpartei,age67_share,1109,11,0.2829738848626809
Tierschutzpartei,age67_share,1110,11,0.294485172007902
Tierschutzpartei,age67_share,1111,11,0.31928516682715885
Tierschutzpartei,age67_share,1112,11,0.27171106148424046
Volt,age67_share,1101,11,-0.2889627276915923
Volt,age67_share,1102,11,-0.30601648793108843
Volt,age67_share,1103,11,-0.2270205885568385
Volt,age67_share,1104,11,-0.48136516179578037
Volt,age67_share,1105,11,-0.3638509226463622
Volt,age67_share,1106,11,-0.5417955963697602
Volt,age67_share,1107,11,-0.36445788109893995
Volt,age67_share,1108,11,-0.4787728016333572
Volt,age67_share,1109,11,-0.3614083837354922
Volt,age67_share,1110,11,-0.3699400196630462
Volt,age67_share,1111,11,-0.37963217394615195
Volt,age67_share,1112,11,-0.36030772136006156
Die Linke,age19_24_share,1101,11,-0.15753500947042545
Die Linke,age19_24_share,1102,11,0.24370544734463928
Die Linke,age19_24_share,1103,11,0.32713467257575235
Die Linke,age19_24_share,1104,11,0.25639982777451087
Die Linke,age19_24_share,1105,11,0.273852595708562
Die Linke,age19_24_share,1106,11,0.23152829352083865
Die Linke,age19_24_share,1107,11,0.22610081323551823
Die Linke,age19_24_share,1108,11,0.23581747600328268
Die Linke,age19_24_share,1109,11,0.23842749990362536
Die Linke,age19_24_share,1110,11,0.18451277122039986
Die Linke,age19_24_share,1111,11,0.2260744773827594
Die Linke,age19_24_share,1112,11,0.2543241398026919
CDU,age19_24_share,1101,11,0.478727506493282
CDU,age19_24_share,1102,11,0.11558212469783329
CDU,age19_24_share,1103,11,-0.08564752990137994
CDU,age19_24_share,1104,11,0.04172488588703312
CDU,age19_24_share,1105,11,0.04976004322560871
CDU,age19_24_share,1106,11,0.11549373219017864
CDU,age19_24_share,1107,11,0.07530503480177018
CDU,age19_24_share,1108,11,0.07573181465860555
CDU,age19_24_share,1109,11,0.03304235057152819
CDU,age19_24_share,1110,11,0.05476288132725107
CDU,age19_24_share,1111,11,0.07513075620241452
CDU,age19_24_share,1112,11,0.06046675061957406
AfD,age19_24_share,1101,11,-0.40178891222430474
AfD,age19_24_share,1102,11,-0.4782699882231153
AfD,age19_24_share,1103,11,-0.5560679849677282
AfD,age19_24_share,1104,11,-0.45018025668188016
AfD,age19_24_share,1105,11,-0.4968130558090815
AfD,age19_24_share,1106,11,-0.4806843876378149
AfD,age19_24_share,1107,11,-0.46426793862592813
AfD,age19_24_share,1108,11,-0.4646264831334716
AfD,age19_24_share,1109,11,-0.4144468814718461
AfD,age19_24_share,1110,11,-0.402577529938206
AfD,age19_24_share,1111,11,-0.47864956291760324
AfD,age19_24_share,1112,11,-0.47121497364216425
GRÜNE,age19_24_share,1101,11,0.10028398036541605
GRÜNE,age19_24_share,1102,11,0.25991142996305017
GRÜNE,age19_24_share,1103,11,0.5024110406448079
GRÜNE,age19_24_share,1104,11,0.24076639220690926
GRÜNE,age19_24_share,1105,11,0.3151680337641903
GRÜNE,age19_24_share,1106,11,0.27008214791914975
GRÜNE,age19_24_share,1107,11,0.2614722378865555
GRÜNE,age19_24_share,1108,11,0.259325614248474
GRÜNE,age19_24_share,1109,11,0.19810988880292812
GRÜNE,age19_24_share,1110,11,0.15243879337982147
GRÜNE,age19_24_share,1111,11,0.27030533935022255
GRÜNE,age19_24_share,1112,11,0.2770337362743431
SPD,age19_24_share,1101,11,0.5976011324896136
SPD,age19_24_share,1102,11,0.25995431103777444
SPD,age19_24_share,1103,11,0.1429130991900033
SPD,age19_24_share,1104,11,0.20864930033286058
SPD,age19_24_share,1105,11,0.2045594707912818
SPD,age19_24_share,1106,11,0.27349632731065227
SPD,age19_24_share,1107,11,0.23629545425180531
SPD,age19_24_share,1108,11,0.23703604267350592
SPD,age19_24_share,1109,11,0.1865187662033257
SPD,age19_24_share,1110,11,0.13722865811808593
SPD,age19_24_share,1111,11,0.24392694630987286
SPD,age19_24_share,1112,11,0.2260874277676078
BSW,age19_24_share,1101,11,-0.5137563304804244
BSW,age19_24_share,1102,11,-0.36179734378757633
BSW,age19_24_share,1103,11,-0.38467310008784983
BSW,age19_24_share,1104,11,-0.34931509256995524
BSW,age19_24_share,1105,11,-0.3684577850818393
BSW,age19_24_share,1106,11,-0.420914064843401
BSW,age19_24_share,1107,11,-0.3675964815222593
BSW,age19_24_share,1108,11,-0.365329627326617
BSW,age19_24_share,1109,11,-0.3036589004249693
BSW,age19_24_share,1110,11,-0.27772131105859876
BSW,age19_24_share,1111,11,-0.40682319667358274
BSW,age19_24_share,1112,11,-0.36081517329376245
FDP,age19_24_share,1101,11,0.4381410990953829
FDP,age19_24_share,1102,11,0.21470973776873803
FDP,age19_24_share,1103,11,0.10396828075136837
FDP,age19_24_share,1104,11,0.1428472080540475
FDP,age19_24_share,1105,11,0.16244474839252493
FDP,age19_24_share,1106,11,0.2349700827125607
FDP,age19_24_share,1107,11,0.18036540318254382
FDP,age19_24_share,1108,11,0.18164803955508768
FDP,age19_24_share,1109,11,0.13496560375986108
FDP,age19_24_share,1110,11,0.14454337514128893
FDP,age19_24_share,1111,11,0.1837448368571842
FDP,age19_24_share,1112,11,0.1736939242349327
Tierschutzpartei,age19_24_share,1101,11,-0.24324741875060615
Tierschutzpartei,age19_24_share,1102,11,-0.44708681526922667
Tierschutzpartei,age19_24_share,1103,11,-0.5110161588386581
Tierschutzpartei,age19_24_share,1104,11,-0.42104875939860187
Tierschutzpartei,age19_24_share,1105,11,-0.5288337645111422
Tierschutzpartei,age19_24_share,1106,11,-0.4538459933723518
Tierschutzpartei,age19_24_share,1107,11,-0.43221645817334325
Tierschutzpartei,age19_24_share,1108,11,-0.43352611239175676
Tierschutzpartei,age19_24_share,1109,11,-0.41614413316473525
Tierschutzpartei,age19_24_share,1110,11,-0.36157660189280333
Tierschutzpartei,age19_24_share,1111,11,-0.45671550656684784
Tierschutzpartei,age19_24_share,1112,11,-0.4470563562944079
Volt,age19_24_share,1101,11,-0.2940291640842869
Volt,age19_24_share,1102,11,0.06982995396159658
Volt,age19_24_share,1103,11,0.5162796675831547
Volt,age19_24_share,1104,11,0.0551099673124259
Volt,age19_24_share,1105,11,0.14383542766308505
Volt,age19_24_share,1106,11,0.08716023680914775
Volt,age19_24_share,1107,11,0.08577143101748019
Volt,age19_24_share,1108,11,0.07809367042398618
Volt,age19_24_share,1109,11,0.03440020610498911
Volt,age19_24_share,1110,11,-0.008862236987552325
Volt,age19_24_share,1111,11,0.07890188121413472
Volt,age19_24_share,1112,11,0.08909358179607679
Die Linke,male_share,1101,11,0.832253241459875
Die Linke,male_share,1102,11,0.7902353105729212
Die Linke,male_share,1103,11,0.8587946917078559
Die Linke,male_share,1104,11,0.8349216723820917
Die Linke,male_share,1105,11,0.8607327722007582
Die Linke,male_share,1106,11,0.8108867532158047
Die Linke,male_share,1107,11,0.8408886833370768
Die Linke,male_share,1108,11,0.8458465971851561
Die Linke,male_share,1109,11,0.8450653717398038
Die Linke,male_share,1110,11,0.8629514038921651
Die Linke,male_share,1111,11,0.8406287669752869
Die Linke,male_share,1112,11,0.8777045022766958
CDU,male_share,1101,11,-0.8304388466866132
CDU,male_share,1102,11,-0.7253394715485484
CDU,male_share,1103,11,-0.8470914496772747
CDU,male_share,1104,11,-0.7588953112138225
CDU,male_share,1105,11,-0.7930515084453125
CDU,male_share,1106,11,-0.6782098872128719
CDU,male_share,1107,11,-0.7839439020953989
CDU,male_share,1108,11,-0.7833246088536427
CDU,male_share,1109,11,-0.8085419307927129
CDU,male_share,1110,11,-0.7875148632530459
CDU,male_share,1111,11,-0.7868046847250828
CDU,male_share,1112,11,-0.8307011701067919
AfD,male_share,1101,11,0.0970479902702999
AfD,male_share,1102,11,0.10816324552985673
AfD,male_share,1103,11,-0.10369172485029841
AfD,male_share,1104,11,-0.21147233761034998
AfD,male_share,1105,11,-0.09015766587916019
AfD,male_share,1106,11,-0.29676406387567356
AfD,male_share,1107,11,-0.1209846906931661
AfD,male_share,1108,11,-0.09270494667596245
AfD,male_share,1109,11,-0.09237820416564396
AfD,male_share,1110,11,-0.16092387175227837
AfD,male_share,1111,11,-0.1411010925308549
AfD,male_share,1112,11,-0.09836986914728202
GRÜNE,male_share,1101,11,-0.09968116193113885
GRÜNE,male_share,1102,11,-0.14477451519982912
GRÜNE,male_share,1103,11,0.09833626801413811
GRÜNE,male_share,1104,11,0.16996249176778547
GRÜNE,male_share,1105,11,0.05310295223450725
GRÜNE,male_share,1106,11,0.2230182606046183
GRÜNE,male_share,1107,11,0.09737606219178828
GRÜNE,male_share,1108,11,0.08663794722879484
GRÜNE,male_share,1109,11,0.061203022587029955
GRÜNE,male_share,1110,11,0.10246634300049938
GRÜNE,male_share,1111,11,0.11612126087677349
GRÜNE,male_share,1112,11,0.06675308253768111
SPD,male_share,1101,11,-0.6554531672004549
SPD,male_share,1102,11,-0.5494580230644998
SPD,male_share,1103,11,-0.6334743077177956
SPD,male_share,1104,11,-0.5487355629404923
SPD,male_share,1105,11,-0.6084220882713814
SPD,male_share,1106,11,-0.4711581883641514
SPD,male_share,1107,11,-0.5995838766941345
SPD,male_share,1108,11,-0.6182173427283622
SPD,male_share,1109,11,-0.6256918472641754
SPD,male_share,1110,11,-0.6554539645326604
SPD,male_share,1111,11,-0.6085736081548713
SPD,male_share,1112,11,-0.6074492818064728
BSW,male_share,1101,11,0.40313850110476085
BSW,male_share,1102,11,0.4192070327689216
BSW,male_share,1103,11,0.2769317126802091
BSW,male_share,1104,11,0.17695578388954838
BSW,male_share,1105,11,0.27108683032272163
BSW,male_share,1106,11,0.01695867681363462
BSW,male_share,1107,11,0.2568471572090758
BSW,male_share,1108,11,0.2733053132131435
BSW,male_share,1109,11,0.30611440768293086
BSW,male_share,1110,11,0.3039106361558915
BSW,male_share,1111,11,0.252957741537733
BSW,male_share,1112,11,0.2688695334285704
FDP,male_share,1101,11,-0.8507421050449155
FDP,male_share,1102,11,-0.6835232616940675
FDP,male_share,1103,11,-0.7596063718122683
FDP,male_share,1104,11,-0.700058782397077
FDP,male_share,1105,11,-0.7315211282754234
FDP,male_share,1106,11,-0.6063221522531264
FDP,male_share,1107,11,-0.729881924425741
FDP,male_share,1108,11,-0.7300341745599817
FDP,male_share,1109,11,-0.7578106159168825
FDP,male_share,1110,11,-0.7367825294858382
FDP,male_share,1111,11,-0.7376885564943018
FDP,male_share,1112,11,-0.7380739747070229
Tierschutzpartei,male_share,1101,11,0.12440713377192318
Tierschutzpartei,male_share,1102,11,0.07447687547830628
Tierschutzpartei,male_share,1103,11,-0.12885290037268796
Tierschutzpartei,male_share,1104,11,-0.2613182607373087
Tierschutzpartei,male_share,1105,11,-0.10927602183109872
Tierschutzpartei,male_share,1106,11,-0.3451021147558375
Tierschutzpartei,male_share,1107,11,-0.1372845833910877
Tierschutzpartei,male_share,1108,11,-0.12552218699327197
Tierschutzpartei,male_share,1109,11,-0.12312875955608941
Tierschutzpartei,male_share,1110,11,-0.1727508607796929
Tierschutzpartei,male_share,1111,11,-0.17886797034332608
Tierschutzpartei,male_share,1112,11,-0.12459290952641967
Volt,male_share,1101,11,-0.16915783274880244
Volt,male_share,1102,11,-0.081280237785217
Volt,male_share,1103,11,0.10652909183140716
Volt,male_share,1104,11,0.13648716389475396
Volt,male_share,1105,11,0.019984611416586535
Volt,male_share,1106,11,0.19071276412949922
Volt,male_share,1107,11,0.030194724769505975
Volt,male_share,1108,11,0.10943576022982364
Volt,male_share,1109,11,0.038236012126085475
Volt,male_share,1110,11,0.05956364200521885
Volt,male_share,1111,11,0.05478711893888557
Volt,male_share,1112,11,0.04199916014725409
Die Linke,foreign_citizenship_share,1101,11,0.44636605328625995
Die Linke,foreign_citizenship_share,1102,11,0.4735228271236021
Die Linke,foreign_citizenship_share,1103,11,0.6219585258208403
Die Linke,foreign_citizenship_share,1104,11,0.6250493908906266
Die Linke,foreign_citizenship_share,1105,11,0.6021866310622245
Die Linke,foreign_citizenship_share,1106,11,0.5054834225568818
Die Linke,foreign_citizenship_share,1107,11,0.5577148864343142
Die Linke,foreign_citizenship_share,1108,11,0.5296468690819592
Die Linke,foreign_citizenship_share,1109,11,0.6307392417584108
Die Linke,foreign_citizenship_share,1110,11,0.5359464909276165
Die Linke,foreign_citizenship_share,1111,11,0.5642345851591154
Die Linke,foreign_citizenship_share,1112,11,0.5702224998903229
CDU,foreign_citizenship_share,1101,11,-0.09964222964530291
CDU,foreign_citizenship_share,1102,11,-0.08785145343680682
CDU,foreign_citizenship_share,1103,11,-0.34228276892921333
CDU,foreign_citizenship_share,1104,11,-0.31314712201012923
CDU,foreign_citizenship_share,1105,11,-0.24854495165178134
CDU,foreign_citizenship_share,1106,11,-0.08606176162294728
CDU,foreign_citizenship_share,1107,11,-0.22560848466517147
CDU,foreign_citizenship_share,1108,11,-0.2069768700155283
CDU,foreign_citizenship_share,1109,11,-0.3422735382243326
CDU,foreign_citizenship_share,1110,11,-0.2690189607331062
CDU,foreign_citizenship_share,1111,11,-0.23897597812548288
CDU,foreign_citizenship_share,1112,11,-0.22323648491256542
AfD,foreign_citizenship_share,1101,11,-0.5717670077927867
AfD,foreign_citizenship_share,1102,11,-0.5434567527741154
AfD,foreign_citizenship_share,1103,11,-0.6400788981700705
AfD,foreign_citizenship_share,1104,11,-0.5836904830524773
AfD,foreign_citizenship_share,1105,11,-0.6241196662810073
AfD,foreign_citizenship_share,1106,11,-0.7108335595106378
AfD,foreign_citizenship_share,1107,11,-0.61676423018471
AfD,foreign_citizenship_share,1108,11,-0.6020467651945416
AfD,foreign_citizenship_share,1109,11,-0.541845296136998
AfD,foreign_citizenship_share,1110,11,-0.568841902959966
AfD,foreign_citizenship_share,1111,11,-0.6246287790479043
AfD,foreign_citizenship_share,1112,11,-0.6002944879378742
GRÜNE,foreign_citizenship_share,1101,11,0.35830358265848405
GRÜNE,foreign_citizenship_share,1102,11,0.3395641622940359
GRÜNE,foreign_citizenship_share,1103,11,0.561667607340464
GRÜNE,foreign_citizenship_share,1104,11,0.3978345814029704
GRÜNE,foreign_citizenship_share,1105,11,0.4641838068210647
GRÜNE,foreign_citizenship_share,1106,11,0.5028137848961218
GRÜNE,foreign_citizenship_share,1107,11,0.44341573411228813
GRÜNE,foreign_citizenship_share,1108,11,0.4692972702638553
GRÜNE,foreign_citizenship_share,1109,11,0.34114987497247645
GRÜNE,foreign_citizenship_share,1110,11,0.33244935252768926
GRÜNE,foreign_citizenship_share,1111,11,0.4437813810630168
GRÜNE,foreign_citizenship_share,1112,11,0.42252895659259526
SPD,foreign_citizenship_share,1101,11,0.22378051360536405
SPD,foreign_citizenship_share,1102,11,0.1903002602061878
SPD,foreign_citizenship_share,1103,11,0.011242846464097173
SPD,foreign_citizenship_share,1104,11,0.016597976968619005
SPD,foreign_citizenship_share,1105,11,0.059660802179803823
SPD,foreign_citizenship_share,1106,11,0.22819364386276889
SPD,foreign_citizenship_share,1107,11,0.08812792343303784
SPD,foreign_citizenship_share,1108,11,0.054428078678975554
SPD,foreign_citizenship_share,1109,11,-0.023102355788956738
SPD,foreign_citizenship_share,1110,11,-0.06448262333900132
SPD,foreign_citizenship_share,1111,11,0.0712805648988034
SPD,foreign_citizenship_share,1112,11,0.08999427222024622
BSW,foreign_citizenship_share,1101,11,-0.4173957556721906
BSW,foreign_citizenship_share,1102,11,-0.3282996963134311
BSW,foreign_citizenship_share,1103,11,-0.36237468456158783
BSW,foreign_citizenship_share,1104,11,-0.32870332531401875
BSW,foreign_citizenship_share,1105,11,-0.36654757149096645
BSW,foreign_citizenship_share,1106,11,-0.5658728512839569
BSW,foreign_citizenship_share,1107,11,-0.3795260830974776
BSW,foreign_citizenship_share,1108,11,-0.37390273197005724
BSW,foreign_citizenship_share,1109,11,-0.2527055574133824
BSW,foreign_citizenship_share,1110,11,-0.2564465977035229
BSW,foreign_citizenship_share,1111,11,-0.4043984113812605
BSW,foreign_citizenship_share,1112,11,-0.3765926722302181
FDP,foreign_citizenship_share,1101,11,-0.025999253786832793
FDP,foreign_citizenship_share,1102,11,0.048805002529334215
FDP,foreign_citizenship_share,1103,11,-0.1380934635888317
FDP,foreign_citizenship_share,1104,11,-0.22447459824684074
FDP,foreign_citizenship_share,1105,11,-0.08814817120168715
FDP,foreign_citizenship_share,1106,11,0.09337943479096517
FDP,foreign_citizenship_share,1107,11,-0.0741893954606717
FDP,foreign_citizenship_share,1108,11,-0.01598181126582818
FDP,foreign_citizenship_share,1109,11,-0.18717912827583386
FDP,foreign_citizenship_share,1110,11,-0.13337139427244635
FDP,foreign_citizenship_share,1111,11,-0.08790696008817617
FDP,foreign_citizenship_share,1112,11,-0.06712929475730813
Tierschutzpartei,foreign_citizenship_share,1101,11,-0.4150890901272365
Tierschutzpartei,foreign_citizenship_share,1102,11,-0.4660699775816676
Tierschutzpartei,foreign_citizenship_share,1103,11,-0.5632163363139759
Tierschutzpartei,foreign_citizenship_share,1104,11,-0.5112178162663692
Tierschutzpartei,foreign_citizenship_share,1105,11,-0.6070293160160668
Tierschutzpartei,foreign_citizenship_share,1106,11,-0.6468596479703828
Tierschutzpartei,foreign_citizenship_share,1107,11,-0.538924070055658
Tierschutzpartei,foreign_citizenship_share,1108,11,-0.5438031253602189
Tierschutzpartei,foreign_citizenship_share,1109,11,-0.5321074038547869
Tierschutzpartei,foreign_citizenship_share,1110,11,-0.4675553684417384
Tierschutzpartei,foreign_citizenship_share,1111,11,-0.563662370972506
Tierschutzpartei,foreign_citizenship_share,1112,11,-0.5329746834721143
Volt,foreign_citizenship_share,1101,11,-0.04891762737911202
Volt,foreign_citizenship_share,1102,11,0.09374368663638866
Volt,foreign_citizenship_share,1103,11,0.41787794251251204
Volt,foreign_citizenship_share,1104,11,0.1268904913093683
Volt,foreign_citizenship_share,1105,11,0.20563681552158292
Volt,foreign_citizenship_share,1106,11,0.2277289836845432
Volt,foreign_citizenship_share,1107,11,0.16237433568683216
Volt,foreign_citizenship_share,1108,11,0.3075777575013606
Volt,foreign_citizenship_share,1109,11,0.09521375645631942
Volt,foreign_citizenship_share,1110,11,0.07076185318303164
Volt,foreign_citizenship_share,1111,11,0.1629141463199904
