capture,time,commit,party,votes,share
2026-09-20-22-31-59,2026-09-20T20:32:02.115994+00:00,cdf7d560a68fd818655f9246a64cbe21a5cf239a,SGP,674,0.038701690356618274
2026-09-20-22-31-59,2026-09-20T20:32:02.115994+00:00,cdf7d560a68fd818655f9246a64cbe21a5cf239a,Menschliche Welt,0,0.0
2026-09-20-22-31-59,2026-09-20T20:32:02.115994+00:00,cdf7d560a68fd818655f9246a64cbe21a5cf239a,AB Spandau,0,0.0
2026-09-20-22-31-59,2026-09-20T20:32:02.115994+00:00,cdf7d560a68fd818655f9246a64cbe21a5cf239a,Ausländer für Berlin,0,0.0
2026-09-20-22-31-59,2026-09-20T20:32:02.115994+00:00,cdf7d560a68fd818655f9246a64cbe21a5cf239a,Migrants for Neukölln,0,0.0
2026-09-20-22-31-59,2026-09-20T20:32:02.115994+00:00,cdf7d560a68fd818655f9246a64cbe21a5cf239a,Berliner:innen ohne Grenzen,0,0.0
2026-09-20-22-31-59,2026-09-20T20:32:02.115994+00:00,cdf7d560a68fd818655f9246a64cbe21a5cf239a,Berlin Retten,0,0.0
2026-09-20-22-31-59,2026-09-20T20:32:02.115994+00:00,cdf7d560a68fd818655f9246a64cbe21a5cf239a,BSW,81615,4.686407208390802
2026-09-20-22-31-59,2026-09-20T20:32:02.115994+00:00,cdf7d560a68fd818655f9246a64cbe21a5cf239a,Losdemokratie,0,0.0
2026-09-20-22-31-59,2026-09-20T20:32:02.115994+00:00,cdf7d560a68fd818655f9246a64cbe21a5cf239a,MERA25,0,0.0
2026-09-20-22-31-59,2026-09-20T20:32:02.115994+00:00,cdf7d560a68fd818655f9246a64cbe21a5cf239a,PdF,5501,0.31587240156047053
2026-09-20-22-31-59,2026-09-20T20:32:02.115994+00:00,cdf7d560a68fd818655f9246a64cbe21a5cf239a,Jan Mihm: Bester Mann,0,0.0
2026-09-20-22-31-59,2026-09-20T20:32:02.115994+00:00,cdf7d560a68fd818655f9246a64cbe21a5cf239a,Demokratische Linke,0,0.0
2026-09-20-22-31-59,2026-09-20T20:32:02.115994+00:00,cdf7d560a68fd818655f9246a64cbe21a5cf239a,DIE FRAUEN,0,0.0
2026-09-20-22-36-56,2026-09-20T20:36:59.368064+00:00,929b144ba8a8241ead36e315af4cedba9a870303,CDU,329067,18.82860701826461
2026-09-20-22-36-56,2026-09-20T20:36:59.368064+00:00,929b144ba8a8241ead36e315af4cedba9a870303,SPD,212457,12.156397819530502
2026-09-20-22-36-56,2026-09-20T20:36:59.368064+00:00,929b144ba8a8241ead36e315af4cedba9a870303,GRÜNE,252434,14.443808051395637
2026-09-20-22-36-56,2026-09-20T20:36:59.368064+00:00,929b144ba8a8241ead36e315af4cedba9a870303,Die Linke,449716,25.731920350037793
2026-09-20-22-36-56,2026-09-20T20:36:59.368064+00:00,929b144ba8a8241ead36e315af4cedba9a870303,AfD,278558,15.938575164917031
2026-09-20-22-36-56,2026-09-20T20:36:59.368064+00:00,929b144ba8a8241ead36e315af4cedba9a870303,FDP,44673,2.556106693551571
2026-09-20-22-36-56,2026-09-20T20:36:59.368064+00:00,929b144ba8a8241ead36e315af4cedba9a870303,Tierschutzpartei,36677,2.098590316284802
2026-09-20-22-36-56,2026-09-20T20:36:59.368064+00:00,929b144ba8a8241ead36e315af4cedba9a870303,Die PARTEI,12986,0.7430349768867258
2026-09-20-22-36-56,2026-09-20T20:36:59.368064+00:00,929b144ba8a8241ead36e315af4cedba9a870303,Volt,36570,2.0924679735675005
2026-09-20-22-36-56,2026-09-20T20:36:59.368064+00:00,929b144ba8a8241ead36e315af4cedba9a870303,FREIE WÄHLER,0,0.0
2026-09-20-22-36-56,2026-09-20T20:36:59.368064+00:00,929b144ba8a8241ead36e315af4cedba9a870303,Mieterpartei,0,0.0
2026-09-20-22-36-56,2026-09-20T20:36:59.368064+00:00,929b144ba8a8241ead36e315af4cedba9a870303,Die Urbane.,1490,0.08525505279233185
2026-09-20-22-36-56,2026-09-20T20:36:59.368064+00:00,929b144ba8a8241ead36e315af4cedba9a870303,DKP,1974,0.11294864041078059
2026-09-20-22-36-56,2026-09-20T20:36:59.368064+00:00,929b144ba8a8241ead36e315af4cedba9a870303,ÖDP,2456,0.1405277917167564
2026-09-20-22-36-56,2026-09-20T20:36:59.368064+00:00,929b144ba8a8241ead36e315af4cedba9a870303,Die Heimat,481,0.027521933149739344
2026-09-20-22-36-56,2026-09-20T20:36:59.368064+00:00,929b144ba8a8241ead36e315af4cedba9a870303,bergpartei,78,0.004463016186444218
2026-09-20-22-36-56,2026-09-20T20:36:59.368064+00:00,929b144ba8a8241ead36e315af4cedba9a870303,SGP,679,0.03885112808455928
2026-09-20-22-36-56,2026-09-20T20:36:59.368064+00:00,929b144ba8a8241ead36e315af4cedba9a870303,Menschliche Welt,0,0.0
2026-09-20-22-36-56,2026-09-20T20:36:59.368064+00:00,929b144ba8a8241ead36e315af4cedba9a870303,AB Spandau,0,0.0
2026-09-20-22-36-56,2026-09-20T20:36:59.368064+00:00,929b144ba8a8241ead36e315af4cedba9a870303,Ausländer für Berlin,0,0.0
2026-09-20-22-36-56,2026-09-20T20:36:59.368064+00:00,929b144ba8a8241ead36e315af4cedba9a870303,Migrants for Neukölln,0,0.0
2026-09-20-22-36-56,2026-09-20T20:36:59.368064+00:00,929b144ba8a8241ead36e315af4cedba9a870303,Berliner:innen ohne Grenzen,0,0.0
2026-09-20-22-36-56,2026-09-20T20:36:59.368064+00:00,929b144ba8a8241ead36e315af4cedba9a870303,Berlin Retten,0,0.0
2026-09-20-22-36-56,2026-09-20T20:36:59.368064+00:00,929b144ba8a8241ead36e315af4cedba9a870303,BSW,81885,4.685308723422882
2026-09-20-22-36-56,2026-09-20T20:36:59.368064+00:00,929b144ba8a8241ead36e315af4cedba9a870303,Losdemokratie,0,0.0
2026-09-20-22-36-56,2026-09-20T20:36:59.368064+00:00,929b144ba8a8241ead36e315af4cedba9a870303,MERA25,0,0.0
2026-09-20-22-36-56,2026-09-20T20:36:59.368064+00:00,929b144ba8a8241ead36e315af4cedba9a870303,PdF,5516,0.31561534980033723
2026-09-20-22-36-56,2026-09-20T20:36:59.368064+00:00,929b144ba8a8241ead36e315af4cedba9a870303,Jan Mihm: Bester Mann,0,0.0
2026-09-20-22-36-56,2026-09-20T20:36:59.368064+00:00,929b144ba8a8241ead36e315af4cedba9a870303,Demokratische Linke,0,0.0
2026-09-20-22-36-56,2026-09-20T20:36:59.368064+00:00,929b144ba8a8241ead36e315af4cedba9a870303,DIE FRAUEN,0,0.0
2026-09-20-22-41-58,2026-09-20T20:42:01.446527+00:00,251b4fca5274fa5d51ca9ed7e10ed2d321937369,CDU,330179,18.817370985666656
2026-09-20-22-41-58,2026-09-20T20:42:01.446527+00:00,251b4fca5274fa5d51ca9ed7e10ed2d321937369,SPD,213214,12.151369218932551
2026-09-20-22-41-58,2026-09-20T20:42:01.446527+00:00,251b4fca5274fa5d51ca9ed7e10ed2d321937369,GRÜNE,253202,14.430342233493858
2026-09-20-22-41-58,2026-09-20T20:42:01.446527+00:00,251b4fca5274fa5d51ca9ed7e10ed2d321937369,Die Linke,451643,25.73977716353689
2026-09-20-22-41-58,2026-09-20T20:42:01.446527+00:00,251b4fca5274fa5d51ca9ed7e10ed2d321937369,AfD,280046,15.960219986891973
2026-09-20-22-41-58,2026-09-20T20:42:01.446527+00:00,251b4fca5274fa5d51ca9ed7e10ed2d321937369,FDP,44826,2.5546975180235374
2026-09-20-22-41-58,2026-09-20T20:42:01.446527+00:00,251b4fca5274fa5d51ca9ed7e10ed2d321937369,Tierschutzpartei,36845,2.099848972729604
2026-09-20-22-41-58,2026-09-20T20:42:01.446527+00:00,251b4fca5274fa5d51ca9ed7e10ed2d321937369,Die PARTEI,13036,0.742940187501781
2026-09-20-22-41-58,2026-09-20T20:42:01.446527+00:00,251b4fca5274fa5d51ca9ed7e10ed2d321937369,Volt,36679,2.0903883965463197
2026-09-20-22-41-58,2026-09-20T20:42:01.446527+00:00,251b4fca5274fa5d51ca9ed7e10ed2d321937369,FREIE WÄHLER,0,0.0
2026-09-20-22-41-58,2026-09-20T20:42:01.446527+00:00,251b4fca5274fa5d51ca9ed7e10ed2d321937369,Mieterpartei,0,0.0
2026-09-20-22-41-58,2026-09-20T20:42:01.446527+00:00,251b4fca5274fa5d51ca9ed7e10ed2d321937369,Die Urbane.,1496,0.08525916849514148
2026-09-20-22-41-58,2026-09-20T20:42:01.446527+00:00,251b4fca5274fa5d51ca9ed7e10ed2d321937369,DKP,1984,0.11307098281708602
2026-09-20-22-41-58,2026-09-20T20:42:01.446527+00:00,251b4fca5274fa5d51ca9ed7e10ed2d321937369,ÖDP,2468,0.14065483144786708
2026-09-20-22-41-58,2026-09-20T20:42:01.446527+00:00,251b4fca5274fa5d51ca9ed7e10ed2d321937369,Die Heimat,486,0.027697831476362806
2026-09-20-22-41-58,2026-09-20T20:42:01.446527+00:00,251b4fca5274fa5d51ca9ed7e10ed2d321937369,bergpartei,79,0.004502322400478728
2026-09-20-22-41-58,2026-09-20T20:42:01.446527+00:00,251b4fca5274fa5d51ca9ed7e10ed2d321937369,SGP,680,0.038754167497791585
2026-09-20-22-41-58,2026-09-20T20:42:01.446527+00:00,251b4fca5274fa5d51ca9ed7e10ed2d321937369,Menschliche Welt,0,0.0
2026-09-20-22-41-58,2026-09-20T20:42:01.446527+00:00,251b4fca5274fa5d51ca9ed7e10ed2d321937369,AB Spandau,0,0.0
2026-09-20-22-41-58,2026-09-20T20:42:01.446527+00:00,251b4fca5274fa5d51ca9ed7e10ed2d321937369,Ausländer für Berlin,0,0.0
2026-09-20-22-41-58,2026-09-20T20:42:01.446527+00:00,251b4fca5274fa5d51ca9ed7e10ed2d321937369,Migrants for Neukölln,0,0.0
2026-09-20-22-41-58,2026-09-20T20:42:01.446527+00:00,251b4fca5274fa5d51ca9ed7e10ed2d321937369,Berliner:innen ohne Grenzen,0,0.0
2026-09-20-22-41-58,2026-09-20T20:42:01.446527+00:00,251b4fca5274fa5d51ca9ed7e10ed2d321937369,Berlin Retten,0,0.0
2026-09-20-22-41-58,2026-09-20T20:42:01.446527+00:00,251b4fca5274fa5d51ca9ed7e10ed2d321937369,BSW,82253,4.687715498817428
2026-09-20-22-41-58,2026-09-20T20:42:01.446527+00:00,251b4fca5274fa5d51ca9ed7e10ed2d321937369,Losdemokratie,0,0.0
2026-09-20-22-41-58,2026-09-20T20:42:01.446527+00:00,251b4fca5274fa5d51ca9ed7e10ed2d321937369,MERA25,0,0.0
2026-09-20-22-41-58,2026-09-20T20:42:01.446527+00:00,251b4fca5274fa5d51ca9ed7e10ed2d321937369,PdF,5534,0.31539053372467446
2026-09-20-22-41-58,2026-09-20T20:42:01.446527+00:00,251b4fca5274fa5d51ca9ed7e10ed2d321937369,Jan Mihm: Bester Mann,0,0.0
2026-09-20-22-41-58,2026-09-20T20:42:01.446527+00:00,251b4fca5274fa5d51ca9ed7e10ed2d321937369,Demokratische Linke,0,0.0
2026-09-20-22-41-58,2026-09-20T20:42:01.446527+00:00,251b4fca5274fa5d51ca9ed7e10ed2d321937369,DIE FRAUEN,0,0.0
2026-09-20-22-46-27,2026-09-20T20:46:30.488328+00:00,b8d2b489e60697f68ca37d336a4052f99b462da7,CDU,332086,18.790531345749603
2026-09-20-22-46-27,2026-09-20T20:46:30.488328+00:00,b8d2b489e60697f68ca37d336a4052f99b462da7,SPD,214359,12.129145789775958
2026-09-20-22-46-27,2026-09-20T20:46:30.488328+00:00,b8d2b489e60697f68ca37d336a4052f99b462da7,GRÜNE,254034,14.374089362051258
2026-09-20-22-46-27,2026-09-20T20:46:30.488328+00:00,b8d2b489e60697f68ca37d336a4052f99b462da7,Die Linke,454584,25.72187596368482
2026-09-20-22-46-27,2026-09-20T20:46:30.488328+00:00,b8d2b489e60697f68ca37d336a4052f99b462da7,AfD,283975,16.06825081126348
2026-09-20-22-46-27,2026-09-20T20:46:30.488328+00:00,b8d2b489e60697f68ca37d336a4052f99b462da7,FDP,45050,2.5490789648645817
2026-09-20-22-46-27,2026-09-20T20:46:30.488328+00:00,b8d2b489e60697f68ca37d336a4052f99b462da7,Tierschutzpartei,37278,2.1093133330126945
2026-09-20-22-46-27,2026-09-20T20:46:30.488328+00:00,b8d2b489e60697f68ca37d336a4052f99b462da7,Die PARTEI,13124,0.7425996078775311
2026-09-20-22-46-27,2026-09-20T20:46:30.488328+00:00,b8d2b489e60697f68ca37d336a4052f99b462da7,Volt,36854,2.085322001578675
2026-09-20-22-46-27,2026-09-20T20:46:30.488328+00:00,b8d2b489e60697f68ca37d336a4052f99b462da7,FREIE WÄHLER,0,0.0
2026-09-20-22-46-27,2026-09-20T20:46:30.488328+00:00,b8d2b489e60697f68ca37d336a4052f99b462da7,Mieterpartei,0,0.0
2026-09-20-22-46-27,2026-09-20T20:46:30.488328+00:00,b8d2b489e60697f68ca37d336a4052f99b462da7,Die Urbane.,1503,0.08504474326729115
2026-09-20-22-46-27,2026-09-20T20:46:30.488328+00:00,b8d2b489e60697f68ca37d336a4052f99b462da7,DKP,1994,0.11282715773451668
2026-09-20-22-46-27,2026-09-20T20:46:30.488328+00:00,b8d2b489e60697f68ca37d336a4052f99b462da7,ÖDP,2488,0.14077932218830366
2026-09-20-22-46-27,2026-09-20T20:46:30.488328+00:00,b8d2b489e60697f68ca37d336a4052f99b462da7,Die Heimat,516,0.029196997688571015
2026-09-20-22-46-27,2026-09-20T20:46:30.488328+00:00,b8d2b489e60697f68ca37d336a4052f99b462da7,bergpartei,79,0.004470082979451764
2026-09-20-22-46-27,2026-09-20T20:46:30.488328+00:00,b8d2b489e60697f68ca37d336a4052f99b462da7,SGP,687,0.038872746922574204
2026-09-20-22-46-27,2026-09-20T20:46:30.488328+00:00,b8d2b489e60697f68ca37d336a4052f99b462da7,Menschliche Welt,0,0.0
2026-09-20-22-46-27,2026-09-20T20:46:30.488328+00:00,b8d2b489e60697f68ca37d336a4052f99b462da7,AB Spandau,0,0.0
2026-09-20-22-46-27,2026-09-20T20:46:30.488328+00:00,b8d2b489e60697f68ca37d336a4052f99b462da7,Ausländer für Berlin,0,0.0
2026-09-20-22-46-27,2026-09-20T20:46:30.488328+00:00,b8d2b489e60697f68ca37d336a4052f99b462da7,Migrants for Neukölln,0,0.0
2026-09-20-22-46-27,2026-09-20T20:46:30.488328+00:00,b8d2b489e60697f68ca37d336a4052f99b462da7,Berliner:innen ohne Grenzen,0,0.0
2026-09-20-22-46-27,2026-09-20T20:46:30.488328+00:00,b8d2b489e60697f68ca37d336a4052f99b462da7,Berlin Retten,0,0.0
2026-09-20-22-46-27,2026-09-20T20:46:30.488328+00:00,b8d2b489e60697f68ca37d336a4052f99b462da7,BSW,83112,4.702753627698671
2026-09-20-22-46-27,2026-09-20T20:46:30.488328+00:00,b8d2b489e60697f68ca37d336a4052f99b462da7,Losdemokratie,0,0.0
2026-09-20-22-46-27,2026-09-20T20:46:30.488328+00:00,b8d2b489e60697f68ca37d336a4052f99b462da7,MERA25,0,0.0
2026-09-20-22-46-27,2026-09-20T20:46:30.488328+00:00,b8d2b489e60697f68ca37d336a4052f99b462da7,PdF,5582,0.31584814166202213
2026-09-20-22-46-27,2026-09-20T20:46:30.488328+00:00,b8d2b489e60697f68ca37d336a4052f99b462da7,Jan Mihm: Bester Mann,0,0.0
2026-09-20-22-46-27,2026-09-20T20:46:30.488328+00:00,b8d2b489e60697f68ca37d336a4052f99b462da7,Demokratische Linke,0,0.0
2026-09-20-22-46-27,2026-09-20T20:46:30.488328+00:00,b8d2b489e60697f68ca37d336a4052f99b462da7,DIE FRAUEN,0,0.0
2026-09-20-22-51-16,2026-09-20T20:51:19.321267+00:00,49ef1b59f2a1d9b49ae5d83495a78547f3b15e8b,CDU,332559,18.782128685303515
2026-09-20-22-51-16,2026-09-20T20:51:19.321267+00:00,49ef1b59f2a1d9b49ae5d83495a78547f3b15e8b,SPD,214788,12.13070720100485
2026-09-20-22-51-16,2026-09-20T20:51:19.321267+00:00,49ef1b59f2a1d9b49ae5d83495a78547f3b15e8b,GRÜNE,254795,14.390205883382826
2026-09-20-22-51-16,2026-09-20T20:51:19.321267+00:00,49ef1b59f2a1d9b49ae5d83495a78547f3b15e8b,Die Linke,455592,25.730735213886256
2026-09-20-22-51-16,2026-09-20T20:51:19.321267+00:00,49ef1b59f2a1d9b49ae5d83495a78547f3b15e8b,AfD,284207,16.051324568765413
2026-09-20-22-51-16,2026-09-20T20:51:19.321267+00:00,49ef1b59f2a1d9b49ae5d83495a78547f3b15e8b,FDP,45118,2.548155611556217
2026-09-20-22-51-16,2026-09-20T20:51:19.321267+00:00,49ef1b59f2a1d9b49ae5d83495a78547f3b15e8b,Tierschutzpartei,37347,2.109268310314953
2026-09-20-22-51-16,2026-09-20T20:51:19.321267+00:00,49ef1b59f2a1d9b49ae5d83495a78547f3b15e8b,Die PARTEI,13148,0.7425672676258066
2026-09-20-22-51-16,2026-09-20T20:51:19.321267+00:00,49ef1b59f2a1d9b49ae5d83495a78547f3b15e8b,Volt,36955,2.0871290975898757
2026-09-20-22-51-16,2026-09-20T20:51:19.321267+00:00,49ef1b59f2a1d9b49ae5d83495a78547f3b15e8b,FREIE WÄHLER,0,0.0
2026-09-20-22-51-16,2026-09-20T20:51:19.321267+00:00,49ef1b59f2a1d9b49ae5d83495a78547f3b15e8b,Mieterpartei,0,0.0
2026-09-20-22-51-16,2026-09-20T20:51:19.321267+00:00,49ef1b59f2a1d9b49ae5d83495a78547f3b15e8b,Die Urbane.,1504,0.08494228555743939
2026-09-20-22-51-16,2026-09-20T20:51:19.321267+00:00,49ef1b59f2a1d9b49ae5d83495a78547f3b15e8b,DKP,2000,0.11295516696468005
2026-09-20-22-51-16,2026-09-20T20:51:19.321267+00:00,49ef1b59f2a1d9b49ae5d83495a78547f3b15e8b,ÖDP,2493,0.1407986156214737
2026-09-20-22-51-16,2026-09-20T20:51:19.321267+00:00,49ef1b59f2a1d9b49ae5d83495a78547f3b15e8b,Die Heimat,516,0.029142433076887454
2026-09-20-22-51-16,2026-09-20T20:51:19.321267+00:00,49ef1b59f2a1d9b49ae5d83495a78547f3b15e8b,bergpartei,79,0.004461729095104862
2026-09-20-22-51-16,2026-09-20T20:51:19.321267+00:00,49ef1b59f2a1d9b49ae5d83495a78547f3b15e8b,SGP,693,0.03913896535326164
2026-09-20-22-51-16,2026-09-20T20:51:19.321267+00:00,49ef1b59f2a1d9b49ae5d83495a78547f3b15e8b,Menschliche Welt,0,0.0
2026-09-20-22-51-16,2026-09-20T20:51:19.321267+00:00,49ef1b59f2a1d9b49ae5d83495a78547f3b15e8b,AB Spandau,0,0.0
2026-09-20-22-51-16,2026-09-20T20:51:19.321267+00:00,49ef1b59f2a1d9b49ae5d83495a78547f3b15e8b,Ausländer für Berlin,0,0.0
2026-09-20-22-51-16,2026-09-20T20:51:19.321267+00:00,49ef1b59f2a1d9b49ae5d83495a78547f3b15e8b,Migrants for Neukölln,0,0.0
2026-09-20-22-51-16,2026-09-20T20:51:19.321267+00:00,49ef1b59f2a1d9b49ae5d83495a78547f3b15e8b,Berliner:innen ohne Grenzen,0,0.0
2026-09-20-22-51-16,2026-09-20T20:51:19.321267+00:00,49ef1b59f2a1d9b49ae5d83495a78547f3b15e8b,Berlin Retten,0,0.0
2026-09-20-22-51-16,2026-09-20T20:51:19.321267+00:00,49ef1b59f2a1d9b49ae5d83495a78547f3b15e8b,BSW,83233,4.700798705985608
2026-09-20-22-51-16,2026-09-20T20:51:19.321267+00:00,49ef1b59f2a1d9b49ae5d83495a78547f3b15e8b,Losdemokratie,0,0.0
2026-09-20-22-51-16,2026-09-20T20:51:19.321267+00:00,49ef1b59f2a1d9b49ae5d83495a78547f3b15e8b,MERA25,0,0.0
2026-09-20-22-51-16,2026-09-20T20:51:19.321267+00:00,49ef1b59f2a1d9b49ae5d83495a78547f3b15e8b,PdF,5587,0.3155402589158337
2026-09-20-22-51-16,2026-09-20T20:51:19.321267+00:00,49ef1b59f2a1d9b49ae5d83495a78547f3b15e8b,Jan Mihm: Bester Mann,0,0.0
2026-09-20-22-51-16,2026-09-20T20:51:19.321267+00:00,49ef1b59f2a1d9b49ae5d83495a78547f3b15e8b,Demokratische Linke,0,0.0
2026-09-20-22-51-16,2026-09-20T20:51:19.321267+00:00,49ef1b59f2a1d9b49ae5d83495a78547f3b15e8b,DIE FRAUEN,0,0.0
2026-09-20-22-55-58,2026-09-20T20:56:01.481671+00:00,7357d2894d51f027eede41854cd5c2a02873fd2d,CDU,333427,18.769096882127908
2026-09-20-22-55-58,2026-09-20T20:56:01.481671+00:00,7357d2894d51f027eede41854cd5c2a02873fd2d,SPD,215522,12.132050788418367
2026-09-20-22-55-58,2026-09-20T20:56:01.481671+00:00,7357d2894d51f027eede41854cd5c2a02873fd2d,GRÜNE,255733,14.395587198868766
2026-09-20-22-55-58,2026-09-20T20:56:01.481671+00:00,7357d2894d51f027eede41854cd5c2a02873fd2d,Die Linke,457465,25.751378578167465
2026-09-20-22-55-58,2026-09-20T20:56:01.481671+00:00,7357d2894d51f027eede41854cd5c2a02873fd2d,AfD,284913,16.038172373496174
2026-09-20-22-55-58,2026-09-20T20:56:01.481671+00:00,7357d2894d51f027eede41854cd5c2a02873fd2d,FDP,45234,2.546288478036193
2026-09-20-22-55-58,2026-09-20T20:56:01.481671+00:00,7357d2894d51f027eede41854cd5c2a02873fd2d,Tierschutzpartei,37460,2.1086785689356633
2026-09-20-22-55-58,2026-09-20T20:56:01.481671+00:00,7357d2894d51f027eede41854cd5c2a02873fd2d,Die PARTEI,13191,0.7425408169468857
2026-09-20-22-55-58,2026-09-20T20:56:01.481671+00:00,7357d2894d51f027eede41854cd5c2a02873fd2d,Volt,37103,2.0885825131665756
2026-09-20-22-55-58,2026-09-20T20:56:01.481671+00:00,7357d2894d51f027eede41854cd5c2a02873fd2d,FREIE WÄHLER,0,0.0
2026-09-20-22-55-58,2026-09-20T20:56:01.481671+00:00,7357d2894d51f027eede41854cd5c2a02873fd2d,Mieterpartei,0,0.0
2026-09-20-22-55-58,2026-09-20T20:56:01.481671+00:00,7357d2894d51f027eede41854cd5c2a02873fd2d,Die Urbane.,1507,0.0848312494230124
2026-09-20-22-55-58,2026-09-20T20:56:01.481671+00:00,7357d2894d51f027eede41854cd5c2a02873fd2d,DKP,2005,0.11286440284879885
2026-09-20-22-55-58,2026-09-20T20:56:01.481671+00:00,7357d2894d51f027eede41854cd5c2a02873fd2d,ÖDP,2499,0.14067239038361512
2026-09-20-22-55-58,2026-09-20T20:56:01.481671+00:00,7357d2894d51f027eede41854cd5c2a02873fd2d,Die Heimat,516,0.029046399935152224
2026-09-20-22-55-58,2026-09-20T20:56:01.481671+00:00,7357d2894d51f027eede41854cd5c2a02873fd2d,bergpartei,79,0.004447026346660902
2026-09-20-22-55-58,2026-09-20T20:56:01.481671+00:00,7357d2894d51f027eede41854cd5c2a02873fd2d,SGP,694,0.03906628208332489
2026-09-20-22-55-58,2026-09-20T20:56:01.481671+00:00,7357d2894d51f027eede41854cd5c2a02873fd2d,Menschliche Welt,0,0.0
2026-09-20-22-55-58,2026-09-20T20:56:01.481671+00:00,7357d2894d51f027eede41854cd5c2a02873fd2d,AB Spandau,0,0.0
2026-09-20-22-55-58,2026-09-20T20:56:01.481671+00:00,7357d2894d51f027eede41854cd5c2a02873fd2d,Ausländer für Berlin,0,0.0
2026-09-20-22-55-58,2026-09-20T20:56:01.481671+00:00,7357d2894d51f027eede41854cd5c2a02873fd2d,Migrants for Neukölln,0,0.0
2026-09-20-22-55-58,2026-09-20T20:56:01.481671+00:00,7357d2894d51f027eede41854cd5c2a02873fd2d,Berliner:innen ohne Grenzen,0,0.0
2026-09-20-22-55-58,2026-09-20T20:56:01.481671+00:00,7357d2894d51f027eede41854cd5c2a02873fd2d,Berlin Retten,0,0.0
2026-09-20-22-55-58,2026-09-20T20:56:01.481671+00:00,7357d2894d51f027eede41854cd5c2a02873fd2d,BSW,83518,4.701351220511712
2026-09-20-22-55-58,2026-09-20T20:56:01.481671+00:00,7357d2894d51f027eede41854cd5c2a02873fd2d,Losdemokratie,0,0.0
2026-09-20-22-55-58,2026-09-20T20:56:01.481671+00:00,7357d2894d51f027eede41854cd5c2a02873fd2d,MERA25,0,0.0
2026-09-20-22-55-58,2026-09-20T20:56:01.481671+00:00,7357d2894d51f027eede41854cd5c2a02873fd2d,PdF,5602,0.3153448303037263
2026-09-20-22-55-58,2026-09-20T20:56:01.481671+00:00,7357d2894d51f027eede41854cd5c2a02873fd2d,Jan Mihm: Bester Mann,0,0.0
2026-09-20-22-55-58,2026-09-20T20:56:01.481671+00:00,7357d2894d51f027eede41854cd5c2a02873fd2d,Demokratische Linke,0,0.0
2026-09-20-22-55-58,2026-09-20T20:56:01.481671+00:00,7357d2894d51f027eede41854cd5c2a02873fd2d,DIE FRAUEN,0,0.0
2026-09-20-23-03-59,2026-09-20T21:04:02.035976+00:00,450d6c752bffc6f002e3da247a60330631a47c90,CDU,333650,18.76302910026875
2026-09-20-23-03-59,2026-09-20T21:04:02.035976+00:00,450d6c752bffc6f002e3da247a60330631a47c90,SPD,215724,12.131382255736177
2026-09-20-23-03-59,2026-09-20T21:04:02.035976+00:00,450d6c752bffc6f002e3da247a60330631a47c90,GRÜNE,255949,14.393461816828072
2026-09-20-23-03-59,2026-09-20T21:04:02.035976+00:00,450d6c752bffc6f002e3da247a60330631a47c90,Die Linke,458131,25.763300718523073
2026-09-20-23-03-59,2026-09-20T21:04:02.035976+00:00,450d6c752bffc6f002e3da247a60330631a47c90,AfD,285148,16.03548695304491
2026-09-20-23-03-59,2026-09-20T21:04:02.035976+00:00,450d6c752bffc6f002e3da247a60330631a47c90,FDP,45278,2.5462383683559673
2026-09-20-23-03-59,2026-09-20T21:04:02.035976+00:00,450d6c752bffc6f002e3da247a60330631a47c90,Tierschutzpartei,37486,2.1080500789829895
2026-09-20-23-03-59,2026-09-20T21:04:02.035976+00:00,450d6c752bffc6f002e3da247a60330631a47c90,Die PARTEI,13198,0.7421982858245076
2026-09-20-23-03-59,2026-09-20T21:04:02.035976+00:00,450d6c752bffc6f002e3da247a60330631a47c90,Volt,37126,2.0878052401515887
2026-09-20-23-03-59,2026-09-20T21:04:02.035976+00:00,450d6c752bffc6f002e3da247a60330631a47c90,FREIE WÄHLER,0,0.0
2026-09-20-23-03-59,2026-09-20T21:04:02.035976+00:00,450d6c752bffc6f002e3da247a60330631a47c90,Mieterpartei,0,0.0
2026-09-20-23-03-59,2026-09-20T21:04:02.035976+00:00,450d6c752bffc6f002e3da247a60330631a47c90,Die Urbane.,1508,0.08480338043819953
2026-09-20-23-03-59,2026-09-20T21:04:02.035976+00:00,450d6c752bffc6f002e3da247a60330631a47c90,DKP,2010,0.11303368347531902
2026-09-20-23-03-59,2026-09-20T21:04:02.035976+00:00,450d6c752bffc6f002e3da247a60330631a47c90,ÖDP,2500,0.1405891585513918
2026-09-20-23-03-59,2026-09-20T21:04:02.035976+00:00,450d6c752bffc6f002e3da247a60330631a47c90,Die Heimat,516,0.029017602325007268
2026-09-20-23-03-59,2026-09-20T21:04:02.035976+00:00,450d6c752bffc6f002e3da247a60330631a47c90,bergpartei,80,0.004498853073644538
2026-09-20-23-03-59,2026-09-20T21:04:02.035976+00:00,450d6c752bffc6f002e3da247a60330631a47c90,SGP,694,0.039027550413866366
2026-09-20-23-03-59,2026-09-20T21:04:02.035976+00:00,450d6c752bffc6f002e3da247a60330631a47c90,Menschliche Welt,0,0.0
2026-09-20-23-03-59,2026-09-20T21:04:02.035976+00:00,450d6c752bffc6f002e3da247a60330631a47c90,AB Spandau,0,0.0
