row_key,ags,municipality_name,gebietsart,gebietsnummer,reported_precincts,total_precincts,voters_total,valid_votes_erst,valid_votes_zweit,voters_total_2021,valid_votes_erst_2021,valid_votes_zweit_2021,delta_voters_total_vs_2021,delta_valid_votes_erst_vs_2021,delta_valid_votes_zweit_vs_2021,payload_hash,is_municipality_summary
006104:00001:00001:33207033:URNENWAHLBEZIRK,33207033,Laumersheim,URNENWAHLBEZIRK,00001,0,1,0,0,0,515,505,508,-515,-505,-508,prep-zero:006104:00001:00001:33207033:URNENWAHLBEZIRK,False
006105:00001:00001:33207036:URNENWAHLBEZIRK,33207036,Mertesheim,URNENWAHLBEZIRK,00001,0,1,0,0,0,207,204,206,-207,-204,-206,prep-zero:006105:00001:00001:33207036:URNENWAHLBEZIRK,False
006106:00001:00001:33207038:URNENWAHLBEZIRK,33207038,Neuleiningen,URNENWAHLBEZIRK,00001,0,1,0,0,0,482,477,477,-482,-477,-477,prep-zero:006106:00001:00001:33207038:URNENWAHLBEZIRK,False
006107:00001:00001:33207040:URNENWAHLBEZIRK,33207040,Obersülzen,URNENWAHLBEZIRK,00001,0,1,0,0,0,356,350,350,-356,-350,-350,prep-zero:006107:00001:00001:33207040:URNENWAHLBEZIRK,False
006108:00001:00001:33207041:URNENWAHLBEZIRK,33207041,Obrigheim (Pfalz),URNENWAHLBEZIRK,00001,0,1,0,0,0,547,537,535,-547,-537,-535,prep-zero:006108:00001:00001:33207041:URNENWAHLBEZIRK,False
006109:00002:00002:33207041:URNENWAHLBEZIRK,33207041,Obrigheim (Pfalz),URNENWAHLBEZIRK,00002,0,1,0,0,0,524,518,519,-524,-518,-519,prep-zero:006109:00002:00002:33207041:URNENWAHLBEZIRK,False
006110:00003:00003:33207041:URNENWAHLBEZIRK,33207041,Obrigheim (Pfalz),URNENWAHLBEZIRK,00003,0,1,0,0,0,397,391,394,-397,-391,-394,prep-zero:006110:00003:00003:33207041:URNENWAHLBEZIRK,False
006111:00001:00001:33207042:URNENWAHLBEZIRK,33207042,Quirnheim,URNENWAHLBEZIRK,00001,0,1,0,0,0,378,365,375,-378,-365,-375,prep-zero:006111:00001:00001:33207042:URNENWAHLBEZIRK,False
006112:00001:00001:33207044:URNENWAHLBEZIRK,33207044,Tiefenthal,URNENWAHLBEZIRK,00001,0,1,0,0,0,456,444,449,-456,-444,-449,prep-zero:006112:00001:00001:33207044:URNENWAHLBEZIRK,False
006113:00001:00001:33207047:URNENWAHLBEZIRK,33207047,Wattenheim,URNENWAHLBEZIRK,00001,0,1,0,0,0,886,874,878,-886,-874,-878,prep-zero:006113:00001:00001:33207047:URNENWAHLBEZIRK,False
006114:01001:01001:33302019:BRIEFWAHLBEZIRK,33302019,Eisenberg (Pfalz),BRIEFWAHLBEZIRK,01001,0,1,0,0,0,1134,1126,1131,-1134,-1126,-1131,prep-zero:006114:01001:01001:33302019:BRIEFWAHLBEZIRK,False
006115:01002:01002:33302019:BRIEFWAHLBEZIRK,33302019,Eisenberg (Pfalz),BRIEFWAHLBEZIRK,01002,0,1,0,0,0,1468,1443,1449,-1468,-1443,-1449,prep-zero:006115:01002:01002:33302019:BRIEFWAHLBEZIRK,False
006116:01101:01101:33302019:URNENWAHLBEZIRK,33302019,Eisenberg (Pfalz),URNENWAHLBEZIRK,01101,0,1,0,0,0,129,126,127,-129,-126,-127,prep-zero:006116:01101:01101:33302019:URNENWAHLBEZIRK,False
006117:01102:01102:33302019:URNENWAHLBEZIRK,33302019,Eisenberg (Pfalz),URNENWAHLBEZIRK,01102,0,1,0,0,0,281,276,276,-281,-276,-276,prep-zero:006117:01102:01102:33302019:URNENWAHLBEZIRK,False
006118:01103:01103:33302019:URNENWAHLBEZIRK,33302019,Eisenberg (Pfalz),URNENWAHLBEZIRK,01103,0,1,0,0,0,306,295,295,-306,-295,-295,prep-zero:006118:01103:01103:33302019:URNENWAHLBEZIRK,False
006119:01301:01301:33302019:URNENWAHLBEZIRK,33302019,Eisenberg (Pfalz),URNENWAHLBEZIRK,01301,0,1,0,0,0,285,277,277,-285,-277,-277,prep-zero:006119:01301:01301:33302019:URNENWAHLBEZIRK,False
006120:02001:02001:33302038:BRIEFWAHLBEZIRK,33302038,Kerzenheim,BRIEFWAHLBEZIRK,02001,0,1,0,0,0,880,879,880,-880,-879,-880,prep-zero:006120:02001:02001:33302038:BRIEFWAHLBEZIRK,False
006121:02101:02101:33302038:URNENWAHLBEZIRK,33302038,Kerzenheim,URNENWAHLBEZIRK,02101,0,1,0,0,0,230,224,221,-230,-224,-221,prep-zero:006121:02101:02101:33302038:URNENWAHLBEZIRK,False
006122:02201:02201:33302038:URNENWAHLBEZIRK,33302038,Kerzenheim,URNENWAHLBEZIRK,02201,0,1,0,0,0,82,79,80,-82,-79,-80,prep-zero:006122:02201:02201:33302038:URNENWAHLBEZIRK,False
006123:03001:03001:33302060:BRIEFWAHLBEZIRK,33302060,Ramsen,BRIEFWAHLBEZIRK,03001,0,1,0,0,0,768,753,760,-768,-753,-760,prep-zero:006123:03001:03001:33302060:BRIEFWAHLBEZIRK,False
006124:03101:03101:33302060:URNENWAHLBEZIRK,33302060,Ramsen,URNENWAHLBEZIRK,03101,0,1,0,0,0,274,267,264,-274,-267,-264,prep-zero:006124:03101:03101:33302060:URNENWAHLBEZIRK,False
006125:00101:00101:33303001:URNENWAHLBEZIRK,33303001,Albisheim (Pfrimm),URNENWAHLBEZIRK,00101,0,1,0,0,0,457,452,453,-457,-452,-453,prep-zero:006125:00101:00101:33303001:URNENWAHLBEZIRK,False
006126:00102:00102:33303001:URNENWAHLBEZIRK,33303001,Albisheim (Pfrimm),URNENWAHLBEZIRK,00102,0,1,0,0,0,412,409,409,-412,-409,-409,prep-zero:006126:00102:00102:33303001:URNENWAHLBEZIRK,False
006127:00101:00101:33303006:URNENWAHLBEZIRK,33303006,Biedesheim,URNENWAHLBEZIRK,00101,0,1,0,0,0,333,327,330,-333,-327,-330,prep-zero:006127:00101:00101:33303006:URNENWAHLBEZIRK,False
006128:00101:00101:33303012:URNENWAHLBEZIRK,33303012,Bubenheim,URNENWAHLBEZIRK,00101,0,1,0,0,0,264,257,257,-264,-257,-257,prep-zero:006128:00101:00101:33303012:URNENWAHLBEZIRK,False
006129:00101:00101:33303017:URNENWAHLBEZIRK,33303017,Dreisen,URNENWAHLBEZIRK,00101,0,1,0,0,0,530,520,525,-530,-520,-525,prep-zero:006129:00101:00101:33303017:URNENWAHLBEZIRK,False
006130:00101:00101:33303018:URNENWAHLBEZIRK,33303018,Einselthum,URNENWAHLBEZIRK,00101,0,1,0,0,0,456,440,449,-456,-440,-449,prep-zero:006130:00101:00101:33303018:URNENWAHLBEZIRK,False
006131:00101:00101:33303026:URNENWAHLBEZIRK,33303026,Göllheim,URNENWAHLBEZIRK,00101,0,1,0,0,0,421,416,417,-421,-416,-417,prep-zero:006131:00101:00101:33303026:URNENWAHLBEZIRK,False
006132:00102:00102:33303026:URNENWAHLBEZIRK,33303026,Göllheim,URNENWAHLBEZIRK,00102,0,1,0,0,0,574,565,567,-574,-565,-567,prep-zero:006132:00102:00102:33303026:URNENWAHLBEZIRK,False
006133:00103:00103:33303026:URNENWAHLBEZIRK,33303026,Göllheim,URNENWAHLBEZIRK,00103,0,1,0,0,0,444,438,444,-444,-438,-444,prep-zero:006133:00103:00103:33303026:URNENWAHLBEZIRK,False
006134:00104:00104:33303026:URNENWAHLBEZIRK,33303026,Göllheim,URNENWAHLBEZIRK,00104,0,1,0,0,0,286,283,284,-286,-283,-284,prep-zero:006134:00104:00104:33303026:URNENWAHLBEZIRK,False
006135:00101:00101:33303032:URNENWAHLBEZIRK,33303032,Immesheim,URNENWAHLBEZIRK,00101,0,1,0,0,0,94,91,93,-94,-91,-93,prep-zero:006135:00101:00101:33303032:URNENWAHLBEZIRK,False
006136:00101:00101:33303041:URNENWAHLBEZIRK,33303041,Lautersheim,URNENWAHLBEZIRK,00101,0,1,0,0,0,351,348,349,-351,-348,-349,prep-zero:006136:00101:00101:33303041:URNENWAHLBEZIRK,False
006137:00101:00101:33303058:URNENWAHLBEZIRK,33303058,Ottersheim,URNENWAHLBEZIRK,00101,0,1,0,0,0,209,203,208,-209,-203,-208,prep-zero:006137:00101:00101:33303058:URNENWAHLBEZIRK,False
006138:00101:00101:33303064:URNENWAHLBEZIRK,33303064,Rüssingen,URNENWAHLBEZIRK,00101,0,1,0,0,0,297,291,294,-297,-291,-294,prep-zero:006138:00101:00101:33303064:URNENWAHLBEZIRK,False
006139:00101:00101:33303074:URNENWAHLBEZIRK,33303074,Standenbühl,URNENWAHLBEZIRK,00101,0,1,0,0,0,101,101,101,-101,-101,-101,prep-zero:006139:00101:00101:33303074:URNENWAHLBEZIRK,False
006140:00101:00101:33303081:URNENWAHLBEZIRK,33303081,Weitersweiler,URNENWAHLBEZIRK,00101,0,1,0,0,0,276,271,274,-276,-271,-274,prep-zero:006140:00101:00101:33303081:URNENWAHLBEZIRK,False
006141:00101:00101:33303501:URNENWAHLBEZIRK,33303501,Zellertal,URNENWAHLBEZIRK,00101,0,1,0,0,0,446,441,443,-446,-441,-443,prep-zero:006141:00101:00101:33303501:URNENWAHLBEZIRK,False
006142:00102:00102:33303501:URNENWAHLBEZIRK,33303501,Zellertal,URNENWAHLBEZIRK,00102,0,1,0,0,0,134,130,130,-134,-130,-130,prep-zero:006142:00102:00102:33303501:URNENWAHLBEZIRK,False
006143:00103:00103:33303501:URNENWAHLBEZIRK,33303501,Zellertal,URNENWAHLBEZIRK,00103,0,1,0,0,0,112,111,112,-112,-111,-112,prep-zero:006143:00103:00103:33303501:URNENWAHLBEZIRK,False
006144:00001:00001:33304005:URNENWAHLBEZIRK,33304005,Bennhausen,URNENWAHLBEZIRK,00001,0,1,0,0,0,108,107,107,-108,-107,-107,prep-zero:006144:00001:00001:33304005:URNENWAHLBEZIRK,False
006145:00001:00001:33304007:URNENWAHLBEZIRK,33304007,Bischheim,URNENWAHLBEZIRK,00001,0,1,0,0,0,359,351,354,-359,-351,-354,prep-zero:006145:00001:00001:33304007:URNENWAHLBEZIRK,False
006146:00001:00001:33304010:URNENWAHLBEZIRK,33304010,Bolanden,URNENWAHLBEZIRK,00001,0,1,0,0,0,886,853,872,-886,-853,-872,prep-zero:006146:00001:00001:33304010:URNENWAHLBEZIRK,False
006147:00104:00104:33304010:URNENWAHLBEZIRK,33304010,Bolanden,URNENWAHLBEZIRK,00104,0,1,0,0,0,375,368,372,-375,-368,-372,prep-zero:006147:00104:00104:33304010:URNENWAHLBEZIRK,False
006148:00001:00001:33304013:URNENWAHLBEZIRK,33304013,Dannenfels,URNENWAHLBEZIRK,00001,0,1,0,0,0,474,464,468,-474,-464,-468,prep-zero:006148:00001:00001:33304013:URNENWAHLBEZIRK,False
006149:00001:00001:33304022:URNENWAHLBEZIRK,33304022,Gauersheim,URNENWAHLBEZIRK,00001,0,1,0,0,0,384,377,374,-384,-377,-374,prep-zero:006149:00001:00001:33304022:URNENWAHLBEZIRK,False
006150:00001:00001:33304031:URNENWAHLBEZIRK,33304031,Ilbesheim,URNENWAHLBEZIRK,00001,0,1,0,0,0,320,314,316,-320,-314,-316,prep-zero:006150:00001:00001:33304031:URNENWAHLBEZIRK,False
006151:00001:00001:33304035:URNENWAHLBEZIRK,33304035,Jakobsweiler,URNENWAHLBEZIRK,00001,0,1,0,0,0,132,130,130,-132,-130,-130,prep-zero:006151:00001:00001:33304035:URNENWAHLBEZIRK,False
006152:00001:00001:33304039:URNENWAHLBEZIRK,33304039,Kirchheimbolanden,URNENWAHLBEZIRK,00001,0,1,0,0,0,414,406,405,-414,-406,-405,prep-zero:006152:00001:00001:33304039:URNENWAHLBEZIRK,False
006153:00002:00002:33304039:URNENWAHLBEZIRK,33304039,Kirchheimbolanden,URNENWAHLBEZIRK,00002,0,1,0,0,0,421,409,413,-421,-409,-413,prep-zero:006153:00002:00002:33304039:URNENWAHLBEZIRK,False
006154:00003:00003:33304039:URNENWAHLBEZIRK,33304039,Kirchheimbolanden,URNENWAHLBEZIRK,00003,0,1,0,0,0,156,150,152,-156,-150,-152,prep-zero:006154:00003:00003:33304039:URNENWAHLBEZIRK,False
006155:00004:00004:33304039:URNENWAHLBEZIRK,33304039,Kirchheimbolanden,URNENWAHLBEZIRK,00004,0,1,0,0,0,309,303,308,-309,-303,-308,prep-zero:006155:00004:00004:33304039:URNENWAHLBEZIRK,False
006156:00005:00005:33304039:URNENWAHLBEZIRK,33304039,Kirchheimbolanden,URNENWAHLBEZIRK,00005,0,1,0,0,0,278,267,271,-278,-267,-271,prep-zero:006156:00005:00005:33304039:URNENWAHLBEZIRK,False
006157:00006:00006:33304039:URNENWAHLBEZIRK,33304039,Kirchheimbolanden,URNENWAHLBEZIRK,00006,0,1,0,0,0,284,272,279,-284,-272,-279,prep-zero:006157:00006:00006:33304039:URNENWAHLBEZIRK,False
006158:00007:00007:33304039:URNENWAHLBEZIRK,33304039,Kirchheimbolanden,URNENWAHLBEZIRK,00007,0,1,0,0,0,449,445,448,-449,-445,-448,prep-zero:006158:00007:00007:33304039:URNENWAHLBEZIRK,False
006159:00008:00008:33304039:URNENWAHLBEZIRK,33304039,Kirchheimbolanden,URNENWAHLBEZIRK,00008,0,1,0,0,0,384,382,381,-384,-382,-381,prep-zero:006159:00008:00008:33304039:URNENWAHLBEZIRK,False
006160:00009:00009:33304039:URNENWAHLBEZIRK,33304039,Kirchheimbolanden,URNENWAHLBEZIRK,00009,0,1,0,0,0,345,339,342,-345,-339,-342,prep-zero:006160:00009:00009:33304039:URNENWAHLBEZIRK,False
006161:00001:00001:33304040:URNENWAHLBEZIRK,33304040,Kriegsfeld,URNENWAHLBEZIRK,00001,0,1,0,0,0,593,569,581,-593,-569,-581,prep-zero:006161:00001:00001:33304040:URNENWAHLBEZIRK,False
006162:00001:00001:33304045:URNENWAHLBEZIRK,33304045,Marnheim,URNENWAHLBEZIRK,00001,0,1,0,0,0,770,740,763,-770,-740,-763,prep-zero:006162:00001:00001:33304045:URNENWAHLBEZIRK,False
006163:00001:00001:33304046:URNENWAHLBEZIRK,33304046,Mörsfeld,URNENWAHLBEZIRK,00001,0,1,0,0,0,272,266,270,-272,-266,-270,prep-zero:006163:00001:00001:33304046:URNENWAHLBEZIRK,False
006164:00001:00001:33304047:URNENWAHLBEZIRK,33304047,Morschheim,URNENWAHLBEZIRK,00001,0,1,0,0,0,382,369,375,-382,-369,-375,prep-zero:006164:00001:00001:33304047:URNENWAHLBEZIRK,False
006165:00001:00001:33304056:URNENWAHLBEZIRK,33304056,Oberwiesen,URNENWAHLBEZIRK,00001,0,1,0,0,0,312,304,309,-312,-304,-309,prep-zero:006165:00001:00001:33304056:URNENWAHLBEZIRK,False
006166:00001:00001:33304057:URNENWAHLBEZIRK,33304057,Orbis,URNENWAHLBEZIRK,00001,0,1,0,0,0,399,388,392,-399,-388,-392,prep-zero:006166:00001:00001:33304057:URNENWAHLBEZIRK,False
006167:00001:00001:33304062:URNENWAHLBEZIRK,33304062,Rittersheim,URNENWAHLBEZIRK,00001,0,1,0,0,0,100,98,99,-100,-98,-99,prep-zero:006167:00001:00001:33304062:URNENWAHLBEZIRK,False
006168:00001:00001:33304076:URNENWAHLBEZIRK,33304076,Stetten,URNENWAHLBEZIRK,00001,0,1,0,0,0,351,345,348,-351,-345,-348,prep-zero:006168:00001:00001:33304076:URNENWAHLBEZIRK,False
006169:00101:00101:33306009:URNENWAHLBEZIRK,33306009,Börrstadt,URNENWAHLBEZIRK,00101,0,1,0,0,0,488,454,458,-488,-454,-458,prep-zero:006169:00101:00101:33306009:URNENWAHLBEZIRK,False
006170:00102:00102:33306011:URNENWAHLBEZIRK,33306011,Breunigweiler,URNENWAHLBEZIRK,00102,0,1,0,0,0,266,260,264,-266,-260,-264,prep-zero:006170:00102:00102:33306011:URNENWAHLBEZIRK,False
006171:00103:00103:33306020:URNENWAHLBEZIRK,33306020,Falkenstein,URNENWAHLBEZIRK,00103,0,1,0,0,0,108,104,106,-108,-104,-106,prep-zero:006171:00103:00103:33306020:URNENWAHLBEZIRK,False
006172:00104:00104:33306027:URNENWAHLBEZIRK,33306027,Gonbach,URNENWAHLBEZIRK,00104,0,1,0,0,0,321,319,319,-321,-319,-319,prep-zero:006172:00104:00104:33306027:URNENWAHLBEZIRK,False
006173:00105:00105:33306030:URNENWAHLBEZIRK,33306030,Höringen,URNENWAHLBEZIRK,00105,0,1,0,0,0,378,371,375,-378,-371,-375,prep-zero:006173:00105:00105:33306030:URNENWAHLBEZIRK,False
006174:00106:00106:33306033:URNENWAHLBEZIRK,33306033,Imsbach,URNENWAHLBEZIRK,00106,0,1,0,0,0,499,491,494,-499,-491,-494,prep-zero:006174:00106:00106:33306033:URNENWAHLBEZIRK,False
006175:00107:00107:33306042:URNENWAHLBEZIRK,33306042,Lohnsfeld,URNENWAHLBEZIRK,00107,0,1,0,0,0,463,454,456,-463,-454,-456,prep-zero:006175:00107:00107:33306042:URNENWAHLBEZIRK,False
006176:00108:00108:33306048:URNENWAHLBEZIRK,33306048,Münchweiler an der Alsenz,URNENWAHLBEZIRK,00108,0,1,0,0,0,669,663,667,-669,-663,-667,prep-zero:006176:00108:00108:33306048:URNENWAHLBEZIRK,False
006177:00109:00109:33306069:URNENWAHLBEZIRK,33306069,Schweisweiler,URNENWAHLBEZIRK,00109,0,1,0,0,0,157,154,156,-157,-154,-156,prep-zero:006177:00109:00109:33306069:URNENWAHLBEZIRK,False
006178:00110:00110:33306071:URNENWAHLBEZIRK,33306071,Sippersfeld,URNENWAHLBEZIRK,00110,0,1,0,0,0,640,635,636,-640,-635,-636,prep-zero:006178:00110:00110:33306071:URNENWAHLBEZIRK,False
006179:00111:00111:33306075:URNENWAHLBEZIRK,33306075,Steinbach am Donnersberg,URNENWAHLBEZIRK,00111,0,1,0,0,0,416,411,414,-416,-411,-414,prep-zero:006179:00111:00111:33306075:URNENWAHLBEZIRK,False
006180:00112:00112:33306080:URNENWAHLBEZIRK,33306080,Wartenberg-Rohrbach,URNENWAHLBEZIRK,00112,0,1,0,0,0,229,228,228,-229,-228,-228,prep-zero:006180:00112:00112:33306080:URNENWAHLBEZIRK,False
006181:00001:00001:33306503:BRIEFWAHLBEZIRK,33306503,Winnweiler,BRIEFWAHLBEZIRK,00001,0,1,0,0,0,1157,1145,1152,-1157,-1145,-1152,prep-zero:006181:00001:00001:33306503:BRIEFWAHLBEZIRK,False
006182:00114:00114:33306503:URNENWAHLBEZIRK,33306503,Winnweiler,URNENWAHLBEZIRK,00114,0,1,0,0,0,407,399,405,-407,-399,-405,prep-zero:006182:00114:00114:33306503:URNENWAHLBEZIRK,False
006183:00210:00210:33306503:URNENWAHLBEZIRK,33306503,Winnweiler,URNENWAHLBEZIRK,00210,0,1,0,0,0,208,202,206,-208,-202,-206,prep-zero:006183:00210:00210:33306503:URNENWAHLBEZIRK,False
006184:00310:00310:33306503:URNENWAHLBEZIRK,33306503,Winnweiler,URNENWAHLBEZIRK,00310,0,1,0,0,0,448,444,446,-448,-444,-446,prep-zero:006184:00310:00310:33306503:URNENWAHLBEZIRK,False
006185:00410:00410:33306503:URNENWAHLBEZIRK,33306503,Winnweiler,URNENWAHLBEZIRK,00410,0,1,0,0,0,134,129,131,-134,-129,-131,prep-zero:006185:00410:00410:33306503:URNENWAHLBEZIRK,False
006186:00101:00101:33307003:URNENWAHLBEZIRK,33307003,Alsenz,URNENWAHLBEZIRK,00101,0,1,0,0,0,703,688,691,-703,-688,-691,prep-zero:006186:00101:00101:33307003:URNENWAHLBEZIRK,False
006187:00001:00001:33307004:URNENWAHLBEZIRK,33307004,Bayerfeld-Steckweiler,URNENWAHLBEZIRK,00001,0,1,0,0,0,183,179,182,-183,-179,-182,prep-zero:006187:00001:00001:33307004:URNENWAHLBEZIRK,False
006188:00002:00002:33307004:URNENWAHLBEZIRK,33307004,Bayerfeld-Steckweiler,URNENWAHLBEZIRK,00002,0,1,0,0,0,40,38,39,-40,-38,-39,prep-zero:006188:00002:00002:33307004:URNENWAHLBEZIRK,False
006189:00001:00001:33307008:URNENWAHLBEZIRK,33307008,Bisterschied,URNENWAHLBEZIRK,00001,0,1,0,0,0,124,120,124,-124,-120,-124,prep-zero:006189:00001:00001:33307008:URNENWAHLBEZIRK,False
006190:00001:00001:33307014:URNENWAHLBEZIRK,33307014,Dielkirchen,URNENWAHLBEZIRK,00001,0,1,0,0,0,250,244,246,-250,-244,-246,prep-zero:006190:00001:00001:33307014:URNENWAHLBEZIRK,False
006191:00001:00001:33307016:URNENWAHLBEZIRK,33307016,Dörrmoschel,URNENWAHLBEZIRK,00001,0,1,0,0,0,74,69,70,-74,-69,-70,prep-zero:006191:00001:00001:33307016:URNENWAHLBEZIRK,False
006192:00101:00101:33307021:URNENWAHLBEZIRK,33307021,Finkenbach-Gersweiler,URNENWAHLBEZIRK,00101,0,1,0,0,0,163,157,160,-163,-157,-160,prep-zero:006192:00101:00101:33307021:URNENWAHLBEZIRK,False
006193:00101:00101:33307023:URNENWAHLBEZIRK,33307023,Gaugrehweiler,URNENWAHLBEZIRK,00101,0,1,0,0,0,273,262,268,-273,-262,-268,prep-zero:006193:00101:00101:33307023:URNENWAHLBEZIRK,False
006194:00001:00001:33307024:URNENWAHLBEZIRK,33307024,Gehrweiler,URNENWAHLBEZIRK,00001,0,1,0,0,0,191,187,187,-191,-187,-187,prep-zero:006194:00001:00001:33307024:URNENWAHLBEZIRK,False
006195:00001:00001:33307025:URNENWAHLBEZIRK,33307025,Gerbach,URNENWAHLBEZIRK,00001,0,1,0,0,0,301,293,297,-301,-293,-297,prep-zero:006195:00001:00001:33307025:URNENWAHLBEZIRK,False
006196:00001:00001:33307028:URNENWAHLBEZIRK,33307028,Gundersweiler,URNENWAHLBEZIRK,00001,0,1,0,0,0,325,317,322,-325,-317,-322,prep-zero:006196:00001:00001:33307028:URNENWAHLBEZIRK,False
006197:00001:00001:33307034:URNENWAHLBEZIRK,33307034,Imsweiler,URNENWAHLBEZIRK,00001,0,1,0,0,0,267,256,261,-267,-256,-261,prep-zero:006197:00001:00001:33307034:URNENWAHLBEZIRK,False
006198:00101:00101:33307036:URNENWAHLBEZIRK,33307036,Kalkofen,URNENWAHLBEZIRK,00101,0,1,0,0,0,103,100,100,-103,-100,-100,prep-zero:006198:00101:00101:33307036:URNENWAHLBEZIRK,False
006199:00001:00001:33307037:URNENWAHLBEZIRK,33307037,Katzenbach,URNENWAHLBEZIRK,00001,0,1,0,0,0,273,266,268,-273,-266,-268,prep-zero:006199:00001:00001:33307037:URNENWAHLBEZIRK,False
006200:00101:00101:33307043:URNENWAHLBEZIRK,33307043,Mannweiler-Cölln,URNENWAHLBEZIRK,00101,0,1,0,0,0,225,218,223,-225,-218,-223,prep-zero:006200:00101:00101:33307043:URNENWAHLBEZIRK,False
006201:00101:00101:33307049:URNENWAHLBEZIRK,33307049,Münsterappel,URNENWAHLBEZIRK,00101,0,1,0,0,0,262,251,253,-262,-251,-253,prep-zero:006201:00101:00101:33307049:URNENWAHLBEZIRK,False
006202:00101:00101:33307050:URNENWAHLBEZIRK,33307050,Niederhausen an der Appel,URNENWAHLBEZIRK,00101,0,1,0,0,0,131,129,131,-131,-129,-131,prep-zero:006202:00101:00101:33307050:URNENWAHLBEZIRK,False
006203:00101:00101:33307051:URNENWAHLBEZIRK,33307051,Niedermoschel,URNENWAHLBEZIRK,00101,0,1,0,0,0,297,292,291,-297,-292,-291,prep-zero:006203:00101:00101:33307051:URNENWAHLBEZIRK,False
006204:00101:00101:33307053:URNENWAHLBEZIRK,33307053,Oberhausen an der Appel,URNENWAHLBEZIRK,00101,0,1,0,0,0,78,77,77,-78,-77,-77,prep-zero:006204:00101:00101:33307053:URNENWAHLBEZIRK,False
006205:00101:00101:33307054:URNENWAHLBEZIRK,33307054,Obermoschel,URNENWAHLBEZIRK,00101,0,1,0,0,0,575,568,570,-575,-568,-570,prep-zero:006205:00101:00101:33307054:URNENWAHLBEZIRK,False
006206:00101:00101:33307055:URNENWAHLBEZIRK,33307055,Oberndorf,URNENWAHLBEZIRK,00101,0,1,0,0,0,144,140,142,-144,-140,-142,prep-zero:006206:00101:00101:33307055:URNENWAHLBEZIRK,False
006207:00001:00001:33307061:URNENWAHLBEZIRK,33307061,Ransweiler,URNENWAHLBEZIRK,00001,0,1,0,0,0,166,161,165,-166,-161,-165,prep-zero:006207:00001:00001:33307061:URNENWAHLBEZIRK,False
006208:00001:00001:33307065:URNENWAHLBEZIRK,33307065,Ruppertsecken,URNENWAHLBEZIRK,00001,0,1,0,0,0,192,184,190,-192,-184,-190,prep-zero:006208:00001:00001:33307065:URNENWAHLBEZIRK,False
006209:00001:00001:33307066:URNENWAHLBEZIRK,33307066,Sankt Alban,URNENWAHLBEZIRK,00001,0,1,0,0,0,160,160,160,-160,-160,-160,prep-zero:006209:00001:00001:33307066:URNENWAHLBEZIRK,False
006210:00101:00101:33307067:URNENWAHLBEZIRK,33307067,Schiersfeld,URNENWAHLBEZIRK,00101,0,1,0,0,0,135,131,133,-135,-131,-133,prep-zero:006210:00101:00101:33307067:URNENWAHLBEZIRK,False
006211:00001:00001:33307068:URNENWAHLBEZIRK,33307068,Schönborn,URNENWAHLBEZIRK,00001,0,1,0,0,0,69,68,68,-69,-68,-68,prep-zero:006211:00001:00001:33307068:URNENWAHLBEZIRK,False
006212:00101:00101:33307072:URNENWAHLBEZIRK,33307072,Sitters,URNENWAHLBEZIRK,00101,0,1,0,0,0,52,50,51,-52,-50,-51,prep-zero:006212:00101:00101:33307072:URNENWAHLBEZIRK,False
006213:00001:00001:33307073:URNENWAHLBEZIRK,33307073,Stahlberg,URNENWAHLBEZIRK,00001,0,1,0,0,0,111,107,108,-111,-107,-108,prep-zero:006213:00001:00001:33307073:URNENWAHLBEZIRK,False
006214:00001:00001:33307077:URNENWAHLBEZIRK,33307077,Teschenmoschel,URNENWAHLBEZIRK,00001,0,1,0,0,0,84,83,83,-84,-83,-83,prep-zero:006214:00001:00001:33307077:URNENWAHLBEZIRK,False
006215:00101:00101:33307078:URNENWAHLBEZIRK,33307078,Unkenbach,URNENWAHLBEZIRK,00101,0,1,0,0,0,110,107,105,-110,-107,-105,prep-zero:006215:00101:00101:33307078:URNENWAHLBEZIRK,False
006216:00101:00101:33307079:URNENWAHLBEZIRK,33307079,Waldgrehweiler,URNENWAHLBEZIRK,00101,0,1,0,0,0,123,121,120,-123,-121,-120,prep-zero:006216:00101:00101:33307079:URNENWAHLBEZIRK,False
006217:00101:00101:33307083:URNENWAHLBEZIRK,33307083,Winterborn,URNENWAHLBEZIRK,00101,0,1,0,0,0,104,102,101,-104,-102,-101,prep-zero:006217:00101:00101:33307083:URNENWAHLBEZIRK,False
006218:00001:00001:33307084:URNENWAHLBEZIRK,33307084,Würzweiler,URNENWAHLBEZIRK,00001,0,1,0,0,0,136,132,134,-136,-132,-134,prep-zero:006218:00001:00001:33307084:URNENWAHLBEZIRK,False
006219:00001:00001:33307201:URNENWAHLBEZIRK,33307201,Rathskirchen,URNENWAHLBEZIRK,00001,0,1,0,0,0,91,89,88,-91,-89,-88,prep-zero:006219:00001:00001:33307201:URNENWAHLBEZIRK,False
006220:00001:00001:33307202:URNENWAHLBEZIRK,33307202,Reichsthal,URNENWAHLBEZIRK,00001,0,1,0,0,0,63,61,61,-63,-61,-61,prep-zero:006220:00001:00001:33307202:URNENWAHLBEZIRK,False
006221:00001:00001:33307203:URNENWAHLBEZIRK,33307203,Seelen,URNENWAHLBEZIRK,00001,0,1,0,0,0,95,93,95,-95,-93,-95,prep-zero:006221:00001:00001:33307203:URNENWAHLBEZIRK,False
